src,dest,path
60,61,Phospholipase D signaling pathway
60,61,AGE-RAGE signaling pathway in diabetic complications
60,146,Phospholipase D signaling pathway
60,147,Phospholipase D signaling pathway
60,148,Phospholipase D signaling pathway
60,472,Phospholipase D signaling pathway
60,473,Phospholipase D signaling pathway
60,619,Phospholipase D signaling pathway
60,807,Phospholipase D signaling pathway
60,808,Phospholipase D signaling pathway
60,809,Phospholipase D signaling pathway
60,810,Phospholipase D signaling pathway
60,811,Phospholipase D signaling pathway
60,812,Phospholipase D signaling pathway
60,813,Phospholipase D signaling pathway
60,814,Phospholipase D signaling pathway
60,1172,Phospholipase D signaling pathway
60,1173,Phospholipase D signaling pathway
60,1174,Phospholipase D signaling pathway
60,1175,Phospholipase D signaling pathway
60,1176,Phospholipase D signaling pathway
60,1177,Phospholipase D signaling pathway
60,1657,Phospholipase D signaling pathway
61,747,Calcium signaling pathway
61,747,cGMP-PKG signaling pathway
61,748,cGMP-PKG signaling pathway
61,748,Phospholipase D signaling pathway
61,749,cGMP-PKG signaling pathway
61,749,Phospholipase D signaling pathway
61,750,Calcium signaling pathway
61,751,Calcium signaling pathway
61,757,Calcium signaling pathway
61,757,cGMP-PKG signaling pathway
61,758,Phospholipase D signaling pathway
61,1533,Phospholipase D signaling pathway
61,1534,Phospholipase D signaling pathway
61,1535,Phospholipase D signaling pathway
61,1536,Phospholipase D signaling pathway
61,1819,Apelin signaling pathway
61,1982,AGE-RAGE signaling pathway in diabetic complications
61,1983,AGE-RAGE signaling pathway in diabetic complications
61,1984,AGE-RAGE signaling pathway in diabetic complications
61,2064,cGMP-PKG signaling pathway
63,1671,NOD-like receptor signaling pathway
64,1135,Hippo signaling pathway
64,1135,Hippo signaling pathway - multiple species
64,1136,Hippo signaling pathway
64,1136,Hippo signaling pathway - multiple species
64,1809,Hippo signaling pathway
64,1809,Hippo signaling pathway - multiple species
65,66,mTOR signaling pathway
65,107,PI3K-Akt signaling pathway
65,108,PI3K-Akt signaling pathway
65,109,PI3K-Akt signaling pathway
65,152,ErbB signaling pathway
65,152,Ras signaling pathway
65,152,PI3K-Akt signaling pathway
65,152,VEGF signaling pathway
65,152,Neurotrophin signaling pathway
65,152,Insulin signaling pathway
65,152,Thyroid hormone signaling pathway
65,159,Sphingolipid signaling pathway
65,191,PI3K-Akt signaling pathway
65,259,PI3K-Akt signaling pathway
65,259,VEGF signaling pathway
65,259,Thyroid hormone signaling pathway
65,345,ErbB signaling pathway
65,345,PI3K-Akt signaling pathway
65,346,ErbB signaling pathway
65,346,PI3K-Akt signaling pathway
65,366,Ras signaling pathway
65,366,Chemokine signaling pathway
65,366,FoxO signaling pathway
65,366,mTOR signaling pathway
65,366,PI3K-Akt signaling pathway
65,366,B cell receptor signaling pathway
65,409,PI3K-Akt signaling pathway
65,410,PI3K-Akt signaling pathway
65,411,PI3K-Akt signaling pathway
65,412,PI3K-Akt signaling pathway
65,413,PI3K-Akt signaling pathway
65,414,PI3K-Akt signaling pathway
65,415,PI3K-Akt signaling pathway
65,682,FoxO signaling pathway
65,682,Insulin signaling pathway
65,682,Thyroid hormone signaling pathway
65,683,Chemokine signaling pathway
65,683,FoxO signaling pathway
65,683,PI3K-Akt signaling pathway
65,683,Neurotrophin signaling pathway
65,683,Prolactin signaling pathway
65,684,Ras signaling pathway
65,684,FoxO signaling pathway
65,685,FoxO signaling pathway
65,817,Chemokine signaling pathway
65,818,ErbB signaling pathway
65,818,Chemokine signaling pathway
65,818,PI3K-Akt signaling pathway
65,818,T cell receptor signaling pathway
65,818,B cell receptor signaling pathway
65,818,Neurotrophin signaling pathway
65,818,Insulin signaling pathway
65,818,Prolactin signaling pathway
65,818,Thyroid hormone signaling pathway
65,929,Ras signaling pathway
65,929,Chemokine signaling pathway
65,929,FoxO signaling pathway
65,929,PI3K-Akt signaling pathway
65,929,B cell receptor signaling pathway
65,931,Ras signaling pathway
65,931,Chemokine signaling pathway
65,931,PI3K-Akt signaling pathway
65,931,B cell receptor signaling pathway
65,1204,MAPK signaling pathway
65,1217,MAPK signaling pathway
65,1220,T cell receptor signaling pathway
65,1225,Apelin signaling pathway
65,1232,Apelin signaling pathway
65,1254,PI3K-Akt signaling pathway
65,1254,C-type lectin receptor signaling pathway
65,1254,Thyroid hormone signaling pathway
65,1304,ErbB signaling pathway
65,1304,HIF-1 signaling pathway
65,1304,Apelin signaling pathway
65,1304,JAK-STAT signaling pathway
65,1304,Insulin signaling pathway
65,1344,Toll-like receptor signaling pathway
65,1344,AGE-RAGE signaling pathway in diabetic complications
65,1346,Neurotrophin signaling pathway
65,1347,Neurotrophin signaling pathway
65,1348,Neurotrophin signaling pathway
65,1365,Apelin signaling pathway
65,1366,Apelin signaling pathway
65,1367,cGMP-PKG signaling pathway
65,1367,Sphingolipid signaling pathway
65,1367,PI3K-Akt signaling pathway
65,1367,VEGF signaling pathway
65,1367,Apelin signaling pathway
65,1367,Estrogen signaling pathway
65,1367,Relaxin signaling pathway
65,1385,PI3K-Akt signaling pathway
65,1441,Apelin signaling pathway
65,1441,Insulin signaling pathway
65,1441,Glucagon signaling pathway
65,1461,Thyroid hormone signaling pathway
65,1570,Insulin signaling pathway
65,1571,Insulin signaling pathway
65,1572,Insulin signaling pathway
65,1577,Insulin signaling pathway
65,1578,Insulin signaling pathway
65,1579,Insulin signaling pathway
65,1580,Insulin signaling pathway
65,1581,Insulin signaling pathway
65,1582,Insulin signaling pathway
65,1688,PI3K-Akt signaling pathway
65,1734,Toll-like receptor signaling pathway
65,1734,AGE-RAGE signaling pathway in diabetic complications
65,1866,Insulin signaling pathway
65,1954,Thyroid hormone signaling pathway
65,1955,mTOR signaling pathway
65,2066,Phospholipase D signaling pathway
65,2066,mTOR signaling pathway
65,2066,PI3K-Akt signaling pathway
65,2066,AMPK signaling pathway
65,2067,Phospholipase D signaling pathway
65,2067,mTOR signaling pathway
65,2067,PI3K-Akt signaling pathway
65,2067,AMPK signaling pathway
65,2067,Insulin signaling pathway
65,2067,Thyroid hormone signaling pathway
66,586,AMPK signaling pathway
66,1304,mTOR signaling pathway
66,1563,AMPK signaling pathway
66,1773,AMPK signaling pathway
66,1774,AMPK signaling pathway
66,1775,mTOR signaling pathway
66,2078,AMPK signaling pathway
67,66,mTOR signaling pathway
67,107,PI3K-Akt signaling pathway
67,108,PI3K-Akt signaling pathway
67,109,PI3K-Akt signaling pathway
67,152,ErbB signaling pathway
67,152,Ras signaling pathway
67,152,PI3K-Akt signaling pathway
67,152,VEGF signaling pathway
67,152,Neurotrophin signaling pathway
67,152,Insulin signaling pathway
67,152,Thyroid hormone signaling pathway
67,159,Sphingolipid signaling pathway
67,191,PI3K-Akt signaling pathway
67,259,PI3K-Akt signaling pathway
67,259,VEGF signaling pathway
67,259,Thyroid hormone signaling pathway
67,345,ErbB signaling pathway
67,345,PI3K-Akt signaling pathway
67,346,ErbB signaling pathway
67,346,PI3K-Akt signaling pathway
67,366,Ras signaling pathway
67,366,Chemokine signaling pathway
67,366,FoxO signaling pathway
67,366,mTOR signaling pathway
67,366,PI3K-Akt signaling pathway
67,366,B cell receptor signaling pathway
67,409,PI3K-Akt signaling pathway
67,410,PI3K-Akt signaling pathway
67,411,PI3K-Akt signaling pathway
67,412,PI3K-Akt signaling pathway
67,413,PI3K-Akt signaling pathway
67,414,PI3K-Akt signaling pathway
67,415,PI3K-Akt signaling pathway
67,682,FoxO signaling pathway
67,682,Insulin signaling pathway
67,682,Thyroid hormone signaling pathway
67,683,Chemokine signaling pathway
67,683,FoxO signaling pathway
67,683,PI3K-Akt signaling pathway
67,683,Neurotrophin signaling pathway
67,683,Prolactin signaling pathway
67,684,Ras signaling pathway
67,684,FoxO signaling pathway
67,685,FoxO signaling pathway
67,817,Chemokine signaling pathway
67,818,ErbB signaling pathway
67,818,Chemokine signaling pathway
67,818,PI3K-Akt signaling pathway
67,818,T cell receptor signaling pathway
67,818,B cell receptor signaling pathway
67,818,Neurotrophin signaling pathway
67,818,Insulin signaling pathway
67,818,Prolactin signaling pathway
67,818,Thyroid hormone signaling pathway
67,929,Ras signaling pathway
67,929,Chemokine signaling pathway
67,929,FoxO signaling pathway
67,929,PI3K-Akt signaling pathway
67,929,B cell receptor signaling pathway
67,931,Ras signaling pathway
67,931,Chemokine signaling pathway
67,931,PI3K-Akt signaling pathway
67,931,B cell receptor signaling pathway
67,1204,MAPK signaling pathway
67,1217,MAPK signaling pathway
67,1220,T cell receptor signaling pathway
67,1225,Apelin signaling pathway
67,1232,Apelin signaling pathway
67,1254,PI3K-Akt signaling pathway
67,1254,C-type lectin receptor signaling pathway
67,1254,Thyroid hormone signaling pathway
67,1304,ErbB signaling pathway
67,1304,HIF-1 signaling pathway
67,1304,Apelin signaling pathway
67,1304,JAK-STAT signaling pathway
67,1304,Insulin signaling pathway
67,1344,Toll-like receptor signaling pathway
67,1344,AGE-RAGE signaling pathway in diabetic complications
67,1346,Neurotrophin signaling pathway
67,1347,Neurotrophin signaling pathway
67,1348,Neurotrophin signaling pathway
67,1365,Apelin signaling pathway
67,1366,Apelin signaling pathway
67,1367,cGMP-PKG signaling pathway
67,1367,Sphingolipid signaling pathway
67,1367,PI3K-Akt signaling pathway
67,1367,VEGF signaling pathway
67,1367,Apelin signaling pathway
67,1367,Estrogen signaling pathway
67,1367,Relaxin signaling pathway
67,1385,PI3K-Akt signaling pathway
67,1441,Apelin signaling pathway
67,1441,Insulin signaling pathway
67,1441,Glucagon signaling pathway
67,1461,Thyroid hormone signaling pathway
67,1570,Insulin signaling pathway
67,1571,Insulin signaling pathway
67,1572,Insulin signaling pathway
67,1577,Insulin signaling pathway
67,1578,Insulin signaling pathway
67,1579,Insulin signaling pathway
67,1580,Insulin signaling pathway
67,1581,Insulin signaling pathway
67,1582,Insulin signaling pathway
67,1688,PI3K-Akt signaling pathway
67,1734,Toll-like receptor signaling pathway
67,1734,AGE-RAGE signaling pathway in diabetic complications
67,1866,Insulin signaling pathway
67,1954,Thyroid hormone signaling pathway
67,1955,mTOR signaling pathway
67,2066,Phospholipase D signaling pathway
67,2066,mTOR signaling pathway
67,2066,PI3K-Akt signaling pathway
67,2066,AMPK signaling pathway
67,2067,Phospholipase D signaling pathway
67,2067,mTOR signaling pathway
67,2067,PI3K-Akt signaling pathway
67,2067,AMPK signaling pathway
67,2067,Insulin signaling pathway
67,2067,Thyroid hormone signaling pathway
68,66,mTOR signaling pathway
68,107,PI3K-Akt signaling pathway
68,108,PI3K-Akt signaling pathway
68,109,PI3K-Akt signaling pathway
68,152,ErbB signaling pathway
68,152,Ras signaling pathway
68,152,PI3K-Akt signaling pathway
68,152,VEGF signaling pathway
68,152,Neurotrophin signaling pathway
68,152,Insulin signaling pathway
68,152,Thyroid hormone signaling pathway
68,159,Sphingolipid signaling pathway
68,191,PI3K-Akt signaling pathway
68,259,PI3K-Akt signaling pathway
68,259,VEGF signaling pathway
68,259,Thyroid hormone signaling pathway
68,345,ErbB signaling pathway
68,345,PI3K-Akt signaling pathway
68,346,ErbB signaling pathway
68,346,PI3K-Akt signaling pathway
68,366,Ras signaling pathway
68,366,Chemokine signaling pathway
68,366,FoxO signaling pathway
68,366,mTOR signaling pathway
68,366,PI3K-Akt signaling pathway
68,366,B cell receptor signaling pathway
68,409,PI3K-Akt signaling pathway
68,410,PI3K-Akt signaling pathway
68,411,PI3K-Akt signaling pathway
68,412,PI3K-Akt signaling pathway
68,413,PI3K-Akt signaling pathway
68,414,PI3K-Akt signaling pathway
68,415,PI3K-Akt signaling pathway
68,682,FoxO signaling pathway
68,682,Insulin signaling pathway
68,682,Thyroid hormone signaling pathway
68,683,Chemokine signaling pathway
68,683,FoxO signaling pathway
68,683,PI3K-Akt signaling pathway
68,683,Neurotrophin signaling pathway
68,683,Prolactin signaling pathway
68,684,Ras signaling pathway
68,684,FoxO signaling pathway
68,685,FoxO signaling pathway
68,817,Chemokine signaling pathway
68,818,ErbB signaling pathway
68,818,Chemokine signaling pathway
68,818,PI3K-Akt signaling pathway
68,818,T cell receptor signaling pathway
68,818,B cell receptor signaling pathway
68,818,Neurotrophin signaling pathway
68,818,Insulin signaling pathway
68,818,Prolactin signaling pathway
68,818,Thyroid hormone signaling pathway
68,929,Ras signaling pathway
68,929,Chemokine signaling pathway
68,929,FoxO signaling pathway
68,929,PI3K-Akt signaling pathway
68,929,B cell receptor signaling pathway
68,931,Ras signaling pathway
68,931,Chemokine signaling pathway
68,931,PI3K-Akt signaling pathway
68,931,B cell receptor signaling pathway
68,1204,MAPK signaling pathway
68,1217,MAPK signaling pathway
68,1220,T cell receptor signaling pathway
68,1225,Apelin signaling pathway
68,1232,Apelin signaling pathway
68,1254,PI3K-Akt signaling pathway
68,1254,C-type lectin receptor signaling pathway
68,1254,Thyroid hormone signaling pathway
68,1304,ErbB signaling pathway
68,1304,HIF-1 signaling pathway
68,1304,Apelin signaling pathway
68,1304,JAK-STAT signaling pathway
68,1304,Insulin signaling pathway
68,1344,Toll-like receptor signaling pathway
68,1344,AGE-RAGE signaling pathway in diabetic complications
68,1346,Neurotrophin signaling pathway
68,1347,Neurotrophin signaling pathway
68,1348,Neurotrophin signaling pathway
68,1365,Apelin signaling pathway
68,1366,Apelin signaling pathway
68,1367,cGMP-PKG signaling pathway
68,1367,Sphingolipid signaling pathway
68,1367,PI3K-Akt signaling pathway
68,1367,VEGF signaling pathway
68,1367,Apelin signaling pathway
68,1367,Estrogen signaling pathway
68,1367,Relaxin signaling pathway
68,1385,PI3K-Akt signaling pathway
68,1441,Apelin signaling pathway
68,1441,Insulin signaling pathway
68,1441,Glucagon signaling pathway
68,1461,Thyroid hormone signaling pathway
68,1570,Insulin signaling pathway
68,1571,Insulin signaling pathway
68,1572,Insulin signaling pathway
68,1577,Insulin signaling pathway
68,1578,Insulin signaling pathway
68,1579,Insulin signaling pathway
68,1580,Insulin signaling pathway
68,1581,Insulin signaling pathway
68,1582,Insulin signaling pathway
68,1688,PI3K-Akt signaling pathway
68,1734,Toll-like receptor signaling pathway
68,1734,AGE-RAGE signaling pathway in diabetic complications
68,1866,Insulin signaling pathway
68,1954,Thyroid hormone signaling pathway
68,1955,mTOR signaling pathway
68,2066,Phospholipase D signaling pathway
68,2066,mTOR signaling pathway
68,2066,PI3K-Akt signaling pathway
68,2066,AMPK signaling pathway
68,2067,Phospholipase D signaling pathway
68,2067,mTOR signaling pathway
68,2067,PI3K-Akt signaling pathway
68,2067,AMPK signaling pathway
68,2067,Insulin signaling pathway
68,2067,Thyroid hormone signaling pathway
72,73,TGF-beta signaling pathway
72,183,Hippo signaling pathway
72,184,Hippo signaling pathway
72,185,TGF-beta signaling pathway
72,185,Hippo signaling pathway
74,2126,Hippo signaling pathway
74,2131,Hippo signaling pathway
75,951,IL-17 signaling pathway
75,953,IL-17 signaling pathway
75,2024,IL-17 signaling pathway
75,2058,IL-17 signaling pathway
76,422,MAPK signaling pathway
76,422,Ras signaling pathway
76,422,Rap1 signaling pathway
76,422,PI3K-Akt signaling pathway
76,573,MAPK signaling pathway
76,573,Ras signaling pathway
76,573,Rap1 signaling pathway
76,573,PI3K-Akt signaling pathway
76,600,MAPK signaling pathway
76,600,Ras signaling pathway
76,600,Rap1 signaling pathway
76,600,PI3K-Akt signaling pathway
76,603,MAPK signaling pathway
76,603,PI3K-Akt signaling pathway
76,604,MAPK signaling pathway
76,604,PI3K-Akt signaling pathway
76,605,MAPK signaling pathway
76,605,PI3K-Akt signaling pathway
76,659,MAPK signaling pathway
76,659,Ras signaling pathway
76,659,Rap1 signaling pathway
76,659,PI3K-Akt signaling pathway
76,660,MAPK signaling pathway
76,660,Ras signaling pathway
76,660,Rap1 signaling pathway
76,660,PI3K-Akt signaling pathway
76,661,MAPK signaling pathway
76,661,Ras signaling pathway
76,661,Rap1 signaling pathway
76,661,PI3K-Akt signaling pathway
76,662,MAPK signaling pathway
76,662,Ras signaling pathway
76,662,Rap1 signaling pathway
76,662,PI3K-Akt signaling pathway
76,671,MAPK signaling pathway
76,671,Ras signaling pathway
76,671,Rap1 signaling pathway
76,671,PI3K-Akt signaling pathway
76,672,MAPK signaling pathway
76,672,Ras signaling pathway
76,672,PI3K-Akt signaling pathway
76,674,MAPK signaling pathway
76,674,Ras signaling pathway
76,674,Rap1 signaling pathway
76,674,PI3K-Akt signaling pathway
76,925,MAPK signaling pathway
76,925,Ras signaling pathway
76,925,Rap1 signaling pathway
76,925,PI3K-Akt signaling pathway
76,1002,MAPK signaling pathway
76,1002,Ras signaling pathway
76,1002,Rap1 signaling pathway
76,1002,PI3K-Akt signaling pathway
76,1076,MAPK signaling pathway
76,1076,Ras signaling pathway
76,1076,Rap1 signaling pathway
76,1076,PI3K-Akt signaling pathway
76,1080,MAPK signaling pathway
76,1080,Ras signaling pathway
76,1080,Rap1 signaling pathway
76,1080,PI3K-Akt signaling pathway
76,1277,MAPK signaling pathway
76,1277,Ras signaling pathway
76,1277,Rap1 signaling pathway
76,1277,PI3K-Akt signaling pathway
76,1350,MAPK signaling pathway
76,1350,Ras signaling pathway
76,1350,Rap1 signaling pathway
76,1350,PI3K-Akt signaling pathway
76,1395,MAPK signaling pathway
76,1395,Ras signaling pathway
76,1395,PI3K-Akt signaling pathway
76,1396,MAPK signaling pathway
76,1396,Ras signaling pathway
76,1396,PI3K-Akt signaling pathway
76,1450,MAPK signaling pathway
76,1450,Ras signaling pathway
76,1450,Rap1 signaling pathway
76,1450,PI3K-Akt signaling pathway
76,1451,MAPK signaling pathway
76,1451,Ras signaling pathway
76,1451,Rap1 signaling pathway
76,1451,PI3K-Akt signaling pathway
76,1974,MAPK signaling pathway
76,1974,Ras signaling pathway
76,1974,Rap1 signaling pathway
76,1974,PI3K-Akt signaling pathway
77,422,MAPK signaling pathway
77,422,Ras signaling pathway
77,422,Rap1 signaling pathway
77,422,PI3K-Akt signaling pathway
77,573,MAPK signaling pathway
77,573,Ras signaling pathway
77,573,Rap1 signaling pathway
77,573,PI3K-Akt signaling pathway
77,600,MAPK signaling pathway
77,600,Ras signaling pathway
77,600,Rap1 signaling pathway
77,600,PI3K-Akt signaling pathway
77,603,MAPK signaling pathway
77,603,PI3K-Akt signaling pathway
77,604,MAPK signaling pathway
77,604,PI3K-Akt signaling pathway
77,605,MAPK signaling pathway
77,605,PI3K-Akt signaling pathway
77,659,MAPK signaling pathway
77,659,Ras signaling pathway
77,659,Rap1 signaling pathway
77,659,PI3K-Akt signaling pathway
77,660,MAPK signaling pathway
77,660,Ras signaling pathway
77,660,Rap1 signaling pathway
77,660,PI3K-Akt signaling pathway
77,661,MAPK signaling pathway
77,661,Ras signaling pathway
77,661,Rap1 signaling pathway
77,661,PI3K-Akt signaling pathway
77,662,MAPK signaling pathway
77,662,Ras signaling pathway
77,662,Rap1 signaling pathway
77,662,PI3K-Akt signaling pathway
77,671,MAPK signaling pathway
77,671,Ras signaling pathway
77,671,Rap1 signaling pathway
77,671,PI3K-Akt signaling pathway
77,672,MAPK signaling pathway
77,672,Ras signaling pathway
77,672,PI3K-Akt signaling pathway
77,674,MAPK signaling pathway
77,674,Ras signaling pathway
77,674,Rap1 signaling pathway
77,674,PI3K-Akt signaling pathway
77,925,MAPK signaling pathway
77,925,Ras signaling pathway
77,925,Rap1 signaling pathway
77,925,PI3K-Akt signaling pathway
77,1002,MAPK signaling pathway
77,1002,Ras signaling pathway
77,1002,Rap1 signaling pathway
77,1002,PI3K-Akt signaling pathway
77,1076,MAPK signaling pathway
77,1076,Ras signaling pathway
77,1076,Rap1 signaling pathway
77,1076,PI3K-Akt signaling pathway
77,1080,MAPK signaling pathway
77,1080,Ras signaling pathway
