src,dest,path
ADCY7,PRKACG,Chemokine signaling pathway
ADCY8,PRKACA,Chemokine signaling pathway
ADCY8,PRKACB,Chemokine signaling pathway
ADCY8,PRKACG,Chemokine signaling pathway
ADCY9,PRKACA,Chemokine signaling pathway
ADCY9,PRKACB,Chemokine signaling pathway
ADCY9,PRKACG,Chemokine signaling pathway
ADCYAP1,ADCYAP1R1,cAMP signaling pathway
ADCYAP1,ADORA2A,cAMP signaling pathway
ADCYAP1,ADRB1,cAMP signaling pathway
ADCYAP1,DRD1,cAMP signaling pathway
ADCYAP1,DRD5,cAMP signaling pathway
ADCYAP1,FSHR,cAMP signaling pathway
ADCYAP1,GIPR,cAMP signaling pathway
ADCYAP1,GLP1R,cAMP signaling pathway
ADCYAP1,GPR119,cAMP signaling pathway
ADCYAP1,HTR4,cAMP signaling pathway
ADCYAP1,HTR6,cAMP signaling pathway
ADCYAP1,LHCGR,cAMP signaling pathway
ADCYAP1,MC2R,cAMP signaling pathway
ADCYAP1,NPR1,cAMP signaling pathway
ADCYAP1,PTGER2,cAMP signaling pathway
ADCYAP1,TSHR,cAMP signaling pathway
ADCYAP1,VIPR2,cAMP signaling pathway
ADCYAP1R1,GNAS,cAMP signaling pathway
ADIPOQ,ADIPOR1,AMPK signaling pathway
ADIPOQ,ADIPOR1,Adipocytokine signaling pathway
ADIPOQ,ADIPOR2,AMPK signaling pathway
ADIPOQ,ADIPOR2,Adipocytokine signaling pathway
ADIPOR1,CAMKK2,Adipocytokine signaling pathway
ADIPOR1,PPARA,Adipocytokine signaling pathway
ADIPOR1,STK11,Adipocytokine signaling pathway
ADIPOR2,CAMKK2,Adipocytokine signaling pathway
ADIPOR2,PPARA,Adipocytokine signaling pathway
ADIPOR2,STK11,Adipocytokine signaling pathway
ADORA1,GNAI1,cGMP-PKG signaling pathway
ADORA1,GNAI1,cAMP signaling pathway
ADORA1,GNAI1,Sphingolipid signaling pathway
ADORA1,GNAI2,cGMP-PKG signaling pathway
ADORA1,GNAI2,cAMP signaling pathway
ADORA1,GNAI2,Sphingolipid signaling pathway
ADORA1,GNAI3,cGMP-PKG signaling pathway
ADORA1,GNAI3,cAMP signaling pathway
ADORA1,GNAI3,Sphingolipid signaling pathway
ADORA2A,GNAL,Calcium signaling pathway
ADORA2A,GNAQ,Rap1 signaling pathway
ADORA2A,GNAS,Rap1 signaling pathway
ADORA2A,GNAS,Calcium signaling pathway
ADORA2A,GNAS,cAMP signaling pathway
ADORA2B,GNAL,Calcium signaling pathway
ADORA2B,GNAQ,Rap1 signaling pathway
ADORA2B,GNAS,Rap1 signaling pathway
ADORA2B,GNAS,Calcium signaling pathway
ADORA3,GNAI1,cGMP-PKG signaling pathway
ADORA3,GNAI1,Sphingolipid signaling pathway
ADORA3,GNAI2,cGMP-PKG signaling pathway
ADORA3,GNAI2,Sphingolipid signaling pathway
ADORA3,GNAI3,cGMP-PKG signaling pathway
ADORA3,GNAI3,Sphingolipid signaling pathway
ADRA1A,GNA11,Calcium signaling pathway
ADRA1A,GNA11,cGMP-PKG signaling pathway
ADRA1A,GNA12,cGMP-PKG signaling pathway
ADRA1A,GNA13,cGMP-PKG signaling pathway
ADRA1A,GNA14,Calcium signaling pathway
ADRA1A,GNA15,Calcium signaling pathway
ADRA1A,GNAQ,Calcium signaling pathway
ADRA1A,GNAQ,cGMP-PKG signaling pathway
ADRA1A,PRKAA1,AMPK signaling pathway
ADRA1A,PRKAA2,AMPK signaling pathway
ADRA1A,PRKAB1,AMPK signaling pathway
ADRA1A,PRKAB2,AMPK signaling pathway
ADRA1A,PRKAG1,AMPK signaling pathway
ADRA1A,PRKAG2,AMPK signaling pathway
ADRA1A,PRKAG3,AMPK signaling pathway
ADRA1A,TRPC6,cGMP-PKG signaling pathway
ADRA1B,GNA11,Calcium signaling pathway
ADRA1B,GNA11,cGMP-PKG signaling pathway
ADRA1B,GNA12,cGMP-PKG signaling pathway
ADRA1B,GNA13,cGMP-PKG signaling pathway
ADRA1B,GNA14,Calcium signaling pathway
ADRA1B,GNA15,Calcium signaling pathway
ADRA1B,GNAQ,Calcium signaling pathway
ADRA1B,GNAQ,cGMP-PKG signaling pathway
ADRA1B,TRPC6,cGMP-PKG signaling pathway
ADRA1D,GNA11,Calcium signaling pathway
ADRA1D,GNA11,cGMP-PKG signaling pathway
ADRA1D,GNA12,cGMP-PKG signaling pathway
ADRA1D,GNA13,cGMP-PKG signaling pathway
ADRA1D,GNA14,Calcium signaling pathway
ADRA1D,GNA15,Calcium signaling pathway
ADRA1D,GNAQ,Calcium signaling pathway
ADRA1D,GNAQ,cGMP-PKG signaling pathway
ADRA1D,TRPC6,cGMP-PKG signaling pathway
ADRA2A,GNA11,cGMP-PKG signaling pathway
ADRA2A,GNA12,cGMP-PKG signaling pathway
ADRA2A,GNA13,cGMP-PKG signaling pathway
ADRA2A,GNAQ,cGMP-PKG signaling pathway
ADRA2A,TRPC6,cGMP-PKG signaling pathway
ADRA2B,GNA11,cGMP-PKG signaling pathway
ADRA2B,GNA12,cGMP-PKG signaling pathway
ADRA2B,GNA13,cGMP-PKG signaling pathway
ADRA2B,GNAQ,cGMP-PKG signaling pathway
ADRA2B,TRPC6,cGMP-PKG signaling pathway
ADRA2C,GNA11,cGMP-PKG signaling pathway
ADRA2C,GNA12,cGMP-PKG signaling pathway
ADRA2C,GNA13,cGMP-PKG signaling pathway
ADRA2C,GNAQ,cGMP-PKG signaling pathway
ADRA2C,TRPC6,cGMP-PKG signaling pathway
ADRB1,GNAI1,cGMP-PKG signaling pathway
ADRB1,GNAI2,cGMP-PKG signaling pathway
ADRB1,GNAI3,cGMP-PKG signaling pathway
ADRB1,GNAL,Calcium signaling pathway
ADRB1,GNAS,Calcium signaling pathway
ADRB1,GNAS,cAMP signaling pathway
ADRB2,GNAI1,cGMP-PKG signaling pathway
ADRB2,GNAI1,cAMP signaling pathway
ADRB2,GNAI2,cGMP-PKG signaling pathway
ADRB2,GNAI2,cAMP signaling pathway
ADRB2,GNAI3,cGMP-PKG signaling pathway
ADRB2,GNAI3,cAMP signaling pathway
ADRB2,GNAL,Calcium signaling pathway
ADRB2,GNAS,Calcium signaling pathway
ADRB3,GNAI1,cGMP-PKG signaling pathway
ADRB3,GNAI2,cGMP-PKG signaling pathway
ADRB3,GNAI3,cGMP-PKG signaling pathway
ADRB3,GNAL,Calcium signaling pathway
ADRB3,GNAS,Calcium signaling pathway
AFDN,CTNND1,Rap1 signaling pathway
AFDN,SIPA1,Rap1 signaling pathway
AGAP2,PIK3CA,FoxO signaling pathway
AGAP2,PIK3CB,FoxO signaling pathway
AGAP2,PIK3CD,FoxO signaling pathway
AGAP2,PIK3R1,FoxO signaling pathway
AGAP2,PIK3R2,FoxO signaling pathway
AGAP2,PIK3R3,FoxO signaling pathway
AGER,CYBB,AGE-RAGE signaling pathway in diabetic complications
AGER,DIAPH1,AGE-RAGE signaling pathway in diabetic complications
AGER,JAK2,AGE-RAGE signaling pathway in diabetic complications
AGER,NOX1,AGE-RAGE signaling pathway in diabetic complications
AGER,NOX4,AGE-RAGE signaling pathway in diabetic complications
AGER,PIK3CA,AGE-RAGE signaling pathway in diabetic complications
AGER,PIK3CB,AGE-RAGE signaling pathway in diabetic complications
AGER,PIK3CD,AGE-RAGE signaling pathway in diabetic complications
AGER,PIK3R1,AGE-RAGE signaling pathway in diabetic complications
AGER,PIK3R2,AGE-RAGE signaling pathway in diabetic complications
AGER,PIK3R3,AGE-RAGE signaling pathway in diabetic complications
AGER,PLCB1,AGE-RAGE signaling pathway in diabetic complications
AGER,PLCB2,AGE-RAGE signaling pathway in diabetic complications
AGER,PLCB3,AGE-RAGE signaling pathway in diabetic complications
AGER,PLCB4,AGE-RAGE signaling pathway in diabetic complications
AGER,PLCD1,AGE-RAGE signaling pathway in diabetic complications
AGER,PLCD3,AGE-RAGE signaling pathway in diabetic complications
AGER,PLCD4,AGE-RAGE signaling pathway in diabetic complications
AGER,PLCE1,AGE-RAGE signaling pathway in diabetic complications
AGER,PLCG1,AGE-RAGE signaling pathway in diabetic complications
AGER,PLCG2,AGE-RAGE signaling pathway in diabetic complications
AGER,PRKCB,AGE-RAGE signaling pathway in diabetic complications
AGT,AGTR1,Phospholipase D signaling pathway
AGT,AGTR1,AGE-RAGE signaling pathway in diabetic complications
AGT,AVPR1A,Phospholipase D signaling pathway
AGT,AVPR1B,Phospholipase D signaling pathway
AGT,AVPR2,Phospholipase D signaling pathway
AGT,CXCR1,Phospholipase D signaling pathway
AGT,CXCR2,Phospholipase D signaling pathway
AGT,F2R,Phospholipase D signaling pathway
AGT,GRM1,Phospholipase D signaling pathway
AGT,GRM2,Phospholipase D signaling pathway
AGT,GRM3,Phospholipase D signaling pathway
AGT,GRM4,Phospholipase D signaling pathway
AGT,GRM5,Phospholipase D signaling pathway
AGT,GRM6,Phospholipase D signaling pathway
AGT,GRM7,Phospholipase D signaling pathway
AGT,GRM8,Phospholipase D signaling pathway
AGT,LPAR1,Phospholipase D signaling pathway
AGT,LPAR2,Phospholipase D signaling pathway
AGT,LPAR3,Phospholipase D signaling pathway
AGT,LPAR4,Phospholipase D signaling pathway
AGT,LPAR5,Phospholipase D signaling pathway
AGT,LPAR6,Phospholipase D signaling pathway
AGT,PTGFR,Phospholipase D signaling pathway
AGTR1,GNA11,Calcium signaling pathway
AGTR1,GNA11,cGMP-PKG signaling pathway
AGTR1,GNA12,cGMP-PKG signaling pathway
AGTR1,GNA12,Phospholipase D signaling pathway
AGTR1,GNA13,cGMP-PKG signaling pathway
AGTR1,GNA13,Phospholipase D signaling pathway
AGTR1,GNA14,Calcium signaling pathway
AGTR1,GNA15,Calcium signaling pathway
AGTR1,GNAQ,Calcium signaling pathway
AGTR1,GNAQ,cGMP-PKG signaling pathway
AGTR1,GNAS,Phospholipase D signaling pathway
AGTR1,PLCB1,Phospholipase D signaling pathway
AGTR1,PLCB2,Phospholipase D signaling pathway
AGTR1,PLCB3,Phospholipase D signaling pathway
AGTR1,PLCB4,Phospholipase D signaling pathway
AGTR1,SERPINE1,Apelin signaling pathway
AGTR1,TGFB1,AGE-RAGE signaling pathway in diabetic complications
AGTR1,TGFB2,AGE-RAGE signaling pathway in diabetic complications
AGTR1,TGFB3,AGE-RAGE signaling pathway in diabetic complications
AGTR1,TRPC6,cGMP-PKG signaling pathway
AIM2,PYCARD,NOD-like receptor signaling pathway
AJUBA,LATS1,Hippo signaling pathway
AJUBA,LATS1,Hippo signaling pathway - multiple species
AJUBA,LATS2,Hippo signaling pathway
AJUBA,LATS2,Hippo signaling pathway - multiple species
AJUBA,SAV1,Hippo signaling pathway
AJUBA,SAV1,Hippo signaling pathway - multiple species
AKT1,AKT1S1,mTOR signaling pathway
AKT1,ATF2,PI3K-Akt signaling pathway
AKT1,ATF4,PI3K-Akt signaling pathway
AKT1,ATF6B,PI3K-Akt signaling pathway
AKT1,BAD,ErbB signaling pathway
AKT1,BAD,Ras signaling pathway
AKT1,BAD,PI3K-Akt signaling pathway
AKT1,BAD,VEGF signaling pathway
AKT1,BAD,Neurotrophin signaling pathway
AKT1,BAD,Insulin signaling pathway
AKT1,BAD,Thyroid hormone signaling pathway
AKT1,BCL2,Sphingolipid signaling pathway
AKT1,BRCA1,PI3K-Akt signaling pathway
AKT1,CASP9,PI3K-Akt signaling pathway
AKT1,CASP9,VEGF signaling pathway
AKT1,CASP9,Thyroid hormone signaling pathway
AKT1,CDKN1A,ErbB signaling pathway
AKT1,CDKN1A,PI3K-Akt signaling pathway
AKT1,CDKN1B,ErbB signaling pathway
AKT1,CDKN1B,PI3K-Akt signaling pathway
AKT1,CHUK,Ras signaling pathway
AKT1,CHUK,Chemokine signaling pathway
AKT1,CHUK,FoxO signaling pathway
AKT1,CHUK,mTOR signaling pathway
AKT1,CHUK,PI3K-Akt signaling pathway
AKT1,CHUK,B cell receptor signaling pathway
AKT1,CREB1,PI3K-Akt signaling pathway
AKT1,CREB3,PI3K-Akt signaling pathway
AKT1,CREB3L1,PI3K-Akt signaling pathway
AKT1,CREB3L2,PI3K-Akt signaling pathway
AKT1,CREB3L3,PI3K-Akt signaling pathway
AKT1,CREB3L4,PI3K-Akt signaling pathway
AKT1,CREB5,PI3K-Akt signaling pathway
AKT1,FOXO1,FoxO signaling pathway
AKT1,FOXO1,Insulin signaling pathway
AKT1,FOXO1,Thyroid hormone signaling pathway
AKT1,FOXO3,Chemokine signaling pathway
AKT1,FOXO3,FoxO signaling pathway
AKT1,FOXO3,PI3K-Akt signaling pathway
AKT1,FOXO3,Neurotrophin signaling pathway
AKT1,FOXO3,Prolactin signaling pathway
AKT1,FOXO4,Ras signaling pathway
AKT1,FOXO4,FoxO signaling pathway
AKT1,FOXO6,FoxO signaling pathway
AKT1,GSK3A,Chemokine signaling pathway
AKT1,GSK3B,ErbB signaling pathway
AKT1,GSK3B,Chemokine signaling pathway
AKT1,GSK3B,PI3K-Akt signaling pathway
AKT1,GSK3B,T cell receptor signaling pathway
AKT1,GSK3B,B cell receptor signaling pathway
AKT1,GSK3B,Neurotrophin signaling pathway
AKT1,GSK3B,Insulin signaling pathway
AKT1,GSK3B,Prolactin signaling pathway
AKT1,GSK3B,Thyroid hormone signaling pathway
AKT1,IKBKB,Ras signaling pathway
AKT1,IKBKB,Chemokine signaling pathway
AKT1,IKBKB,FoxO signaling pathway
AKT1,IKBKB,PI3K-Akt signaling pathway
AKT1,IKBKB,B cell receptor signaling pathway
AKT1,IKBKG,Ras signaling pathway
AKT1,IKBKG,Chemokine signaling pathway
AKT1,IKBKG,PI3K-Akt signaling pathway
AKT1,IKBKG,B cell receptor signaling pathway
AKT1,MAP2K4,MAPK signaling pathway
AKT1,MAP3K5,MAPK signaling pathway
AKT1,MAP3K8,T cell receptor signaling pathway
AKT1,MAPK1,Apelin signaling pathway
AKT1,MAPK3,Apelin signaling pathway
AKT1,MDM2,PI3K-Akt signaling pathway
AKT1,MDM2,C-type lectin receptor signaling pathway
AKT1,MDM2,Thyroid hormone signaling pathway
AKT1,MTOR,ErbB signaling pathway
AKT1,MTOR,HIF-1 signaling pathway
AKT1,MTOR,Apelin signaling pathway
AKT1,MTOR,JAK-STAT signaling pathway
AKT1,MTOR,Insulin signaling pathway
AKT1,NFKB1,Toll-like receptor signaling pathway
AKT1,NFKB1,AGE-RAGE signaling pathway in diabetic complications
AKT1,NFKBIA,Neurotrophin signaling pathway
AKT1,NFKBIB,Neurotrophin signaling pathway
AKT1,NFKBIE,Neurotrophin signaling pathway
AKT1,NOS1,Apelin signaling pathway
AKT1,NOS2,Apelin signaling pathway
AKT1,NOS3,cGMP-PKG signaling pathway
AKT1,NOS3,Sphingolipid signaling pathway
AKT1,NOS3,PI3K-Akt signaling pathway
AKT1,NOS3,VEGF signaling pathway
AKT1,NOS3,Apelin signaling pathway
AKT1,NOS3,Estrogen signaling pathway
AKT1,NOS3,Relaxin signaling pathway
AKT1,NR4A1,PI3K-Akt signaling pathway
AKT1,PDE3B,Apelin signaling pathway
AKT1,PDE3B,Insulin signaling pathway
AKT1,PDE3B,Glucagon signaling pathway
AKT1,PFKFB2,Thyroid hormone signaling pathway
AKT1,PPP1CA,Insulin signaling pathway
AKT1,PPP1CB,Insulin signaling pathway
AKT1,PPP1CC,Insulin signaling pathway
AKT1,PPP1R3A,Insulin signaling pathway
AKT1,PPP1R3B,Insulin signaling pathway
AKT1,PPP1R3C,Insulin signaling pathway
AKT1,PPP1R3D,Insulin signaling pathway
AKT1,PPP1R3E,Insulin signaling pathway
AKT1,PPP1R3F,Insulin signaling pathway
AKT1,RAF1,PI3K-Akt signaling pathway
AKT1,RELA,Toll-like receptor signaling pathway
AKT1,RELA,AGE-RAGE signaling pathway in diabetic complications
AKT1,SLC2A4,Insulin signaling pathway
AKT1,TBC1D4,Thyroid hormone signaling pathway
AKT1,TBC1D7,mTOR signaling pathway
AKT1,TSC1,Phospholipase D signaling pathway
AKT1,TSC1,mTOR signaling pathway
AKT1,TSC1,PI3K-Akt signaling pathway
AKT1,TSC1,AMPK signaling pathway
AKT1,TSC2,Phospholipase D signaling pathway
AKT1,TSC2,mTOR signaling pathway
AKT1,TSC2,PI3K-Akt signaling pathway
AKT1,TSC2,AMPK signaling pathway
AKT1,TSC2,Insulin signaling pathway
AKT1,TSC2,Thyroid hormone signaling pathway
AKT1S1,EIF4EBP1,AMPK signaling pathway
AKT1S1,MTOR,mTOR signaling pathway
AKT1S1,PPARG,AMPK signaling pathway
AKT1S1,RPS6KB1,AMPK signaling pathway
AKT1S1,RPS6KB2,AMPK signaling pathway
AKT1S1,RPTOR,mTOR signaling pathway
AKT1S1,ULK1,AMPK signaling pathway
AKT2,AKT1S1,mTOR signaling pathway
AKT2,ATF2,PI3K-Akt signaling pathway
AKT2,ATF4,PI3K-Akt signaling pathway
AKT2,ATF6B,PI3K-Akt signaling pathway
AKT2,BAD,ErbB signaling pathway
AKT2,BAD,Ras signaling pathway
AKT2,BAD,PI3K-Akt signaling pathway
AKT2,BAD,VEGF signaling pathway
AKT2,BAD,Neurotrophin signaling pathway
AKT2,BAD,Insulin signaling pathway
AKT2,BAD,Thyroid hormone signaling pathway
AKT2,BCL2,Sphingolipid signaling pathway
AKT2,BRCA1,PI3K-Akt signaling pathway
AKT2,CASP9,PI3K-Akt signaling pathway
AKT2,CASP9,VEGF signaling pathway
AKT2,CASP9,Thyroid hormone signaling pathway
AKT2,CDKN1A,ErbB signaling pathway
AKT2,CDKN1A,PI3K-Akt signaling pathway
AKT2,CDKN1B,ErbB signaling pathway
AKT2,CDKN1B,PI3K-Akt signaling pathway
AKT2,CHUK,Ras signaling pathway
AKT2,CHUK,Chemokine signaling pathway
AKT2,CHUK,FoxO signaling pathway
AKT2,CHUK,mTOR signaling pathway
AKT2,CHUK,PI3K-Akt signaling pathway
AKT2,CHUK,B cell receptor signaling pathway
AKT2,CREB1,PI3K-Akt signaling pathway
AKT2,CREB3,PI3K-Akt signaling pathway
AKT2,CREB3L1,PI3K-Akt signaling pathway
AKT2,CREB3L2,PI3K-Akt signaling pathway
AKT2,CREB3L3,PI3K-Akt signaling pathway
AKT2,CREB3L4,PI3K-Akt signaling pathway
AKT2,CREB5,PI3K-Akt signaling pathway
AKT2,FOXO1,FoxO signaling pathway
AKT2,FOXO1,Insulin signaling pathway
AKT2,FOXO1,Thyroid hormone signaling pathway
AKT2,FOXO3,Chemokine signaling pathway
AKT2,FOXO3,FoxO signaling pathway
AKT2,FOXO3,PI3K-Akt signaling pathway
AKT2,FOXO3,Neurotrophin signaling pathway
AKT2,FOXO3,Prolactin signaling pathway
AKT2,FOXO4,Ras signaling pathway
AKT2,FOXO4,FoxO signaling pathway
AKT2,FOXO6,FoxO signaling pathway
AKT2,GSK3A,Chemokine signaling pathway
AKT2,GSK3B,ErbB signaling pathway
AKT2,GSK3B,Chemokine signaling pathway
AKT2,GSK3B,PI3K-Akt signaling pathway
AKT2,GSK3B,T cell receptor signaling pathway
AKT2,GSK3B,B cell receptor signaling pathway
AKT2,GSK3B,Neurotrophin signaling pathway
AKT2,GSK3B,Insulin signaling pathway
AKT2,GSK3B,Prolactin signaling pathway
AKT2,GSK3B,Thyroid hormone signaling pathway
AKT2,IKBKB,Ras signaling pathway
AKT2,IKBKB,Chemokine signaling pathway
AKT2,IKBKB,FoxO signaling pathway
AKT2,IKBKB,PI3K-Akt signaling pathway
AKT2,IKBKB,B cell receptor signaling pathway
AKT2,IKBKG,Ras signaling pathway
AKT2,IKBKG,Chemokine signaling pathway
AKT2,IKBKG,PI3K-Akt signaling pathway
AKT2,IKBKG,B cell receptor signaling pathway
AKT2,MAP2K4,MAPK signaling pathway
AKT2,MAP3K5,MAPK signaling pathway
AKT2,MAP3K8,T cell receptor signaling pathway
AKT2,MAPK1,Apelin signaling pathway
AKT2,MAPK3,Apelin signaling pathway
AKT2,MDM2,PI3K-Akt signaling pathway
AKT2,MDM2,C-type lectin receptor signaling pathway
AKT2,MDM2,Thyroid hormone signaling pathway
AKT2,MTOR,ErbB signaling pathway
AKT2,MTOR,HIF-1 signaling pathway
AKT2,MTOR,Apelin signaling pathway
AKT2,MTOR,JAK-STAT signaling pathway
AKT2,MTOR,Insulin signaling pathway
AKT2,NFKB1,Toll-like receptor signaling pathway
AKT2,NFKB1,AGE-RAGE signaling pathway in diabetic complications
AKT2,NFKBIA,Neurotrophin signaling pathway
AKT2,NFKBIB,Neurotrophin signaling pathway
AKT2,NFKBIE,Neurotrophin signaling pathway
AKT2,NOS1,Apelin signaling pathway
AKT2,NOS2,Apelin signaling pathway
AKT2,NOS3,cGMP-PKG signaling pathway
AKT2,NOS3,Sphingolipid signaling pathway
AKT2,NOS3,PI3K-Akt signaling pathway
AKT2,NOS3,VEGF signaling pathway
AKT2,NOS3,Apelin signaling pathway
AKT2,NOS3,Estrogen signaling pathway
AKT2,NOS3,Relaxin signaling pathway
AKT2,NR4A1,PI3K-Akt signaling pathway
AKT2,PDE3B,Apelin signaling pathway
AKT2,PDE3B,Insulin signaling pathway
AKT2,PDE3B,Glucagon signaling pathway
AKT2,PFKFB2,Thyroid hormone signaling pathway
AKT2,PPP1CA,Insulin signaling pathway
AKT2,PPP1CB,Insulin signaling pathway
AKT2,PPP1CC,Insulin signaling pathway
AKT2,PPP1R3A,Insulin signaling pathway
AKT2,PPP1R3B,Insulin signaling pathway
AKT2,PPP1R3C,Insulin signaling pathway
AKT2,PPP1R3D,Insulin signaling pathway
AKT2,PPP1R3E,Insulin signaling pathway
AKT2,PPP1R3F,Insulin signaling pathway
AKT2,RAF1,PI3K-Akt signaling pathway
AKT2,RELA,Toll-like receptor signaling pathway
AKT2,RELA,AGE-RAGE signaling pathway in diabetic complications
AKT2,SLC2A4,Insulin signaling pathway
AKT2,TBC1D4,Thyroid hormone signaling pathway
AKT2,TBC1D7,mTOR signaling pathway
AKT2,TSC1,Phospholipase D signaling pathway
AKT2,TSC1,mTOR signaling pathway
AKT2,TSC1,PI3K-Akt signaling pathway
AKT2,TSC1,AMPK signaling pathway
AKT2,TSC2,Phospholipase D signaling pathway
AKT2,TSC2,mTOR signaling pathway
AKT2,TSC2,PI3K-Akt signaling pathway
AKT2,TSC2,AMPK signaling pathway
AKT2,TSC2,Insulin signaling pathway
AKT2,TSC2,Thyroid hormone signaling pathway
AKT3,AKT1S1,mTOR signaling pathway
AKT3,ATF2,PI3K-Akt signaling pathway
AKT3,ATF4,PI3K-Akt signaling pathway
AKT3,ATF6B,PI3K-Akt signaling pathway
AKT3,BAD,ErbB signaling pathway
AKT3,BAD,Ras signaling pathway
AKT3,BAD,PI3K-Akt signaling pathway
AKT3,BAD,VEGF signaling pathway
AKT3,BAD,Neurotrophin signaling pathway
AKT3,BAD,Insulin signaling pathway
AKT3,BAD,Thyroid hormone signaling pathway
AKT3,BCL2,Sphingolipid signaling pathway
AKT3,BRCA1,PI3K-Akt signaling pathway
AKT3,CASP9,PI3K-Akt signaling pathway
AKT3,CASP9,VEGF signaling pathway
AKT3,CASP9,Thyroid hormone signaling pathway
AKT3,CDKN1A,ErbB signaling pathway
AKT3,CDKN1A,PI3K-Akt signaling pathway
AKT3,CDKN1B,ErbB signaling pathway
AKT3,CDKN1B,PI3K-Akt signaling pathway
AKT3,CHUK,Ras signaling pathway
AKT3,CHUK,Chemokine signaling pathway
AKT3,CHUK,FoxO signaling pathway
AKT3,CHUK,mTOR signaling pathway
AKT3,CHUK,PI3K-Akt signaling pathway
AKT3,CHUK,B cell receptor signaling pathway
AKT3,CREB1,PI3K-Akt signaling pathway
AKT3,CREB3,PI3K-Akt signaling pathway
AKT3,CREB3L1,PI3K-Akt signaling pathway
AKT3,CREB3L2,PI3K-Akt signaling pathway
AKT3,CREB3L3,PI3K-Akt signaling pathway
AKT3,CREB3L4,PI3K-Akt signaling pathway
AKT3,CREB5,PI3K-Akt signaling pathway
AKT3,FOXO1,FoxO signaling pathway
AKT3,FOXO1,Insulin signaling pathway
AKT3,FOXO1,Thyroid hormone signaling pathway
AKT3,FOXO3,Chemokine signaling pathway
AKT3,FOXO3,FoxO signaling pathway
AKT3,FOXO3,PI3K-Akt signaling pathway
AKT3,FOXO3,Neurotrophin signaling pathway
AKT3,FOXO3,Prolactin signaling pathway
AKT3,FOXO4,Ras signaling pathway
AKT3,FOXO4,FoxO signaling pathway
AKT3,FOXO6,FoxO signaling pathway
AKT3,GSK3A,Chemokine signaling pathway
AKT3,GSK3B,ErbB signaling pathway
