src,dest,path
ACTG1,STK3,Hippo signaling pathway
ACTG1,THRA,Thyroid hormone signaling pathway
ACTG1,VASP,Rap1 signaling pathway
ACVR1,ACVR2A,TGF-beta signaling pathway
ACVR1,BAMBI,TGF-beta signaling pathway
ACVR1,BMP2,TGF-beta signaling pathway
ACVR1,BMP4,TGF-beta signaling pathway
ACVR1,BMP4,Signaling pathways regulating pluripotency of stem cells
ACVR1,BMP6,TGF-beta signaling pathway
ACVR1,BMPR2,TGF-beta signaling pathway
ACVR1,HJV,TGF-beta signaling pathway
ACVR1,INHBB,TGF-beta signaling pathway
ACVR1,MAPK1,Signaling pathways regulating pluripotency of stem cells
ACVR1,MAPK11,Signaling pathways regulating pluripotency of stem cells
ACVR1,MAPK12,Signaling pathways regulating pluripotency of stem cells
ACVR1,MAPK13,Signaling pathways regulating pluripotency of stem cells
ACVR1,MAPK14,Signaling pathways regulating pluripotency of stem cells
ACVR1,MAPK3,Signaling pathways regulating pluripotency of stem cells
ACVR1,NEO1,TGF-beta signaling pathway
ACVR1,RGMA,TGF-beta signaling pathway
ACVR1,RGMB,TGF-beta signaling pathway
ACVR1,SMAD1,TGF-beta signaling pathway
ACVR1,SMAD1,Signaling pathways regulating pluripotency of stem cells
ACVR1,SMAD2,TGF-beta signaling pathway
ACVR1,SMAD3,TGF-beta signaling pathway
ACVR1,SMAD5,TGF-beta signaling pathway
ACVR1,SMAD5,Signaling pathways regulating pluripotency of stem cells
ACVR1,SMAD9,TGF-beta signaling pathway
ACVR1,SMAD9,Signaling pathways regulating pluripotency of stem cells
ACVR1B,BAMBI,TGF-beta signaling pathway
ACVR1B,INHBA,Signaling pathways regulating pluripotency of stem cells
ACVR1B,INHBB,Signaling pathways regulating pluripotency of stem cells
ACVR1B,INHBC,Signaling pathways regulating pluripotency of stem cells
ACVR1B,INHBE,Signaling pathways regulating pluripotency of stem cells
ACVR1B,NODAL,Signaling pathways regulating pluripotency of stem cells
ACVR1B,SMAD2,TGF-beta signaling pathway
ACVR1B,SMAD2,Signaling pathways regulating pluripotency of stem cells
ACVR1B,SMAD3,TGF-beta signaling pathway
ACVR1B,SMAD3,Signaling pathways regulating pluripotency of stem cells
ACVR1C,INHBA,Signaling pathways regulating pluripotency of stem cells
ACVR1C,INHBB,Signaling pathways regulating pluripotency of stem cells
ACVR1C,INHBC,Signaling pathways regulating pluripotency of stem cells
ACVR1C,INHBE,Signaling pathways regulating pluripotency of stem cells
ACVR1C,NODAL,Signaling pathways regulating pluripotency of stem cells
ACVR1C,SMAD2,TGF-beta signaling pathway
ACVR1C,SMAD2,Signaling pathways regulating pluripotency of stem cells
ACVR1C,SMAD3,TGF-beta signaling pathway
ACVR1C,SMAD3,Signaling pathways regulating pluripotency of stem cells
ACVR2A,ACVR1,TGF-beta signaling pathway
ACVR2A,BMPR1A,TGF-beta signaling pathway
ACVR2A,BMPR1B,TGF-beta signaling pathway
ACVR2A,INHBA,TGF-beta signaling pathway
ACVR2A,INHBA,Signaling pathways regulating pluripotency of stem cells
ACVR2A,INHBB,TGF-beta signaling pathway
ACVR2A,INHBB,Signaling pathways regulating pluripotency of stem cells
ACVR2A,INHBC,TGF-beta signaling pathway
ACVR2A,INHBC,Signaling pathways regulating pluripotency of stem cells
ACVR2A,INHBE,TGF-beta signaling pathway
ACVR2A,INHBE,Signaling pathways regulating pluripotency of stem cells
ACVR2A,NODAL,TGF-beta signaling pathway
ACVR2A,NODAL,Signaling pathways regulating pluripotency of stem cells
ACVR2A,SMAD2,Signaling pathways regulating pluripotency of stem cells
ACVR2A,SMAD3,Signaling pathways regulating pluripotency of stem cells
ACVR2B,INHBA,TGF-beta signaling pathway
ACVR2B,INHBA,Signaling pathways regulating pluripotency of stem cells
ACVR2B,INHBB,TGF-beta signaling pathway
ACVR2B,INHBB,Signaling pathways regulating pluripotency of stem cells
ACVR2B,INHBC,TGF-beta signaling pathway
ACVR2B,INHBC,Signaling pathways regulating pluripotency of stem cells
ACVR2B,INHBE,TGF-beta signaling pathway
ACVR2B,INHBE,Signaling pathways regulating pluripotency of stem cells
ACVR2B,NODAL,TGF-beta signaling pathway
ACVR2B,NODAL,Signaling pathways regulating pluripotency of stem cells
ACVR2B,SMAD2,Signaling pathways regulating pluripotency of stem cells
ACVR2B,SMAD3,Signaling pathways regulating pluripotency of stem cells
ADAM17,NOTCH1,Notch signaling pathway
ADAM17,NOTCH2,Notch signaling pathway
ADAM17,NOTCH3,Notch signaling pathway
ADAM17,NOTCH4,Notch signaling pathway
ADCY1,CALM1,Rap1 signaling pathway
ADCY1,CALM1,Calcium signaling pathway
ADCY1,CALM1,cAMP signaling pathway
ADCY1,CALM2,Rap1 signaling pathway
ADCY1,CALM2,Calcium signaling pathway
ADCY1,CALM2,cAMP signaling pathway
ADCY1,CALM3,Rap1 signaling pathway
ADCY1,CALM3,Calcium signaling pathway
ADCY1,CALM3,cAMP signaling pathway
ADCY1,CALML3,Rap1 signaling pathway
ADCY1,CALML3,Calcium signaling pathway
ADCY1,CALML3,cAMP signaling pathway
ADCY1,CALML4,Rap1 signaling pathway
ADCY1,CALML4,Calcium signaling pathway
ADCY1,CALML4,cAMP signaling pathway
ADCY1,CALML5,Rap1 signaling pathway
ADCY1,CALML5,Calcium signaling pathway
ADCY1,CALML5,cAMP signaling pathway
ADCY1,CALML6,Rap1 signaling pathway
ADCY1,CALML6,Calcium signaling pathway
ADCY1,CALML6,cAMP signaling pathway
ADCY1,CAMK2A,cAMP signaling pathway
ADCY1,CAMK2B,cAMP signaling pathway
ADCY1,CAMK2D,cAMP signaling pathway
ADCY1,CAMK2G,cAMP signaling pathway
ADCY1,CAMK4,cAMP signaling pathway
ADCY1,GNAI1,cAMP signaling pathway
ADCY1,GNAI1,Chemokine signaling pathway
ADCY1,GNAI1,Apelin signaling pathway
ADCY1,GNAI1,Oxytocin signaling pathway
ADCY1,GNAI1,Relaxin signaling pathway
ADCY1,GNAI2,cAMP signaling pathway
ADCY1,GNAI2,Chemokine signaling pathway
ADCY1,GNAI2,Apelin signaling pathway
ADCY1,GNAI2,Oxytocin signaling pathway
ADCY1,GNAI2,Relaxin signaling pathway
ADCY1,GNAI3,cAMP signaling pathway
ADCY1,GNAI3,Chemokine signaling pathway
ADCY1,GNAI3,Apelin signaling pathway
ADCY1,GNAI3,Oxytocin signaling pathway
ADCY1,GNAI3,Relaxin signaling pathway
ADCY1,GNAL,Calcium signaling pathway
ADCY1,GNAO1,Oxytocin signaling pathway
ADCY1,GNAO1,Relaxin signaling pathway
ADCY1,GNAS,Rap1 signaling pathway
ADCY1,GNAS,Calcium signaling pathway
ADCY1,GNAS,cAMP signaling pathway
ADCY1,GNAS,Phospholipase D signaling pathway
ADCY1,GNAS,GnRH signaling pathway
ADCY1,GNAS,Estrogen signaling pathway
ADCY1,GNAS,Oxytocin signaling pathway
ADCY1,GNAS,Relaxin signaling pathway
ADCY1,GNB1,Apelin signaling pathway
ADCY1,GNB2,Apelin signaling pathway
ADCY1,GNB3,Apelin signaling pathway
ADCY1,GNB4,Apelin signaling pathway
ADCY1,GNB5,Apelin signaling pathway
ADCY1,GNG10,Apelin signaling pathway
ADCY1,GNG11,Apelin signaling pathway
ADCY1,GNG12,Apelin signaling pathway
ADCY1,GNG13,Apelin signaling pathway
ADCY1,GNG2,Apelin signaling pathway
ADCY1,GNG3,Apelin signaling pathway
ADCY1,GNG4,Apelin signaling pathway
ADCY1,GNG5,Apelin signaling pathway
ADCY1,GNG7,Apelin signaling pathway
ADCY1,GNG8,Apelin signaling pathway
ADCY1,GNGT1,Apelin signaling pathway
ADCY1,GNGT2,Apelin signaling pathway
ADCY1,PRKACA,Chemokine signaling pathway
ADCY1,PRKACB,Chemokine signaling pathway
ADCY1,PRKACG,Chemokine signaling pathway
ADCY1,PRKCD,Estrogen signaling pathway
ADCY10,GNAI1,Apelin signaling pathway
ADCY10,GNAI2,Apelin signaling pathway
ADCY10,GNAI3,Apelin signaling pathway
ADCY10,GNB1,Apelin signaling pathway
ADCY10,GNB2,Apelin signaling pathway
ADCY10,GNB3,Apelin signaling pathway
ADCY10,GNB4,Apelin signaling pathway
ADCY10,GNB5,Apelin signaling pathway
ADCY10,GNG10,Apelin signaling pathway
ADCY10,GNG11,Apelin signaling pathway
ADCY10,GNG12,Apelin signaling pathway
ADCY10,GNG13,Apelin signaling pathway
ADCY10,GNG2,Apelin signaling pathway
ADCY10,GNG3,Apelin signaling pathway
ADCY10,GNG4,Apelin signaling pathway
ADCY10,GNG5,Apelin signaling pathway
ADCY10,GNG7,Apelin signaling pathway
ADCY10,GNG8,Apelin signaling pathway
ADCY10,GNGT1,Apelin signaling pathway
ADCY10,GNGT2,Apelin signaling pathway
ADCY2,CALM1,Rap1 signaling pathway
ADCY2,CALM1,cAMP signaling pathway
ADCY2,CALM2,Rap1 signaling pathway
ADCY2,CALM2,cAMP signaling pathway
ADCY2,CALM3,Rap1 signaling pathway
ADCY2,CALM3,cAMP signaling pathway
ADCY2,CALML3,Rap1 signaling pathway
ADCY2,CALML3,cAMP signaling pathway
ADCY2,CALML4,Rap1 signaling pathway
ADCY2,CALML4,cAMP signaling pathway
ADCY2,CALML5,Rap1 signaling pathway
ADCY2,CALML5,cAMP signaling pathway
ADCY2,CALML6,Rap1 signaling pathway
ADCY2,CALML6,cAMP signaling pathway
ADCY2,CAMK2A,cAMP signaling pathway
ADCY2,CAMK2B,cAMP signaling pathway
ADCY2,CAMK2D,cAMP signaling pathway
ADCY2,CAMK2G,cAMP signaling pathway
ADCY2,CAMK4,cAMP signaling pathway
ADCY2,GNAI1,cAMP signaling pathway
ADCY2,GNAI1,Chemokine signaling pathway
ADCY2,GNAI1,Apelin signaling pathway
ADCY2,GNAI1,Oxytocin signaling pathway
ADCY2,GNAI1,Relaxin signaling pathway
ADCY2,GNAI2,cAMP signaling pathway
ADCY2,GNAI2,Chemokine signaling pathway
ADCY2,GNAI2,Apelin signaling pathway
ADCY2,GNAI2,Oxytocin signaling pathway
ADCY2,GNAI2,Relaxin signaling pathway
ADCY2,GNAI3,cAMP signaling pathway
ADCY2,GNAI3,Chemokine signaling pathway
ADCY2,GNAI3,Apelin signaling pathway
ADCY2,GNAI3,Oxytocin signaling pathway
ADCY2,GNAI3,Relaxin signaling pathway
ADCY2,GNAL,Calcium signaling pathway
ADCY2,GNAO1,Oxytocin signaling pathway
ADCY2,GNAO1,Relaxin signaling pathway
ADCY2,GNAS,Rap1 signaling pathway
ADCY2,GNAS,Calcium signaling pathway
ADCY2,GNAS,cAMP signaling pathway
ADCY2,GNAS,Phospholipase D signaling pathway
ADCY2,GNAS,GnRH signaling pathway
ADCY2,GNAS,Estrogen signaling pathway
ADCY2,GNAS,Oxytocin signaling pathway
ADCY2,GNAS,Glucagon signaling pathway
ADCY2,GNAS,Relaxin signaling pathway
ADCY2,GNB1,Apelin signaling pathway
ADCY2,GNB2,Apelin signaling pathway
ADCY2,GNB3,Apelin signaling pathway
ADCY2,GNB4,Apelin signaling pathway
ADCY2,GNB5,Apelin signaling pathway
ADCY2,GNG10,Apelin signaling pathway
ADCY2,GNG11,Apelin signaling pathway
ADCY2,GNG12,Apelin signaling pathway
ADCY2,GNG13,Apelin signaling pathway
ADCY2,GNG2,Apelin signaling pathway
ADCY2,GNG3,Apelin signaling pathway
ADCY2,GNG4,Apelin signaling pathway
ADCY2,GNG5,Apelin signaling pathway
ADCY2,GNG7,Apelin signaling pathway
ADCY2,GNG8,Apelin signaling pathway
ADCY2,GNGT1,Apelin signaling pathway
ADCY2,GNGT2,Apelin signaling pathway
ADCY2,PRKACA,Chemokine signaling pathway
ADCY2,PRKACB,Chemokine signaling pathway
ADCY2,PRKACG,Chemokine signaling pathway
ADCY2,PRKCD,Estrogen signaling pathway
ADCY3,CALM1,Rap1 signaling pathway
ADCY3,CALM1,Calcium signaling pathway
ADCY3,CALM1,cAMP signaling pathway
ADCY3,CALM2,Rap1 signaling pathway
ADCY3,CALM2,Calcium signaling pathway
ADCY3,CALM2,cAMP signaling pathway
ADCY3,CALM3,Rap1 signaling pathway
ADCY3,CALM3,Calcium signaling pathway
ADCY3,CALM3,cAMP signaling pathway
ADCY3,CALML3,Rap1 signaling pathway
ADCY3,CALML3,Calcium signaling pathway
ADCY3,CALML3,cAMP signaling pathway
ADCY3,CALML4,Rap1 signaling pathway
ADCY3,CALML4,Calcium signaling pathway
ADCY3,CALML4,cAMP signaling pathway
ADCY3,CALML5,Rap1 signaling pathway
ADCY3,CALML5,Calcium signaling pathway
ADCY3,CALML5,cAMP signaling pathway
ADCY3,CALML6,Rap1 signaling pathway
ADCY3,CALML6,Calcium signaling pathway
ADCY3,CALML6,cAMP signaling pathway
ADCY3,CAMK2A,cAMP signaling pathway
ADCY3,CAMK2B,cAMP signaling pathway
ADCY3,CAMK2D,cAMP signaling pathway
ADCY3,CAMK2G,cAMP signaling pathway
ADCY3,CAMK4,cAMP signaling pathway
ADCY3,GNAI1,cAMP signaling pathway
ADCY3,GNAI1,Chemokine signaling pathway
ADCY3,GNAI1,Apelin signaling pathway
ADCY3,GNAI1,Oxytocin signaling pathway
ADCY3,GNAI1,Relaxin signaling pathway
ADCY3,GNAI2,cAMP signaling pathway
ADCY3,GNAI2,Chemokine signaling pathway
ADCY3,GNAI2,Apelin signaling pathway
ADCY3,GNAI2,Oxytocin signaling pathway
ADCY3,GNAI2,Relaxin signaling pathway
ADCY3,GNAI3,cAMP signaling pathway
ADCY3,GNAI3,Chemokine signaling pathway
ADCY3,GNAI3,Apelin signaling pathway
ADCY3,GNAI3,Oxytocin signaling pathway
ADCY3,GNAI3,Relaxin signaling pathway
ADCY3,GNAL,Calcium signaling pathway
ADCY3,GNAO1,Oxytocin signaling pathway
ADCY3,GNAO1,Relaxin signaling pathway
ADCY3,GNAS,Rap1 signaling pathway
ADCY3,GNAS,Calcium signaling pathway
ADCY3,GNAS,cAMP signaling pathway
ADCY3,GNAS,Phospholipase D signaling pathway
ADCY3,GNAS,GnRH signaling pathway
ADCY3,GNAS,Estrogen signaling pathway
ADCY3,GNAS,Oxytocin signaling pathway
ADCY3,GNAS,Relaxin signaling pathway
ADCY3,GNB1,Apelin signaling pathway
ADCY3,GNB2,Apelin signaling pathway
ADCY3,GNB3,Apelin signaling pathway
ADCY3,GNB4,Apelin signaling pathway
ADCY3,GNB5,Apelin signaling pathway
ADCY3,GNG10,Apelin signaling pathway
ADCY3,GNG11,Apelin signaling pathway
ADCY3,GNG12,Apelin signaling pathway
ADCY3,GNG13,Apelin signaling pathway
ADCY3,GNG2,Apelin signaling pathway
ADCY3,GNG3,Apelin signaling pathway
ADCY3,GNG4,Apelin signaling pathway
ADCY3,GNG5,Apelin signaling pathway
ADCY3,GNG7,Apelin signaling pathway
ADCY3,GNG8,Apelin signaling pathway
ADCY3,GNGT1,Apelin signaling pathway
ADCY3,GNGT2,Apelin signaling pathway
ADCY3,PRKACA,Chemokine signaling pathway
ADCY3,PRKACB,Chemokine signaling pathway
ADCY3,PRKACG,Chemokine signaling pathway
ADCY3,PRKCD,Estrogen signaling pathway
ADCY4,CALM1,Rap1 signaling pathway
ADCY4,CALM1,cAMP signaling pathway
ADCY4,CALM2,Rap1 signaling pathway
ADCY4,CALM2,cAMP signaling pathway
ADCY4,CALM3,Rap1 signaling pathway
ADCY4,CALM3,cAMP signaling pathway
ADCY4,CALML3,Rap1 signaling pathway
ADCY4,CALML3,cAMP signaling pathway
ADCY4,CALML4,Rap1 signaling pathway
ADCY4,CALML4,cAMP signaling pathway
ADCY4,CALML5,Rap1 signaling pathway
ADCY4,CALML5,cAMP signaling pathway
ADCY4,CALML6,Rap1 signaling pathway
ADCY4,CALML6,cAMP signaling pathway
ADCY4,CAMK2A,cAMP signaling pathway
ADCY4,CAMK2B,cAMP signaling pathway
ADCY4,CAMK2D,cAMP signaling pathway
ADCY4,CAMK2G,cAMP signaling pathway
ADCY4,CAMK4,cAMP signaling pathway
ADCY4,GNAI1,cAMP signaling pathway
ADCY4,GNAI1,Chemokine signaling pathway
ADCY4,GNAI1,Apelin signaling pathway
ADCY4,GNAI1,Oxytocin signaling pathway
ADCY4,GNAI1,Relaxin signaling pathway
ADCY4,GNAI2,cAMP signaling pathway
ADCY4,GNAI2,Chemokine signaling pathway
ADCY4,GNAI2,Apelin signaling pathway
ADCY4,GNAI2,Oxytocin signaling pathway
ADCY4,GNAI2,Relaxin signaling pathway
ADCY4,GNAI3,cAMP signaling pathway
ADCY4,GNAI3,Chemokine signaling pathway
ADCY4,GNAI3,Apelin signaling pathway
ADCY4,GNAI3,Oxytocin signaling pathway
ADCY4,GNAI3,Relaxin signaling pathway
ADCY4,GNAL,Calcium signaling pathway
ADCY4,GNAO1,Oxytocin signaling pathway
ADCY4,GNAO1,Relaxin signaling pathway
ADCY4,GNAS,Rap1 signaling pathway
ADCY4,GNAS,Calcium signaling pathway
ADCY4,GNAS,cAMP signaling pathway
ADCY4,GNAS,Phospholipase D signaling pathway
ADCY4,GNAS,GnRH signaling pathway
ADCY4,GNAS,Estrogen signaling pathway
ADCY4,GNAS,Oxytocin signaling pathway
ADCY4,GNAS,Relaxin signaling pathway
ADCY4,GNB1,Apelin signaling pathway
ADCY4,GNB2,Apelin signaling pathway
ADCY4,GNB3,Apelin signaling pathway
ADCY4,GNB4,Apelin signaling pathway
ADCY4,GNB5,Apelin signaling pathway
ADCY4,GNG10,Apelin signaling pathway
ADCY4,GNG11,Apelin signaling pathway
ADCY4,GNG12,Apelin signaling pathway
ADCY4,GNG13,Apelin signaling pathway
ADCY4,GNG2,Apelin signaling pathway
ADCY4,GNG3,Apelin signaling pathway
ADCY4,GNG4,Apelin signaling pathway
ADCY4,GNG5,Apelin signaling pathway
ADCY4,GNG7,Apelin signaling pathway
ADCY4,GNG8,Apelin signaling pathway
ADCY4,GNGT1,Apelin signaling pathway
ADCY4,GNGT2,Apelin signaling pathway
ADCY4,PRKACA,Chemokine signaling pathway
ADCY4,PRKACB,Chemokine signaling pathway
ADCY4,PRKACG,Chemokine signaling pathway
ADCY4,PRKCD,Estrogen signaling pathway
ADCY5,CALM1,Rap1 signaling pathway
ADCY5,CALM1,cAMP signaling pathway
ADCY5,CALM2,Rap1 signaling pathway
ADCY5,CALM2,cAMP signaling pathway
ADCY5,CALM3,Rap1 signaling pathway
ADCY5,CALM3,cAMP signaling pathway
ADCY5,CALML3,Rap1 signaling pathway
ADCY5,CALML3,cAMP signaling pathway
ADCY5,CALML4,Rap1 signaling pathway
ADCY5,CALML4,cAMP signaling pathway
ADCY5,CALML5,Rap1 signaling pathway
ADCY5,CALML5,cAMP signaling pathway
ADCY5,CALML6,Rap1 signaling pathway
ADCY5,CALML6,cAMP signaling pathway
ADCY5,CAMK2A,cAMP signaling pathway
ADCY5,CAMK2B,cAMP signaling pathway
ADCY5,CAMK2D,cAMP signaling pathway
ADCY5,CAMK2G,cAMP signaling pathway
ADCY5,CAMK4,cAMP signaling pathway
ADCY5,GNAI1,cAMP signaling pathway
ADCY5,GNAI1,Chemokine signaling pathway
ADCY5,GNAI1,Apelin signaling pathway
ADCY5,GNAI1,Oxytocin signaling pathway
ADCY5,GNAI1,Relaxin signaling pathway
ADCY5,GNAI2,cAMP signaling pathway
ADCY5,GNAI2,Chemokine signaling pathway
ADCY5,GNAI2,Apelin signaling pathway
ADCY5,GNAI2,Oxytocin signaling pathway
ADCY5,GNAI2,Relaxin signaling pathway
ADCY5,GNAI3,cAMP signaling pathway
ADCY5,GNAI3,Chemokine signaling pathway
ADCY5,GNAI3,Apelin signaling pathway
ADCY5,GNAI3,Oxytocin signaling pathway
ADCY5,GNAI3,Relaxin signaling pathway
ADCY5,GNAO1,Oxytocin signaling pathway
ADCY5,GNAO1,Relaxin signaling pathway
ADCY5,GNAS,Rap1 signaling pathway
ADCY5,GNAS,cAMP signaling pathway
ADCY5,GNAS,Phospholipase D signaling pathway
ADCY5,GNAS,GnRH signaling pathway
ADCY5,GNAS,Estrogen signaling pathway
ADCY5,GNAS,Oxytocin signaling pathway
ADCY5,GNAS,Relaxin signaling pathway
ADCY5,GNB1,Apelin signaling pathway
ADCY5,GNB2,Apelin signaling pathway
ADCY5,GNB3,Apelin signaling pathway
ADCY5,GNB4,Apelin signaling pathway
ADCY5,GNB5,Apelin signaling pathway
ADCY5,GNG10,Apelin signaling pathway
ADCY5,GNG11,Apelin signaling pathway
ADCY5,GNG12,Apelin signaling pathway
ADCY5,GNG13,Apelin signaling pathway
ADCY5,GNG2,Apelin signaling pathway
ADCY5,GNG3,Apelin signaling pathway
ADCY5,GNG4,Apelin signaling pathway
ADCY5,GNG5,Apelin signaling pathway
ADCY5,GNG7,Apelin signaling pathway
ADCY5,GNG8,Apelin signaling pathway
ADCY5,GNGT1,Apelin signaling pathway
