src,dest
ATF4,CREB3L3
ATF4,CREB5
ATF4,G6PC3
ATF4,PCK2
ATF4,PPARGC1A
ATF4,SIK1
ATF4,VEGFA
ATF4,VEGFB
ATF4,VEGFC
ATF6B,BCL2
ATF6B,VEGFA
ATF6B,VEGFB
ATF6B,VEGFC
ATG12,ATG5
ATG12,DDX58
ATG12,GABARAP
ATG12,MAVS
ATG16L1,ATG12
ATG16L1,ATG5
ATG16L1,GABARAP
ATG5,ATG12
ATG5,DDX58
ATG5,GABARAP
ATG5,MAVS
ATM,CHEK2
ATM,TP53
ATP6V1A,LAMTOR2
ATP6V1B2,LAMTOR2
ATP6V1C1,LAMTOR2
ATP6V1C2,LAMTOR2
ATP6V1D,LAMTOR2
ATP6V1E1,LAMTOR2
ATP6V1E2,LAMTOR2
ATP6V1F,LAMTOR2
ATP6V1G1,LAMTOR2
ATP6V1G2,LAMTOR2
ATP6V1H,LAMTOR2
ATR,CHEK1
ATR,TP53
ATXN1,RBPJ
ATXN1,RBPJL
ATXN1L,RBPJ
ATXN1L,RBPJL
AVP,AGTR1
AVP,AVPR1B
AVP,F2R
AVP,GRM1
AVP,GRM2
AVP,GRM3
AVP,GRM4
AVP,GRM8
AVP,LPAR1
AVP,LPAR2
AVP,LPAR3
AVP,LPAR5
AVPR1B,GNA11
AVPR1B,GNA12
AVPR1B,GNA13
AVPR1B,GNA14
AVPR1B,GNA15
AVPR1B,GNAQ
AVPR1B,GNAS
AVPR1B,PLCB1
AVPR1B,PLCB2
AVPR1B,PLCB3
AVPR1B,PLCB4
AXIN1,APC
AXIN1,APC2
AXIN1,AXIN2
AXIN1,CSNK1E
AXIN1,CTNNB1
AXIN1,DVL1
AXIN1,DVL3
AXIN1,GSK3B
AXIN1,TCF7
AXIN2,APC
AXIN2,APC2
AXIN2,CSNK1E
AXIN2,CTNNB1
AXIN2,DVL1
AXIN2,DVL3
AXIN2,GSK3B
AXIN2,TCF7
AZI2,TBKBP1
BAD,BCL2
BAD,BCL2L1
BAMBI,ACVR1
BAMBI,ACVR1B
BAMBI,BMPR1A
BAMBI,BMPR1B
BAMBI,DVL1
BAMBI,DVL3
BAMBI,FZD1
BAMBI,FZD10
BAMBI,FZD2
BAMBI,FZD3
BAMBI,FZD4
BAMBI,FZD5
BAMBI,FZD6
BAMBI,FZD7
BAMBI,FZD8
BAMBI,FZD9
BAMBI,LRP5
BAMBI,LRP6
BAMBI,TGFBR1
BAX,CASP3
BBC3,TP53
BBC3,TP53AIP1
BCAR1,CRK
BCAR1,CRKL
BCL10,CHUK
BCL10,IKBKB
BCL10,MALT1
BCL10,MAP3K7
BCL10,MAPK1
BCL10,MAPK11
BCL10,MAPK12
BCL10,MAPK13
BCL10,MAPK14
BCL10,MAPK3
BCL10,MAPK8
BCL10,MAPK9
BCL10,PIK3CA
BCL10,PIK3CD
BCL10,PIK3R1
BCL10,PIK3R2
BCL10,PIK3R3
BCL2,BAX
BCL2,CASP3
BCL2,TP53
BCL2L1,BAX
BCL3,CCL22
BCL3,IL12A
BCL3,IL12B
BCL3,NFKB1
BDKRB2,GNA11
BDKRB2,GNA14
BDKRB2,GNA15
BDKRB2,GNAI1
BDKRB2,GNAI2
BDKRB2,GNAI3
BDKRB2,GNAQ
BDNF,CSF1R
BDNF,EGFR
BDNF,EPHA2
BDNF,ERBB2
BDNF,ERBB3
BDNF,ERBB4
BDNF,FGFR1
BDNF,FGFR2
BDNF,FGFR3
BDNF,FGFR4
BDNF,FLT1
BDNF,FLT3
BDNF,FLT4
BDNF,IGF1R
BDNF,INSR
BDNF,KDR
BDNF,KIT
BDNF,MET
BDNF,NGFR
BDNF,NTRK1
BDNF,NTRK2
BDNF,PDGFRA
BDNF,TEK
BECN1,GABARAP
BID,BAX
BID,CYCS
BIRC2,RIPK1
BIRC2,RIPK2
BIRC2,TRAF3
BMP2,ACVR1
BMP2,BMPR1A
BMP2,BMPR1B
BMP2,BMPR2
BMP4,ACVR1
BMP4,BMPR1A
BMP4,BMPR1B
BMP4,BMPR2
BMP6,ACVR1
BMP6,BMPR1A
BMP6,BMPR1B
BMP6,BMPR2
BMP7,BMPR1A
BMP7,BMPR1B
BMP7,BMPR2
BMP8A,BMPR1A
BMP8A,BMPR1B
BMP8A,BMPR2
BMP8B,BMPR1A
BMP8B,BMPR1B
BMP8B,BMPR2
BMPR1A,ACVR2A
BMPR1A,BMPR2
BMPR1A,MAPK1
BMPR1A,MAPK11
BMPR1A,MAPK12
BMPR1A,MAPK13
BMPR1A,MAPK14
BMPR1A,MAPK3
BMPR1A,NEO1
BMPR1A,SMAD1
BMPR1A,SMAD5
BMPR1A,SMAD9
BMPR1B,ACVR2A
BMPR1B,BMPR2
BMPR1B,MAPK1
BMPR1B,MAPK11
BMPR1B,MAPK12
BMPR1B,MAPK13
BMPR1B,MAPK14
BMPR1B,MAPK3
BMPR1B,NEO1
BMPR1B,SMAD1
BMPR1B,SMAD5
BMPR1B,SMAD9
BMPR2,MAPK1
BMPR2,MAPK11
BMPR2,MAPK12
BMPR2,MAPK13
BMPR2,MAPK14
BMPR2,MAPK3
BMPR2,SMAD1
BMPR2,SMAD5
BMPR2,SMAD9
BRAF,MAP2K1
BRAF,MAP2K2
BRAP,KSR1
BRAP,KSR2
BTC,EGFR
BTC,ERBB4
CAB39,CAB39L
CAB39,PRKAA1
CAB39,PRKAA2
CAB39,PRKAB1
CAB39,PRKAB2
CAB39,PRKAG1
CAB39,PRKAG2
CAB39,PRKAG3
CAB39,STK11
CAB39,STRADB
CAB39L,PRKAA1
CAB39L,PRKAA2
CAB39L,PRKAB1
CAB39L,PRKAB2
CAB39L,PRKAG1
CAB39L,PRKAG2
CAB39L,PRKAG3
CACYBP,SKP1
CALM1,ADCY1
CALM1,ADCY2
CALM1,ADCY3
CALM1,ADCY4
CALM1,ADCY5
CALM1,ADCY6
CALM1,ADCY7
CALM1,ADCY8
CALM1,ADCY9
CALM1,CALM2
CALM1,CALM3
CALM1,CALML3
CALM1,CAMK1
CALM1,CAMK1D
CALM1,CAMK2A
CALM1,CAMK2B
CALM1,CAMK2D
CALM1,CAMK2G
CALM1,CAMK4
CALM1,CAMKK2
CALM1,MYLK
CALM1,MYLK3
CALM1,NOS1
CALM1,NOS3
CALM1,PDE1B
CALM1,PDE1C
CALM1,PPP3CA
CALM1,PPP3CC
CALM1,PPP3R1
CALM1,PPP3R2
CALM1,PYGB
CALM1,PYGL
CALM1,PYGM
CALM1,RASGRF1
CALM1,RASGRF2
CALM2,ADCY1
CALM2,ADCY2
CALM2,ADCY3
CALM2,ADCY4
CALM2,ADCY5
CALM2,ADCY6
CALM2,ADCY7
CALM2,ADCY8
CALM2,ADCY9
CALM2,CALM3
CALM2,CALML3
CALM2,CAMK1
CALM2,CAMK1D
CALM2,CAMK2A
CALM2,CAMK2B
CALM2,CAMK2D
CALM2,CAMK2G
CALM2,CAMK4
CALM2,CAMKK2
CALM2,MYLK
CALM2,MYLK3
CALM2,NOS1
CALM2,NOS3
CALM2,PDE1B
CALM2,PDE1C
CALM2,PPP3CA
CALM2,PPP3CC
CALM2,PPP3R1
CALM2,PPP3R2
CALM2,PYGB
CALM2,PYGL
CALM2,PYGM
CALM2,RASGRF1
CALM2,RASGRF2
CALM3,ADCY1
CALM3,ADCY2
CALM3,ADCY3
CALM3,ADCY4
CALM3,ADCY5
CALM3,ADCY6
CALM3,ADCY7
CALM3,ADCY8
CALM3,ADCY9
CALM3,CALML3
CALM3,CAMK1
CALM3,CAMK1D
CALM3,CAMK2A
CALM3,CAMK2B
CALM3,CAMK2D
CALM3,CAMK2G
CALM3,CAMK4
CALM3,CAMKK2
CALM3,MYLK
CALM3,MYLK3
CALM3,NOS1
CALM3,NOS3
CALM3,PDE1B
CALM3,PDE1C
CALM3,PPP3CA
CALM3,PPP3CC
CALM3,PPP3R1
CALM3,PPP3R2
CALM3,PYGB
CALM3,PYGL
CALM3,PYGM
CALM3,RASGRF1
CALM3,RASGRF2
CALML3,ADCY1
CALML3,ADCY2
CALML3,ADCY3
CALML3,ADCY4
CALML3,ADCY5
CALML3,ADCY6
CALML3,ADCY7
CALML3,ADCY8
CALML3,ADCY9
CALML3,CAMK1
CALML3,CAMK1D
CALML3,CAMK2A
CALML3,CAMK2B
CALML3,CAMK2D
CALML3,CAMK2G
CALML3,CAMK4
CALML3,CAMKK2
CALML3,MYLK
CALML3,MYLK3
CALML3,NOS1
CALML3,NOS3
CALML3,PDE1B
CALML3,PDE1C
CALML3,PPP3CA
CALML3,PPP3CC
CALML3,PPP3R1
CALML3,PPP3R2
CALML3,PYGB
CALML3,PYGL
CALML3,PYGM
CALML3,RASGRF1
CALML3,RASGRF2
CAMK1,CALM1
CAMK1,CALM2
CAMK1,CALM3
CAMK1,CALML3
CAMK1,NOS3
CAMK1D,CALM1
CAMK1D,CALM2
CAMK1D,CALM3
CAMK1D,CALML3
CAMK1D,NOS3
CAMK2A,ADCY1
CAMK2A,ADCY2
CAMK2A,ADCY3
CAMK2A,ADCY4
CAMK2A,ADCY5
CAMK2A,ADCY6
CAMK2A,ADCY7
CAMK2A,ADCY8
CAMK2A,ADCY9
CAMK2A,ATF4
CAMK2A,CALM1
CAMK2A,CALM2
CAMK2A,CALM3
CAMK2A,CALML3
CAMK2A,CREBBP
CAMK2A,EP300
CAMK2A,FOXO1
CAMK2A,NOS3
CAMK2A,PDE10A
CAMK2A,PDE3A
CAMK2A,PDE3B
CAMK2A,PDE4A
CAMK2A,PDE4B
CAMK2A,PDE4C
CAMK2A,PDE4D
CAMK2B,ADCY1
CAMK2B,ADCY2
CAMK2B,ADCY3
CAMK2B,ADCY4
CAMK2B,ADCY5
CAMK2B,ADCY6
CAMK2B,ADCY7
CAMK2B,ADCY8
CAMK2B,ADCY9
CAMK2B,ATF4
CAMK2B,CALM1
CAMK2B,CALM2
CAMK2B,CALM3
CAMK2B,CALML3
CAMK2B,CREBBP
CAMK2B,EP300
CAMK2B,FOXO1
CAMK2B,NOS3
CAMK2B,PDE10A
CAMK2B,PDE3A
CAMK2B,PDE3B
CAMK2B,PDE4A
CAMK2B,PDE4B
CAMK2B,PDE4C
CAMK2B,PDE4D
CAMK2D,ADCY1
CAMK2D,ADCY2
CAMK2D,ADCY3
CAMK2D,ADCY4
CAMK2D,ADCY5
CAMK2D,ADCY6
CAMK2D,ADCY7
CAMK2D,ADCY8
CAMK2D,ADCY9
CAMK2D,ATF4
CAMK2D,CALM1
CAMK2D,CALM2
CAMK2D,CALM3
CAMK2D,CALML3
CAMK2D,CREBBP
CAMK2D,EP300
CAMK2D,FOXO1
CAMK2D,NOS3
CAMK2D,PDE10A
CAMK2D,PDE3A
CAMK2D,PDE3B
CAMK2D,PDE4A
CAMK2D,PDE4B
CAMK2D,PDE4C
CAMK2D,PDE4D
CAMK2G,ADCY1
CAMK2G,ADCY2
CAMK2G,ADCY3
CAMK2G,ADCY4
CAMK2G,ADCY5
CAMK2G,ADCY6
CAMK2G,ADCY7
CAMK2G,ADCY8
CAMK2G,ADCY9
CAMK2G,ATF4
CAMK2G,CALM1
CAMK2G,CALM2
CAMK2G,CALM3
CAMK2G,CALML3
CAMK2G,CREBBP
CAMK2G,EP300
CAMK2G,FOXO1
CAMK2G,NOS3
CAMK2G,PDE10A
CAMK2G,PDE3A
CAMK2G,PDE3B
CAMK2G,PDE4A
CAMK2G,PDE4B
CAMK2G,PDE4C
CAMK2G,PDE4D
CAMK4,ADCY1
CAMK4,ADCY2
CAMK4,ADCY3
CAMK4,ADCY4
CAMK4,ADCY5
CAMK4,ADCY6
CAMK4,ADCY7
CAMK4,ADCY8
CAMK4,ADCY9
CAMK4,ATF4
CAMK4,CALM1
CAMK4,CALM2
CAMK4,CALM3
CAMK4,CALML3
CAMK4,HDAC4
CAMK4,HDAC5
CAMK4,NOS3
CAMK4,PDE10A
CAMK4,PDE3A
CAMK4,PDE3B
CAMK4,PDE4A
CAMK4,PDE4B
CAMK4,PDE4C
CAMK4,PDE4D
CAMKK2,PRKAA1
CAMKK2,PRKAA2
CAMKK2,PRKAB1
CAMKK2,PRKAB2
CAMKK2,PRKAG1
CAMKK2,PRKAG2
CAMKK2,PRKAG3
CARD11,BCL10
CARD9,BCL10
CARD9,CHUK
CARD9,IKBKB
CARD9,MAPK1
CARD9,MAPK11
CARD9,MAPK12
CARD9,MAPK13
CARD9,MAPK14
CARD9,MAPK3
CARD9,MAPK8
CARD9,MAPK9
CARD9,PIK3CA
CARD9,PIK3CD
CARD9,PIK3R1
CARD9,PIK3R2
CARD9,PIK3R3
CARD9,RIPK2
CASP3,MAP3K1
CASP3,PAK1
CASP3,PAK2
CASP3,STK3
CASP3,STK4
CASP4,GSDMD
CASP9,CASP3
CASQ1,RYR1
CASQ1,RYR2
CASR,PLCB1
CASR,PLCB2
CASR,PLCB3
CASR,PLCB4
CBLB,FYN
CBLB,LCK
CBLB,SYK
CBLB,ZAP70
CCKAR,GNA11
CCKAR,GNA14
CCKAR,GNA15
CCKAR,GNAQ
CCKBR,GNA11
CCKBR,GNA14
CCKBR,GNA15
CCKBR,GNAQ
CCL22,CCR10
CCL22,CCR7
CCL22,CX3CR1
CCL22,CXCR4
CCL22,CXCR5
CCL24,CCR10
CCL24,CCR7
CCL24,CX3CR1
CCL24,CXCR4
CCL24,CXCR5
CCL25,CCR10
CCL25,CCR7
CCL25,CX3CR1
CCL25,CXCR4
CCL25,CXCR5
CCL5,CCR10
CCL5,CCR7
CCL5,CX3CR1
CCL5,CXCR4
CCL5,CXCR5
CCNB1,CCNB2
CCNB1,CDK1
CCNB2,CDK1
CCND1,CCND2
CCND1,CCND3
CCND1,CCNE1
CCND1,CCNE2
CCND2,CCND3
CCND2,CCNE1
CCND2,CCNE2
CCND3,CCNE1
CCND3,CCNE2
CCNE1,CCNE2
CCR10,GNAI1
CCR10,GNAI2
CCR10,GNAI3
CCR10,GNAQ
CCR10,JAK2
CCR10,JAK3
CCR7,GNAI1
CCR7,GNAI2
CCR7,GNAI3
CCR7,GNAQ
CCR7,JAK2
CCR7,JAK3
CD40,TRAF2
CD40,TRAF3
CD40,TRAF6
CD8A,LCK
CD8B,LCK
CDC37,AKT1
CDC37,AKT2
CDC37,HSP90AA1
CDC37,HSP90AB1
CDC37,HSP90B1
CDC42,ACTB
CDC42,ACTG1
CDC42,MAP3K1
CDC42,MAP3K5
CDC42,MAPK11
CDC42,MAPK12
CDC42,MAPK13
CDC42,MAPK14
CDC42,MAPK8
CDC42,MAPK9
CDC42,PAK1
CDC42,PAK2
CDC42,PARD3
CDC42,PARD6A
CDC42,PARD6B
CDC42,PARD6G
CDC42,PRKCI
CDC42,PRKCZ
CDC42,TIAM1
CDH1,RAPGEF1
CDK2,CCND1
CDK2,CCND2
CDK2,CCND3
CDK2,CCNE1
CDK2,CCNE2
CDK2,CDK4
CDK2,CDK6
CDK2,FOXO1
CDK2,FOXO3
CDK4,CCND1
CDK4,CCND2
CDK4,CCND3
CDK4,CCNE1
CDK4,CCNE2
CDK4,CDK6
CDK6,CCND1
CDK6,CCND2
CDK6,CCND3
CDK6,CCNE1
CDK6,CCNE2
CDKN1A,CCND1
CDKN1A,CCND2
CDKN1A,CCND3
CDKN1A,CCNE1
CDKN1A,CCNE2
CDKN1A,CDK2
CDKN1A,CDK4
CDKN1A,CDK6
CDKN1B,CCND1
CDKN1B,CCND2
CDKN1B,CCND3
CDKN1B,CCNE1
CDKN1B,CCNE2
CDKN1B,CDK2
CDKN1B,CDK4
CDKN1B,CDK6
CDKN2A,MDM2
CEBPB,CSF3
CEBPB,CXCL1
CEBPB,CXCL2
CEBPB,CXCL3
CEBPB,LCN2
CEBPB,MUC5B
CEBPB,PTGS2
CEBPB,S100A9
CEBPB,TNF
CHAD,ITGA1
CHAD,ITGA11
CHAD,ITGA2
CHAD,ITGA3
CHAD,ITGA4
CHAD,ITGA5
CHAD,ITGA6
CHAD,ITGA7
CHAD,ITGA9
CHAD,ITGAV
CHAD,ITGB1
CHAD,ITGB3
CHAD,ITGB4
CHAD,ITGB5
CHAD,ITGB8
CHAD,PTK2
CHD8,CTNNB1
CHEK1,TP53
CHEK2,TP53
CHRD,AMH
CHRD,BMP2
CHRD,BMP4
CHRD,BMP6
CHRD,BMP7
CHRD,BMP8A
CHRD,BMP8B
CHRD,GDF5
CHRD,GDF6
CHRD,GDF7
CHRM1,F2R
CHRM1,GNA11
CHRM1,GNA14
CHRM1,GNA15
CHRM1,GNAI1
CHRM1,GNAI2
CHRM1,GNAI3
CHRM1,GNAL
CHRM1,GNAQ
CHRM1,GNAS
CHRM1,GNB1
CHRM1,GNB2
CHRM1,GNB3
CHRM1,GNB4
CHRM1,GNG10
CHRM1,GNG11
CHRM1,GNG13
CHRM1,GNG4
CHRM1,GNG5
CHRM1,GNG7
CHRM1,GNG8
CHRM1,GNGT2
CHRM1,LPAR1
CHRM1,LPAR2
CHRM1,LPAR3
CHRM1,LPAR5
CHRM1,PIK3R5
CHRM3,GNA11
CHRM3,GNA14
CHRM3,GNA15
CHRM3,GNAL
CHRM3,GNAQ
CHRM3,GNAS
CHUK,FOXO1
CHUK,FOXO3
CHUK,IKBKB
CHUK,IRF7
CHUK,IRS1
CHUK,IRS2
CHUK,MTOR
CHUK,NFKB1
CHUK,NFKB2
CHUK,NFKBIA
CHUK,NFKBIB
CHUK,PTEN
CHUK,RELA
CHUK,RELB
CIR1,NCOR2
CIR1,RBPJ
CIR1,RBPJL
CISH,STAT1
CISH,STAT2
CISH,STAT3
CISH,STAT5A
CISH,STAT5B
CISH,STAT6
CNR1,GNAI1
CNR1,GNAI2
CNR1,GNAI3
CNR1,GNAO1
CNTFR,JAK1
CNTFR,JAK2
CNTFR,JAK3
CNTFR,TYK2
COL1A1,ITGA1
COL1A1,ITGA11
COL1A1,ITGA2
COL1A1,ITGA3
COL1A1,ITGA4
COL1A1,ITGA5
COL1A1,ITGA6
COL1A1,ITGA7
COL1A1,ITGA9
COL1A1,ITGAV
COL1A1,ITGB1
COL1A1,ITGB3
COL1A1,ITGB4
COL1A1,ITGB5
COL1A1,ITGB8
COL1A1,PTK2
COL1A2,ITGA1
COL1A2,ITGA11
COL1A2,ITGA2
COL1A2,ITGA3
COL1A2,ITGA4
COL1A2,ITGA5
COL1A2,ITGA6
COL1A2,ITGA7
COL1A2,ITGA9
COL1A2,ITGAV
COL1A2,ITGB1
COL1A2,ITGB3
COL1A2,ITGB4
COL1A2,ITGB5
COL1A2,ITGB8
COL1A2,PTK2
COL2A1,ITGA1
COL2A1,ITGA11
COL2A1,ITGA2
COL2A1,ITGA3
COL2A1,ITGA4
COL2A1,ITGA5
COL2A1,ITGA6
COL2A1,ITGA7
COL2A1,ITGA9
COL2A1,ITGAV
COL2A1,ITGB1
