locus_id,A2058,A2780,A375,CAOV3,HCT116,HT144,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,OV90,OVCAR3,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,VCAP
ACSL6,0.03161,0.00409,0.08874,0.00184,0.48505,0.21018,0.0712,0.09494,0.0742,0.01696,0.11381,0.1994,0.0124,0.0107,0.72985,0.08246,0.03648,0.59403,0.01924,0.02375,0.22294,0.01476,0.06425,0.02132
ACTA2,0.0068,0.0,0.03651,0.00154,0.00428,0.00049,0.00358,0.00275,0.00319,0.02535,0.0,0.0042,0.0,0.00485,0.03269,0.00115,0.0,0.0011,0.00292,0.01432,0.00291,0.00245,0.0,0.01009
ACTB,0.01237,0.0,0.0,0.00469,0.0,0.0,0.00366,0.00264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.00633,0.0,0.0,0.00249,0.0,0.00825,0.01117,0.01299
ACTG1,0.01494,0.0,0.01432,0.0072,0.00067,0.00139,0.00806,0.00519,0.00088,0.00551,0.0,0.00303,0.01797,0.00351,0.00546,0.0,0.07371,0.00284,0.00421,0.00238,0.00228,0.00439,0.00811,0.00797
ACVR1,0.0,0.0,0.0,0.0,0.00478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01951,0.0
ACVR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.00794,0.0,0.00154,0.0,0.0,0.00185,0.0,0.0,0.0,0.0,0.0049,0.0,0.00337,0.01088,0.00158,0.01316,0.0,0.0
ACVR1C,0.00651,0.0,0.01235,0.0,0.0,0.04716,0.00813,0.0,0.0,0.0,0.0,0.0,0.04073,0.00625,0.06395,0.0,0.00529,0.0,0.0,0.01389,0.00658,0.02825,0.0,0.0
ACVR2A,0.00317,0.0,0.0,0.0,0.0,0.0,0.01653,0.0,0.00151,0.0,0.0,0.00755,0.0,0.0,0.0,0.00505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00466
ACVR2B,0.01097,0.0,0.00587,0.00262,0.02549,0.0016,0.00899,0.0037,0.00812,0.00222,0.0,0.00118,0.04744,0.00384,0.0027,0.0018,0.00355,0.00332,0.00115,0.01282,0.00566,0.00462,0.00448,0.00693
ADAM17,0.01573,0.06313,0.04396,0.01104,0.00482,0.0,0.00486,0.00714,0.0,0.0,0.0,0.0,0.03757,0.0,0.01013,0.0,0.0,0.0,0.0,0.0239,0.0,0.0,0.0,0.0
ADCY1,0.09869,0.1236,0.33501,0.05814,0.90271,0.22466,0.65785,0.0,0.06869,0.03928,0.06881,0.10438,0.7106,0.06891,0.30632,0.08887,0.04196,0.04628,0.07388,0.74974,0.86666,0.07149,0.0,0.15023
ADCY2,0.14739,0.0326,0.06022,0.37411,0.91489,0.11918,0.62767,0.43903,0.26332,0.15248,0.23225,0.40165,0.12778,0.27826,0.68244,0.29475,0.27679,0.55078,0.08036,0.43215,0.62003,0.29085,0.30602,0.50577
ADCY3,0.01021,0.0,0.01725,0.0038,0.00121,0.00863,0.01503,0.00259,0.01142,0.0,0.01737,0.00196,0.01129,0.00201,0.02169,0.00089,0.01243,0.00657,0.00547,0.0119,0.00362,0.00194,0.0,0.01278
ADCY4,0.58309,0.797,0.8709,1.0,0.94844,0.6113,0.90638,0.90909,0.88901,1.0,1.0,0.98309,0.94194,0.8219,0.88523,0.76042,0.89285,0.85929,0.78277,0.8623,0.91549,0.80953,0.9394,0.92264
ADCY5,0.01965,0.12754,0.26603,0.04267,0.89362,0.18981,0.70155,0.14342,0.20558,0.14122,0.51849,0.13142,0.03915,0.02449,0.42183,0.03562,0.11453,0.42107,0.29932,0.17978,0.17702,0.09035,0.1295,0.107
ADCY6,0.00318,0.03857,0.04287,0.0,0.00425,0.00188,0.00176,0.00474,0.00691,0.0,0.0,0.00704,0.02069,0.00507,0.0,0.0,0.00525,0.01057,0.00272,0.00093,0.00267,0.0,0.02011,0.01344
ADCY7,0.0196,0.9565,0.0,0.0,0.0,0.2143,0.3239,0.1,0.0261,0.44,0.0,0.9747,0.0,0.0256,1.0,0.0,0.0127,0.0588,0.0,0.0549,0.0,0.963,0.1176,1.0
ADCY8,0.089,1.0,0.05488,0.10556,0.97447,0.02732,0.61615,0.07292,0.62809,0.12331,0.06665,0.78229,0.01724,0.18061,0.66974,0.02949,0.44026,0.29089,0.38596,0.70477,0.73232,0.03597,0.0594,0.39631
ADCY9,0.0047,0.0,0.02895,0.00254,0.00622,0.00339,0.00353,0.00318,0.0,0.00292,0.0196,0.00139,0.02749,0.00906,0.00504,0.0,0.01269,0.00165,0.0,0.00168,0.00374,0.0,0.0,0.00691
ADCYAP1,0.46726,0.01386,0.35537,0.21534,0.96221,0.21873,0.83396,0.35239,0.62726,0.34126,0.94863,0.39954,0.19013,0.5999,0.75489,0.08085,0.76965,0.64114,0.09306,0.84768,0.94072,0.62032,0.66619,0.76983
ADCYAP1R1,0.00166,0.02313,0.23058,0.15151,0.78327,0.09181,0.4027,0.275,0.22378,0.11715,0.10754,0.14524,0.32,0.26971,0.29452,0.00542,0.03537,0.23009,0.01074,0.59847,0.55343,0.17143,0.0567,0.04106
ADIPOR1,0.00401,0.0,0.0,0.0,0.0,0.0,0.00812,0.00957,0.0,0.0,0.0,0.0,0.0,0.00457,0.0,0.0,0.0,0.0,0.00326,0.0,0.00315,0.0,0.0,0.00578
ADIPOR2,0.003,0.0,0.0307,0.00865,0.0,0.0,0.0053,0.00382,0.00148,0.0,0.0,0.0,0.03897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0
ADORA2A,0.00483,0.0,0.11853,0.0,0.01273,0.01203,0.02807,0.0,0.0,0.0,0.0,0.0047,0.0,0.00847,0.6873,0.0,0.0,0.0141,0.00507,0.01667,0.0089,0.0,0.0,0.0921
ADORA2B,0.54111,0.2186,0.80684,0.31963,0.57031,0.82371,0.85564,0.46334,0.51027,0.25991,0.51571,0.15491,0.11829,0.14462,0.87169,0.25128,0.55608,0.75464,0.59972,0.54222,0.75366,0.48951,0.73746,0.17342
ADRA1A,0.06668,0.27397,0.0,0.05197,0.91337,0.01414,0.69825,0.09524,0.53625,0.01594,0.27595,0.32607,0.37297,0.34636,0.88557,0.03311,0.50315,0.3213,0.17662,0.89067,0.85103,0.4534,0.12659,0.82498
ADRA1B,0.04731,0.0,0.00246,0.00998,0.28074,0.00772,0.06833,0.01209,0.03221,0.0,0.01243,0.00293,0.01029,0.00327,0.67658,0.00886,0.00794,0.06776,0.01579,0.0114,0.27029,0.03113,0.07563,0.00647
ADRA1D,0.02892,0.04738,0.02812,0.03683,0.77113,0.05105,0.73354,0.00603,0.05503,0.0,0.2572,0.03815,0.27049,0.01649,0.56091,0.02687,0.02933,0.07337,0.10159,0.07584,0.01359,0.62539,0.04759,0.04419
ADRA2A,0.00582,0.00038,0.02638,0.00208,0.39602,0.0,0.01101,0.00484,0.00341,0.0,0.01385,0.01311,0.04122,0.00216,0.02321,0.00721,0.02778,0.01426,0.02296,0.0109,0.01142,0.0,0.00304,0.00436
ADRA2B,0.09109,0.31344,0.18536,0.00737,0.11459,0.09785,0.09387,0.021,0.04133,0.06763,0.05752,0.04516,0.09406,0.01399,0.17512,0.05246,0.02718,0.01304,0.0,0.11334,0.02728,0.03723,0.18326,0.03337
ADRA2C,0.03139,0.0,0.1475,0.01722,0.00262,0.03039,0.25996,0.0,0.00951,0.0,0.0,0.00698,0.03494,0.0,0.01855,0.00519,0.00644,0.00808,0.02196,0.00766,0.01492,0.01012,0.0,0.00686
ADRB1,0.05529,0.0,0.0,0.0,0.02489,0.35915,0.01038,0.01728,0.0,0.0,0.04142,0.0046,0.0,0.00818,0.0,0.0,0.01909,0.38753,0.01071,0.00449,0.00445,0.00909,0.18056,0.01377
ADRB2,0.07737,0.6909,0.00456,0.00068,0.00543,0.0105,0.08131,0.53982,0.01149,0.0,0.0,0.01392,0.01771,0.0081,0.26918,0.002,0.00578,0.0,0.0,0.00413,0.00951,0.0096,0.04581,0.0
AGAP2,0.0,0.00806,0.0073,0.03009,0.83749,0.00794,0.35379,0.16665,0.07769,0.0,0.04705,0.0,0.0,0.02307,0.20999,0.01149,0.18001,0.00855,0.02066,0.4553,0.21434,0.04688,0.03225,0.0
AGTR1,0.33489,0.02857,0.0,0.028,0.8393,0.0097,0.48625,0.0119,0.0,0.01149,0.0108,0.0491,0.9524,0.0,0.4741,0.0,0.004,0.0535,0.33623,0.7757,0.58335,0.04117,0.0606,0.01665
AIFM2,0.05264,0.93136,0.0,0.00443,0.0,0.02722,0.03295,0.0142,0.00261,0.11864,0.0,0.36983,0.02155,0.02908,0.0381,0.0,0.09638,0.00858,0.0,0.025,0.02198,0.93427,0.0,0.16482
AIM2,0.9167,1.0,0.0,0.0,1.0,0.3333,0.0,0.5714,0.0,1.0,0.0,0.5882,0.0,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
AJUBA,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00616,0.0,0.0,0.0
AKT1,0.03049,0.01835,0.03391,0.05714,0.01099,0.07622,0.08527,0.02326,0.02186,0.0,0.0,0.03523,0.13846,0.04867,0.15738,0.00958,0.03703,0.01031,0.0,0.02624,0.03015,0.02577,0.06514,0.02
AKT1S1,0.0,0.00069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00374,0.0,0.0,0.0,0.00805,0.0,0.0,0.0,0.0,0.00387
AKT2,0.00434,0.1134,0.0,0.0,0.0,0.0,0.09709,0.0,0.0,0.0375,0.16748,0.0,0.06849,0.08739,0.08759,0.01428,0.00646,0.0,0.10072,0.0,0.10268,0.0,0.0,0.15916
ALDOA,0.00161,0.0,0.0,0.00671,0.0,0.0,0.0,0.0,0.00988,0.0,0.0,0.0,0.0,0.0,0.02169,0.0155,0.01835,0.00841,0.0,0.00193,0.00971,0.0,0.0,0.0
ALDOC,0.39247,0.17391,0.00629,0.0,0.00397,0.19157,0.12742,0.0074,0.0079,0.73943,0.0,0.33774,0.01863,0.4444,0.01997,0.44278,0.30799,0.98442,0.86164,0.02165,0.00668,0.01082,0.06502,0.00975
AMH,0.73054,0.87092,1.0,0.96154,0.99114,0.83839,1.0,0.71874,0.90592,0.91031,0.6471,0.83222,0.8889,0.86766,0.88112,0.95366,1.0,0.94683,0.4857,0.9875,0.97296,0.94118,0.80197,0.89104
ANAPC5,0.0469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL4,0.28571,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.07694,0.0,0.0,0.38639,0.0,0.0556,0.07895,0.0,0.15385,0.0,0.0,0.0,0.18335
AOX1,0.92064,0.78892,1.0,0.04673,0.80966,0.97142,0.35564,0.71786,0.71786,0.53716,0.0,0.02396,0.7899,0.04547,0.96952,0.61959,0.51748,0.76,0.39391,0.58712,0.95431,0.61539,0.88284,0.96504
APAF1,0.00143,0.0,0.07253,0.0,0.00041,0.00152,0.00268,0.00637,0.00894,0.0,0.0,0.00146,0.0067,0.00124,0.00039,0.0,0.0,0.00576,0.0,0.00064,0.00393,0.00685,0.00085,0.02092
APBB1IP,0.04687,0.75,0.0,0.0,0.0,0.43102,1.0,0.1,0.15384,0.0,0.03846,0.0,0.34693,0.0,0.54228,0.0,0.0484,0.03488,0.12529,0.1111,0.26667,0.03488,0.66667,0.05882
APC,0.00751,0.16667,0.03352,0.10345,0.22857,0.05747,0.04687,0.0,0.0,0.0,0.08046,0.0,0.17742,0.05303,0.21782,0.0,0.0,0.08267,0.0,0.21053,0.01887,0.0,0.0,0.0
APC2,0.01755,0.0,0.0,0.02274,0.04467,0.17142,0.42857,0.1,0.0,0.0,0.0,0.02552,0.0,0.03975,0.2102,0.0131,0.05063,0.05921,0.02614,0.39027,0.47825,0.03448,0.35,0.26309
APH1B,0.00809,0.01049,0.0,0.0,0.01181,0.0,0.00588,0.01133,0.00427,0.0,0.00847,0.0,0.00697,0.0,0.0,0.0,0.0,0.0,0.0,0.02632,0.0,0.03094,0.01185,0.00439
APOA1,0.4758,0.98819,0.59977,1.0,0.9603,0.33332,0.49815,1.0,0.6622,0.61443,0.56048,0.87828,0.13823,0.5,0.8547,0.52632,0.55064,0.36365,0.70343,0.5,0.91367,0.54628,0.60716,0.9004
AQP7,0.08334,0.0,0.02018,0.1111,0.0,0.27086,0.19176,0.2,0.0,0.25244,0.0,0.03845,0.0,0.06943,0.20731,0.44444,0.08263,0.0,0.0,0.04579,0.04494,0.0,0.0,0.0073
ARAP3,0.14745,0.86013,0.02883,0.24107,0.32654,0.05896,0.46089,0.44597,0.41498,0.34068,0.28312,0.47248,0.49875,0.48952,0.49948,0.08696,0.5439,0.48518,0.16379,0.38753,0.42824,0.37843,0.83805,0.40619
ARF1,0.00087,0.0,0.03228,0.0,0.0005,0.00429,0.0,0.01049,0.00281,0.0053,0.01744,0.0,0.0,0.00691,0.00238,0.00098,0.0,0.0,0.0,0.00142,0.00297,0.00184,0.00729,0.0
ARF6,0.0,0.0,0.00529,0.0,0.0051,0.0,0.00403,0.0,0.0,0.0,0.0,0.0,0.03733,0.0,0.0,0.0,0.0,0.01099,0.0,0.0,0.0022,0.0,0.00296,0.0
ARHGDIA,0.00763,0.0,0.0,0.0,0.00155,0.00646,0.00315,0.0097,0.00044,0.01441,0.0,0.00105,0.0,0.0,0.0,0.0,0.00456,0.0,0.0,0.00151,0.00267,0.00136,0.00617,0.00387
ARHGDIB,0.13515,0.0,0.5736,0.1667,0.96155,0.60605,0.9375,0.0,0.7273,0.0,0.10715,0.72729,0.0,0.2727,0.28205,0.0,0.3,0.91665,0.03845,0.97825,0.6667,0.0,0.3077,0.0
ARHGDIG,0.27282,0.53729,0.55779,0.38043,0.76667,0.42697,0.51375,0.60432,0.4114,0.17555,0.38378,0.31443,0.2,0.48333,0.88089,0.19648,0.25883,0.25699,0.27053,0.31046,0.381,0.28636,0.39286,0.32288
ARHGEF12,0.00288,0.0,0.01178,0.00493,0.00669,0.0,0.00184,0.00156,0.00055,0.01295,0.0,0.00337,0.01402,0.0032,0.01459,0.00135,0.00887,0.0,0.00491,0.00527,0.00443,0.00297,0.01908,0.00891
ARNT,0.64165,0.03999,0.7,0.9606,0.6238,0.4299,0.68335,0.46875,0.43005,0.0,0.98361,0.25,0.97871,0.5741,0.89842,0.0263,0.31755,0.92454,0.2847,0.4958,0.1939,0.0319,0.24165,0.00623
ARRB1,0.03038,0.59596,0.5869,0.15647,0.3896,0.73201,0.46107,0.57971,0.4842,0.16714,0.52323,0.17059,0.01141,0.52907,0.85294,0.02226,0.53133,0.04546,0.12845,0.04403,0.0241,0.00789,0.48349,0.396
ARRB2,0.01282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF2,0.0,0.01584,0.0097,0.01088,0.0,0.0,0.03132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF4,0.00307,0.00147,0.0,0.0,0.00349,0.00159,0.00342,0.03673,0.00436,0.01737,0.0,0.00389,0.01855,0.00443,0.00552,0.0,0.00111,0.00591,0.00772,0.00776,0.0026,0.0,0.01443,0.01609
ATF6B,0.35282,0.21659,0.38532,0.623,0.65292,0.46643,0.6522,0.47369,0.63757,0.85591,0.24477,0.39962,0.40537,0.6313,0.63557,0.44612,0.6141,0.4727,0.34652,0.62658,0.614,0.44418,0.30671,0.61213
ATG12,0.00548,0.0,0.03233,0.00282,0.0,0.00129,0.01034,0.002,0.00019,0.0,0.0012,0.00369,0.00902,0.00107,0.0,0.0,0.00525,0.00102,0.00494,0.01738,0.0036,0.00128,0.0,0.00117
ATG16L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02084,0.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG5,0.00212,0.0,0.0,0.0,0.00813,0.0,0.01407,0.02633,0.0,0.0,0.0,0.00734,0.02803,0.0,0.01015,0.00343,0.01111,0.0,0.0,0.00114,0.0,0.0,0.0,0.0051
ATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP1A1,0.08447,0.0,0.14286,0.0,0.00074,0.00233,0.00235,0.0,0.0,0.0,0.0,0.00401,0.0,0.0,0.02495,0.0,0.00203,0.04051,0.00516,0.0,0.0,0.0,0.00362,0.0
ATP1A3,0.0115,0.23441,0.04167,0.0993,0.01903,0.09443,0.11997,0.07407,0.02352,0.0,0.0,0.13727,0.0,0.0,0.2294,0.02325,0.0101,0.06781,0.02563,0.02753,0.0,0.0,0.0,0.00987
ATP1B1,0.00635,0.00561,0.03212,0.00245,0.00149,0.00884,0.01022,0.01179,0.00434,0.0,0.0,0.00932,0.04529,0.0,0.00763,0.00242,0.00096,0.0152,0.0,0.00828,0.00364,0.0,0.05493,0.01043
ATP1B2,0.53018,0.01316,0.68937,0.40872,0.97102,0.68684,0.53623,0.45645,0.32565,0.1994,0.53292,0.33173,0.13433,0.14883,0.83808,0.13472,0.30611,0.15542,0.00908,0.06147,0.06064,0.1239,0.40197,0.23477
ATP1B3,0.00842,0.0,0.08878,0.0,0.0,0.0047,0.00274,0.0,0.0,0.02791,0.0,0.0,0.0,0.0,0.0,0.00234,0.0,0.01067,0.0,0.00366,0.0,0.0026,0.0,0.00248
ATP2A1,0.0053,0.07339,0.0,0.0,0.03968,0.05658,0.20496,0.0,0.00755,0.37288,0.0,0.0351,0.14484,0.0,0.26892,0.00474,0.0,0.0,0.0,0.0,0.00475,0.06194,0.0,0.01538
ATP2A2,0.00377,0.03448,0.03691,0.0,0.0,0.00189,0.00226,0.00222,0.00411,0.01478,0.00154,0.0,0.00124,0.0,0.00594,0.00635,0.00663,0.0,0.00138,0.00258,0.00338,0.00068,0.00645,0.0
ATP2A3,0.02236,0.03142,0.36136,0.0,0.03513,0.13722,0.14663,0.00422,0.01091,0.0,0.0,0.0133,0.03406,0.02015,0.62053,0.01788,0.02617,0.12198,0.00227,0.087,0.00745,0.00252,0.3086,0.00232
ATP2B1,0.00401,0.0,0.02303,0.0019,0.00097,0.0,0.00689,0.00499,0.00042,0.0006,0.0,0.0019,0.01413,0.00219,0.00141,0.0,0.00213,0.0,0.0,0.00139,0.00289,0.00087,0.00108,0.0016
ATP2B2,0.00842,0.04086,0.6705,0.48455,0.49387,0.11602,0.0266,0.60344,0.31085,0.0,0.0,0.31065,0.0,0.895,0.15427,0.00955,0.74653,0.0458,0.0,0.4,0.907,0.07567,0.05,0.3259
ATP2B4,0.0,0.03432,0.00945,0.0,0.02715,0.0369,0.02205,0.0128,0.05315,0.0,0.0,0.0,0.0,0.01085,0.0,0.0,0.0064,0.0,0.0,0.08297,0.0164,0.0,0.0,0.4729
ATP6V1A,0.0,0.0,0.01656,0.0,0.00942,0.0,0.00355,0.0,0.0,0.0,0.06164,0.00699,0.01493,0.00268,0.00134,0.0,0.0,0.0,0.00801,0.0,0.0,0.0,0.00678,0.0
ATP6V1B2,0.6737,0.0,0.8,0.3092,0.604,0.3614,0.1089,0.9438,0.1111,0.0,0.0671,0.4568,0.0233,0.0155,0.7671,0.0964,0.0847,0.8095,0.0089,0.547,0.8947,0.2653,0.7234,0.338
ATP6V1C1,0.0,0.0,0.0,0.0125,0.0,0.02083,0.015,0.0078,0.0,0.0,0.0,0.0052,0.0,0.0283,0.01562,0.0,0.00318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1C2,0.10529,0.19447,0.21459,0.00625,0.58372,0.34395,0.04132,0.0,0.02335,0.00237,0.0,0.05714,0.01706,0.01916,0.1523,0.05221,0.0,0.30974,0.0,0.03429,0.0,0.01999,0.13415,0.0
ATP6V1D,0.00694,0.0,0.0,0.00554,0.00167,0.0,0.01275,0.00415,0.0,0.00992,0.0,0.0,0.08123,0.0,0.01501,0.0,0.0,0.0,0.03111,0.00926,0.00676,0.0,0.00204,0.00795
ATP6V1E1,0.0,0.0,0.04709,0.00201,0.0,0.0,0.00372,0.0,0.0,0.11765,0.08911,0.0,0.0,0.0,0.00213,0.004,0.00381,0.0,0.00264,0.01521,0.0,0.0,0.0,0.0
ATP6V1E2,0.00586,0.0,0.04835,0.00083,0.0967,0.00103,0.39647,0.0087,0.05071,0.0581,0.00708,0.01658,0.02183,0.15284,0.01522,0.01078,0.07984,0.00474,0.0964,0.0338,0.30973,0.0,0.01574,0.37193
ATP6V1F,0.0029,0.0,0.0181,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00493,0.0,0.0,0.0
ATP6V1G1,0.0577,0.0,0.0,0.06285,0.4021,0.18145,0.24265,0.03227,0.0125,0.0,0.0,0.08492,0.0,0.0293,0.1104,0.0612,0.3122,0.0476,0.0086,0.13586,0.20455,0.0,0.08333,0.01674
ATP6V1G2,0.0,0.0,0.0,0.0,0.0,0.01236,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.00605,0.0109,0.0,0.00365,0.03083,0.0,0.00813,0.03029,0.0,0.0
ATP6V1H,0.00294,0.0,0.07386,0.0042,0.01626,0.0016,0.00559,0.0095,0.0,0.0,0.00519,0.00628,0.0016,0.00327,0.00245,0.00239,0.00747,0.00205,0.00408,0.00887,0.00839,0.00653,0.0,0.0049
ATR,0.00635,0.0,0.09131,0.00306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.01327,0.0206,0.0,0.0,0.01042,0.0,0.01493,0.0,0.02666,0.01754,0.0,0.0
ATXN1,0.00514,0.0,0.00059,0.01243,0.00437,0.01041,0.01356,0.02688,0.00612,0.0,0.0,0.0,0.04158,0.0,0.12556,0.00056,0.00176,0.00404,0.00086,0.0,0.01693,0.01653,0.00719,0.08954
ATXN1L,0.00512,0.0,0.10788,0.01392,0.0,0.01282,0.0,0.0,0.00832,0.0,0.0,0.0,0.0,0.0,0.0109,0.0276,0.00926,0.0,0.0,0.00922,0.0,0.0,0.0,0.0
AVP,0.0,0.0,0.0667,0.75,0.9355,0.2857,0.1667,1.0,0.3667,1.0,0.0,0.8065,0.0,0.8333,0.5952,0.3243,1.0,0.0256,0.0833,0.3214,0.5,0.8571,0.9091,0.7067
AVPR1B,0.06567,0.0,0.28721,0.10386,0.40938,0.47059,0.10302,0.1553,0.06188,0.03283,0.04232,0.03763,0.09293,0.94125,0.68322,0.03001,0.4594,0.14684,0.03404,0.04131,0.05798,0.01594,0.45697,0.03798
AXIN1,0.07319,0.01714,0.02079,0.0,0.08642,0.02632,0.04373,0.00471,0.019,0.03411,0.07937,0.01118,0.04308,0.01372,0.08412,0.00668,0.04297,0.03387,0.03678,0.05789,0.06246,0.01964,0.03118,0.06766
AXIN2,0.00466,0.0,0.01818,0.00543,0.0,0.04183,0.03496,0.00487,0.0,0.01426,0.0,0.00997,0.0024,0.02396,0.01709,0.0,0.00197,0.0,0.00059,0.0,0.00328,0.01136,0.11326,0.0
AZI2,0.0,0.0,0.0,0.0,0.05404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2078,0.0,0.0,0.0,0.0,0.06451,0.0,0.0,0.0,0.0
BAD,0.00474,0.0,0.01283,0.00129,0.00282,0.00347,0.01432,0.00281,0.00125,0.0,0.0,0.0,0.00389,0.0,0.00168,0.0,0.00131,0.00378,0.0,0.00591,0.00403,0.00381,0.0,0.00521
BAMBI,0.07657,0.0,0.01498,0.04477,0.1055,0.46648,0.22285,0.08794,0.14887,0.05979,0.05437,0.02937,0.37923,0.01555,0.36634,0.03283,0.02059,0.0543,0.00631,0.00182,0.01714,0.0,0.41667,0.22397
BAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBC3,0.00352,0.0,0.0151,0.0,0.0,0.00726,0.00193,0.0,0.00765,0.0,0.0,0.00947,0.00688,0.00458,0.04444,0.0,0.01221,0.0,0.00138,0.0,0.00244,0.0,0.0,0.00096
BCAR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00431,0.03226,0.0,0.0,0.0
BCL10,0.0,0.0,0.0,0.00076,0.0,0.0,0.0,0.0,0.00424,0.0,0.0,0.0,0.0,0.0,0.00294,0.0,0.0,0.00518,0.00552,0.00758,0.0,0.0,0.0062,0.00267
