symbol,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
A4GNT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAAS,10,15,13,9,9,15,11,10,9,9,12,6,12,21,10,20,17,9,9,16,22,14,14,12,15,8,24,17,12,8,11,8,14,15,9,9,19,21,7,19,15,11
AACS,2,1,3,1,2,3,2,2,5,2,2,1,2,2,4,1,6,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,4,2,1,2,4
AACSP1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,1,4,0,0,0,0,0,0,3,0
AADAC,1,9,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACL2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACP1,2,8,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AADAT,2,4,3,0,2,1,6,9,4,2,0,1,1,0,6,2,3,2,1,1,7,4,5,1,3,1,0,3,0,1,2,1,14,7,3,2,9,0,6,2,4,1
AAED1,5,5,5,8,4,6,2,4,4,3,5,2,3,3,1,4,1,5,3,2,4,3,1,3,4,2,0,6,2,9,4,2,3,7,9,11,3,1,7,2,3,4
AAGAB,13,35,24,14,13,18,31,22,19,15,8,9,18,29,24,19,43,10,17,25,17,17,30,17,17,11,21,20,22,21,15,12,20,23,14,16,27,24,23,21,12,10
AAK1,2,2,3,2,1,4,2,3,1,3,1,3,2,3,1,1,1,2,3,3,1,2,2,2,2,1,0,2,3,1,2,4,2,3,2,4,1,1,4,1,2,2
AAMDC,3,2,1,6,8,1,15,2,3,3,11,6,2,5,5,7,5,7,11,3,1,13,36,10,9,5,3,8,2,5,1,2,1,10,9,2,2,7,2,4,3,4
AAMP,43,27,32,22,46,23,24,34,33,38,42,22,36,22,27,48,64,31,47,62,47,37,44,56,32,40,29,38,35,27,35,48,32,28,20,35,30,37,22,57,48,18
AANAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAR2,15,17,6,19,10,11,12,9,7,13,12,7,14,9,8,13,13,16,12,23,12,10,17,11,12,14,12,17,10,12,18,14,18,15,14,14,22,20,9,15,17,10
AARD,0,0,0,9,1,0,4,0,0,0,0,0,0,0,0,0,18,0,6,0,0,0,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AARS,100,77,187,55,104,74,56,128,71,78,75,88,65,273,86,109,132,32,59,36,59,60,28,74,62,28,101,78,52,73,34,29,55,58,59,25,179,103,121,55,62,53
AARS2,4,3,4,4,2,11,4,3,7,8,4,5,9,12,8,12,6,5,7,5,6,9,5,7,5,5,8,5,8,8,7,13,12,10,7,7,6,6,5,34,21,3
AARSD1,2,2,2,1,3,2,3,2,1,3,2,2,4,4,5,4,2,2,1,6,5,6,1,1,4,2,6,1,5,1,1,2,4,2,1,2,3,6,2,4,4,1
AARSP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AASDH,2,2,2,1,5,2,2,7,4,3,1,1,1,5,4,2,2,2,2,3,1,3,4,1,3,3,2,1,2,1,3,2,2,3,2,4,4,4,4,1,1,4
AASDHPPT,5,12,9,12,8,10,21,14,7,10,6,2,13,13,8,13,3,10,10,11,9,20,6,7,13,7,14,6,8,4,7,5,8,11,6,14,21,9,8,24,18,12
AASS,1,0,7,0,2,0,1,2,5,6,0,2,1,0,2,7,0,8,0,0,0,0,0,0,2,0,0,10,6,2,10,5,3,0,2,6,0,0,11,6,4,8
AATBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AATF,25,32,20,15,25,26,12,16,14,24,23,8,29,21,8,39,12,34,16,30,30,22,12,19,19,6,22,21,38,11,24,20,19,36,15,19,17,17,11,33,34,10
AATK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,11,0,6,0,3,0,0,0,0,2,2,0
ABALON,0,1,3,0,0,0,3,0,1,1,2,0,5,1,1,1,0,3,0,1,0,2,2,0,2,1,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1
ABAT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,4
ABCA1,19,3,2,0,5,0,2,0,0,5,14,1,0,0,0,6,0,7,0,0,0,6,0,0,0,0,0,0,2,0,0,0,3,2,4,13,0,0,1,0,0,14
ABCA2,7,2,3,1,2,13,4,17,14,3,7,9,6,2,3,2,15,5,4,2,6,4,3,3,6,2,7,2,4,2,1,4,4,6,11,13,6,34,12,2,2,6
ABCA3,0,2,12,5,0,4,9,3,12,0,2,0,6,8,4,0,14,0,4,1,1,15,1,1,15,4,0,9,0,0,1,0,0,2,0,20,4,24,2,0,0,15
ABCA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA5,0,0,0,2,0,0,1,1,1,1,0,0,1,0,1,0,5,0,1,1,0,0,1,0,0,1,0,0,1,1,2,3,4,0,1,0,1,4,0,3,3,1
ABCA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA7,1,0,0,1,0,6,4,8,7,1,1,0,2,8,1,1,2,2,4,5,3,5,1,1,0,3,11,0,2,3,2,2,0,1,1,1,2,4,3,4,1,1
ABCA8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0
ABCA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA9-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA11P,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ABCA12,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
ABCA13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,4,0,0,0
ABCA17P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB1,8,0,4,0,3,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,12
ABCB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
ABCB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,0,0,0,0,0,33,1,0
ABCB6,2,2,0,1,1,1,4,1,0,1,0,2,3,1,1,0,2,1,1,1,5,0,1,1,1,1,0,1,2,2,1,3,3,1,2,0,0,1,2,6,4,0
ABCB7,3,13,5,4,7,6,12,8,11,11,9,4,8,15,14,14,6,9,10,11,17,24,15,13,8,10,18,8,6,11,10,6,9,7,11,10,21,5,17,9,7,7
ABCB8,4,4,7,3,4,5,6,3,3,2,6,3,2,8,4,3,5,3,3,5,5,3,2,4,5,8,7,5,6,4,4,5,7,1,4,4,2,4,4,7,5,3
ABCB9,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,2,1
ABCB10,4,11,9,5,7,9,10,6,9,5,13,2,11,18,5,4,4,9,8,4,25,12,4,3,7,10,9,6,5,3,6,3,5,10,6,9,8,6,5,7,8,4
ABCB10P1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB10P3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB10P4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC1,40,34,31,10,10,18,20,16,19,18,11,9,15,15,10,8,8,16,6,6,21,29,15,30,22,8,7,16,20,21,3,7,8,33,16,11,16,7,23,7,9,23
ABCC2,62,75,0,0,1,2,1,23,0,0,0,0,0,0,3,0,0,0,0,1,52,0,0,0,0,0,0,0,2,0,3,6,32,0,0,0,4,0,0,12,1,0
ABCC3,49,25,21,3,29,11,59,18,16,16,9,1,0,0,13,0,3,9,9,3,11,0,2,0,0,10,0,0,14,7,0,0,0,8,4,0,10,2,48,0,0,19
ABCC4,10,15,14,8,8,9,13,8,11,5,9,2,11,11,6,9,0,6,4,8,5,5,2,3,5,6,7,3,13,5,2,6,14,7,6,4,15,0,3,7,4,11
ABCC5,3,2,4,4,3,5,3,3,3,4,7,4,6,10,7,6,11,2,4,2,2,11,4,2,5,4,4,1,3,4,6,12,4,5,3,3,4,19,4,6,10,6
ABCC5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC6,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1
ABCC6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ABCC6P2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ABCC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC9,0,0,17,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,3,0,1,0,0,0,0,2,0,0,1,1,0,0,0,6,0,1,0,0,1,0
ABCC10,0,1,1,2,0,7,2,3,3,4,2,6,3,6,4,5,5,4,7,4,2,7,3,2,2,3,3,2,3,4,5,3,3,3,2,4,3,4,2,9,3,1
ABCC11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
ABCC12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
ABCC13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD1,6,0,1,4,4,1,3,2,4,6,9,3,2,3,0,1,7,4,9,3,4,11,2,6,1,7,1,4,7,12,68,32,35,4,12,2,11,2,5,10,6,3
ABCD1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD3,9,14,14,9,6,6,16,10,9,6,7,9,15,5,13,5,11,14,20,7,8,8,8,15,13,8,3,8,12,8,8,9,7,17,12,5,9,7,13,11,4,7
ABCD4,1,1,4,1,2,4,3,5,7,4,2,1,3,3,6,3,3,5,1,2,3,4,8,2,3,2,2,2,2,2,4,2,2,5,2,5,6,7,5,3,4,6
ABCE1,17,32,25,22,23,50,28,37,20,22,17,13,24,26,30,21,18,25,15,17,28,23,28,14,40,24,26,15,28,10,18,17,18,20,14,35,50,13,20,16,18,16
ABCF1,17,23,22,39,21,29,28,12,24,36,16,36,24,37,9,39,32,68,62,62,30,52,37,29,58,29,50,42,39,41,26,25,32,35,33,38,19,37,22,57,24,11
ABCF2,32,34,35,33,25,33,26,21,24,21,43,14,27,31,16,29,19,30,26,48,42,33,15,34,32,24,30,33,39,15,20,9,40,11,23,32,27,12,19,28,30,14
ABCF2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCF2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCF3,10,6,6,8,15,10,10,9,10,8,13,10,12,9,10,9,19,13,7,5,10,15,12,10,9,15,13,7,12,12,12,15,12,9,9,13,6,35,11,11,17,8
ABCG1,0,0,0,0,0,0,1,1,2,0,7,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0
ABCG2,3,26,0,0,1,0,0,0,0,0,1,0,0,0,8,0,11,5,0,8,12,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ABCG8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ABHD2,14,17,15,7,4,7,17,6,9,9,16,6,7,10,8,13,13,12,4,5,8,8,5,6,9,5,35,12,23,18,9,56,15,15,12,6,32,8,29,8,8,11
ABHD3,13,6,6,4,2,10,5,12,8,3,4,1,7,11,12,2,3,4,4,3,3,6,2,11,3,6,86,1,16,6,4,4,5,15,4,4,3,2,3,5,2,2
ABHD4,47,23,8,2,10,6,12,3,9,8,16,6,3,8,3,5,5,13,3,1,20,0,2,3,4,4,2,9,5,18,5,4,5,8,17,3,2,4,7,4,4,12
ABHD5,2,4,4,3,2,3,3,4,4,3,8,3,3,10,5,1,5,13,6,2,3,4,3,4,3,11,2,9,9,3,6,4,5,4,6,7,2,9,3,3,3,4
ABHD6,1,1,1,1,0,4,2,4,3,1,3,2,1,1,4,1,0,2,1,1,1,3,0,0,2,6,2,2,3,2,13,7,5,1,3,0,3,1,2,4,3,2
ABHD8,7,1,1,5,6,15,3,2,2,4,2,4,2,4,1,4,1,5,23,4,0,11,3,11,3,9,3,5,3,8,6,3,2,5,5,3,2,6,10,2,1,7
ABHD10,8,13,13,10,17,9,8,117,16,10,7,14,9,8,20,12,7,11,9,12,11,6,12,12,14,18,5,4,15,9,10,14,18,11,10,7,14,10,9,14,22,15
ABHD11,10,3,11,9,6,10,8,18,68,6,23,2,22,7,21,4,32,11,11,6,15,7,9,18,6,10,21,12,13,5,6,3,11,10,7,7,6,35,4,8,15,9
ABHD11-AS1,3,0,0,0,1,0,1,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
ABHD12,30,22,29,24,9,24,17,7,16,28,53,25,21,6,19,10,40,24,19,5,12,9,15,10,19,17,57,70,23,39,29,39,27,19,30,8,14,21,15,31,24,39
ABHD12B,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ABHD13,2,5,4,4,3,2,5,4,4,3,2,1,3,2,5,5,2,2,4,3,2,2,3,4,4,4,2,1,4,6,2,3,5,5,6,4,10,2,1,6,3,3
ABHD14A,0,0,1,1,0,3,1,1,4,1,4,1,2,1,2,1,1,2,0,1,1,3,1,2,1,4,4,1,1,3,5,3,3,1,2,5,2,0,1,2,1,2
ABHD14A-ACY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD14B,9,5,13,5,13,24,9,13,25,8,30,5,5,28,11,17,5,10,5,8,17,22,5,14,14,11,47,6,7,6,43,18,16,11,7,21,18,28,5,14,21,22
ABHD15,2,7,5,2,2,8,7,4,8,4,4,0,1,2,1,1,4,4,1,2,5,16,2,2,1,2,7,4,6,1,4,2,4,3,2,3,2,7,6,3,5,2
ABHD15-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD16A,0,0,0,2,0,1,1,1,1,2,0,1,1,5,1,1,3,2,2,2,1,2,0,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,2,1,0
ABHD16B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17A,6,2,3,7,5,21,6,6,11,4,8,6,8,9,10,6,5,9,7,9,5,6,4,4,6,4,6,7,10,5,14,8,8,7,7,14,6,7,7,10,9,5
ABHD17AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17AP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17AP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17AP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ABHD17AP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17AP7,0,0,0,0,0,missing,0,missing,missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,missing,missing,0,missing,0,0,missing
ABHD17AP8,0,0,0,0,0,missing,0,missing,missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,missing,missing,0,missing,0,0,missing
ABHD17AP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17B,3,8,4,8,5,8,5,7,6,5,5,2,8,4,7,5,4,5,6,5,4,7,7,3,7,2,0,3,5,3,7,6,12,6,9,10,7,2,7,4,6,4
ABHD17C,2,5,2,4,2,13,4,7,8,4,5,2,4,0,24,2,8,12,5,1,4,3,2,4,1,3,4,6,1,3,5,9,7,4,1,66,13,4,12,5,8,2
ABHD18,0,1,2,1,1,2,2,4,4,1,1,1,0,6,6,1,3,1,2,0,1,3,2,1,2,1,2,0,1,1,2,1,0,2,1,5,2,2,3,0,1,3
ABI1,12,18,17,16,19,9,19,14,15,11,19,6,19,14,23,21,15,13,13,11,7,5,8,22,11,7,24,9,8,11,31,17,9,16,15,24,12,13,7,10,8,15
ABI1P1,0,0,0,0,0,missing,0,missing,missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,missing,missing,0,missing,0,0,missing
ABI2,3,3,5,2,3,2,4,6,6,7,2,2,2,2,3,5,3,3,4,5,3,12,5,2,4,3,0,5,5,3,4,3,2,5,3,3,6,1,5,3,3,4
ABI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ABI3BP,0,0,0,9,7,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,8,0,0,0,2,0,0,2
ABL1,18,12,17,36,8,26,13,10,18,15,13,26,23,46,5,69,12,30,11,5,20,22,19,5,20,4,10,29,17,19,15,9,18,24,40,17,21,16,34,7,10,15
ABL2,9,5,11,15,7,18,6,5,2,6,9,6,6,4,3,11,2,12,5,8,4,6,4,3,10,2,2,11,5,6,12,15,11,8,16,5,4,3,14,15,5,12
ABLIM1,12,10,40,2,8,10,42,30,32,1,14,0,21,0,28,0,3,14,15,6,12,81,50,37,3,3,15,6,5,3,2,0,7,25,3,2,23,7,6,2,1,18
ABLIM2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABLIM3,11,0,2,0,9,2,0,5,0,20,12,11,0,0,0,0,1,9,0,0,0,0,0,0,6,13,0,0,26,5,13,10,0,2,11,0,4,1,1,1,5,12
ABO,0,0,1,0,0,0,0,0,7,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ABR,10,11,15,7,4,9,8,6,4,8,14,7,3,0,8,12,13,11,3,4,4,2,3,2,8,4,5,15,18,13,1,13,9,3,10,7,16,5,15,15,10,15
ABRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
