symbol,A2058,A2780,A375,CAOV3,HCT116,HT144,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,OV90,OVCAR3,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,VCAP
ACVR2A,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-2,0,0,-1,1,0
ACVR2B,0,0,0,-1,0,1,0,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,-1,0,-1,0,-1,1
ADAM17,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,0,2,-1,0,-1,0,0,-1,1,0
ADCY1,1,0,0,1,0,1,1,-1,1,1,1,1,-1,-1,0,1,-1,-1,1,2,0,1,2,1
ADCY2,1,0,0,2,0,1,1,1,1,1,1,1,-1,0,0,-1,0,0,1,1,0,1,1,1
ADCY3,0,0,-1,0,0,0,0,1,1,0,1,1,1,1,0,1,-1,0,-1,1,0,-1,1,0
ADCY4,0,0,-1,0,0,0,0,1,1,-1,1,1,0,0,0,-1,0,-1,0,0,0,-1,0,0
ADCY5,0,0,-1,2,0,1,0,1,-1,0,-1,1,0,1,0,1,0,1,1,0,0,0,1,0
ADCY6,0,0,0,1,-1,0,1,-1,1,0,-1,1,1,0,0,-1,2,0,-1,1,0,1,0,1
ADCY7,0,0,-1,-1,0,0,0,-1,1,1,-1,0,0,-1,0,0,1,-1,0,1,0,-1,-1,-1
ADCY8,1,0,0,0,2,0,0,1,-1,1,1,2,1,-1,2,1,1,0,-1,-1,0,1,1,1
ADCY9,0,0,-1,-1,0,1,0,-1,1,0,-1,-1,1,-1,1,-1,0,-1,0,-1,0,0,-1,-1
ADCYAP1,0,0,-1,1,0,-1,0,-1,0,0,-1,1,1,1,1,-1,0,-1,1,0,-1,-1,-1,1
ADCYAP1R1,1,0,0,2,0,1,1,0,1,1,1,1,-1,0,0,1,-1,-1,1,1,0,1,1,0
ADIPOR1,1,1,1,-1,-1,0,0,0,1,0,1,0,0,-1,1,-1,-1,1,1,-1,0,1,0,0
ADIPOR2,0,0,0,2,0,0,1,1,1,0,-1,1,1,-1,1,-1,-1,0,-1,1,-1,0,0,1
ADORA2A,0,0,-1,2,-1,0,0,-1,-1,0,-1,-1,1,1,0,-1,0,0,-1,-1,1,-1,1,0
ADORA2B,0,0,0,-1,0,0,0,0,1,0,1,-1,-1,1,0,-1,-1,-1,-1,0,-1,-1,1,0
ADRA1A,0,0,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,0,-1,0,0,-1,0,-1,-1,0,-1
ADRA1B,0,0,-1,2,-1,0,1,0,1,0,1,1,0,1,0,-1,0,1,-1,0,1,1,-1,-1
ADRA1D,0,0,0,1,-2,-1,0,-1,1,0,1,0,1,-1,1,1,0,1,-1,1,-1,0,0,1
ADRA2A,0,0,0,1,1,-1,0,1,1,0,0,0,0,1,0,-1,0,0,-1,0,0,-1,-1,0
ADRA2B,0,0,-1,1,0,0,0,1,1,0,1,1,-1,0,1,1,0,0,-1,0,0,-1,0,0
ADRA2C,0,0,-1,2,-1,-1,0,1,-2,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,0,-1,0
ADRB1,0,0,0,1,2,-1,0,1,1,0,0,-1,0,1,1,-1,0,0,-1,0,0,-1,-1,0
ADRB2,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,0,1,0,0,1,1,-1,0
AGAP2,0,0,0,-1,-1,0,1,-1,1,0,1,1,1,1,1,-1,0,0,-1,0,0,1,0,1
AGTR1,1,0,1,1,0,1,0,-1,0,0,0,1,0,2,0,1,1,1,1,0,0,1,1,0
AIFM2,-1,0,-1,1,-1,-1,0,1,1,-1,0,0,0,0,1,-1,0,0,-1,1,0,-1,-1,0
AIM2,1,1,1,-1,0,0,0,1,1,0,1,1,-1,0,-1,-1,0,1,1,0,0,1,0,0
AJUBA,0,0,-1,0,0,0,0,1,1,-1,1,1,0,-1,0,-1,0,-1,0,0,0,-1,0,0
AKT1,2,2,-1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1
AKT1S1,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,1,-1,0,-1,0,1
AKT2,0,0,0,1,-1,0,0,-1,-1,1,1,-1,1,2,0,0,0,-1,-1,-1,0,-1,0,1
ALDOA,0,0,-1,1,0,0,0,-1,1,0,-1,-1,0,-1,0,-1,0,-1,1,0,0,0,-1,-1
ALDOC,0,0,-1,-1,0,0,0,-1,1,0,1,0,1,1,0,-1,0,0,-1,0,0,1,0,1
AMH,-2,0,-1,-1,-1,-1,0,-1,-1,-1,-2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
ANAPC5,0,0,0,1,0,0,1,0,1,0,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1
ANGPTL4,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1
AOX1,0,0,-1,-1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,-1,1,0
APAF1,0,0,1,-1,0,0,1,-1,1,0,1,1,0,0,0,-1,-1,0,0,0,0,1,1,1
APBB1IP,0,0,-1,1,0,-1,0,1,-1,0,1,0,2,-1,1,1,0,0,-1,0,0,-1,-1,0
APC,0,0,1,1,0,1,1,-1,1,1,1,-1,0,0,-2,-1,0,1,0,0,1,1,0,-1
APC2,-2,0,-1,-1,-1,-1,0,-1,-1,-1,-2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
APH1B,0,0,0,-1,-1,0,1,-1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,-1,1
APOA1,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,1,1,1,-1,1
AQP7,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,1,0,0,2,-1,-1,-1,0,-1,-1,1
ARAP3,0,0,0,1,-1,0,1,1,1,0,1,1,0,1,1,-1,0,1,0,0,1,1,-1,0
ARF1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,-1,0,1,1,0,0,1,1,-2
ARF6,0,0,-1,-1,0,0,0,-1,1,0,1,0,0,1,0,-1,0,-1,1,0,0,1,0,0
ARHGDIA,0,0,-1,2,1,0,0,-1,1,-1,0,0,0,0,1,-1,2,1,1,1,0,1,0,1
ARHGDIB,0,0,1,1,0,0,1,1,0,1,-1,1,0,0,0,-1,-1,0,-1,1,0,-2,1,1
ARHGDIG,0,0,-1,-1,-2,-1,0,-1,1,0,-1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,-1,-1
ARHGEF12,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,1,1,2,-1,1
ARNT,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,-1,2,1,1,0,0,1,0,1
ARRB1,0,0,-1,1,-1,-1,1,-1,-1,0,-1,1,1,0,1,0,-1,-1,1,1,1,1,-1,1
ARRB2,-1,0,-1,-1,-1,-1,0,-1,1,0,1,-1,0,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1
ATF2,0,0,-1,0,0,0,0,0,1,0,1,0,1,1,-1,1,0,0,1,1,0,-1,1,0
ATF4,0,0,-1,1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0
ATF6B,1,0,-1,0,-2,0,0,-1,-1,-1,-2,0,0,-1,0,-1,0,1,-1,0,-1,0,-1,0
ATG12,0,0,1,1,2,1,1,-1,1,1,1,1,0,0,0,-1,0,1,0,0,1,1,0,0
ATG16L1,0,0,-1,-1,0,0,0,-1,1,0,1,0,1,-1,1,1,0,0,1,0,0,-1,1,0
ATG5,0,0,-1,-1,0,-1,0,1,0,-1,-1,-1,0,0,-2,1,0,-1,1,0,-1,-1,-1,0
ATM,0,0,-1,-1,0,-1,1,-1,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1
ATP1A1,0,0,0,1,0,-1,0,-1,-1,0,-1,0,0,1,1,1,0,1,1,0,-1,-1,1,0
ATP1A3,0,0,0,1,-1,0,0,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,0,1
ATP1B1,1,1,1,-1,0,0,0,0,1,0,1,0,0,0,0,-1,0,1,1,0,0,1,1,0
ATP1B2,-1,0,-1,-1,-1,-1,0,0,1,0,1,-1,0,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1
ATP1B3,1,0,0,2,0,1,0,-1,-1,0,0,1,0,1,0,1,0,1,1,0,0,1,2,0
ATP2A1,0,0,-1,1,0,0,0,-1,1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,-1,-1
ATP2A2,0,0,0,-1,0,0,1,-1,1,0,1,1,1,0,1,-1,0,0,0,0,0,1,0,1
ATP2A3,-1,0,-1,-1,-1,-1,0,-1,1,0,1,-1,0,-1,0,-1,-1,-1,-1,1,-1,-1,0,1
ATP2B1,0,-1,1,-1,0,0,1,-1,1,1,1,1,1,0,-1,-1,1,0,0,0,0,1,1,1
ATP2B2,-1,0,-1,1,-1,1,0,1,-1,0,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,0,-1,1
ATP2B4,1,1,1,-1,-1,0,0,0,1,0,1,0,0,-1,1,-1,-1,1,1,-1,0,1,0,0
ATP6V1A,0,0,1,2,0,1,0,1,0,0,0,1,1,1,-1,1,0,1,1,0,0,1,1,0
ATP6V1B2,0,0,-1,0,0,-1,0,0,-1,-1,1,-1,-1,1,0,-1,0,0,-1,0,-1,-1,0,-1
ATP6V1C1,1,0,0,0,2,0,0,-1,0,1,-1,1,1,-1,2,1,0,0,0,0,0,1,1,1
ATP6V1C2,0,0,0,-1,0,0,0,1,1,0,1,1,1,-1,0,1,-1,0,-1,-1,0,-1,1,-1
ATP6V1D,0,0,-1,-1,0,0,0,1,1,0,1,0,0,1,0,-1,0,-1,1,0,0,1,0,0
ATP6V1E1,0,0,-1,2,-1,0,1,-1,1,0,-1,-1,-1,1,-2,-1,0,0,-1,-1,2,-1,0,1
ATP6V1E2,0,0,0,1,0,0,0,1,1,0,1,1,1,0,-1,1,0,0,1,0,0,-1,1,0
ATP6V1F,1,0,0,1,0,1,1,1,1,0,-1,1,1,0,1,1,-1,0,-1,1,0,-1,1,1
ATP6V1G1,0,0,0,1,-1,-1,0,0,1,0,-1,-1,1,-1,1,-1,0,-1,-1,-1,0,1,-1,1
ATP6V1G2,1,0,-1,2,-2,0,0,-1,-1,-1,-2,0,0,-1,1,-1,0,1,-1,0,-1,0,-1,0
ATP6V1H,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1
ATR,1,0,0,2,0,1,0,-1,-1,0,0,1,0,1,0,1,0,1,1,0,0,1,2,0
ATXN1,1,0,-1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,-1,-2
ATXN1L,0,0,0,-1,0,-1,0,-1,0,1,-1,1,0,-1,1,1,1,-1,1,2,0,0,-1,-1
AVP,0,0,0,1,-1,-1,0,0,1,0,1,0,1,-1,1,1,0,1,-1,1,-1,0,0,1
AVPR1B,1,1,1,-1,-1,0,0,0,1,0,1,0,0,2,1,-1,0,1,1,-1,0,1,0,0
AXIN1,0,0,-1,-1,-2,-1,0,-1,1,0,-1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,-1,-1
AXIN2,0,0,0,0,2,0,0,-1,1,0,1,0,0,0,0,-1,0,0,1,1,0,1,1,0
AZI2,0,0,1,-1,0,1,0,-1,0,0,0,-1,-1,0,-2,1,-1,-1,-1,0,-1,1,-1,1
BAD,0,0,-1,1,-1,-1,1,1,-1,0,-1,-1,1,-1,1,0,2,1,0,1,0,1,-1,2
BAMBI,0,0,-1,1,0,-1,0,1,-1,0,1,0,2,-1,1,1,0,0,-1,0,0,-1,-1,0
BAX,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,1
BBC3,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,1
BCAR1,0,0,0,-1,0,-1,0,-1,0,1,-1,1,0,-1,1,1,1,-1,1,2,0,0,-1,-1
BCL10,0,0,-1,2,0,-1,0,1,0,1,-1,0,0,0,0,1,-1,1,1,0,-1,-1,-1,0
BCL2,0,0,-1,-1,0,-1,0,-1,0,-1,-2,-1,-1,-1,0,-1,0,-1,1,-2,-1,-1,-1,0
BCL2L1,0,0,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
BCL2L11,0,0,-1,1,0,0,0,1,1,0,1,0,0,0,0,1,-1,0,-1,1,0,-1,1,0
BCL3,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,1
BCL6,1,0,-1,2,0,1,0,-1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0
BDKRB2,0,0,-1,2,0,-1,0,-1,1,0,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
BDNF,0,0,-1,-1,0,0,1,0,0,1,-1,-1,2,1,0,-1,1,-1,1,1,0,1,0,0
BECN1,0,0,-1,-1,0,0,0,-1,1,-1,1,0,1,1,1,-1,1,-1,1,-1,0,1,0,-1
BID,0,0,-1,2,-1,0,1,-1,1,0,-1,-1,-1,1,-2,-1,0,0,-1,-1,2,-1,0,1
BIRC2,0,0,1,1,0,-1,1,-1,0,1,-1,-1,0,-1,-1,1,2,-1,-1,1,1,1,0,1
BIRC5,0,0,-1,0,1,0,0,-1,1,-1,0,0,0,0,1,-1,0,1,1,1,0,1,0,1
BMP2,0,0,1,1,0,-1,0,-1,1,0,1,0,1,-1,1,2,1,1,-1,2,-1,1,1,1
BMP4,0,0,-1,-1,0,0,0,-1,1,0,1,0,0,1,0,-1,0,-1,1,0,0,1,1,0
BMP6,1,0,-1,2,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,-1,0,0,0,-1,-2
BMP7,0,0,1,1,-1,2,0,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1
BMP8A,0,0,0,2,-1,-1,0,1,-1,0,-1,-1,0,-1,0,0,0,1,1,-1,0,-1,0,0
BMP8B,0,0,0,2,-1,-1,0,1,-1,0,-1,-1,0,-1,0,0,0,1,1,-1,0,-1,0,0
BMPR1A,0,0,0,1,0,-1,0,-1,1,0,1,0,0,1,-1,-1,-1,0,-1,1,0,1,-1,0
BMPR1B,0,0,-1,-1,1,-1,0,-1,0,0,-2,0,-1,1,-2,-1,0,-1,0,0,0,-1,-1,0
BMPR2,0,0,-1,-1,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,1,0,-1,1,0
BNIP3,-1,0,-1,1,-2,-1,0,1,1,0,0,-1,0,1,1,-1,0,0,-1,0,0,-1,-1,-1
BOC,0,0,1,2,0,1,0,1,0,0,0,1,1,1,-1,1,0,1,1,0,0,1,1,0
BRAF,1,0,0,1,0,1,1,1,1,0,-1,1,1,0,1,1,-1,0,-1,1,0,-1,1,1
BRAP,0,0,0,-1,0,0,1,-1,1,0,1,1,1,0,1,-1,0,0,1,0,0,1,0,1
BRCA1,0,0,-1,-1,0,0,0,-1,1,-1,1,0,1,1,1,-1,1,-1,1,-1,0,1,0,-1
BTC,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1
CAB39,0,0,-1,-1,0,0,0,-1,1,0,1,0,0,-1,1,1,0,0,1,0,0,-1,1,0
CAB39L,1,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,1,-1,-1,-1,0
CACNA1C,-2,0,0,2,0,0,1,1,-1,0,-1,1,1,-1,-2,-1,-1,0,-1,1,-1,0,0,1
CACNA1D,0,0,0,-1,-1,2,0,-1,0,0,-1,-1,-1,0,0,1,2,-1,-1,0,-1,-1,-1,1
CACNA2D1,-2,0,1,2,1,1,1,0,1,1,2,1,1,1,-1,1,-1,0,0,1,0,1,2,1
CACNA2D2,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1
CACNA2D3,0,0,0,-1,0,0,0,-1,0,0,-1,-1,-1,0,0,1,-1,-1,-1,0,-1,-1,-1,1
CACNA2D4,0,0,0,2,0,0,1,1,-1,0,-1,1,1,-1,1,-1,-1,0,-1,1,-1,0,0,1
CACNB1,0,0,-1,-1,0,0,0,-1,1,0,1,0,1,-1,0,-1,1,-1,1,0,0,1,0,1
CACNB2,0,0,-1,1,1,-1,0,-1,-1,-1,1,0,-1,-1,1,1,0,0,-1,0,0,1,-1,0
CACNB3,0,0,0,1,-1,0,1,-1,1,0,-1,1,1,0,0,-1,0,0,-1,1,0,1,0,1
CACNB4,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,0,-1,1,0
CACNG1,0,0,0,0,2,0,0,-1,1,0,1,0,0,0,0,-1,0,1,1,1,0,1,1,0
CACNG2,0,0,-1,1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,1,0
CACNG3,0,0,0,-1,0,0,0,-1,1,1,-1,-1,0,-1,0,-1,0,-1,0,0,0,0,-1,-1
CACNG4,0,0,0,0,2,0,0,-1,1,0,1,0,0,0,0,-1,0,1,1,1,0,1,1,0
CACNG6,0,0,0,1,0,0,0,1,-1,1,1,-1,1,1,0,1,0,-1,1,0,0,-1,1,1
CACNG7,0,0,0,1,0,0,0,1,-1,1,1,-1,1,1,0,1,0,-1,1,0,0,-1,1,1
CACYBP,1,1,2,-1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,1,1,0,0,1,1,0
CALM1,0,0,-1,2,0,-1,0,-1,1,0,-1,0,0,1,1,-1,0,-1,1,0,1,1,1,0
CALM2,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,1,1,-1,0,1,0,0,-1,1,0
CALM3,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,1
CALML3,0,0,-1,1,0,-1,0,-1,-1,-1,1,0,-1,-1,1,1,0,0,-1,0,0,1,-1,0
CAMK1,-1,0,0,1,-1,1,0,1,-1,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,0,-1,1
CAMK1D,0,0,-1,1,0,-1,0,-1,-1,-1,0,0,-1,-1,1,1,0,0,-1,0,0,1,-1,0
CAMK2A,0,0,-1,1,-1,0,1,1,1,0,1,1,0,1,1,-1,0,1,0,0,1,1,-1,0
CAMK2B,1,0,0,2,0,1,1,-1,1,1,1,1,-1,-1,0,1,-1,-1,1,1,0,1,1,1
CAMK2D,0,0,-1,-1,0,-1,0,1,0,0,-1,0,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0
CAMK2G,-1,0,-1,1,0,-1,0,1,1,0,0,0,-1,0,-1,-1,0,0,-1,1,0,1,-1,0
CAMK4,0,0,1,1,0,1,1,-1,1,1,1,-1,0,0,2,-1,0,1,0,0,1,1,0,-1
CAMKK2,0,0,0,1,0,0,1,0,1,0,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1
CAMP,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,0,-1,-1,-1,1
CARD10,0,0,-1,0,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,1,0
CARD11,1,0,-1,-1,0,0,1,2,1,1,1,1,-1,-1,1,1,-1,-1,1,1,0,1,1,0
CARD14,0,0,-1,0,1,0,0,-1,1,-1,0,0,0,-1,1,-1,0,1,1,1,0,1,0,1
CARD9,0,0,-1,-1,-1,-1,0,0,1,0,-1,-1,1,-1,2,-1,0,-1,-1,-1,0,1,-1,1
CASP3,0,0,0,-2,-2,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,1
CASP4,0,0,1,-1,0,-1,1,-1,0,1,-1,-1,0,-1,-1,1,2,-1,-1,1,1,1,0,1
CASP9,0,0,0,-1,-1,-1,0,-1,-1,0,-1,1,0,2,1,0,0,1,1,0,0,-1,0,0
CASQ1,1,1,1,-1,0,0,0,1,1,0,1,1,0,0,0,-1,-1,1,1,0,0,1,0,0
CASR,0,0,0,2,0,1,0,1,-1,0,-1,1,0,1,-1,1,0,1,1,0,0,0,1,0
CAT,0,0,0,-1,0,0,1,0,-1,0,-1,-1,1,1,1,-1,0,-1,1,1,0,1,-1,0
CBL,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,1,1,1,-1,1
CBLB,0,0,1,2,0,1,0,1,0,0,0,1,0,1,-1,1,0,1,-1,0,0,1,1,0
CCKAR,0,0,0,-1,0,-1,0,1,-1,-1,-1,1,-1,0,0,-1,0,-1,1,0,0,-1,-1,0
CCKBR,0,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,1,1,-1,-1,-1,0
CCL22,0,0,-1,1,-1,0,0,-1,1,1,-1,0,0,-1,1,0,0,-1,1,1,0,-1,-1,-1
CCL24,1,0,0,1,0,1,1,0,1,0,1,1,-1,-1,-1,1,-1,0,1,1,0,1,2,1
CCL25,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1
CCL5,0,0,0,-1,0,0,0,-1,1,0,1,0,1,-1,0,-1,0,0,1,0,0,1,0,1
CCNA1,1,0,1,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
CCNB1,0,0,0,-1,0,1,1,-1,1,0,1,-1,0,0,0,-1,1,0,0,1,0,1,0,1
CCNB2,0,0,1,-1,-1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-1
CCND1,0,0,0,1,-1,-1,1,-1,-1,0,-1,2,1,-1,1,0,2,2,1,1,0,1,-1,1
CCND2,0,0,0,2,0,0,1,1,-1,0,-1,1,0,-1,-2,-1,-1,0,-1,1,0,-2,0,1
CCND3,-1,0,-1,2,-1,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,1,-1,0,0,0,-1,0
CCNE1,0,0,0,0,-1,0,0,-1,-1,1,1,0,1,2,0,1,0,-1,-1,-1,0,-1,1,1
CCNE2,1,0,0,0,2,0,0,-1,0,0,1,1,1,-1,2,1,0,0,0,0,0,1,1,1
CCNG1,0,0,0,2,1,1,1,-2,1,1,1,1,0,1,0,-1,0,1,-1,0,1,2,0,0
CCR10,0,0,-1,-1,0,0,0,-1,1,-1,1,0,1,1,1,-1,1,-1,1,-1,0,1,0,-1
CCR7,0,0,-1,-1,0,0,0,-1,1,0,1,0,1,-1,0,-1,1,-1,1,0,0,1,0,1
CD38,0,0,0,-1,0,-1,0,1,-1,-1,-1,1,-1,0,0,-1,0,-1,1,-1,0,-1,-1,0
CD40,0,0,1,-1,-1,1,0,-1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
CD72,0,0,0,1,-1,-1,0,0,-1,0,-1,-1,-1,1,0,0,2,-1,-1,-1,0,-1,-1,1
CD79B,0,0,-1,0,2,0,0,-1,1,0,1,0,0,0,0,-1,0,0,1,1,0,1,1,0
CD82,0,0,0,-1,0,-1,1,1,-1,0,-1,-1,1,1,1,-1,0,-1,1,1,0,1,-1,0
CD8A,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,-1,1,0
CD8B,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,-1,1,0
CDC25B,0,0,0,1,-1,-1,0,-1,1,0,1,0,1,-1,1,1,2,1,-1,1,-1,0,0,1
CDC37,-2,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1
CDC42,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,0,1,1,-1,0,-1,0,0
CDH1,0,0,0,-1,0,0,0,-1,1,1,-2,1,0,-1,1,0,1,-1,1,2,0,0,-1,-1
CDK1,0,0,-1,1,0,-1,0,1,1,-1,1,0,0,1,0,-1,0,0,-1,1,0,1,-1,0
CDK2,0,0,0,1,-1,0,1,-1,1,0,1,1,1,0,1,-1,0,0,-1,1,0,1,0,1
CDK4,0,0,0,-1,-1,0,1,-1,1,0,1,1,1,1,1,-1,0,0,-1,0,0,1,0,1
CDK6,1,-1,1,1,0,1,1,0,1,0,2,1,1,0,-2,1,-1,0,-1,1,0,-1,1,1
CDKN1A,1,0,-1,1,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,0,0,1,-1,0,-1,0,-1,0
CDKN1B,0,0,0,1,0,0,1,1,-1,0,-1,1,1,0,1,-1,-1,-1,-1,1,0,-2,0,-1
CDKN2A,-2,0,-2,-1,0,-2,0,-1,-2,-2,-2,-1,-1,1,-1,-1,-2,-1,-2,0,1,-1,-2,1
CDKN2B,-2,0,-2,-1,0,-2,0,-1,-2,-2,-2,-1,-1,1,-1,-1,-2,-1,-2,0,1,-1,-2,1
CDKN2D,-2,0,1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1
