locus_id,A2058,A2780,A375,CAOV3,HCT116,HT144,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,OV90,OVCAR3,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,VCAP
AAK1,0.00207,0.01627,0.00599,0.00462,0.00574,0.00269,0.01106,0.00591,0.00275,0.00074,0.00255,0.00458,0.00344,0.02329,0.00434,0.01182,0.01624,0.00683,0.01003,0.04083,0.00576,0.0,0.04412,0.08698
AAMDC,0.002,0.0,0.00691,0.01221,0.00422,0.0,0.00576,0.01213,0.00601,0.0,0.0,0.00494,0.0411,0.0014,0.0,0.0,0.0066,0.0,0.0,0.0071,0.00596,0.00042,0.0,0.02019
AAMP,0.00501,0.01041,0.03585,0.00104,0.00484,0.0002,0.01472,0.00296,0.00343,0.00148,0.00042,0.01762,0.03733,0.00176,0.0011,0.00094,0.00259,0.00352,0.00535,0.02881,0.00359,0.0,0.00552,0.01481
AANAT,0.85018,0.86044,0.93506,1.0,0.93089,0.7499,0.99255,0.85715,0.9147,0.0,0.96153,0.92758,0.65385,0.96982,0.97712,0.95194,0.82682,0.88815,0.79288,0.91481,0.91441,0.58975,0.89764,0.90595
AAR2,0.02778,0.09649,0.11112,0.0,0.025,0.0,0.0,0.0147,0.0,0.14121,0.0,0.01761,0.06349,0.0,0.00328,0.0,0.0,0.05976,0.11905,0.01813,0.00943,0.0,0.0,0.00355
AARS,0.0,0.0,0.05798,0.04412,0.06024,0.01449,0.0,0.0,0.0,0.02104,0.1625,0.0,0.01219,0.0,0.03847,0.0,0.02444,0.01428,0.0,0.08099,0.00481,0.01667,0.0,0.02703
AARS2,0.0,0.0,0.0,0.02684,0.02822,0.0,0.0,0.0,0.0,0.0,0.0,0.01775,0.01053,0.0,0.0,0.0,0.0,0.00941,0.0,0.0,0.00392,0.05263,0.02532,0.0
AASDH,0.0,0.0,0.0,0.0,0.0,0.0,0.00312,0.0,0.0,0.0,0.0,0.0,0.00466,0.0,0.0,0.0,0.0,0.0,0.0,0.04962,0.00204,0.0,0.0,0.00748
AASS,0.07626,0.0,0.0,0.01923,0.44034,0.15575,0.02407,0.30262,0.03704,0.13609,0.0,0.0182,0.0,0.02873,0.17364,0.0,0.05263,0.03846,0.00931,0.16173,0.86417,0.0,0.06918,0.00476
AATK,0.62816,0.78954,0.58635,0.70207,0.90846,0.83222,0.57432,0.8,0.62266,0.70976,0.3937,0.88699,0.54438,0.77348,0.71383,0.40938,0.68211,0.63072,0.30927,0.7124,0.55604,0.36196,0.79595,0.88425
ABAT,0.09845,0.0,0.17345,0.03894,0.10691,0.27483,0.17656,0.26256,0.18109,0.04682,0.07437,0.14835,0.14372,0.0173,0.22263,0.00794,0.23162,0.25738,0.09928,0.09513,0.04081,0.00305,0.1428,0.01864
ABCA1,0.6271,0.01819,0.82468,0.29033,0.59251,0.46639,0.34633,0.8393,0.34907,0.29208,0.0,0.07641,0.23892,0.19776,0.86473,0.04222,0.22447,0.37672,0.0,0.587,0.19922,0.34026,0.86207,0.14473
ABCA17P,0.01012,0.01596,0.0525,0.0,0.08507,0.06166,0.01714,0.01057,0.00486,0.01604,0.0,0.00505,0.01638,0.00844,0.02516,0.01018,0.03435,0.05372,0.00292,0.01907,0.00153,0.00362,0.03487,0.00875
ABCA2,0.0056,0.0,0.0,0.0,0.00225,0.05882,0.0,0.01543,0.00726,0.02564,0.0,0.00425,0.0,0.01445,0.00535,0.0037,0.0,0.01,0.0,0.01423,0.00319,0.0,0.03419,0.02083
ABCA3,0.41821,0.2819,0.78193,0.32031,0.49238,0.43837,0.62348,0.47654,0.45806,0.29459,0.56493,0.48279,0.37094,0.21702,0.59548,0.26959,0.18547,0.64364,0.51451,0.57696,0.50077,0.52986,0.56937,0.45135
ABCA7,0.02301,0.0,0.02431,0.0,0.0,0.0,0.01466,0.02439,0.02657,0.0,0.03293,0.00089,0.032,0.00447,0.01213,0.0,0.00244,0.00268,0.0,0.00378,0.0,0.0,0.03694,0.0
ABCB1,0.17858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.07142,0.0,0.1,0.0,0.07691,0.0,0.0,0.0,0.0
ABCB10,0.0017,0.00138,0.00484,0.01056,0.0,0.0,0.00075,0.00701,0.00235,0.01066,0.00901,0.00242,0.0,0.0,0.00157,0.0,0.00125,0.00374,0.0,0.00564,0.00132,0.00913,0.0,0.0
ABCB4,0.19854,0.20035,0.52509,0.40085,0.91407,0.34424,0.43601,0.63143,0.42993,0.20594,0.6132,0.73661,0.19347,0.40647,0.84496,0.34095,0.29678,0.40081,0.28079,0.41659,0.31063,0.76525,0.94005,0.41416
ABCB6,0.37369,0.30974,0.36411,0.46489,0.57772,0.31968,0.81505,0.46809,0.42214,0.9632,0.49558,0.31417,0.34555,0.46227,0.54243,0.22006,0.66063,0.26684,0.45684,0.56987,0.43891,0.36805,0.24434,0.25138
ABCB7,0.0,0.02482,0.00416,0.01078,0.005,0.0,0.01902,0.01815,0.00376,0.0,0.1033,0.00318,0.05892,0.0074,0.14386,0.0,0.0491,0.0,0.0,0.00824,0.00912,0.0,0.0,0.0109
ABCB8,0.0,0.0,0.0,0.0,0.0,0.0,0.02151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB9,0.00893,0.0,0.0,0.0,0.0,0.01102,0.0,0.02804,0.0,0.0,0.0,0.00461,0.011,0.0,0.01442,0.0,0.00529,0.01182,0.0,0.0,0.0,0.02363,0.04726,0.26026
ABCC1,0.05821,0.0,0.15562,0.12934,0.10754,0.08495,0.09911,0.10026,0.07966,0.06398,0.14451,0.05933,0.18872,0.09111,0.10891,0.07836,0.12748,0.132,0.09185,0.12239,0.09609,0.06515,0.12898,0.16183
ABCC10,0.77445,0.85626,0.56999,0.73673,0.87709,0.8066,0.79768,0.95892,0.94309,0.67949,0.83333,0.89693,0.8994,0.84892,0.78437,0.50546,0.72816,0.83688,0.78986,0.47286,0.86679,0.93879,0.65437,0.85211
ABCC3,0.56252,0.44536,0.0,0.59615,0.51546,1.0,0.625,1.0,1.0,0.0,0.44375,0.9722,0.90625,0.63925,0.69444,0.0,0.95746,0.74738,0.48077,0.5102,0.56667,0.7963,0.91665,0.36301
ABCC4,0.00389,0.0,0.07468,0.0,0.02957,0.0,0.03131,0.0,0.0,0.0,0.06111,0.00309,0.03004,0.0,0.01,0.02161,0.0,0.00953,0.01924,0.00701,0.0,0.0,0.0,0.0
ABCC5,0.00996,0.0,0.00553,0.0029,0.00424,0.00774,0.00347,0.00547,0.01327,0.0,0.0,0.0,0.0,0.0056,0.02992,0.0,0.00594,0.01262,0.0,0.00496,0.0048,0.00281,0.00709,0.00567
ABCC5-AS1,0.18107,1.0,1.0,0.15,0.04797,0.84908,0.0,1.0,0.01803,0.01724,0.0,0.8571,0.1148,0.00746,0.0735,0.375,0.10583,0.093,1.0,0.44223,0.0286,0.0,0.45947,0.04167
ABCC6P2,0.70833,0.17241,0.83133,0.4966,0.9651,0.8577,0.8125,0.9375,0.71797,0.31337,0.97813,0.69753,0.03124,0.55393,0.77583,0.67393,0.5404,0.831,0.55293,0.92073,0.14327,0.68963,0.88543,0.94
ABCC8,0.30554,0.16471,0.63531,0.0353,0.78749,0.05264,0.02779,0.0,0.38461,0.0,0.25641,0.09744,0.0,0.17499,0.43684,0.11818,0.0974,0.0909,0.0463,0.24999,0.3871,0.0,0.41252,0.07619
ABCD1,0.02903,0.30281,0.0142,0.0,0.0022,0.0,0.0,0.25041,0.00168,0.0118,0.47284,0.01868,0.24159,0.008,0.15022,0.0,0.26426,0.0,0.0,0.00119,0.00719,0.0,0.0,0.06668
ABCD2,0.0,0.0,0.0,0.00274,0.28621,0.00621,0.03246,0.00548,0.0,0.0,0.0,0.00745,0.0,0.0,0.14064,0.0,0.0,0.0,0.01609,0.00964,0.00821,0.0,0.0,0.00985
ABCD3,0.00277,0.0,0.0,0.00929,0.00258,0.0,0.00522,0.0,0.0027,0.0,0.0,0.0036,0.0,0.0,0.00518,0.0,0.0,0.00527,0.00115,0.0,0.0,0.0,0.0,0.00126
ABCD4,0.25891,0.56391,0.08572,0.23319,0.11407,0.01158,0.18075,0.41958,0.1893,0.1756,0.06471,0.29791,0.44568,0.23708,0.29402,0.30937,0.0134,0.00631,0.22423,0.01543,0.05299,0.26167,0.1404,0.09974
ABCE1,0.02893,0.0,0.08928,0.0,0.0,0.0,0.0,0.0,0.00952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCF1,0.01881,0.0,0.0,0.0,0.00275,0.0,0.00856,0.0,0.00497,0.0,0.0,0.00309,0.0,0.01974,0.00192,0.0,0.0072,0.0,0.0,0.00651,0.0,0.00391,0.0,0.00251
ABCF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCF3,0.01288,0.06463,0.0,0.02936,0.06742,0.0,0.04491,0.0,0.01014,0.0,0.0,0.00366,0.03205,0.02866,0.03782,0.00269,0.02381,0.0,0.07206,0.01355,0.01485,0.01562,0.0,0.02431
ABCG1,0.11311,0.03876,0.3099,0.02174,0.62139,0.09009,0.15385,0.11185,0.05019,0.04396,0.08926,0.0376,0.02206,0.02574,0.2132,0.02264,0.05141,0.13559,0.05737,0.16273,0.03987,0.05128,0.15715,0.05496
ABCG2,0.09779,0.0,0.00156,0.0,0.00631,0.06525,0.07769,0.03017,0.00303,0.0,0.01849,0.0,0.04557,0.00622,0.14648,0.01017,0.01496,0.00841,0.0,0.0307,0.00304,0.0,0.23286,0.00288
ABCG4,0.01098,0.0,0.54545,0.00707,0.03467,0.10373,0.12008,0.00717,0.04853,0.0233,0.10134,0.01538,0.00922,0.0,0.07309,0.0,0.06897,0.04255,0.0405,0.06802,0.04853,0.04717,0.07667,0.02012
ABCG5,0.83684,1.0,0.78982,0.98253,0.9469,0.91623,0.906,0.75,0.96587,0.98462,0.85557,0.97096,0.91717,0.96747,0.92037,0.91247,0.9644,0.93112,0.6383,0.88126,0.95839,0.8125,0.98625,0.94444
ABCG8,0.69055,0.99375,0.5588,0.91219,0.96218,0.74752,0.74687,0.77142,0.80317,0.81378,0.58174,0.93848,0.79902,0.95549,0.81927,0.68099,0.79156,0.85081,0.34955,0.75431,0.92562,0.66963,0.92132,0.9343
ABHD1,0.38462,0.61904,0.35913,0.34836,0.95617,0.49177,0.33511,0.0,0.2967,0.25455,0.67947,0.46779,0.22448,0.34246,0.52785,0.60295,0.34587,0.2616,0.44948,0.34302,0.30662,0.0,0.49998,0.35567
ABHD11,0.09215,0.01716,0.21195,0.00463,0.08036,0.23129,0.0515,0.01961,0.06518,0.11905,0.15505,0.02165,0.13445,0.07921,0.16446,0.03902,0.05745,0.1572,0.02007,0.08052,0.05991,0.05067,0.0324,0.13172
ABHD12,0.0,0.0,0.03162,0.00071,0.00335,0.0,0.00752,0.00934,0.01351,0.0,0.01639,0.0036,0.02014,0.00326,0.01819,0.0,0.02489,0.0061,0.00688,0.00664,0.01072,0.0,0.0,0.00554
ABHD12B,0.87341,0.92703,0.95653,0.06547,0.98715,0.79188,0.97457,0.32875,0.2622,0.64499,0.30854,0.90045,0.8253,0.12646,0.94033,0.05297,0.48619,0.97272,0.40404,0.01315,0.94905,0.03456,0.97414,0.76239
ABHD13,0.00697,0.0,0.08666,0.0,0.00558,0.0,0.00177,0.0,0.0,0.03437,0.0,0.00202,0.0,0.0,0.00303,0.0,0.0,0.0,0.00135,0.0,0.0,0.0144,0.0,0.00938
ABHD14A,0.01515,0.00758,0.0,0.0,0.03508,0.00676,0.0352,0.01601,0.0,0.0,0.0,0.0,0.0,0.23188,0.19592,0.02083,0.15717,0.04018,0.0,0.07204,0.03447,0.01666,0.0,0.0
ABHD14B,0.00677,0.00303,0.0,0.0,0.01108,0.00217,0.01378,0.00638,0.00222,0.00823,0.0,0.00643,0.00372,0.09124,0.07655,0.00658,0.06728,0.01278,0.0,0.02766,0.01291,0.00497,0.00823,0.00255
ABHD15,0.00713,0.0,0.0,0.00731,0.01284,0.00891,0.07701,0.07799,0.00132,0.0,0.0,0.00026,0.09454,0.00178,0.00155,0.00822,0.01031,0.00843,0.0,0.00765,0.00629,0.02121,0.03019,0.00343
ABHD16A,0.0,0.0,0.0,0.0,0.0,0.0,0.00427,0.01428,0.00526,0.0,0.0,0.00505,0.02453,0.0,0.0,0.0,0.00325,0.0,0.0,0.01323,0.0,0.0,0.0,0.0
ABHD16B,0.79033,0.81245,0.0,1.0,0.81483,0.6129,0.0,0.0,0.5357,0.98685,0.0,0.75292,0.08333,0.92188,0.8,0.63415,0.85185,0.0,0.0,0.9375,0.94444,0.34847,0.7042,0.0
ABHD17A,0.0,0.12626,0.03801,0.00621,0.01538,0.02089,0.04925,0.0122,0.00751,0.0,0.2608,0.04992,0.0,0.00955,0.03918,0.0,0.01148,0.03838,0.04972,0.04218,0.00376,0.0,0.02718,0.04
ABHD17B,0.00241,0.0,0.01862,0.0201,0.0018,0.00426,0.00446,0.00386,0.01578,0.00093,0.00162,0.00372,0.01586,0.0,0.00114,0.0,0.00211,0.00309,0.0102,0.00676,0.00235,0.0,0.0,0.00492
ABHD17C,0.01286,0.01383,0.01863,0.0,0.03534,0.00325,0.02293,0.0,0.01767,0.0149,0.0214,0.01299,0.01535,0.01075,0.09893,0.00131,0.00903,0.00727,0.00325,0.0128,0.01704,0.0201,0.01608,0.0
ABHD18,0.01255,0.0,0.0,0.00061,0.0041,0.0,0.00322,0.0,0.0,0.0,0.0,0.00604,0.03371,0.0,0.00128,0.00114,0.00132,0.00382,0.02701,0.00754,0.00152,0.0,0.00375,0.00359
ABHD2,0.11477,0.06221,0.07879,0.2166,0.17089,0.03152,0.37898,0.03013,0.13383,0.16905,0.27645,0.06488,0.22444,0.07541,0.25607,0.00851,0.14132,0.22182,0.14456,0.20926,0.14671,0.08917,0.08766,0.18034
ABHD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01765,0.0,0.0,0.01348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD4,0.0,0.0,0.0,0.0,0.0,0.0,0.01875,0.0,0.0165,0.0,0.0184,0.0119,0.0,0.00741,0.0,0.0,0.0,0.0154,0.0,0.00217,0.00797,0.0,0.00599,0.0
ABHD5,0.02825,0.0479,0.04562,0.0,0.01514,0.10294,0.0,0.03254,0.01099,0.0,0.0,0.00384,0.18053,0.0,0.30414,0.05231,0.0,0.12925,0.0,0.05207,0.01931,0.00879,0.03965,0.01204
ABHD6,0.01157,0.0,0.0,0.0,0.0,0.00407,0.02158,0.0,0.0,0.0,0.0,0.0,0.01071,0.0,0.0,0.01724,0.00675,0.0,0.00397,0.0,0.0,0.0,0.0,0.03199
ABHD8,0.0,0.00439,0.05085,0.0805,0.31541,0.09458,0.6795,0.03896,0.21469,0.0,0.01515,0.0,0.0,0.0,0.43336,0.11445,0.01595,0.0,0.10375,0.08015,0.0,0.0,0.0606,0.05971
ABI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI2,0.0,0.0,0.0,0.0,0.00397,0.0,0.0202,0.01908,0.0,0.00847,0.0,0.0,0.0,0.0,0.00902,0.0,0.00575,0.0,0.0,0.0,0.01802,0.0,0.01042,0.0119
ABL1,0.00393,0.02038,0.01251,0.00363,0.00986,0.01837,0.01274,0.00659,0.00574,0.00173,0.0,0.01831,0.07431,0.00842,0.00172,0.00665,0.00391,0.0156,0.01538,0.00135,0.01544,0.01024,0.01716,0.01397
ABL2,0.00408,0.0,0.0,0.0,0.0,0.00476,0.01362,0.00585,0.0,0.0,0.0,0.0,0.03593,0.00536,0.01837,0.0,0.00332,0.00723,0.00425,0.00842,0.00174,0.00106,0.00309,0.00535
ABLIM1,0.8947,0.5044,1.0,1.0,0.9586,0.9048,0.54361,0.28642,1.0,1.0,1.0,1.0,0.30531,1.0,0.98396,0.55172,0.30298,0.91725,0.48485,0.81251,1.0,0.68421,0.4066,0.87095
ABLIM2,0.1063,0.34986,0.27909,0.92929,0.84854,0.03361,0.84374,0.70198,0.77065,0.50838,0.56111,0.84673,0.06143,0.68604,0.52735,0.22859,0.75309,0.04615,0.14356,0.95791,0.93609,0.23611,0.25334,0.88326
ABLIM3,0.19355,0.12821,0.86567,0.5306,0.54545,0.59373,0.5082,1.0,0.28571,0.76136,0.72881,0.29412,1.0,0.60938,0.63768,0.44119,0.68294,0.58626,0.67557,0.71429,0.49999,0.71429,0.63889,0.54046
ABR,0.94509,1.0,1.0,1.0,0.93464,0.8986,0.97651,0.95088,0.93383,1.0,0.93338,0.98795,0.68334,0.96182,0.97101,0.96427,0.98214,0.93024,0.89713,0.9663,0.99099,0.94001,0.97779,0.86631
ABRAXAS1,0.0038,0.0,0.0,0.0,0.0,0.0,0.01589,0.00629,0.0,0.0,0.0,0.0,0.03184,0.0,0.01547,0.0,0.0,0.0,0.0,0.00599,0.0,0.0,0.0,0.05562
ABRAXAS2,0.11852,0.00088,0.11859,0.14905,0.09171,0.07065,0.14545,0.07629,0.10415,0.08353,0.12165,0.10291,0.01459,0.11502,0.13033,0.0979,0.13782,0.09731,0.06755,0.15144,0.10264,0.05159,0.04222,0.13248
ABT1,0.00205,0.01009,0.1416,0.0,0.0035,0.003,0.00482,0.0,0.00091,0.0,0.0,0.0,0.06041,0.0,0.02175,0.0,0.0017,0.00661,0.0326,0.00433,0.00319,0.02436,0.00191,0.00885
ABTB1,0.03084,0.0,0.0473,0.00556,0.00384,0.04507,0.00758,0.03703,0.02416,0.00506,0.0,0.00766,0.08395,0.08021,0.18221,0.02001,0.03038,0.08475,0.00296,0.04079,0.0188,0.02052,0.03742,0.02335
ABTB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAA1,0.08768,0.00433,0.02323,0.03033,0.08631,0.07821,0.09598,0.09978,0.09129,0.12491,0.08565,0.07821,0.14891,0.0676,0.09643,0.03159,0.04768,0.07851,0.04906,0.04399,0.01545,0.01382,0.1285,0.07961
ACAA2,0.02011,0.0,0.04789,0.0,0.00779,0.0,0.0,0.0,0.0114,0.00317,0.0,0.00423,0.03873,0.01031,0.00357,0.01365,0.03333,0.0,0.0,0.00602,0.01667,0.04667,0.01613,0.02108
ACACA,0.03255,0.0,0.13729,0.00735,0.00602,0.05425,0.06886,0.01992,0.00712,0.06996,0.0,0.01079,0.02724,0.09252,0.00904,0.00807,0.00663,0.0752,0.01042,0.01219,0.00964,0.0,0.01651,0.00792
ACAD10,0.00924,0.00065,0.06364,0.0,0.0,0.0,0.005,0.0,0.01349,0.0,0.0,0.0029,0.00586,0.0,0.00184,0.0,0.00126,0.00862,0.0,0.0,0.00433,0.01102,0.0,0.00491
ACAD11,0.00672,0.02351,0.07924,0.0,0.0,0.0,0.00492,0.00419,0.00554,0.01394,0.0,0.00572,0.00949,0.00376,0.00348,0.00355,0.00795,0.0,0.0,0.00097,0.0,0.0,0.00878,0.0
ACAD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07207,0.0,0.0336,0.0,0.017,0.0,0.0,0.0,0.02747,0.0,0.00813,0.0
ACAD9,0.0,0.0,0.00185,0.01535,0.00118,0.00275,0.00758,0.02926,0.0082,0.0,0.0,0.00163,0.02975,0.00554,0.00199,0.0,0.0,0.0023,0.0,0.00282,0.0,0.0,0.0,0.0102
ACADM,0.00971,0.0,0.35614,0.0,0.01085,0.0,0.00638,0.0,0.0,0.0,0.0,0.0,0.0,0.01142,0.0543,0.0,0.0,0.18585,0.0,0.0,0.0,0.00934,0.0,0.02058
ACADSB,0.01389,0.0,0.0,0.00172,0.00067,0.00463,0.00583,0.00334,0.01873,0.00155,0.0,0.00613,0.03494,0.00085,0.01229,0.0,0.00146,0.00123,0.00232,0.01543,0.00195,0.0,0.01931,0.0
ACADVL,0.06666,0.12838,0.18478,0.0,0.0,0.08538,0.17275,0.25581,0.13482,0.0,0.21875,0.07595,0.2623,0.0,0.28025,0.0,0.15068,0.11538,0.21935,0.18769,0.1,0.06452,0.35,0.25773
ACAN,0.0628,0.08511,0.29007,0.03622,0.84838,0.2719,0.57747,0.10218,0.72629,0.03686,0.54318,0.05391,0.07601,0.04302,0.6898,0.05536,0.18476,0.14604,0.0504,0.7719,0.91664,0.3597,0.5296,0.20618
ACAP1,0.125,0.9667,0.1341,1.0,0.9254,0.6078,0.3125,0.7333,0.1935,0.9091,0.52,1.0,0.0,0.7083,0.8361,0.2308,1.0,0.0882,0.4,0.6818,1.0,0.6957,1.0,0.3438
ACAP2,0.03507,0.0,0.03015,0.0,0.0,0.0,0.0,0.0,0.0126,0.00267,0.0564,0.00208,0.0,0.0,0.00274,0.0,0.01673,0.0,0.0,0.0041,0.0,0.0,0.04082,0.0
ACAP3,0.00391,0.00054,0.02763,0.0,0.00096,0.00048,0.00495,0.01275,0.00143,0.02511,0.01002,0.00057,0.00547,0.00479,0.00778,0.0083,0.00172,0.00208,0.00159,0.00855,0.00346,0.00877,0.01216,0.00452
ACAT1,0.01437,0.04065,0.0,0.00862,0.0,0.0,0.00411,0.0,0.0,0.05575,0.0,0.0,0.0,0.0,0.0,0.00137,0.00206,0.0,0.0,0.00213,0.0028,0.01981,0.0,0.0
ACAT2,0.00889,0.00565,0.13422,0.00376,0.60484,0.03718,0.00653,0.00773,0.03676,0.02577,0.03896,0.01666,0.0,0.00231,0.12089,0.06713,0.11874,0.00556,0.0,0.00303,0.00534,0.00381,0.05056,0.0
ACBD3,0.01517,0.0,0.0,0.0,0.0,0.05662,0.0,0.0,0.02483,0.0,0.0,0.02083,0.04597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03173,0.0,0.0,0.04447
ACBD4,0.00269,0.0,0.01515,0.01106,0.00845,0.00226,0.00847,0.02072,0.0058,0.00264,0.0,0.00306,0.0109,0.0,0.00243,0.0,0.00507,0.01923,0.01461,0.0,0.01835,0.0,0.01319,0.00161
ACBD5,0.02838,0.02844,0.03226,0.01177,0.00095,0.1716,0.01206,0.20112,0.03096,0.02198,0.15543,0.00797,0.11821,0.31786,0.20055,0.00112,0.22701,0.01751,0.02454,0.0586,0.03766,0.17021,0.08822,0.30611
ACBD7-DCLRE1CP1,0.00695,0.0,0.0,0.04108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACCS,0.07777,1.0,0.0,0.0,0.02352,0.1,0.06061,0.14584,0.02718,0.10448,0.0,0.01667,0.33333,0.02631,0.49425,0.0,0.3077,0.04168,0.0,0.00608,0.0,0.0,0.0,0.44166
ACD,0.01215,0.0,0.02485,0.00089,0.00196,0.01595,0.00756,0.0,0.00154,0.01619,0.0,0.00518,0.04272,0.00432,0.00376,0.0,0.00429,0.00614,0.0,0.00661,0.00518,0.00248,0.01452,0.00071
ACE,0.51879,0.67646,0.70273,0.78949,0.90477,0.68572,0.76785,0.45635,0.74074,1.0,0.69689,0.8919,0.0361,0.97437,1.0,0.23377,1.0,0.26389,0.71247,0.97939,0.8235,0.66667,0.95455,1.0
ACER1,0.33334,1.0,0.83822,0.92593,0.94595,0.76317,0.8571,0.94443,0.88636,1.0,1.0,0.0,0.75,1.0,0.95319,0.22973,0.79731,0.74285,0.6389,0.93207,0.83721,0.53971,0.82142,0.84375
ACER2,0.245,0.04691,0.08255,0.0,0.08969,0.07999,0.07686,0.05042,0.13066,0.03669,0.0,0.0,0.02127,0.0774,0.25931,0.0,0.0474,0.04959,0.0,0.28008,0.12985,0.14976,0.08422,0.07695
ACER3,0.03199,0.0,0.0,0.03261,0.0,0.0,0.03509,0.04349,0.0,0.03258,0.0,0.00463,0.05319,0.00281,0.0,0.0,0.0,0.0,0.0,0.01419,0.0,0.02344,0.04083,0.0
ACHE,0.02712,0.05575,0.14848,0.04794,0.37215,0.21754,0.22258,0.14286,0.01631,0.00167,0.37374,0.05255,0.04142,0.03673,0.64615,0.01646,0.0,0.03989,0.0,0.18275,0.01719,0.25397,0.08064,0.12442
ACIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0618,0.00925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02485,0.0,0.0,0.0,0.0
ACLY,0.0,0.0,0.05674,0.00358,0.00193,0.0,0.00865,0.0,0.0,0.0,0.0,0.0,0.0606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00353,0.0,0.0,0.0
