symbol,A2058,A2780,A375,CAOV3,HCT116,HT144,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,OV90,OVCAR3,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,VCAP
AADACL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACP1,0,0,0,1,2,0,0,0,3,0,4,0,2,0,0,0,0,0,11,0,0,0,0,0
AADAT,13,5,10,2,9,6,8,2,7,4,4,1,0,5,15,3,7,5,3,9,3,0,4,8
AAED1,2,2,2,3,4,6,4,5,4,3,1,2,1,1,10,6,7,3,2,3,3,1,3,1
AAGAB,18,15,17,27,22,17,19,25,17,24,23,25,18,30,15,19,23,18,22,27,13,24,12,18
AAK1,2,1,2,2,3,2,2,3,1,7,1,3,1,2,4,2,3,2,3,1,2,1,2,2
AAMDC,3,2,2,6,2,2,3,3,1,4,1,3,20,36,2,7,10,5,11,2,3,7,3,2
AAMP,31,51,40,36,34,40,33,51,47,36,35,62,55,44,44,35,28,46,40,30,41,37,48,38
AANAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAR2,15,11,22,6,9,16,9,14,12,20,11,23,13,17,15,22,15,18,12,22,20,20,17,14
AARD,0,2,1,3,0,3,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0
AARS,67,128,103,51,128,68,62,55,59,135,81,36,70,28,121,121,58,59,66,179,108,103,62,35
AARS2,8,10,10,8,3,19,9,5,6,5,5,5,6,5,9,7,10,14,4,6,8,6,21,18
AARSD1,4,3,4,1,2,3,3,3,5,2,5,6,3,1,2,2,2,3,2,3,2,6,4,4
AARSP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AASDH,4,3,4,4,7,2,5,7,1,2,3,3,2,4,5,3,3,2,4,4,5,4,1,3
AASDHPPT,11,16,17,5,14,9,6,6,9,13,8,11,10,6,11,6,11,5,10,21,11,9,18,9
AASS,3,3,6,3,2,4,6,1,0,0,0,0,0,0,9,9,0,3,3,0,0,0,4,0
AATBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AATF,22,15,32,7,16,28,20,17,30,17,20,30,21,12,23,12,36,28,19,17,16,17,34,14
AATK,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2
ABALON,0,0,1,0,0,0,3,1,0,0,2,1,1,2,0,0,1,1,1,2,0,1,0,2
ABAT,0,0,1,0,1,0,0,0,0,5,0,0,0,0,2,2,0,0,0,0,0,11,0,1
ABCA1,0,4,3,0,0,5,0,11,0,2,3,0,0,0,1,12,2,0,4,0,2,0,0,0
ABCA2,7,7,5,2,17,6,12,7,6,3,5,2,1,3,21,6,6,4,6,6,15,34,2,11
ABCA3,0,10,0,3,3,0,8,7,1,0,1,1,0,1,17,0,2,0,0,4,7,24,0,9
ABCA4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ABCA5,1,1,0,1,1,1,0,0,0,4,0,1,0,1,1,1,0,2,1,1,0,4,3,1
ABCA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA7,0,10,0,2,8,0,2,2,3,2,10,5,5,1,0,1,1,1,6,2,2,4,1,4
ABCA8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ABCA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA9-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ABCA11P,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
ABCA12,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,10,0,0
ABCA13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA17P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB1,0,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0
ABCB4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
ABCB6,3,2,1,1,1,3,0,1,5,0,5,1,6,1,1,2,1,3,2,0,1,1,4,3
ABCB7,8,11,9,17,8,4,12,11,17,6,8,11,5,15,10,16,7,7,20,21,8,5,7,11
ABCB8,5,4,4,5,3,5,6,7,5,7,6,5,5,2,3,3,1,6,3,2,2,4,5,3
ABCB9,1,1,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,2,3
ABCB10,10,13,10,9,6,5,16,8,25,5,10,4,5,4,7,4,10,11,7,8,6,6,8,6
ABCB10P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB10P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB10P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC1,9,18,9,6,16,5,10,39,21,31,46,6,15,15,18,7,33,7,10,16,19,7,9,8
ABCC2,0,0,9,0,23,0,1,6,52,1,105,1,20,0,0,11,0,22,0,4,0,0,1,0
ABCC3,3,0,1,20,18,0,10,8,11,7,52,3,0,2,0,14,8,0,58,10,33,2,0,0
ABCC4,5,6,7,1,8,3,5,9,5,1,2,8,6,2,12,2,7,6,7,15,2,0,4,26
ABCC5,4,8,4,10,3,8,5,2,2,2,4,2,10,4,5,5,5,9,4,4,3,19,10,6
ABCC5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0
ABCC6P1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
ABCC6P2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
ABCC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC9,0,0,1,1,0,0,1,6,3,0,0,0,2,1,0,0,0,0,2,0,1,1,1,0
ABCC10,2,3,3,4,3,3,3,2,2,2,2,4,2,3,4,3,3,5,4,3,5,4,3,2
ABCC11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
ABCC12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
ABCC13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD1,5,3,6,4,2,4,0,12,4,6,4,3,5,2,8,5,4,36,12,11,39,2,6,2
ABCD1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD3,13,8,7,14,10,7,12,5,8,9,9,7,9,8,6,8,17,9,12,9,3,7,4,9
ABCD4,3,3,3,3,5,3,4,3,3,2,3,2,6,8,6,4,5,3,3,6,7,7,4,2
ABCE1,34,22,28,15,37,21,28,43,28,26,22,17,13,28,28,22,20,19,13,50,21,13,18,19
ABCF1,67,46,39,54,12,39,16,28,30,26,18,62,30,37,13,31,35,50,22,19,28,37,24,29
ABCF2,33,35,32,28,21,33,29,44,42,20,17,48,24,15,48,20,11,30,22,27,19,12,30,18
ABCF2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCF2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCF3,11,10,8,25,9,14,10,10,10,11,11,5,9,12,11,14,9,13,12,6,10,35,17,9
ABCG1,0,0,0,0,1,0,0,1,0,0,13,0,0,0,0,0,0,0,1,6,8,2,0,6
ABCG2,0,0,0,0,0,0,6,0,12,10,6,8,0,0,0,1,0,0,1,0,2,0,0,0
ABCG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCG8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ABHD2,9,4,14,19,6,29,15,11,8,7,28,5,5,5,8,67,15,32,21,32,20,8,8,55
ABHD3,8,8,3,9,12,3,7,5,3,8,9,3,6,2,3,2,15,4,12,3,2,2,2,1
ABHD4,8,2,3,4,3,3,3,11,20,7,31,1,6,2,3,9,8,4,11,2,7,4,4,5
ABHD5,5,3,5,5,4,4,3,4,3,7,5,2,1,3,7,3,4,5,3,2,1,9,3,5
ABHD6,3,1,5,4,4,5,3,2,1,2,1,1,2,0,4,5,1,6,4,3,2,1,3,1
ABHD8,4,4,7,6,2,2,1,4,0,17,1,4,2,3,2,5,5,3,7,2,2,6,1,4
ABHD10,15,7,19,17,117,12,19,13,11,7,9,12,8,12,14,10,11,11,10,14,7,10,22,16
ABHD11,11,8,4,36,18,12,35,24,15,15,21,6,3,9,6,5,10,11,14,6,21,35,15,16
ABHD11-AS1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0
ABHD12,20,16,15,30,7,12,13,9,12,54,16,5,14,15,21,26,19,34,23,14,9,21,24,42
ABHD12B,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0
ABHD13,7,3,6,3,4,4,4,1,2,1,3,3,8,3,7,4,5,3,5,10,2,2,3,8
ABHD14A,3,2,2,1,1,2,2,1,1,2,1,1,2,1,3,3,1,2,1,2,1,0,1,2
ABHD14A-ACY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD14B,18,14,29,4,13,19,14,6,17,16,15,8,4,5,18,19,11,36,18,18,13,28,21,4
ABHD15,2,8,4,3,4,3,2,3,5,6,5,2,2,2,6,2,3,1,4,2,5,7,5,3
ABHD15-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD16A,2,1,1,1,1,1,2,1,1,1,1,2,2,0,1,2,1,2,1,1,2,3,1,1
ABHD16B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17A,3,9,5,3,6,10,8,4,5,4,5,9,9,4,8,8,7,10,4,6,5,7,9,8
ABHD17AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17AP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ABHD17AP4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
ABHD17AP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17AP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17AP7,0,0,0,0,missing,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,missing,missing,0,0,0
ABHD17AP8,0,0,0,0,missing,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,missing,missing,0,0,0
ABHD17AP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17B,9,12,11,4,7,6,8,7,4,8,3,5,6,7,8,4,6,3,3,7,6,2,6,6
ABHD17C,26,4,29,13,7,15,21,3,4,5,27,1,3,2,6,3,4,20,5,13,8,4,8,10
ABHD18,2,2,1,4,4,0,3,1,1,1,2,0,2,2,3,1,2,1,1,2,5,2,1,1
ABI1,10,10,9,20,14,10,14,19,7,22,19,11,27,8,20,20,16,17,11,12,17,13,8,7
ABI1P1,0,0,0,0,missing,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,missing,missing,0,0,0
ABI2,4,9,3,4,6,3,2,3,3,3,0,5,2,5,6,3,5,3,4,6,4,1,3,2
ABI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABI3BP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ABL1,16,22,19,5,10,17,16,27,20,14,8,5,7,19,61,16,24,13,14,21,17,16,10,21
ABL2,12,5,9,2,5,16,2,16,4,6,1,8,1,4,41,7,8,14,10,4,6,3,5,2
ABLIM1,2,1,2,8,30,0,26,6,12,15,48,6,6,50,11,1,25,1,3,23,204,7,1,7
ABLIM2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ABLIM3,0,0,2,1,5,7,0,4,0,3,3,0,6,0,0,12,2,6,21,4,0,1,5,5
ABO,0,0,0,0,0,0,8,0,0,0,3,0,1,0,1,0,0,0,0,1,4,0,0,0
ABR,15,7,13,5,6,14,14,14,4,6,7,4,18,3,10,15,3,15,13,16,9,5,10,5
ABRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABRACL,30,8,22,33,24,17,43,37,22,26,25,7,33,39,48,18,35,52,37,9,18,14,29,9
ABRAXAS1,1,1,1,1,4,0,2,0,1,0,1,0,1,1,4,1,2,1,2,2,5,1,0,0
ABRAXAS2,10,9,15,14,15,7,9,7,11,9,13,8,5,13,11,8,10,10,6,13,9,7,5,6
ABT1,16,20,11,13,11,11,11,6,8,6,7,15,12,8,11,8,10,17,7,11,9,13,7,10
ABT1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABTB1,1,0,4,2,2,4,5,1,0,1,1,1,1,2,3,6,7,3,5,1,10,1,2,1
ABTB2,7,1,8,1,3,6,5,12,2,13,2,5,0,3,3,4,4,3,6,3,11,4,6,4
ACAA1,4,2,4,2,3,6,11,5,3,10,5,3,8,5,3,6,2,7,3,3,2,6,7,4
ACAA2,7,15,7,9,1,3,47,13,19,10,5,10,10,6,6,8,0,1,17,5,6,6,6,12
ACACA,12,27,11,7,14,10,13,10,15,11,20,7,7,6,9,8,15,12,12,13,16,19,11,84
ACACB,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,3,0,1,0
ACAD8,3,3,5,1,4,2,5,3,3,6,3,3,3,1,9,6,3,2,4,7,7,13,4,6
ACAD9,8,7,8,11,10,13,7,7,8,9,4,10,10,13,10,13,9,10,8,9,13,15,17,10
ACAD10,3,3,3,1,4,2,4,3,2,2,2,2,1,2,2,3,2,2,2,3,6,8,2,2
ACAD11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ACADL,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ACADM,23,15,14,19,14,10,27,19,12,8,15,11,12,7,11,7,5,25,12,14,3,7,6,16
ACADS,4,1,2,3,4,2,11,12,5,2,8,1,5,2,8,3,2,7,4,2,5,5,6,3
ACADSB,4,3,5,5,6,2,7,2,7,2,10,2,4,3,7,2,4,4,4,3,1,5,3,5
ACADVL,64,27,75,27,75,48,65,109,34,46,73,66,37,29,73,49,44,22,49,61,34,48,57,14
ACAN,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACAP2,6,7,4,10,11,8,4,5,3,6,3,5,2,12,9,8,6,6,7,7,6,12,7,4
ACAP2-IT1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,3,0,1
ACAP3,7,4,5,2,3,6,6,4,5,2,7,1,17,5,2,7,3,10,6,8,6,9,8,7
ACAT1,20,13,14,5,9,12,34,12,21,10,21,12,21,4,14,16,11,9,7,27,6,21,18,35
ACAT2,14,9,13,42,2,12,11,14,16,19,8,7,19,9,4,10,20,40,16,3,2,17,5,20
ACBD3,26,29,31,30,18,25,15,34,21,20,19,16,16,23,18,24,23,22,22,12,24,33,21,20
ACBD3-AS1,0,0,0,0,missing,1,0,0,0,0,0,0,0,1,missing,1,0,0,0,missing,missing,1,0,0
ACBD4,1,2,1,4,3,1,4,0,2,1,3,1,3,2,3,2,4,1,4,4,11,8,1,3
ACBD5,12,9,11,14,10,7,16,18,10,13,21,8,12,14,10,12,18,13,8,9,12,8,6,14
ACBD6,8,10,7,3,5,6,6,10,11,4,13,4,6,6,6,7,7,4,6,10,8,9,7,4
ACBD7,0,6,2,9,1,0,2,0,1,1,0,1,0,2,1,2,1,0,1,4,2,11,0,4
ACCS,1,0,3,0,1,1,2,1,0,3,3,1,4,2,1,3,1,2,5,9,4,9,1,0
ACCSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACD,6,9,12,4,6,9,7,8,21,18,3,9,8,4,9,5,15,10,14,13,7,7,6,4
ACE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
ACE2,0,0,0,0,0,0,1,0,0,1,0,0,91,0,0,0,0,0,0,0,0,0,0,0
ACE3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACER1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ACER2,0,1,1,0,2,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,3,3,0,4
ACER3,4,2,2,6,5,2,4,2,3,3,2,7,5,36,4,12,5,2,4,4,5,5,2,9
ACHE,0,0,0,0,0,0,6,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0
ACIN1,25,33,23,22,25,22,26,30,24,16,21,33,23,14,27,22,25,22,20,30,27,20,29,22
ACKR1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACKR2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
ACKR3,0,0,0,1,0,0,0,3,0,0,2,0,23,1,0,9,2,0,1,0,1,0,0,14
ACKR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ACLY,69,82,72,27,37,82,55,37,97,49,44,68,54,23,53,42,61,116,56,43,42,103,75,49
ACMSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACO1,5,6,5,6,9,4,7,37,5,5,7,1,3,6,12,10,8,3,7,4,3,5,8,5
ACO2,22,44,13,24,29,26,27,35,30,31,23,13,12,12,23,16,22,34,16,25,17,21,25,19
ACOD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT1,0,1,0,1,0,1,4,0,2,2,1,4,1,2,1,3,2,6,2,1,5,27,2,2
ACOT2,11,16,4,5,0,8,11,6,12,11,13,13,7,4,4,9,9,10,8,6,4,41,8,6
ACOT4,0,0,0,2,0,0,0,0,1,5,1,0,0,1,0,1,1,0,0,1,3,29,0,1
ACOT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ACOT7,34,23,37,16,12,25,12,34,16,20,10,20,24,21,13,48,23,64,27,10,9,9,43,8
ACOT8,3,1,5,2,2,5,2,1,2,6,3,5,5,5,3,10,2,5,6,6,4,8,4,6
ACOT9,8,7,13,10,11,7,8,17,15,10,6,16,9,8,8,16,8,12,7,21,8,9,13,3
ACOT11,0,0,0,1,2,0,2,0,0,2,1,1,0,1,0,0,0,0,0,0,3,0,0,0
ACOT12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ACOT13,9,7,2,15,4,4,6,6,8,5,20,6,7,4,2,6,5,4,6,3,4,7,7,6
ACOX1,4,3,4,7,8,3,6,2,3,9,6,3,11,8,6,3,4,5,5,8,6,18,5,8
ACOX2,0,0,3,0,1,1,0,2,1,0,0,0,7,0,0,0,0,0,1,0,0,3,2,2
ACOX3,3,3,4,1,3,3,3,7,1,4,3,2,2,2,6,4,4,3,6,2,6,4,2,2
ACOXL,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ACOXL-AS1,0,0,0,0,missing,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,missing,missing,0,0,0
ACP1,25,25,23,33,25,23,25,37,40,31,35,34,38,28,18,27,18,29,7,32,20,18,30,25
ACP2,13,10,10,20,5,7,5,16,4,14,5,5,10,9,4,11,10,8,11,8,13,17,11,6
ACP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ACP5,3,0,5,7,0,25,0,0,0,0,0,0,0,0,0,4,0,23,0,0,1,0,17,0
ACP6,4,1,4,1,3,2,3,2,1,1,6,0,0,1,2,0,1,1,4,5,2,2,5,2
ACP7,11,0,0,4,missing,0,0,2,0,11,0,3,0,3,missing,0,0,0,1,missing,missing,0,0,0
ACPP,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,594
ACR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACRBP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ACRV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ACSBG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSBG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSF2,2,3,1,11,4,1,4,0,1,22,3,1,8,6,4,4,3,1,2,0,13,8,6,0
ACSF3,2,2,2,1,4,1,2,3,1,1,1,1,2,1,1,1,2,2,1,3,5,5,1,0
ACSL1,11,2,7,5,3,12,8,16,6,16,9,3,0,3,13,7,12,35,8,5,17,15,10,42
ACSL3,52,26,46,28,21,54,15,20,25,30,47,11,34,23,14,33,29,68,28,12,23,11,44,125
ACSL4,23,7,15,17,17,11,13,30,19,7,3,16,9,9,30,15,12,23,19,12,5,0,19,2
ACSL5,0,0,0,3,77,0,25,0,0,3,3,0,0,0,10,7,0,0,0,1,64,0,0,22
ACSL6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ACSM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
ACSM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSS1,6,0,3,1,0,5,10,0,2,3,0,0,2,4,0,1,2,6,1,0,3,6,6,25
ACSS2,4,5,10,6,10,11,11,7,5,14,6,3,13,7,8,11,6,23,9,5,23,9,24,15
ACSS3,1,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ACTA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTA2,1,10,1,1,2,4,3,1,1,0,1,1,0,0,2,8,3,0,1,0,1,2,3,0
ACTA2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTB,1338,1121,655,1685,331,890,765,2066,1279,1966,737,1466,777,722,392,1164,875,555,1083,719,364,1115,712,280
ACTBL2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
ACTBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
