Gene_num,Gene_name,high_eq_Att_deg,Att_deg,methy_upstream_pvalues,methy_distal_promoter_pvalues,methy_proximal_promoter_pvalues,methy_core_promoter_pvalues,methy_downstream_pvalues,cnv_mcnv_pvalues,cnv_dup_pvalues,cnv_del_pvalues,gene_expression_pvalues,protein_expression_pvalues
1746,RRM2B,1.2382395943269247,0.0151685545117187,1.0,0.4586644945342749,0.588581083293209,1.0,0.1691717753220186,1.0,1.0,1.0,0.0021294227177312,1.0
243,CARD8,1.242239838628197,0.0154349995273437,0.6558993884568947,0.1766819721580167,0.0153803214179889,1.0,1.0,0.2967182733950269,1.0,1.0,0.8339089018661608,1.0
2005,TP53I3,1.2462400829294693,0.015478699375,1.0,0.7950765800208118,0.6285942485373732,1.0,0.4002779519228027,1.0,1.0,1.0,0.0165216731943066,1.0
579,ELOB,1.2502403272307419,0.0158120721206872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1278580805189318,1.0
1889,STEAP3,1.2542405715320142,0.015861712859375,0.5122956740974749,0.5984737357310427,0.1990286487182573,0.0535874275269295,0.4940630842734778,1.0,1.0,0.3249311654768372,0.9240613667676004,1.0
1781,SERPINB5,1.2582408158332865,0.0159333091445312,1.0,0.5853003964384098,0.4615590008934203,1.0,0.8769148484870471,1.0,1.0,1.0,0.5406726485317317,1.0
515,DOCK4,1.262241060134559,0.016010658334375,1.0,0.1876098013720453,0.0720176411449088,0.5820282295226769,0.8024381238987224,1.0,1.0,0.3249311654768372,0.0723900582448744,1.0
218,CACNG8,1.2662413044358314,0.0160815700609375,0.9942964741299556,0.6017879719871302,0.2617373858603573,1.0,0.7083313654430826,0.269476398155168,1.0,1.0,0.0694173409853717,1.0
213,CACNG3,1.270241548737104,0.0162737807523437,1.0,0.6732046879885242,0.9108304335449982,1.0,0.0392922141688255,1.0,1.0,1.0,0.0104221414230055,1.0
1532,PPM1D,1.2742417930383763,0.016306752359375,1.0,0.986692238609804,1.0,0.4940630842734778,0.6387768435649753,1.0,1.0,1.0,0.8450787418404235,1.0
808,GTSE1,1.2782420373396488,0.0163508843085937,1.0,0.7767537038335269,1.0,0.1006433962296639,0.4703034422423718,1.0,1.0,1.0,0.4814984725894237,1.0
1519,PMAIP1,1.282242281640921,0.0165327805156249,1.0,0.5984737357310427,0.5481031672261505,0.3870646800147077,0.3369221446519522,1.0,1.0,1.0,0.6387221210761252,1.0
1433,PFN1,1.2862425259421935,0.016918939348691,1.0,0.7154347306097097,0.6284536938703053,1.0,0.9108304335449982,1.0,1.0,1.0,0.005709044553709,1.0
1420,PDHB,1.2902427702434658,0.01698099371875,0.4110412665755688,0.2270178995267764,0.7767537038335269,0.4012358555939777,0.4557801921418617,1.0,1.0,1.0,0.0247941598264623,1.0
929,IL17B,1.2942430145447381,0.0170849030898437,1.0,0.0010876845314754,0.0712670331393318,0.1876098013720453,0.0268554769922291,1.0,1.0,1.0,0.3144302988596127,1.0
1470,PKM,1.2982432588460107,0.0173381381690568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0349642398350878,1.0
1038,KCNJ14,1.302243503147283,0.0173966451015625,0.1026349894172588,0.346601293728025,0.4029527756961644,1.0,0.083222217854212,1.0,1.0,1.0,0.7404477705429321,1.0
205,CACNA2D3,1.3062437474485555,0.0174373202617187,0.7189957201989776,0.3923177523426771,0.2401085362442883,1.0,0.0285398941632849,1.0,1.0,1.0,0.0686886627459752,1.0
170,BEX3,1.3102439917498279,0.0174752736176985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0268554769922291,1.0
341,CDKN2A,1.3142442360511004,0.0175042287460937,1.0,1.0,1.0,1.0,0.4940630842734778,1.0,1.0,1.0,0.6268856857387349,1.0
208,CACNB2,1.3182444803523727,0.01770243440625,1.0,0.4821036759429927,0.0996592140705705,0.8694064072587895,0.7047891291814816,1.0,1.0,1.0,0.0379474310694292,1.0
1040,KCNJ2,1.322244724653645,0.0177348173359375,0.2007005175702367,0.1766473006112181,1.0,0.8581659961562722,0.1067121536205232,1.0,1.0,1.0,0.7877118926932787,1.0
777,GRIA2,1.3262449689549176,0.017849056240625,1.0,1.0,0.0268554769922291,1.0,0.2804076939064273,1.0,1.0,0.6546391492643417,0.0137466813443904,1.0
212,CACNG2,1.33024521325619,0.0180435274257812,1.0,0.9752884627122086,0.4880629985556943,1.0,0.2999625419275231,1.0,1.0,1.0,0.2868198363045722,1.0
477,CYTH2,1.3342454575574623,0.0180460577203906,1.0,0.8694064072587895,0.9487032189700564,0.032046630237776,0.1087978234453243,1.0,1.0,1.0,0.0972318501876992,1.0
1635,PYDC1,1.3382457018587348,0.0181223779140625,0.7621837768491206,0.1876098013720453,0.2197711284408489,0.3539756673825743,0.9108304335449982,1.0,1.0,1.0,0.0052660656341742,1.0
203,CACNA2D1,1.3422459461600071,0.0183458281796875,1.0,0.2074904916122673,1.0,1.0,0.9259601127032032,1.0,1.0,1.0,0.012518092162421,1.0
210,CACNB4,1.3462461904612795,0.0184331918984375,0.9562944752596728,0.861909722771364,0.9487032189700564,0.9108304335449982,0.2197711284408489,1.0,1.0,1.0,0.0100687996626368,1.0
1157,LPIN3,1.350246434762552,0.0184443259492187,1.0,0.2868274204540028,0.1243178842365874,0.3490484753212293,0.1026349894172588,0.2579728010427501,1.0,1.0,0.1852170406947436,1.0
214,CACNG4,1.3542466790638243,0.0184616152421875,0.5787646345391508,0.1590632759892748,1.0,1.0,0.038392016268407,1.0,1.0,1.0,0.2015228720187535,1.0
1745,RRM2,1.3582469233650967,0.018603100265625,1.0,0.9221749651233508,1.0,1.0,0.1924429392004798,1.0,0.1296174643196059,1.0,0.1013295869979956,1.0
1037,KCNJ12,1.3622471676663692,0.0187763682421875,0.3870646800147077,0.4529061230171649,0.8881980993944443,0.9107725770632632,0.618481826370963,0.3249311654768372,1.0,1.0,0.1940486355919803,1.0
206,CACNA2D4,1.3662474119676415,0.0188081782734375,0.6628000179921385,0.9449092929597736,0.6319807285196108,1.0,0.7225628209081943,1.0,1.0,1.0,0.6801174057476769,1.0
481,DAAM2,1.3702476562689139,0.0188096027314062,1.0,0.3949604230687942,0.0544911451274128,0.0033035804787289,0.008704371747856,1.0,1.0,1.0,0.0138383318578326,1.0
857,HSPA8,1.3742479005701864,0.0190389950375344,1.0,0.1141549946391333,0.6084411459306318,0.1077507403568893,0.8135131968506659,1.0,1.0,1.0,0.1876098013720453,1.0
211,CACNG1,1.3782481448714587,0.0191805949765625,1.0,0.3539756673825743,0.0430742973981951,0.1197171345710743,0.7987551158485091,1.0,1.0,1.0,0.001315280029858,1.0
1815,SIPA1L2,1.382248389172731,0.0192423283164062,0.3552136111204304,0.5984737357310427,0.3923177523426771,0.4821036759429927,0.9449092929597736,1.0,1.0,0.8862163180949657,0.0167406164590323,1.0
215,CACNG5,1.3862486334740036,0.0193936195,0.2197711284408489,0.7950765800208118,0.3741209340258883,0.9790892880092326,0.9259601127032032,1.0,1.0,1.0,0.9391859432693233,1.0
1039,KCNJ18,1.390248877775276,0.0194780400625,0.1278580805189318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,AFP,1.3942491220765483,0.0194828413664062,1.0,0.8024381238987224,0.7731036287569379,1.0,1.0,1.0,1.0,1.0,0.4146951688558684,1.0
617,FASN,1.3982493663778208,0.0195536969414843,0.5001017794853693,0.8544254565351362,0.1876098013720453,1.0,0.9676885814334162,1.0,1.0,1.0,0.3652209172955689,1.0
1250,MEGF8,1.4022496106790932,0.0195813510703125,0.4002779519228027,0.6252155658662468,0.6977238945180402,1.0,0.7987551158485091,1.0,1.0,1.0,0.4615570782101854,1.0
1045,KCNJ8,1.4062498549803657,0.0196758600351562,1.0,1.0,0.4056382818695973,0.2092137279225486,0.3345297781213613,1.0,1.0,1.0,0.9108235729467848,1.0
1170,MAGED1,1.410250099281638,0.0197620109703515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0141168043953346,1.0
1255,MGRN1,1.4142503435829106,0.0197737566679687,0.2740862741544241,0.751311065726076,0.873159199750797,1.0,0.5593659204126147,0.178871412062249,1.0,1.0,0.0786613349012303,1.0
852,HSPA1A,1.418250587884183,0.019829471355165,1.0,1.0,1.0,0.2647858990258597,1.0,1.0,1.0,1.0,0.7189957201989776,1.0
1780,SENP2,1.4222508321854552,0.0198433720667187,1.0,0.7585542021467591,0.5001017794853693,0.8592444040976742,0.0661905271040987,0.2618031977580901,1.0,1.0,0.1728908557888863,1.0
1333,NLRP7,1.4262510764867278,0.0199600572148437,1.0,0.0168511928354899,0.0366441303736916,0.9487032189700564,0.1036424764172704,1.0,1.0,1.0,0.2080381338229742,1.0
1539,PPP1R1B,1.430251320788,0.0200216448183871,0.4557801921418617,0.5184502553450132,0.2363154167770794,0.8432237801687793,0.9221749651233508,1.0,1.0,1.0,0.7658185896471094,1.0
2056,WAS,1.4342515650892724,0.0200724080078125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0301246454171786,1.0
1332,NLRP6,1.438251809390545,0.0201583981132812,1.0,0.2658095439079706,0.0406760805557459,0.1163549344102597,0.6871751603158041,1.0,1.0,1.0,0.4488406945016209,1.0
99,ARHGDIA,1.4422520536918173,0.0202706769757031,1.0,0.1908218272854493,0.4761835269024038,0.1647820760487151,0.3393254842392692,1.0,1.0,1.0,0.0209476341251382,1.0
1636,PYDC2,1.4462522979930896,0.0203694431015625,1.0,1.0,1.0,1.0,0.160478697150551,1.0,1.0,1.0,0.6898045033377915,1.0
204,CACNA2D2,1.4502525422943622,0.0205951241796875,0.4673785054682386,0.9032773541488812,0.7549299403019574,1.0,0.4471887989352409,1.0,1.0,1.0,0.5107448617614334,1.0
1447,PHLPP1,1.4542527865956345,0.0206028200023437,0.4386902621934847,0.3180907278919629,0.5092327329556139,0.0204246152879118,0.6524600089125,1.0,1.0,1.0,0.0888807285958131,1.0
1419,PDHA2,1.4582530308969068,0.0206596510234375,1.0,0.1098534475367005,0.1940741517946751,0.7261359620753296,0.5722633657139671,1.0,1.0,1.0,0.3249311654768372,1.0
1199,MAP4K2,1.4622532751981794,0.0208437582367187,1.0,0.351506602246237,0.1362494056561319,1.0,0.3896858327278331,0.0817977617944952,1.0,1.0,0.8135105780378598,1.0
1859,SORT1,1.4662535194994517,0.0209372848054687,0.1990286487182573,0.8246256834261783,0.8656565540016024,1.0,0.157657321939055,1.0,1.0,1.0,0.0425847252308953,1.0
1093,KSR2,1.470253763800724,0.0209508162382812,0.2999625419275231,0.8506881860719427,0.0581626584133136,0.1721466012073939,0.5657969953694101,0.3573155187676383,1.0,1.0,0.3502561818483655,1.0
853,HSPA1B,1.4742540081019966,0.0210392836594386,0.6766869815264505,0.8432237801687793,1.0,1.0,0.8246256834261783,1.0,1.0,1.0,0.2040749571224892,1.0
1880,STAM,1.478254252403269,0.0210505728984375,0.7987551158485091,0.8863157585128942,0.9562944752596728,0.9562944752596728,0.008704371747856,1.0,1.0,1.0,0.0241854067479237,1.0
492,DDX3X,1.4822544967045412,0.0212920513828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2188737122525963,1.0
101,ARHGDIG,1.4862547410058138,0.0213277456490937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1467466686961153,1.0
778,GRIA3,1.490254985307086,0.0214306542546875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0386145718783738,1.0
531,DUSP6,1.4942552296083584,0.0216633170192968,0.4644636813503597,0.4302852964109404,0.4247343018102715,0.1421383596735158,0.0840738020195056,1.0,1.0,1.0,0.8506862861878421,1.0
1271,MOSMO,1.498255473909631,0.021761583609375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2161958724988585,1.0
849,HSP90AA1,1.5022557182109033,0.021874449167801,1.0,0.7476976524753538,1.0,0.2372590290827295,0.7154347306097097,1.0,1.0,1.0,0.9600916337498888,1.0
850,HSP90AB1,1.5062559625121756,0.0219599129399712,0.1402267634399474,0.2999625419275231,0.4500423158932323,0.8995040509478887,0.7118799224040282,1.0,1.0,1.0,0.0225881128780221,1.0
1881,STAM2,1.5102562068134482,0.0219831627929687,1.0,0.3715646834633043,0.588581083293209,1.0,0.3614484128996954,1.0,1.0,1.0,0.0504223976478283,1.0
1493,PLAAT3,1.5142564511147205,0.0225581857664062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7047879216569874,1.0
288,CCNA1,1.5182566954159928,0.022580749390625,1.0,0.157657321939055,0.2215672274275916,1.0,0.2197711284408489,1.0,1.0,1.0,0.0345516529617006,1.0
1253,MFN2,1.5222569397172654,0.022606194840625,0.8283375466115152,0.3690192949337193,0.2825366693148801,0.8581659961562722,0.4471887989352409,0.4103604220702747,1.0,1.0,0.1158008085924829,1.0
1570,PPP5C,1.526257184018538,0.0228106245132812,0.4761835269024038,0.6421863589875758,0.3274185541274004,1.0,0.5277532657303159,0.1622372739406931,1.0,1.0,0.0246408454771968,1.0
1191,MAP3K20,1.53025742831981,0.0228957433125,1.0,1.0,1.0,1.0,1.0,0.2380412154944668,1.0,1.0,1.0,1.0
783,GRIN2C,1.5342576726210826,0.0231672635101562,0.9070528431900868,0.6732046879885242,0.5690257932249676,0.884434381770755,0.6732046879885242,0.3485073017890265,1.0,1.0,0.0815400145334895,1.0
2031,UBC,1.5382579169223551,0.0234978233976731,1.0,0.524642832186091,0.2740862741544241,1.0,0.6942010329568615,1.0,1.0,1.0,0.06978505262809,1.0
1571,PRDM4,1.5422581612236275,0.0236300305625,1.0,0.2401085362442883,0.3896858327278331,0.9657809202620546,0.0521399138084551,1.0,1.0,1.0,0.1916184130455394,1.0
1833,SLC8A2,1.5462584055248998,0.0236352724046875,0.5308730731929201,0.5001017794853693,1.0,1.0,0.1376820836419984,1.0,1.0,1.0,0.0943817448491686,1.0
779,GRIA4,1.5502586498261723,0.0237360765703125,0.1364231674264591,0.0463693655067363,0.8394968079341012,0.0329577836704376,0.9487032189700564,1.0,1.0,1.0,0.0283660958662048,1.0
580,ELOC,1.5542588941274444,0.0238471693781637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0030112150315693,1.0
1783,SERPINF1,1.558259138428717,0.0238957852179687,0.7154347306097097,0.0379485308243798,0.5092327329556139,0.835773431257255,0.9562944752596728,1.0,1.0,1.0,0.1908218272854493,1.0
318,CD3E,1.5622593827299895,0.0239064941523437,1.0,0.4970775461617177,0.7767537038335269,1.0,0.2678629279431149,1.0,1.0,1.0,0.8162011108250771,1.0
1800,SHARPIN,1.5662596270312616,0.0245528378578125,1.0,1.0,1.0,1.0,0.5984737357310427,1.0,1.0,1.0,0.1876060135268711,1.0
855,HSPA2,1.5702598713325342,0.0245752072476562,1.0,0.3564556630801542,0.1908218272854493,1.0,0.0397489934325063,1.0,1.0,1.0,0.2429800473824341,1.0
1218,MAPKAP1,1.5742601156338067,0.02457689761875,1.0,0.351506602246237,0.8024381238987224,1.0,0.6151268852691578,1.0,1.0,1.0,0.3357197500043487,1.0
1813,SIPA1,1.578260359935079,0.02458651955625,1.0,0.0647960879406428,0.2109473074665628,1.0,0.1326996976555679,0.3230489456009252,1.0,0.3481072144680117,0.2083462624511242,1.0
219,CACYBP,1.5822606042363514,0.0247383471727031,1.0,0.3976138285619145,0.5820282295226769,0.5031357470143778,0.884434381770755,1.0,1.0,1.0,0.2658102277887764,1.0
1956,THEM4,1.586260848537624,0.0247410227939062,0.8544254565351362,0.0455909426806823,1.0,0.4056382818695973,0.5918702375710694,1.0,1.0,1.0,0.5261862214223991,1.0
776,GRIA1,1.5902610928388963,0.0248211698507812,1.0,0.7658185896471094,0.2517446478775356,1.0,0.2458783326142669,0.2282166671599244,1.0,1.0,0.0823763190953901,1.0
1252,MFN1,1.5942613371401686,0.0248289179117187,0.2215665664268663,1.0,0.7476976524753538,0.0929827155972422,0.0318017265410632,1.0,1.0,1.0,0.0015796499205538,1.0
1687,RBCK1,1.5982615814414411,0.0248395342539062,1.0,0.929746936940584,0.0329577836704376,1.0,0.9562944752596728,1.0,1.0,1.0,0.034962676684383,1.0
781,GRIN2A,1.6022618257427135,0.0249651260296875,1.0,0.3539756673825743,0.3180907278919629,0.3870646800147077,0.8135131968506659,1.0,1.0,1.0,0.0453325925089974,1.0
500,DIAPH1,1.6062620700439858,0.025179905790414,0.4791386099413017,0.9752884627122086,0.2233738197596421,0.2955403115712712,0.0182086136709492,1.0,1.0,1.0,0.2015364156828665,1.0
984,INVS,1.6102623143452583,0.0254224085120312,1.0,1.0,1.0,0.3490484753212293,0.2740862741544241,1.0,1.0,1.0,0.1248291521324108,1.0
1722,RNF31,1.6142625586465307,0.0254847902296875,1.0,0.9980988103176092,0.835773431257255,0.2617373858603573,0.9487032189700564,1.0,1.0,1.0,0.1061945946983111,1.0
289,CCNA2,1.618262802947803,0.0255710553359375,1.0,0.9904942674707437,0.9070528431900868,0.3639611490571611,0.4940630842734778,1.0,1.0,1.0,0.3501989616220395,1.0
1607,PRR5,1.6222630472490756,0.0258057419960937,0.736890915815285,0.5853003964384098,0.0010695177089867,1.0,0.0957990261959098,1.0,1.0,1.0,0.5820239097200899,1.0
807,GTF2IRD1,1.626263291550348,0.0259591709257812,0.2057775757258029,0.8769148484870471,0.5706379739521312,0.6218427449974926,0.6697293864767297,1.0,1.0,1.0,0.1956995033886058,1.0
608,F3,1.6302635358516202,0.0260223227967187,1.0,0.5529705291894391,0.9866922766824622,1.0,0.7261359620753296,1.0,1.0,1.0,0.10722969687918,1.0
