Gene_num,Gene_name,log_normalized_Att_deg,Att_deg,methy_upstream_pvalues,methy_distal_promoter_pvalues,methy_proximal_promoter_pvalues,methy_core_promoter_pvalues,methy_downstream_pvalues,cnv_mcnv_pvalues,cnv_dup_pvalues,cnv_del_pvalues,gene_expression_pvalues,protein_expression_pvalues
54,ADRB3,0.23791392712461068,0.1792862325649062,1.0,0.7476976524753538,0.4205979910411975,1.0,0.588581083293209,1.0,1.0,1.0,0.093022310635991,1.0
55,AFDN,0.14702157282820819,0.1072811416960156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5738848788681561,1.0
56,AFP,0.02808568713059392,0.0196582425703125,1.0,0.8024381238987224,0.7731036287569379,1.0,1.0,1.0,1.0,1.0,0.4146951688558684,1.0
57,AGAP2,0.334699167959619,0.2611144127242187,1.0,0.0774550041084203,0.1290554111383511,0.2363154167770794,0.1844378628858105,1.0,1.0,1.0,0.2197711284408489,1.0
58,AGER,0.4396059441435798,0.3562338368972656,1.0,0.6628000179921385,0.6593460791171104,0.8320537311474636,0.1521275415464451,1.0,1.0,1.0,0.3639474230567913,1.0
59,AGRP,0.3253420078366634,0.252961432671875,1.0,0.736890915815285,0.5497857631008252,1.0,0.4761835269024038,1.0,1.0,1.0,0.4511736325194008,1.0
60,AGT,0.5011443952710289,0.4153358102007891,1.0,0.3345297781213613,1.0,1.0,0.1751603919698908,1.0,1.0,1.0,0.4821030492225445,1.0
61,AGTR1,0.9972496446485298,0.996190829941754,0.7154347306097097,0.7767537038335269,0.895733017965424,0.8656565540016024,0.6387768435649753,1.0,1.0,1.0,0.5598289884807763,1.0
62,AIFM2,0.02105368510711574,0.0147003045820312,1.0,0.2955403115712712,0.3896858327278331,0.744089774246399,0.5215418148220496,1.0,1.0,1.0,0.401599210237118,1.0
63,AIM2,0.12434739456808061,0.0900145512851562,1.0,0.2720002550743585,0.4557795475224644,1.0,0.4500423158932323,1.0,1.0,1.0,0.4076823128639446,1.0
64,AJUBA,0.30188568950937233,0.2327546455195312,0.8806732702840152,1.0,0.6168028518275798,0.0509161938659075,0.588581083293209,1.0,1.0,1.0,0.431516789323052,1.0
65,AKT1,2.831040252427862,6.115870484417489,0.8209174965776396,0.873159199750797,0.0182087795586977,1.0,0.929746936940584,1.0,1.0,1.0,0.5355690993130308,1.0
66,AKT1S1,0.2888713730174423,0.2216841745960937,1.0,1.0,1.0,0.1892107900930917,0.4002779519228027,1.0,1.0,1.0,0.8844330684121063,1.0
67,AKT2,2.8631144406714775,6.275843142161403,0.3690192949337193,0.2699264955144616,0.4056382818695973,0.0550924909723573,0.0798855076683307,1.0,1.0,1.0,0.5169068358901738,1.0
68,AKT3,3.233080951617449,8.402738213223905,0.2215672274275916,0.0077775639715164,1.0,1.0,0.0556993589575639,0.3994708370635784,1.0,0.408491156312455,0.0418591895557255,1.0
69,ALDOA,0.0543792371070094,0.0384121991055917,1.0,0.2458783326142669,0.2577078776623331,0.8246256834261783,0.5340022117583216,1.0,1.0,1.0,0.0144000689572126,1.0
70,ALDOB,0.09618082744410306,0.0689399637851562,1.0,0.2109473074665628,0.835773431257255,1.0,0.9335353525395846,1.0,1.0,1.0,0.2587359250361568,1.0
71,ALDOC,0.05438069212015055,0.0384132463845486,1.0,0.7297150726441002,0.2577078776623331,0.9980988103176092,0.9449092929597736,1.0,1.0,1.0,0.7658185896471094,1.0
72,AMH,0.3804363027180128,0.3017354693628125,0.2344348305216086,0.4443455997406166,0.9051646956882916,1.0,0.11525083641727,1.0,1.0,1.0,0.4644515404424214,1.0
73,AMHR2,0.4866099031582574,0.4011485349609375,1.0,0.0735382840033141,1.0,0.9070528431900868,0.3539749788394392,0.2106269173181975,1.0,1.0,0.0203854746304753,1.0
74,AMOT,0.04212157324923693,0.0296268445328125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8413589539281566,1.0
75,ANAPC5,0.04675578741410863,0.0329395217726562,1.0,0.7297150726441002,0.9904942674707437,0.3844543094411069,0.9790892880092326,1.0,1.0,0.2610357403174801,0.0504329416788953,1.0
76,ANGPT1,1.1596932781280462,1.2340992485521094,1.0,0.7476976524753538,0.1957154907260432,0.8488205887204788,0.6353749467215747,1.0,1.0,1.0,0.2268064446761823,1.0
77,ANGPT2,1.1176797831165541,1.1699770477790623,0.7877332367668235,0.6732046879885242,0.4673785054682386,1.0,0.1454244713763807,1.0,1.0,1.0,0.8190585380548492,1.0
78,ANGPT4,1.1561526450723705,1.2286230897483594,1.0,0.0379485308243798,0.5031357470143778,0.2911619515584414,0.0430742973981951,1.0,1.0,1.0,0.2943839184466357,1.0
79,ANGPTL4,0.10068603539902228,0.0722832372025,1.0,0.2288567553827765,0.6628000179921385,0.2537216042765594,0.9942964741299556,1.0,1.0,1.0,0.1597674118276636,1.0
80,AOX1,0.0804394535722547,0.0573400636460937,1.0,0.1454244713763807,0.6524600089125,0.1474106269691308,0.083222217854212,1.0,1.0,1.0,0.1286818648417851,1.0
81,APAF1,0.1662992728072048,0.1221762407421875,1.0,1.0,0.7987551158485091,1.0,0.952498308355988,1.0,1.0,0.0570452900423284,0.0263568584165011,1.0
82,APBB1IP,0.21552554714853112,0.1611268143975156,1.0,0.9980988103176092,0.4247343018102715,0.2420211031519888,0.4940630842734778,1.0,1.0,1.0,0.105660566290049,1.0
83,APC,0.5688931132992494,0.4833850284205179,1.0,0.6051104604189474,0.8135131968506659,0.9032773541488812,0.9904942674707437,1.0,1.0,1.0,0.0754734003300397,1.0
84,APC2,0.47937420588675306,0.394138803175882,0.0240391924962815,0.952498308355988,0.4443455997406166,1.0,0.6084411459306318,1.0,1.0,1.0,0.4471874990490777,1.0
85,APH1A,0.15314710595448816,0.1119925372539062,1.0,0.8320537311474636,0.135796490394051,0.9714881984502108,0.7476976524753538,1.0,1.0,1.0,0.6576204481066652,1.0
86,APH1B,0.21496978332299121,0.1606796041539062,0.5513767322417276,0.4850786910667827,0.1077512439851151,0.6628000179921385,0.7297150726441002,1.0,1.0,1.0,0.0572323863905754,1.0
87,APLN,0.09007205701905302,0.0644233449414062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1061910941916459,1.0
88,APLNR,0.36079184154111416,0.2841305155585312,1.0,0.082377634870901,1.0,0.8209174965776396,0.9335353525395846,1.0,1.0,1.0,0.3715592095911267,1.0
89,APOA1,0.09746309805326037,0.069890462378125,1.0,0.2092137279225486,0.7877332367668235,1.0,0.5340022117583216,1.0,1.0,1.0,0.1202429168296706,1.0
90,APOA2,0.10316527909253129,0.0741275195601562,1.0,0.7585542021467591,1.0,1.0,0.9221749651233508,1.0,1.0,1.0,0.4137074836636476,1.0
91,APOA5,0.10047781264257344,0.0721284867851562,1.0,0.5153681949056692,0.0223070214509611,1.0,0.1428074685946973,1.0,1.0,1.0,0.4599247542668511,1.0
92,APOC3,0.09931811818696355,0.0712670144453125,1.0,0.2597172210680184,0.0199128477272254,1.0,0.1364231674264591,1.0,1.0,1.0,0.3751861800457601,1.0
93,AQP7,0.11051972724629795,0.079617095790625,1.0,1.0,1.0,1.0,0.351506602246237,1.0,1.0,1.0,0.7011739194578919,1.0
94,ARAF,0.9208043651504151,0.8931705240546093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0939082106271249,1.0
95,ARAP3,0.0794677469402695,0.0566281471307031,1.0,0.3297779796482059,0.0875509211711266,1.0,0.0199128477272254,1.0,1.0,1.0,0.0179727848147872,1.0
96,AREG,0.7411564831603084,0.6715152103485937,1.0,0.0641076296678947,1.0,1.0,1.0,1.0,1.0,1.0,0.2530523305555451,1.0
97,ARF1,0.26258259014872315,0.1996242491190312,0.346601293728025,0.5625770214945697,0.9942964741299556,1.0,0.1428074685946973,1.0,1.0,1.0,0.0034856382010308,1.0
98,ARF6,0.17732160385106352,0.1307826117366406,1.0,0.8209174965776396,0.077855002241987,0.0201299930172031,0.8469542667104454,1.0,1.0,1.0,0.0402088435925129,1.0
99,ARHGDIA,0.028369142324509076,0.0198586007971328,1.0,0.1908218272854493,0.4761835269024038,0.1647820760487151,0.3393254842392692,1.0,1.0,1.0,0.0209476341251382,1.0
100,ARHGDIB,0.04746234169692536,0.0334455237804687,1.0,0.0774550041084203,0.6387768435649753,1.0,0.9752884627122086,1.0,1.0,1.0,0.0114660229781771,1.0
101,ARHGDIG,0.029650190280275164,0.0207645912950781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1467466686961153,1.0
102,ARHGEF12,0.2875861105996654,0.2205962901165625,0.9866922766824622,0.0021647148563793,0.1892095241385809,1.0,0.0550924909723573,0.6756201103625992,1.0,1.0,0.207487241059994,1.0
103,ARNT,0.7877323662733957,0.7263588313692841,1.0,0.1534959453339454,0.0159962605814349,1.0,0.861909527203541,0.4249838766014674,1.0,1.0,0.0048182286197187,1.0
104,ARRB1,0.39273005902086894,0.312875451853125,0.2307055178258495,0.1109166357535125,1.0,1.0,0.7549299403019574,1.0,1.0,1.0,0.2977445583325323,1.0
105,ARRB2,0.32878734438689616,0.25595723734375,1.0,0.9676885814334162,0.3078064134640133,1.0,0.8209174965776396,1.0,1.0,1.0,0.0888825557602339,1.0
106,ASPH,0.5196339024434204,0.4335914144296875,0.9411166161038826,0.8919643394259521,0.1548736885370542,1.0,0.7047891291814816,1.0,1.0,1.0,0.0092037054124543,1.0
107,ATF2,0.9059436503252791,0.8737697054601016,0.0121046738610459,0.8825533282336198,0.9790892880092326,0.3309611195931166,0.1548736885370542,1.0,1.0,1.0,0.0153790003355044,1.0
108,ATF4,1.178694055423099,1.263717698880861,0.156260803394966,0.8394968079341012,0.3589465811574475,0.4302852964109404,1.0,1.0,1.0,1.0,0.6252155658662468,1.0
109,ATF6B,0.3861066527926066,0.3068618615,1.0,0.1990286487182573,0.7694585654328076,0.9146100405445944,0.5657969953694101,1.0,1.0,1.0,0.5339987013766656,1.0
110,ATG12,0.43509217933241584,0.3519972145680883,1.0,1.0,1.0,1.0,0.7225628209081943,1.0,1.0,1.0,0.1357852957167906,1.0
111,ATG16L1,0.3101281738707944,0.239817844625689,1.0,0.7804087145446047,0.3741209340258883,0.8301950458314598,0.5869391431005375,1.0,1.0,0.1589173486154743,0.0463684275026862,1.0
112,ATG5,0.410318967187917,0.3289796073232211,0.1892107900930917,0.9259601127032032,0.3976138285619145,0.2126912527199261,0.8656565540016024,1.0,1.0,1.0,0.0297689346495677,1.0
113,ATM,0.13831717304983715,0.1006205515625,1.0,0.7767537038335269,0.5561637403987543,0.929746936940584,0.6218447391078068,0.171953580371179,1.0,1.0,0.5577473708140289,1.0
114,ATP1A1,0.08957575507783393,0.0640572353328334,0.5031357470143778,0.3564556630801542,0.9373252740961556,0.0106590898476512,0.2911619515584414,1.0,1.0,1.0,0.0627491984684076,1.0
115,ATP1A2,0.08740353512763925,0.0624563237840009,0.6977238945180402,0.828337788367049,0.8394968079341012,0.8394968079341012,0.9183915793830312,1.0,1.0,1.0,0.5984737357310427,1.0
116,ATP1A3,0.08703901990475157,0.0621879146115683,0.2517446478775356,0.2057775757258029,0.7859000187818611,1.0,0.3157862461705493,1.0,1.0,1.0,0.1290554111383511,1.0
117,ATP1A4,0.1902228824016542,0.1409399664207395,1.0,0.3227326627329253,0.8581659961562722,1.0,0.4557801921418617,1.0,1.0,1.0,0.0172050517770157,1.0
118,ATP1B1,0.08630332313609028,0.0616463940684447,0.873159199750797,0.8098172431442923,1.0,1.0,0.744089774246399,1.0,1.0,0.9604691439572924,0.0199128477272254,1.0
119,ATP1B2,0.08856464319535126,0.0633117527764746,1.0,0.9942964741299556,1.0,1.0,0.7950765800208118,1.0,1.0,1.0,0.828337788367049,1.0
120,ATP1B3,0.11356057598323012,0.0818950647666098,1.0,0.1619036168091723,0.828337788367049,1.0,0.5293114112419479,1.0,0.3249311654768372,1.0,0.6819220987944453,1.0
121,ATP1B4,0.21656990675977275,0.1619676525024583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0731702360696249,1.0
122,ATP2A1,0.3355593120871977,0.2618665214889843,0.0607575330641472,0.1990286487182573,0.1036424764172704,1.0,0.0996592140705705,1.0,1.0,1.0,0.1271413019169325,1.0
123,ATP2A2,0.1925433302927128,0.1427765444461718,0.4247343018102715,0.8769148484870471,1.0,1.0,0.873159199750797,1.0,1.0,1.0,0.0240391924962815,1.0
124,ATP2A3,0.3409349757689162,0.2665771660782031,0.9411166161038826,0.2699264955144616,0.5434451776356353,0.1026349894172588,0.0265290943777235,1.0,1.0,1.0,0.3870035438011263,1.0
125,ATP2B1,0.049584979117824085,0.0349671514390625,1.0,0.5466112014260416,1.0,1.0,0.031050486801583,1.0,1.0,1.0,0.1633380661291729,1.0
126,ATP2B2,0.057804423299588716,0.0408804827820312,0.8938482281709118,0.9108304335449982,0.4002779519228027,0.8135131968506659,0.7950765800208118,1.0,1.0,1.0,0.1272621194558048,1.0
127,ATP2B3,0.07106399525436655,0.0504911408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0712633908668046,1.0
128,ATP2B4,0.060492822198567706,0.0428219262203125,1.0,0.0727747119980276,0.48806362090577,0.2617373858603573,0.351506602246237,0.3770905846281116,1.0,1.0,0.01507996513884,1.0
129,ATP6V1A,0.07334325365658974,0.0521520830303906,1.0,0.2007005175702367,0.9487032189700564,1.0,0.4615590008934203,1.0,1.0,1.0,0.0275182117618069,1.0
130,ATP6V1B1,0.14923981158890345,0.1089849690063281,1.0,0.2517446478775356,1.0,1.0,0.1619036168091723,1.0,1.0,1.0,0.9239976993417676,1.0
131,ATP6V1B2,0.048398452765710885,0.0341163056821171,0.0504332711862995,0.3274185541274004,0.835773431257255,0.736890915815285,0.6977238945180402,1.0,1.0,1.0,0.0097286589525991,1.0
132,ATP6V1C1,0.08238931235617525,0.0587700662382812,1.0,0.6285942485373732,0.3539756673825743,0.4791386099413017,0.3112102537256069,0.3249311654768372,1.0,1.0,0.0665421955199522,1.0
133,ATP6V1C2,0.15874137180417566,0.1163128255410156,0.5984737357310427,0.8432237801687793,0.9221749651233508,1.0,0.5402883081739063,1.0,1.0,1.0,0.2224010547776823,1.0
134,ATP6V1D,0.053870144478448,0.0380458328824218,1.0,1.0,1.0,1.0,0.7694585654328076,1.0,1.0,1.0,0.0255704250691914,1.0
135,ATP6V1E1,0.043473435718828814,0.0305920978901328,1.0,1.0,1.0,0.2614888687493099,0.4821030492225445,1.0,1.0,1.0,0.0028298525197925,1.0
136,ATP6V1E2,0.12327496047304756,0.0892045849622656,1.0,0.6218447391078068,1.0,1.0,0.9108304335449982,1.0,1.0,1.0,0.8806697120900072,1.0
137,ATP6V1F,0.04223697479046048,0.0297092079386226,0.48806362090577,0.3112102537256069,0.3870646800147077,0.9657889936585022,0.5308730731929201,1.0,1.0,1.0,0.0149813843957609,1.0
138,ATP6V1G1,0.0595751308564016,0.0421588031606249,1.0,0.4644636813503597,0.7476976524753538,0.7914025944248559,0.9411165320183024,1.0,1.0,1.0,0.0045750527506603,1.0
139,ATP6V1G2,0.044021326328114674,0.030983558974125,1.0,1.0,1.0,1.0,0.3715646834633043,1.0,1.0,1.0,0.0085233261165702,1.0
140,ATP6V1G3,0.133219785123896,0.0967386568003125,1.0,0.6836722835313567,0.2144455858204176,1.0,0.5061794109560072,1.0,1.0,0.3249311654768372,0.3249311654768372,1.0
141,ATP6V1H,0.046798555606895456,0.0329701433594531,0.2597172210680184,0.1290554111383511,0.9562944752596728,0.7804087145446047,0.2325648701417598,1.0,1.0,1.0,0.0002151978738751,1.0
142,ATR,0.043510080582762546,0.0306182755546874,1.0,0.5308730731929201,0.5787646345391508,1.0,0.7047891291814816,1.0,1.0,1.0,0.0006789978517844,1.0
143,ATXN1,0.06288991584116342,0.0445560554703125,0.6084411459306318,0.8394968079341012,0.2420211031519888,1.0,0.744089774246399,0.8890357163570498,1.0,1.0,0.1202758089675719,1.0
144,ATXN1L,0.05923010037590151,0.0419095934882812,0.9638896978279232,0.8394968079341012,0.4042935222998048,1.0,0.6319807285196108,0.3469586903515324,1.0,1.0,0.9089358033231136,1.0
145,AVP,0.6336147505918748,0.5514473631953125,1.0,0.0569298086355437,0.5061794109560072,0.5466112014260416,0.3297779796482059,1.0,1.0,1.0,0.6033128967511814,1.0
146,AVPR1A,0.39744156883327353,0.317170009480955,1.0,0.8919643394259521,1.0,1.0,0.5122956740974749,1.0,1.0,1.0,0.6944513204420402,1.0
147,AVPR1B,0.403373803371397,0.3225972466938073,1.0,0.9638896978279232,1.0,1.0,0.3976138285619145,1.0,1.0,1.0,0.2884170892565576,1.0
148,AVPR2,0.34336751722575654,0.2687145549860412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4556006246906908,1.0
149,AXIN1,0.7080185864228795,0.6335590274322657,0.7877332367668235,0.4557801921418617,1.0,1.0,0.2074904916122673,1.0,1.0,1.0,0.6541723054857741,1.0
150,AXIN2,0.7512852800861234,0.6832917876117187,1.0,0.0996592140705705,0.2092137279225486,1.0,0.1254893529178711,1.0,1.0,1.0,0.4330587432475995,1.0
151,AZI2,0.08346873937402907,0.059562536328125,1.0,1.0,1.0,0.5951488448152125,0.6801762019143189,1.0,1.0,1.0,0.0009025483726659,1.0
152,BAD,0.5847037842973994,0.4997310312780703,1.0,1.0,1.0,0.3490484753212293,0.5031357470143778,1.0,1.0,1.0,0.3741209340258883,1.0
153,BAG4,0.1402008610587185,0.102058540703125,1.0,0.0787185913616543,0.6889287043802933,1.0,0.0774550041084203,1.0,1.0,1.0,0.0021817765445771,1.0
154,BAMBI,0.3001446065031195,0.2312678215539062,0.6801762019143189,0.0487733712829994,1.0,1.0,0.2577078776623331,1.0,1.0,1.0,0.5215227488815737,1.0
