Gene_num,Gene_name,Att_deg
104,ARRB1,0.312875451853125
105,ARRB2,0.25595723734375
106,ASPH,0.4335914144296875
107,ATF2,0.8737697054601016
108,ATF4,1.263717698880861
109,ATF6B,0.3068618615
110,ATG12,0.3519972145680883
111,ATG16L1,0.23981784462568906
112,ATG5,0.3289796073232211
113,ATM,0.1006205515625
114,ATP1A1,0.06405723533283346
115,ATP1A2,0.06245632378400098
116,ATP1A3,0.062187914611568314
117,ATP1A4,0.14093996642073958
118,ATP1B1,0.06164639406844476
119,ATP1B2,0.06331175277647463
120,ATP1B3,0.08189506476660985
121,ATP1B4,0.16196765250245834
122,ATP2A1,0.26186652148898437
123,ATP2A2,0.14277654444617185
124,ATP2A3,0.26657716607820314
125,ATP2B1,0.0349671514390625
126,ATP2B2,0.04088048278203125
127,ATP2B3,0.0504911408
128,ATP2B4,0.0428219262203125
129,ATP6V1A,0.05215208303039062
130,ATP6V1B1,0.10898496900632812
131,ATP6V1B2,0.03411630568211719
132,ATP6V1C1,0.05877006623828125
133,ATP6V1C2,0.11631282554101563
134,ATP6V1D,0.03804583288242187
135,ATP6V1E1,0.030592097890132813
136,ATP6V1E2,0.08920458496226563
137,ATP6V1F,0.029709207938622657
138,ATP6V1G1,0.042158803160624994
139,ATP6V1G2,0.030983558974125004
140,ATP6V1G3,0.0967386568003125
141,ATP6V1H,0.03297014335945313
142,ATR,0.030618275554687498
143,ATXN1,0.0445560554703125
144,ATXN1L,0.04190959348828125
145,AVP,0.5514473631953125
146,AVPR1A,0.317170009480955
147,AVPR1B,0.3225972466938073
148,AVPR2,0.2687145549860412
149,AXIN1,0.6335590274322657
150,AXIN2,0.6832917876117187
151,AZI2,0.059562536328125
152,BAD,0.4997310312780703
153,BAG4,0.102058540703125
154,BAMBI,0.23126782155390624
155,BAX,0.5507324670539062
156,BBC3,0.06320071809453125
157,BCAR1,0.056869169104765624
158,BCL10,1.1441759000026561
159,BCL2,2.2780169786401796
160,BCL2A1,0.030806935374999997
161,BCL2L1,0.1253436834500625
162,BCL2L11,0.07560390612890625
163,BCL3,0.21273118383203127
164,BCL6,0.04736253020625
165,BDKRB1,0.061589889671875
166,BDKRB2,0.4242777006659375
167,BDNF,1.055246628229297
168,BECN1,0.21393884609728359
169,BECN2,0.5190672245035429
170,BEX3,0.01755138438989471
171,BID,0.16353618446523438
172,BIRC2,0.2709429845492187
173,BIRC3,0.3130922553078125
174,BIRC5,0.11851635184453126
175,BLNK,0.2945896873515625
176,BMP2,0.2934486107345312
177,BMP4,0.5185878235902344
178,BMP5,0.32885903954609375
179,BMP6,0.34223367969789065
180,BMP7,0.2499783437425
181,BMP8A,0.30274165821875
182,BMP8B,0.29312522140624997
183,BMPR1A,0.9930851640210938
184,BMPR1B,1.1304685318726562
185,BMPR2,0.9839971210007812
186,BNIP3,0.03715472664140625
187,BOC,0.11368218789843751
188,BORCS8-MEF2B,0.160211554821875
189,BRAF,1.9015296409972657
190,BRAP,0.10203203473125
191,BRCA1,0.0326000509
192,BRCC3,0.013655064359375
193,BTC,0.05339413396875
194,BTK,0.419575897140625
195,BTRC,0.14169647654226952
196,BUB1B-PAK6,0.3860656092914062
197,CAB39,0.2317939468578125
198,CAB39L,0.23711983041953127
199,CACNA1C,0.2344509715
200,CACNA1D,0.15760832208828124
201,CACNA1F,0.17222104139765626
202,CACNA1S,0.169109650515625
203,CACNA2D1,0.0184921420390625
204,CACNA2D2,0.020689951765625
205,CACNA2D3,0.0174539395703125
206,CACNA2D4,0.019125818109374998
207,CACNB1,0.014967300118749999
208,CACNB2,0.017802563019531252
209,CACNB3,0.014389682169531251
210,CACNB4,0.018603571152343748
211,CACNG1,0.0195145699453125
212,CACNG2,0.01824656652734375
213,CACNG3,0.0160273581796875
214,CACNG4,0.0187912869296875
215,CACNG5,0.019788447375
216,CACNG6,0.028234891718750002
217,CACNG7,0.014375926600000002
218,CACNG8,0.01603711852734375
219,CACYBP,0.02329112065278125
220,CALM1,1.436569795695412
221,CALM2,1.4357638200783154
222,CALM3,1.4385356190803722
223,CALML3,4.343589693729215
224,CALML4,3.676204991121387
225,CALML5,4.305459177945818
226,CALML6,3.926937218437644
227,CAMK1,0.2333889487224272
228,CAMK1D,0.29171184864255373
229,CAMK1G,0.2868030696679202
230,CAMK2A,0.8400214284479485
231,CAMK2B,0.820418499544186
232,CAMK2D,1.8272725866549167
233,CAMK2G,0.8947732097713207
234,CAMK4,1.0165577888935093
235,CAMKK2,0.5359063474135979
236,CAMP,0.04213009667578125
237,CARD10,0.4437305070703125
238,CARD11,1.321186570316406
239,CARD14,0.4526783456328125
240,CARD16,0.0269315393828125
241,CARD18,0.0273573032734375
242,CARD6,0.029136217742187498
243,CARD8,0.01577624868359375
244,CARD9,0.5522317594060155
245,CASP1,0.4185193813828125
246,CASP10,0.5195653292109375
247,CASP12,0.029374765226562502
248,CASP3,0.8816655867140625
249,CASP4,0.02807708490625
250,CASP5,0.0298011275546875
251,CASP7,0.254302941234375
252,CASP8,1.191055287546875
253,CASP9,0.6512179452328125
254,CASQ1,0.47658672860156254
255,CASQ2,0.535290186984375
256,CASR,0.8224204869531251
257,CASTOR1,0.3406697115859375
258,CAT,0.0486748832390625
259,CBL,0.14409641078125
260,CBLB,0.3782808209710937
261,CCKAR,0.06618831699609375
262,CCKBR,0.0486935728375
263,CCL1,0.1650889535453125
264,CCL11,0.25521838129052343
265,CCL13,0.211346118403125
266,CCL14,0.16414513222109375
267,CCL15,0.16730493703125
268,CCL16,0.16522929359375
269,CCL17,0.3038870972222578
270,CCL18,0.16602356361328124
271,CCL19,0.21226902135624998
272,CCL2,0.3216339677284609
273,CCL20,0.2539145611444922
274,CCL21,0.21401779738828125
275,CCL22,0.23016860457421875
276,CCL23,0.1633213769140625
277,CCL24,0.17554714845546876
278,CCL25,0.166572593234375
279,CCL26,0.1997423280703125
280,CCL27,0.16371276553437503
281,CCL28,0.16179993024765627
282,CCL3,0.2923352165721641
283,CCL4,0.32815316795575783
284,CCL5,0.32039398453509377
285,CCL7,0.25897872125396876
286,CCL8,0.16415533871875
287,CCN2,0.22233384305624998
288,CCNA1,0.0221823734609375
289,CCNA2,0.0255779703046875
290,CCNB1,0.16390700440671874
291,CCNB2,0.17579625435664062
292,CCNB3,0.06309522677890625
293,CCND1,1.294195967963086
294,CCND2,0.5914024072132813
295,CCND3,0.35081210024375
296,CCNE1,0.20375981893671874
297,CCNE2,0.21747350391953124
298,CCNG1,0.01390279294921875
299,CCNG2,0.06657609468984375
300,CCR1,0.5157977930874926
301,CCR10,0.4799074965952975
302,CCR2,0.5266045991201564
303,CCR3,0.5032363612712283
304,CCR4,0.5187958048307592
305,CCR5,0.5093608405546477
306,CCR6,0.5101864688450711
307,CCR7,0.5207703484982961
308,CCR8,0.5136092292057746
309,CCR9,0.5021710812311853
310,CD14,0.12844840879296876
311,CD19,0.5457388696148437
312,CD209,0.0446113058125
313,CD22,0.0302731386875
314,CD247,0.07665737744765624
315,CD28,0.3882720870078125
316,CD36,0.19509187494140623
317,CD38,0.38461482709375006
318,CD3E,0.024098371550781247
319,CD4,0.0469736258515625
320,CD40,0.111844389828125
321,CD40LG,0.147792901671875
322,CD72,0.035933646882812496
323,CD79A,0.0365074179921875
324,CD79B,0.036315562796875
325,CD80,0.0405927896484375
326,CD82,0.013145787693750001
327,CD86,0.0399716696640625
328,CD8A,0.04732361184375
329,CD8B,0.0482793937109375
330,CD8B2,0.048671733843749995
331,CDC25B,0.054211095368750004
332,CDC37,0.010001545544379178
333,CDC42,0.7452260656425616
334,CDH1,0.21062253140078124
335,CDK1,0.1167214485296875
336,CDK2,0.269072462778125
337,CDK4,0.3429977977957031
338,CDK6,0.22450897817187498
339,CDKN1A,0.6702285615446875
340,CDKN1B,0.42061978299453123
341,CDKN2A,0.0177405996171875
342,CDKN2B,0.4781491934320312
343,CDKN2D,0.033931185794765624
344,CDON,0.12009236917187499
345,CEBPB,0.47349273296974725
346,CER1,0.31336398989453124
347,CFLAR,0.2463238084109375
348,CFTR,0.166158482353125
349,CGA,0.5169443175234375
350,CHAD,0.27505255314453125
351,CHD8,0.006225424853125
352,CHEK1,0.032886191835937495
353,CHEK2,0.033751546421875
354,CHRD,0.2748709552671875
355,CHRM1,0.9774652687719189
356,CHRM2,1.4944753921639757
357,CHRM3,0.06334810590631636
358,CHRM5,0.028014451384731076
359,CHUK,2.6262346721109373
360,CIR1,0.051420174038281245
361,CISH,0.18662471120625002
362,CLEC1B,0.0444618910859375
363,CLEC4D,0.1394599138359375
364,CLEC4E,0.13775048012500002
365,CLEC4M,0.043994471281249996
366,CLEC6A,0.10850774664062499
367,CLEC7A,0.083510488125
368,CLIP1,0.010897812396093751
369,CNR1,0.7795108401664063
370,CNTF,0.3179810978640625
371,CNTFR,0.31402204250023436
372,COL1A1,0.48383326793984377
373,COL1A2,0.4597958992367187
374,COL2A1,0.32336390190234376
375,COL3A1,0.0715424167421875
376,COL4A1,0.36732547986249997
377,COL4A2,0.39765958511953126
378,COL4A3,0.378437910646875
379,COL4A4,0.39615969095703124
380,COL4A5,0.3339870361695313
381,COL4A6,0.3866569834671875
382,COL6A1,0.17775419089710937
383,COL6A2,0.25857106364765625
384,COL6A3,0.298651015684375
385,COL6A5,0.2866046618
386,COL6A6,0.28372611377187495
387,COL9A1,0.2735429205445312
388,COL9A2,0.21679451218749998
389,COL9A3,0.21312177622890627
390,COMP,0.29085477091796874
391,COP1,0.01395735122265625
392,CPT1A,0.385330488885125
393,CPT1B,0.37781379191234377
394,CPT1C,0.349063423732625
395,CPT2,0.08261306749765625
396,CREB1,1.2093242386975311
397,CREB3,0.8326352631623359
398,CREB3L1,1.203112119694711
399,CREB3L2,1.3736376989502344
400,CREB3L3,1.2708267643005975
401,CREB3L4,1.4530064115449455
402,CREB5,1.4133013797338358
403,CREBBP,2.0443114363529102
404,CRK,0.4999408561810156
405,CRKL,0.5229586339860157
406,CRLF2,0.4885261253265625
407,CRTC2,0.7279440779920703
408,CSF1,1.036603058280078
409,CSF1R,2.399831986650703
410,CSF2,0.605180931210414
411,CSF2RA,0.4652901941882812
412,CSF2RB,0.4613572158835938
413,CSF3,0.6708146479730156
414,CSF3R,1.1577022764964844
415,CSH1,0.6273851220757812
416,CSH2,0.6478411322445312
417,CSN2,0.09897368733203124
418,CSNK1A1,0.10989900320546875
419,CSNK1A1L,0.15918668412421877
420,CSNK1D,0.12218395931332776
421,CSNK1E,0.23767694733074113
422,CSNK1G1,0.1429493450640625
423,CSNK1G2,0.0807061925
424,CSNK1G3,0.11353059216875
425,CSNK2A1,0.028675968191406248
426,CSNK2A2,0.027715969729687498
427,CSNK2A3,0.0455508271421875
428,CSNK2B,0.014318525464609376
429,CTBP1,0.10465816610410157
430,CTBP2,0.15972691779054687
431,CTF1,0.31090464507265625
432,CTLA4,0.055989420554687495
433,CTNNA1,0.010336944439163755
434,CTNNA2,0.011283508344865986
435,CTNNA3,0.13697139345992415
436,CTNNB1,0.6282040029875782
437,CTNNBIP1,0.0076695050125
438,CTNND1,0.029734861996875
439,CTNND2,0.07143125070234375
440,CTSB,0.00827010459075
441,CTSD,0.117469771864375
442,CUL1,0.21831988352393594
443,CUL3,0.126498220078125
444,CX3CL1,0.13159233890703126
445,CX3CR1,0.49253985153720165
446,CXCL1,0.3249995594170234
447,CXCL10,0.4056094176774923
448,CXCL11,0.2810693146921875
449,CXCL12,0.21059831777578125
450,CXCL13,0.167743820046875
451,CXCL14,0.1130184427671875
452,CXCL16,0.15846345175703125
453,CXCL2,0.3266385886301484
454,CXCL3,0.3488688227094766
455,CXCL5,0.2605675852934063
456,CXCL6,0.2730348332046875
457,CXCL8,1.149823455244797
458,CXCL9,0.294910820703125
459,CXCR1,0.7586178747952483
460,CXCR2,0.760069037382178
461,CXCR3,0.5463987910456322
462,CXCR4,0.5721208405544788
463,CXCR5,0.5167769111110805
464,CXCR6,0.5164764061278834
465,CXXC4,0.02609865039453125
466,CYBA,0.48606011671875
467,CYBB,1.2443245880064844
468,CYCS,0.0864780423390625
469,CYLD,0.0960896922890625
470,CYP17A1,0.031156787976562503
471,CYP27A1,0.0570523801703125
472,CYP7A1,0.07745143786796875
473,CYP8B1,0.07459817001171876
474,CYSLTR1,0.0626706650390625
475,CYSLTR2,0.06213438362109375
476,CYTH1,0.02781811440828125
477,CYTH2,0.01618779817109375
478,CYTH3,0.03184747645
479,CYTH4,0.047595618143906254
480,DAAM1,0.02758374764
481,DAAM2,0.0196828150009375
482,DAB2IP,0.100638758409375
483,DAPP1,0.16282347249679688
484,DAXX,0.18581982408984377
485,DBI,0.030288275009654687
486,DCHS1,0.18421191246875002
487,DCHS2,0.19428497165625
488,DCN,0.0725565877328125
489,DDB2,0.01505483696484375
490,DDIT3,0.04967866019296875
491,DDIT4,0.0671893651021875
492,DDX3X,0.02052828876953125
493,DEFB4A,0.10607950033899219
494,DEFB4B,0.1060794999831328
495,DEPDC5,0.25519324289296874
496,DEPTOR,0.015003860109375
497,DHH,0.22562493416406249
498,DHX33,0.11632764608593749
499,DHX58,0.07287262725
500,DIAPH1,0.024748409348820312
501,DISP1,0.155748228671875
502,DKK1,0.03328048204296875
503,DKK2,0.0442913980234375
504,DKK4,0.032735361175781255
505,DLG1,0.15447628629421875
506,DLG2,0.10256811581589062
507,DLG3,0.07367955424132813
508,DLG4,0.04658977708933594
509,DLG5,0.07765203674484375
510,DLL1,0.07554618863281251
511,DLL3,0.07977612849999999
512,DLL4,0.07795027413671875
513,DNM1L,1.0401903184531252
514,DOCK2,0.09822895543842969
515,DOCK4,0.015819860637500002
516,DRD1,0.286448314516635
517,DRD2,1.2050697760866407
518,DRD5,0.2814043210066145
519,DTX1,0.059628983605468755
520,DTX2,0.0878700382578125
521,DTX3,0.0413960476234375
522,DTX3L,0.08077778334374999
523,DTX4,0.068658458953125
524,DUSP1,0.014665410446406249
525,DUSP10,0.10202963675492188
526,DUSP16,0.09425293919898438
527,DUSP2,0.08524218714062501
528,DUSP3,0.04636707127320312
529,DUSP4,0.10518799240085938
530,DUSP5,0.092220873319375
531,DUSP6,0.02134700905296875
532,DUSP7,0.07043343191960938
533,DUSP8,0.05960394825757813
534,DUSP9,0.3087683040083594
535,DVL1,0.7850554047557109
536,DVL2,1.0615493231857032
537,DVL3,0.9811308766929687
538,E2F4,0.11829114216640624
539,E2F5,0.15254229667187502
540,EBAG9,0.0666777535046875
541,ECSIT,0.08374561325
542,EDA,0.07300718376562501
543,EDA2R,0.07054518364062501
544,EDAR,0.11095644353906249
545,EDARADD,0.10398105925000001
546,EDN1,0.7455042625410155
547,EDN2,0.6201239954832812
548,EDN3,0.6056707395208594
549,EDNRA,0.3565373473553125
550,EDNRB,0.20788556429726562
551,EEF2,0.13235983897122702
552,EEF2K,0.539227021346227
553,EFCAB7,0.1462749018359375
554,EFNA1,0.9573869293428126
555,EFNA2,1.2379582131253124
556,EFNA3,0.9024209969368749
557,EFNA4,1.1951254200232033
558,EFNA5,1.0538456784858594
559,EGF,2.8327778441698435
560,EGFR,6.72524133286125
561,EGLN1,0.04576181456171875
562,EGLN2,0.062288851805468747
563,EGLN3,0.03820331355859376
564,EGR1,0.42279654883265483
565,EGR2,0.1721311180703125
566,EGR3,0.15094286089453124
567,EHHADH,0.07319058399609375
568,EI24,0.0117165249671875
569,EIF4B,0.09786939643671874
570,EIF4E,0.5271366369171875
571,EIF4E1B,0.5906701873593749
572,EIF4E2,0.47922894484765627
573,EIF4EBP1,1.3812342356867187
574,ELAVL1,0.2430175889109375
575,ELF5,0.0963226459265625
576,ELK1,0.5729713710169687
577,ELK4,0.11710301583367969
578,ELMO1,0.05715597718504687
579,ELOB,0.014570820831384374
580,ELOC,0.02141604662733672
581,ENAH,0.06297562542594563
582,ENO1,0.03845381067645068
583,ENO2,0.038591001228959095
584,ENO3,0.06920668080859375
585,ENO4,0.07555392658593751
586,EP300,2.8527740489965296
587,EPHA2,3.5545363073302343
588,EPO,0.7066157418671875
589,EPOR,1.1570176927914062
590,ERBB2,2.4518598297506253
591,ERBB3,2.0311161995391407
592,ERBB4,3.425264089593125
593,ERBIN,0.02754181528125
594,EREG,0.6671752957451562
595,ESR1,1.013502133779539
596,ESR2,0.803735714683375
597,ESRRB,0.12787019989062498
598,ETS1,0.0534945398265625
599,ETS2,0.02784180918539062
600,EVC,0.1589719677265625
601,EVC2,0.157776766359375
602,EVL,0.011544703059465734
603,EXOC2,0.1374280311640625
604,EXOC7,0.052971907228906254
605,F2,0.5982006927585937
606,F2R,1.600358900459391
607,F2RL3,0.03519445770373201
608,F3,0.024926363896406248
609,FABP1,0.06982558844140625
610,FABP3,0.032748385758007814
611,FABP4,0.07097363973828125
612,FADD,0.9418597327656251
613,FADS2,0.03832434510304687
614,FARP2,0.03681718562265625
615,FAS,0.22219751244140623
616,FASLG,0.430722013003125
617,FASN,0.0200220170828125
618,FAT4,0.2015386133515625
619,FBP1,0.03821802015625
620,FBP2,0.039582435390625004
621,FBXO25,0.054875001034374996
622,FBXO32,0.05084446207265625
623,FBXW11,0.13549660124362423
624,FCER1A,0.26374569394140623
625,FCER1G,0.4570050074804688
626,FCGR2B,1.1914594330468748
627,FFAR2,0.212986686843125
628,FGF1,1.0625491652995311
629,FGF10,1.631236844492578
630,FGF16,1.6552152668753126
631,FGF17,1.1346363227292968
632,FGF18,1.5648310405203907
633,FGF19,1.6044469861705468
634,FGF2,1.6104984258723438
635,FGF20,1.5774949380489063
636,FGF21,1.6866318878957032
637,FGF22,1.42814864663125
638,FGF23,1.512088580922656
639,FGF3,1.6123140252222656
640,FGF4,1.5874756047221874
641,FGF5,1.6248718000908595
642,FGF6,1.5388639923310157
643,FGF7,1.5555138735452343
644,FGF8,1.5831306088196093
645,FGF9,1.4501110501059375
646,FGFR1,3.2029739180633596
647,FGFR2,2.8886083674766407
648,FGFR3,2.395592819320625
649,FGFR4,3.8431107630309373
650,FGR,0.16249977571617186
651,FHL1,0.03291245390078125
652,FLCN,0.0790692080453125
653,FLNA,0.007211996722890625
654,FLNB,0.01033458636015625
655,FLNC,0.013382444203125
656,FLOT1,0.337681464125
657,FLOT2,0.927443204453125
658,FLT1,3.187904759258203
659,FLT3,2.1602087357609374
660,FLT3LG,0.8550673059905469
661,FLT4,3.275765980446094
662,FMOD,0.0898728395078125
663,FN1,0.22250235876539062
664,FNIP1,0.10359195009140626
665,FNIP2,0.10592755283203126
666,FOS,2.365414316017627
667,FOSB,0.6911061564366954
668,FOSL1,0.8350322465165877
669,FOXO1,2.064937605792062
670,FOXO3,1.6788393427187187
671,FOXO4,1.0739984897472954
672,FOXO6,1.2835685997378663
673,FPR1,0.030799499373090955
674,FRAT1,0.03334568154140625
675,FRAT2,0.03115029051796875
676,FRMD1,0.594392814925
677,FRMD6,0.5717884452570312
678,FRS2,0.1053470751015625
679,FSHB,0.4800052851640625
680,FSHR,0.2960967821904864
681,FST,0.1297845812265625
682,FXYD1,0.040595174257916
683,FXYD2,0.15078719294119036
684,FYB1,0.07247490272265625
685,FYN,0.47188692763984375
686,FZD1,2.6344385613921872
687,FZD10,2.780195013203125
688,FZD2,2.7815385298828126
689,FZD3,2.4601566206914063
690,FZD4,2.5977797239867186
691,FZD5,2.8337459644265626
692,FZD6,2.5831826986882813
693,FZD7,2.7074009630671876
694,FZD8,2.608984129624219
695,FZD9,2.6035797581570312
696,G6PC1,0.8568261224910156
697,G6PC2,0.792105813395836
698,G6PC3,0.5342415315465782
699,GAB1,0.5548433339648438
700,GAB2,0.779500249221875
701,GABARAP,0.3651207680268711
702,GABARAPL1,0.37266932834957817
703,GABARAPL2,0.3735443084418438
704,GABBR1,0.2039320083476641
705,GABBR2,0.2541519064100781
706,GADD45A,0.1706728285899219
707,GADD45B,0.15906167284960937
708,GADD45G,0.17207968894921874
709,GALT,0.1654265826015625
710,GAPDH,0.038411979962254976
711,GAS1,0.124248037453125
712,GATA4,0.1669324303125
713,GCG,0.6415671051015626
714,GCGR,0.38575686806992726
715,GCK,0.10925135643515624
716,GDF5,0.30130565275468746
717,GDF6,0.30542261208515625
718,GDF7,0.3005724254878125
719,GDNF,0.40884416916890626
720,GFAP,0.026794571453787268
721,GH1,0.6232271482742188
722,GH2,0.6354880967523437
723,GHR,1.360155294246875
724,GHRL,0.5889634140252343
725,GHSR,0.2223945161300781
726,GIP,0.4873936962265625
727,GIPR,0.25532813985740344
728,GK,0.07321472858984375
729,GK2,0.0750159916609375
730,GLI1,0.47474364450390627
731,GLI2,0.5852823721007813
732,GLI3,0.5332006239546876
733,GLP1R,0.2704164216400591
734,GNA11,1.058794359338828
735,GNA12,0.8186109527298437
736,GNA13,1.0504147138140625
737,GNA14,0.7387303824531251
738,GNA15,0.8932624978554687
739,GNAI1,3.7315802762467447
740,GNAI2,2.1202118037523414
741,GNAI3,5.0492999406567565
742,GNAL,0.4158100198203125
743,GNAO1,0.8934534191151547
744,GNAQ,3.351481694475938
745,GNAS,1.6929592068985582
746,GNB1,0.8942223142610496
747,GNB2,0.945052779636425
748,GNB3,1.6997973692581656
749,GNB4,2.0570632282376753
750,GNB5,1.352732563193815
751,GNG10,1.5343697526180609
752,GNG11,1.4758999694807144
753,GNG12,2.0104265065648415
754,GNG13,1.8037652716728947
755,GNG2,1.5313071178181228
756,GNG3,0.8731922181146581
757,GNG4,1.9894003863455134
758,GNG5,1.4127025316582382
759,GNG7,1.2048355722158486
760,GNG8,2.214347599339954
761,GNGT1,2.16159166953753
762,GNGT2,2.126069779368591
763,GNRH1,0.06857289796875
764,GNRH2,0.0730576212890625
765,GNRHR,0.29582466374240607
766,GPC4,0.11332664106640625
767,GPER1,0.0064000596648381225
768,GPR119,0.2732684151479231
769,GPR161,0.0403943498671875
770,GPRC6A,0.8156124140625001
771,GRAP2,0.0687076354921875
772,GRB10,0.05146086218671875
773,GRB2,3.071564027339219
774,GREM1,0.355439273578125
775,GREM2,0.3469810939335938
776,GRIA1,0.02388122782265625
777,GRIA2,0.01676803508515625
778,GRIA3,0.020201026648437502
779,GRIA4,0.02273096148125
780,GRIN1,0.011809076751633328
781,GRIN2A,0.02392879840234375
782,GRIN2B,0.03013867104453125
783,GRIN2C,0.023945639223437502
784,GRIN2D,0.049115104805468754
785,GRIN3A,0.031078453048437503
786,GRIN3B,0.029020598333593748
787,GRK1,0.16505774801953124
788,GRK2,0.23482142264375
789,GRK3,0.42366896951875
790,GRK4,0.15428528615234374
791,GRK5,0.1605177060203125
792,GRK6,0.15009308794140624
793,GRK7,0.16468778952578125
794,GRM1,0.7537276523739167
795,GRM2,0.20822064904668824
796,GRM3,0.19146776374601407
797,GRM4,0.24196961469171901
798,GRM5,0.2978502342945504
799,GRM6,0.2453673977270457
800,GRM7,0.32094149835056585
801,GRM8,0.2809255705697333
802,GRPR,0.06788038078515625
803,GSDMD,0.08330120951875
804,GSK3A,0.025442193896875
805,GSK3B,1.7581849509591407
806,GTF2I,0.030408429980468752
807,GTF2IRD1,0.026532308175781248
808,GTSE1,0.016506807015625
809,GYS1,0.3740373482796875
810,GYS2,0.4741759200515625
811,HAMP,0.06861091186226562
812,HBEGF,0.31615094151953127
813,HCAR1,0.21424720297117186
814,HCAR2,0.21024904213265627
815,HCAR3,0.21846795676
816,HCK,0.19910110328382813
817,HDAC1,0.3067094646110156
818,HDAC2,0.26685601893796873
819,HDAC3,0.08485418873289062
820,HDAC4,0.11896946777546874
821,HDAC5,0.07056688848171874
822,HES1,0.034653153035156245
823,HES5,0.037750505765625
824,HEY1,0.03237663835234375
825,HEY2,0.038403807585937505
826,HEYL,0.03723334108984375
827,HGF,1.483563892127031
828,HHAT,1.0
829,HHATL,1.0
830,HHIP,0.18555139254296876
831,HIF1A,0.8122267460582662
832,HJV,0.07071428893359374
833,HK1,0.04859523179311719
834,HK2,0.1016056111953125
835,HK3,0.1035872662421875
836,HKDC1,0.1031143123359375
837,HMGCR,0.10369978705781249
838,HMGCS1,0.0513709012796875
839,HMGCS2,0.0727209195625
840,HMOX1,0.06495794399531249
841,HNF4A,0.4251732084453125
842,HOMER1,0.3806409979375
843,HOMER2,0.4566596876640625
844,HOMER3,0.387856796828125
845,HRAS,3.0119388034529444
846,HRC,0.3235982911132812
847,HRH1,0.0578998890703125
