From,To,Hop,SignalingPath,SpNotation,Attention
6,1756,hop1,PPAR signaling pathway,sp29,0.009619257194444444
6,1757,hop1,PPAR signaling pathway,sp29,0.008652019498148148
6,1758,hop1,PPAR signaling pathway,sp29,0.020018001092592594
7,1524,hop1,PPAR signaling pathway,sp29,0.017480445148148147
7,1524,hop1,cAMP signaling pathway,sp45,0.015993451416666665
7,1525,hop1,PPAR signaling pathway,sp29,0.011826935027777777
7,1756,hop1,PPAR signaling pathway,sp29,0.011184564124074073
7,1757,hop1,PPAR signaling pathway,sp29,0.01022123299074074
7,1758,hop1,PPAR signaling pathway,sp29,0.018000601268518518
8,1524,hop1,PPAR signaling pathway,sp29,0.018678254166666665
8,1525,hop1,PPAR signaling pathway,sp29,0.012224436037037037
8,1756,hop1,PPAR signaling pathway,sp29,0.011554006112962964
8,1757,hop1,PPAR signaling pathway,sp29,0.010514820864814815
8,1758,hop1,PPAR signaling pathway,sp29,0.01879399887037037
9,1524,hop1,PPAR signaling pathway,sp29,0.018616725185185184
9,1524,hop1,cAMP signaling pathway,sp45,0.01814333885185185
9,1525,hop1,PPAR signaling pathway,sp29,0.012347382009259259
9,1756,hop1,PPAR signaling pathway,sp29,0.011655239048148148
9,1757,hop1,PPAR signaling pathway,sp29,0.010657461425925926
9,1758,hop1,PPAR signaling pathway,sp29,0.018856212814814817
10,1524,hop1,PPAR signaling pathway,sp29,0.019765049592592593
10,1526,hop1,PPAR signaling pathway,sp29,0.02151365548148148
10,1756,hop1,PPAR signaling pathway,sp29,0.00916771662037037
10,1757,hop1,PPAR signaling pathway,sp29,0.008181010866666666
10,1758,hop1,PPAR signaling pathway,sp29,0.02014407330555556
11,1524,hop1,PPAR signaling pathway,sp29,0.018862629129629632
11,1526,hop1,PPAR signaling pathway,sp29,0.01976504777777778
11,1756,hop1,PPAR signaling pathway,sp29,0.012208962990740741
11,1757,hop1,PPAR signaling pathway,sp29,0.01116095839074074
11,1758,hop1,PPAR signaling pathway,sp29,0.01832421788888889
12,1524,hop1,PPAR signaling pathway,sp29,0.019111641648148145
12,1526,hop1,PPAR signaling pathway,sp29,0.020702376666666664
12,1756,hop1,PPAR signaling pathway,sp29,0.01073456829074074
12,1757,hop1,PPAR signaling pathway,sp29,0.009778442864814815
12,1758,hop1,PPAR signaling pathway,sp29,0.019364023342592594
13,1524,hop1,PPAR signaling pathway,sp29,0.019732984259259262
13,1526,hop1,PPAR signaling pathway,sp29,0.02146862224074074
13,1756,hop1,PPAR signaling pathway,sp29,0.009410524501851853
13,1757,hop1,PPAR signaling pathway,sp29,0.008337324148148148
13,1758,hop1,PPAR signaling pathway,sp29,0.020102881527777776
14,1524,hop1,PPAR signaling pathway,sp29,0.018997631
14,1526,hop1,PPAR signaling pathway,sp29,0.02030261912962963
14,1756,hop1,PPAR signaling pathway,sp29,0.011173520998148148
14,1757,hop1,PPAR signaling pathway,sp29,0.010276445231481482
14,1758,hop1,PPAR signaling pathway,sp29,0.0192065925
15,1524,hop1,PPAR signaling pathway,sp29,0.018579756111111113
15,1526,hop1,PPAR signaling pathway,sp29,0.02000520288888889
15,1756,hop1,PPAR signaling pathway,sp29,0.01158096617037037
15,1757,hop1,PPAR signaling pathway,sp29,0.0105284803
15,1758,hop1,PPAR signaling pathway,sp29,0.018616905814814816
16,1524,hop1,PPAR signaling pathway,sp29,0.019660673481481483
16,1526,hop1,PPAR signaling pathway,sp29,0.02138333962962963
16,1756,hop1,PPAR signaling pathway,sp29,0.009576966418518518
16,1757,hop1,PPAR signaling pathway,sp29,0.008561673803703703
16,1758,hop1,PPAR signaling pathway,sp29,0.020040053166666665
17,1837,hop1,Apelin signaling pathway,sp4,0.05892591918518519
17,1837,hop1,Relaxin signaling pathway,sp35,0.0637248889074074
17,1838,hop1,Apelin signaling pathway,sp4,0.061296924055555556
17,1839,hop1,Apelin signaling pathway,sp4,0.05967013022222222
18,333,hop1,Rap1 signaling pathway,sp33,0.012014737427777778
18,581,hop1,Rap1 signaling pathway,sp33,0.043846086444444446
18,602,hop1,Rap1 signaling pathway,sp33,0.001151188252962963
18,1289,hop1,Oxytocin signaling pathway,sp27,0.00013066975113796298
18,1290,hop1,Oxytocin signaling pathway,sp27,0.003107742412037037
18,1291,hop1,Oxytocin signaling pathway,sp27,0.04233522564814814
18,1433,hop1,Rap1 signaling pathway,sp33,0.005298898737037037
18,1434,hop1,Rap1 signaling pathway,sp33,0.003462975904814815
18,1435,hop1,Rap1 signaling pathway,sp33,0.08674419948148149
18,1436,hop1,Rap1 signaling pathway,sp33,0.07312345557407407
18,1709,hop1,Rap1 signaling pathway,sp33,0.006305466259259259
18,1894,hop1,Hippo signaling pathway,sp17,0.059366935037037036
18,1958,hop1,Thyroid hormone signaling pathway,sp41,0.0012382519066666668
18,2039,hop1,Rap1 signaling pathway,sp33,0.04827006512962963
19,333,hop1,Rap1 signaling pathway,sp33,0.012017347242592593
19,581,hop1,Rap1 signaling pathway,sp33,0.043850163666666664
19,602,hop1,Rap1 signaling pathway,sp33,0.0011516288605555554
19,1289,hop1,Oxytocin signaling pathway,sp27,0.00013088462548333334
19,1290,hop1,Oxytocin signaling pathway,sp27,0.003109538252037037
19,1291,hop1,Oxytocin signaling pathway,sp27,0.042341700629629636
19,1433,hop1,Rap1 signaling pathway,sp33,0.005300294745185185
19,1434,hop1,Rap1 signaling pathway,sp33,0.0034644994496296293
19,1435,hop1,Rap1 signaling pathway,sp33,0.08674894
19,1436,hop1,Rap1 signaling pathway,sp33,0.07312825551851852
19,1709,hop1,Rap1 signaling pathway,sp33,0.006306977637037037
19,1894,hop1,Hippo signaling pathway,sp17,0.05937104474074074
19,1958,hop1,Thyroid hormone signaling pathway,sp41,0.001238388305462963
19,2039,hop1,Rap1 signaling pathway,sp33,0.04827423031481482
20,23,hop1,TGF-beta signaling pathway,sp39,0.013750080342592593
20,154,hop1,TGF-beta signaling pathway,sp39,0.013342172222222223
20,176,hop1,TGF-beta signaling pathway,sp39,0.015149619999999999
20,177,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.04708395742592592
20,177,hop1,TGF-beta signaling pathway,sp39,0.013961960046296296
20,179,hop1,TGF-beta signaling pathway,sp39,0.019695462944444443
20,185,hop1,TGF-beta signaling pathway,sp39,0.011884012074074073
20,832,hop1,TGF-beta signaling pathway,sp39,0.017734932925925925
20,975,hop1,TGF-beta signaling pathway,sp39,0.013562409601851852
20,1202,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.03394691135185185
20,1204,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.015969506666666664
20,1205,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.027359986148148146
20,1206,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.04206677718518518
20,1207,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.03737471940740741
20,1209,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.004022618896296296
20,1311,hop1,TGF-beta signaling pathway,sp39,0.009740924435185185
20,1704,hop1,TGF-beta signaling pathway,sp39,0.006360904131481482
20,1705,hop1,TGF-beta signaling pathway,sp39,0.012179702018518519
20,1836,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.04186639394444445
20,1836,hop1,TGF-beta signaling pathway,sp39,0.01243150588888889
20,1837,hop1,TGF-beta signaling pathway,sp39,0.011904706555555556
20,1838,hop1,TGF-beta signaling pathway,sp39,0.01311684275925926
20,1840,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.04263812461111111
20,1840,hop1,TGF-beta signaling pathway,sp39,0.012653157444444443
20,1843,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.047847569962962966
20,1843,hop1,TGF-beta signaling pathway,sp39,0.014252748833333332
21,154,hop1,TGF-beta signaling pathway,sp39,0.02317124090740741
21,974,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07210834355555555
21,975,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07086708611111112
21,976,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07414602351851851
21,977,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07535209666666667
21,1337,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.0778183430925926
21,1837,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.057003716759259256
21,1837,hop1,TGF-beta signaling pathway,sp39,0.018848935685185184
21,1838,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.06192768287037037
21,1838,hop1,TGF-beta signaling pathway,sp39,0.02050087751851852
22,974,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07388138651851851
22,975,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07511075201851851
22,976,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.0719998702962963
22,977,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.08000602922222223
22,1337,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07279659314814814
22,1837,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.0663394695925926
22,1837,hop1,TGF-beta signaling pathway,sp39,0.022176351740740743
22,1838,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07565283955555556
22,1838,hop1,TGF-beta signaling pathway,sp39,0.025348858648148148
23,20,hop1,TGF-beta signaling pathway,sp39,0.014481543666666666
23,183,hop1,TGF-beta signaling pathway,sp39,0.014817922564814814
23,184,hop1,TGF-beta signaling pathway,sp39,0.0179530105
23,974,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.0734338765925926
23,974,hop1,TGF-beta signaling pathway,sp39,0.015026317749999999
23,975,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07203799287037037
23,975,hop1,TGF-beta signaling pathway,sp39,0.014715913842592592
23,976,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07340947881481481
23,976,hop1,TGF-beta signaling pathway,sp39,0.015016782259259261
23,977,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07561377718518518
23,977,hop1,TGF-beta signaling pathway,sp39,0.01547316
23,1337,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07575177653703705
23,1337,hop1,TGF-beta signaling pathway,sp39,0.015480190416666666
23,1837,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.06691075420370371
23,1838,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.06953190975925926
24,974,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07440239885185186
24,974,hop1,TGF-beta signaling pathway,sp39,0.030241250925925927
24,975,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07293909781481481
24,975,hop1,TGF-beta signaling pathway,sp39,0.02955569135185185
24,976,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07385307151851851
24,976,hop1,TGF-beta signaling pathway,sp39,0.030056049462962964
24,977,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07649897203703704
24,977,hop1,TGF-beta signaling pathway,sp39,0.031085107925925923
24,1337,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07469960888888888
24,1337,hop1,TGF-beta signaling pathway,sp39,0.03037733468518519
24,1837,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.06779891292592592
24,1838,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07190429344444445
25,1342,hop1,Notch signaling pathway,sp26,0.017161352537037038
25,1343,hop1,Notch signaling pathway,sp26,0.021981912722222222
25,1344,hop1,Notch signaling pathway,sp26,0.017284592805555558
25,1345,hop1,Notch signaling pathway,sp26,0.01417633275925926
26,220,hop1,Calcium signaling pathway,sp7,4.014240471706852e-05
26,220,hop1,Rap1 signaling pathway,sp33,9.523090052148148e-05
26,220,hop1,cAMP signaling pathway,sp45,2.4137341618074072e-05
26,221,hop1,Calcium signaling pathway,sp7,3.4946769085826094e-06
26,221,hop1,Rap1 signaling pathway,sp33,8.282235371226862e-06
26,221,hop1,cAMP signaling pathway,sp45,2.1400456418718003e-06
26,222,hop1,Calcium signaling pathway,sp7,7.298377468462331e-05
26,222,hop1,Rap1 signaling pathway,sp33,0.00017284526193029113
26,222,hop1,cAMP signaling pathway,sp45,4.3932059937807266e-05
26,223,hop1,Calcium signaling pathway,sp7,0.024163409203703703
26,223,hop1,Rap1 signaling pathway,sp33,0.053132460944444446
26,223,hop1,cAMP signaling pathway,sp45,0.013374156231481481
26,224,hop1,Calcium signaling pathway,sp7,0.01757704423148148
26,224,hop1,Rap1 signaling pathway,sp33,0.03859860409259259
26,224,hop1,cAMP signaling pathway,sp45,0.00987480750925926
26,225,hop1,Calcium signaling pathway,sp7,0.023710860925925923
26,225,hop1,Rap1 signaling pathway,sp33,0.05212897831481481
26,225,hop1,cAMP signaling pathway,sp45,0.013133323129629629
26,226,hop1,Calcium signaling pathway,sp7,0.019978628888888888
26,226,hop1,Rap1 signaling pathway,sp33,0.04392088257407407
26,226,hop1,cAMP signaling pathway,sp45,0.011175610314814814
26,230,hop1,cAMP signaling pathway,sp45,0.0005715457437611111
26,231,hop1,cAMP signaling pathway,sp45,0.0002475970448460593
26,232,hop1,cAMP signaling pathway,sp45,0.00868409850925926
26,233,hop1,cAMP signaling pathway,sp45,0.0007395681874074073
26,234,hop1,cAMP signaling pathway,sp45,0.011683885972222221
26,739,hop1,Apelin signaling pathway,sp4,0.01240338813888889
26,739,hop1,Chemokine signaling pathway,sp8,0.006092751812962962
26,739,hop1,Oxytocin signaling pathway,sp27,0.01685569115740741
26,739,hop1,Relaxin signaling pathway,sp35,0.016429599870370373
26,739,hop1,cAMP signaling pathway,sp45,0.008612311533333333
26,740,hop1,Apelin signaling pathway,sp4,0.0014920306625925926
26,740,hop1,Chemokine signaling pathway,sp8,0.0007426594311111111
26,740,hop1,Oxytocin signaling pathway,sp27,0.0020776206564814817
26,740,hop1,Relaxin signaling pathway,sp35,0.001998076725925926
26,740,hop1,cAMP signaling pathway,sp45,0.0010692468598148149
26,741,hop1,Apelin signaling pathway,sp4,0.02307099764814815
26,741,hop1,Chemokine signaling pathway,sp8,0.010456894027777778
26,741,hop1,Oxytocin signaling pathway,sp27,0.02913788490740741
26,741,hop1,Relaxin signaling pathway,sp35,0.029562550185185187
26,741,hop1,cAMP signaling pathway,sp45,0.015097669231481481
26,742,hop1,Calcium signaling pathway,sp7,0.016446162203703703
26,743,hop1,Oxytocin signaling pathway,sp27,0.0019325895085185185
26,743,hop1,Relaxin signaling pathway,sp35,0.0018873065018518518
26,745,hop1,Calcium signaling pathway,sp7,4.580716303878638e-07
26,745,hop1,Estrogen signaling pathway,sp10,1.1033499099651186e-06
26,745,hop1,GnRH signaling pathway,sp14,2.1012277139603274e-06
26,745,hop1,Oxytocin signaling pathway,sp27,5.105246825633638e-07
26,745,hop1,Phospholipase D signaling pathway,sp30,6.101310919831876e-07
26,745,hop1,Rap1 signaling pathway,sp33,1.0974614369812686e-06
26,745,hop1,Relaxin signaling pathway,sp35,5.118285190403633e-07
26,745,hop1,cAMP signaling pathway,sp45,2.821314674632532e-07
26,746,hop1,Apelin signaling pathway,sp4,0.0009688358397222222
26,747,hop1,Apelin signaling pathway,sp4,0.0014796055653703705
26,748,hop1,Apelin signaling pathway,sp4,0.011687629925925926
26,749,hop1,Apelin signaling pathway,sp4,0.018938243833333333
26,750,hop1,Apelin signaling pathway,sp4,0.007040239809259259
26,751,hop1,Apelin signaling pathway,sp4,0.009753544250000001
26,752,hop1,Apelin signaling pathway,sp4,0.008568232198148147
26,753,hop1,Apelin signaling pathway,sp4,0.017037884592592593
26,754,hop1,Apelin signaling pathway,sp4,0.014179094694444443
26,755,hop1,Apelin signaling pathway,sp4,0.010270785916666667
26,756,hop1,Apelin signaling pathway,sp4,0.0009038884722037037
26,757,hop1,Apelin signaling pathway,sp4,0.018217082074074072
26,758,hop1,Apelin signaling pathway,sp4,0.007809635425925926
26,759,hop1,Apelin signaling pathway,sp4,0.004344844274074074
26,760,hop1,Apelin signaling pathway,sp4,0.02134066440740741
26,761,hop1,Apelin signaling pathway,sp4,0.01735684898148148
26,762,hop1,Apelin signaling pathway,sp4,0.02032334935185185
26,1581,hop1,Chemokine signaling pathway,sp8,0.00209058585
26,1582,hop1,Chemokine signaling pathway,sp8,0.0026860886925925923
26,1583,hop1,Chemokine signaling pathway,sp8,0.009434625268518518
26,1593,hop1,Estrogen signaling pathway,sp10,0.04646054424074074
27,739,hop1,Apelin signaling pathway,sp4,0.015666020472222222
27,740,hop1,Apelin signaling pathway,sp4,0.001812307135
27,741,hop1,Apelin signaling pathway,sp4,0.03055441275925926
27,746,hop1,Apelin signaling pathway,sp4,0.001142599305925926
27,747,hop1,Apelin signaling pathway,sp4,0.0017658681835185184
27,748,hop1,Apelin signaling pathway,sp4,0.01214754762037037
27,749,hop1,Apelin signaling pathway,sp4,0.016562335074074074
27,750,hop1,Apelin signaling pathway,sp4,0.008425036266666667
27,751,hop1,Apelin signaling pathway,sp4,0.01091482825925926
27,752,hop1,Apelin signaling pathway,sp4,0.009733263187037036
27,753,hop1,Apelin signaling pathway,sp4,0.015114006453703702
27,754,hop1,Apelin signaling pathway,sp4,0.013588829407407408
27,755,hop1,Apelin signaling pathway,sp4,0.011148939383333334
27,756,hop1,Apelin signaling pathway,sp4,0.0010242287920296297
27,757,hop1,Apelin signaling pathway,sp4,0.01618822824074074
27,758,hop1,Apelin signaling pathway,sp4,0.009100809405555556
27,759,hop1,Apelin signaling pathway,sp4,0.005334633436481482
27,760,hop1,Apelin signaling pathway,sp4,0.018287428259259258
27,761,hop1,Apelin signaling pathway,sp4,0.036166701092592596
27,762,hop1,Apelin signaling pathway,sp4,0.01675645740740741
28,220,hop1,Rap1 signaling pathway,sp33,8.07251628937963e-05
28,220,hop1,cAMP signaling pathway,sp45,2.038841549493148e-05
28,221,hop1,Rap1 signaling pathway,sp33,8.003252663403611e-06
28,221,hop1,cAMP signaling pathway,sp45,2.085838460174229e-06
28,222,hop1,Rap1 signaling pathway,sp33,0.0001559373214756068
28,222,hop1,cAMP signaling pathway,sp45,3.9245208550053794e-05
28,223,hop1,Rap1 signaling pathway,sp33,0.054782551962962965
28,223,hop1,cAMP signaling pathway,sp45,0.012557873361111112
28,224,hop1,Rap1 signaling pathway,sp33,0.03737302264814815
28,224,hop1,cAMP signaling pathway,sp45,0.008672257831481482
28,225,hop1,Rap1 signaling pathway,sp33,0.05407508088888889
28,225,hop1,cAMP signaling pathway,sp45,0.012365681472222223
28,226,hop1,Rap1 signaling pathway,sp33,0.044814561740740735
28,226,hop1,cAMP signaling pathway,sp45,0.01024915963888889
28,230,hop1,cAMP signaling pathway,sp45,0.00046635727894444445
28,231,hop1,cAMP signaling pathway,sp45,0.00020894306424876352
28,232,hop1,cAMP signaling pathway,sp45,0.00770473792037037
28,233,hop1,cAMP signaling pathway,sp45,0.000660930994537037
28,234,hop1,cAMP signaling pathway,sp45,0.010476478407407407
28,739,hop1,Apelin signaling pathway,sp4,0.012491797537037037
28,739,hop1,Chemokine signaling pathway,sp8,0.0061943894351851846
28,739,hop1,Oxytocin signaling pathway,sp27,0.01637034888888889
28,739,hop1,Relaxin signaling pathway,sp35,0.016172488481481482
28,739,hop1,cAMP signaling pathway,sp45,0.008027805946296297
28,740,hop1,Apelin signaling pathway,sp4,0.001421473214814815
28,740,hop1,Chemokine signaling pathway,sp8,0.0007063452383333334
28,740,hop1,Oxytocin signaling pathway,sp27,0.0019462216387037036
28,740,hop1,Relaxin signaling pathway,sp35,0.001876703837962963
28,740,hop1,cAMP signaling pathway,sp45,0.000983892282037037
28,741,hop1,Apelin signaling pathway,sp4,0.03155325933333333
28,741,hop1,Chemokine signaling pathway,sp8,0.014784575433333334
28,741,hop1,Oxytocin signaling pathway,sp27,0.03898721694444445
28,741,hop1,Relaxin signaling pathway,sp35,0.03979055692592593
28,741,hop1,cAMP signaling pathway,sp45,0.018881396453703705
28,742,hop1,Calcium signaling pathway,sp7,0.03361061487037037
28,743,hop1,Oxytocin signaling pathway,sp27,0.0017344080203703703
28,743,hop1,Relaxin signaling pathway,sp35,0.0016863338687037035
28,745,hop1,Calcium signaling pathway,sp7,7.227616932012365e-07
28,745,hop1,Estrogen signaling pathway,sp10,9.39790496475933e-07
28,745,hop1,Glucagon signaling pathway,sp13,7.8085569748199e-06
28,745,hop1,GnRH signaling pathway,sp14,1.764142320685476e-06
28,745,hop1,Oxytocin signaling pathway,sp27,4.614719334245544e-07
28,745,hop1,Phospholipase D signaling pathway,sp30,5.483897627851757e-07
28,745,hop1,Rap1 signaling pathway,sp33,9.437997973321579e-07
28,745,hop1,Relaxin signaling pathway,sp35,4.427408353019586e-07
28,745,hop1,cAMP signaling pathway,sp45,2.4930530939227703e-07
28,746,hop1,Apelin signaling pathway,sp4,0.0008743854507407408
28,747,hop1,Apelin signaling pathway,sp4,0.0013818183596296298
28,748,hop1,Apelin signaling pathway,sp4,0.01078204274074074
28,749,hop1,Apelin signaling pathway,sp4,0.017836706824074074
28,750,hop1,Apelin signaling pathway,sp4,0.006571295768518519
28,751,hop1,Apelin signaling pathway,sp4,0.00900080951111111
28,752,hop1,Apelin signaling pathway,sp4,0.007810636094444445
28,753,hop1,Apelin signaling pathway,sp4,0.01589396299074074
28,754,hop1,Apelin signaling pathway,sp4,0.013179438296296296
28,755,hop1,Apelin signaling pathway,sp4,0.009549442766666668
28,756,hop1,Apelin signaling pathway,sp4,0.0007592067656277778
28,757,hop1,Apelin signaling pathway,sp4,0.017255011824074074
28,758,hop1,Apelin signaling pathway,sp4,0.007102615620370371
28,759,hop1,Apelin signaling pathway,sp4,0.004000307148703704
28,760,hop1,Apelin signaling pathway,sp4,0.020589724462962963
28,761,hop1,Apelin signaling pathway,sp4,0.03019072675925926
28,762,hop1,Apelin signaling pathway,sp4,0.019173546166666666
28,1581,hop1,Chemokine signaling pathway,sp8,0.001901155805925926
28,1582,hop1,Chemokine signaling pathway,sp8,0.002480143448148148
28,1583,hop1,Chemokine signaling pathway,sp8,0.009108010120370371
28,1593,hop1,Estrogen signaling pathway,sp10,0.042668327222222226
29,220,hop1,Calcium signaling pathway,sp7,3.533776524601852e-05
29,220,hop1,Rap1 signaling pathway,sp33,8.28921673562963e-05
29,220,hop1,cAMP signaling pathway,sp45,2.1356240871157404e-05
29,221,hop1,Calcium signaling pathway,sp7,3.184913130334089e-06
29,221,hop1,Rap1 signaling pathway,sp33,7.503123924849111e-06
29,221,hop1,cAMP signaling pathway,sp45,1.953757786551174e-06
29,222,hop1,Calcium signaling pathway,sp7,6.529082510419622e-05
29,222,hop1,Rap1 signaling pathway,sp33,0.00015357436188334893
29,222,hop1,cAMP signaling pathway,sp45,3.9312757849976336e-05
29,223,hop1,Calcium signaling pathway,sp7,0.024293505796296296
29,223,hop1,Rap1 signaling pathway,sp33,0.05321717511111111
29,223,hop1,cAMP signaling pathway,sp45,0.013359690324074074
29,224,hop1,Calcium signaling pathway,sp7,0.017654712870370372
29,224,hop1,Rap1 signaling pathway,sp33,0.03862610568518519
29,224,hop1,cAMP signaling pathway,sp45,0.009852345
