From,To,Hop,SignalingPath,SpNotation,Attention
ACADM,RXRA,hop1,PPAR signaling pathway,sp29,0.0101842780578125
ACADM,RXRB,hop1,PPAR signaling pathway,sp29,0.0081589774984375
ACADM,RXRG,hop1,PPAR signaling pathway,sp29,0.02133797903125
ACOX1,PPARA,hop1,PPAR signaling pathway,sp29,0.017905956375
ACOX1,PPARA,hop1,cAMP signaling pathway,sp45,0.0164517854296875
ACOX1,PPARD,hop1,PPAR signaling pathway,sp29,0.01183596471875
ACOX1,RXRA,hop1,PPAR signaling pathway,sp29,0.011936282453125
ACOX1,RXRB,hop1,PPAR signaling pathway,sp29,0.00987453540625
ACOX1,RXRG,hop1,PPAR signaling pathway,sp29,0.018908293515625
ACOX2,PPARA,hop1,PPAR signaling pathway,sp29,0.019263283125
ACOX2,PPARD,hop1,PPAR signaling pathway,sp29,0.0123131811484375
ACOX2,RXRA,hop1,PPAR signaling pathway,sp29,0.012434427390625
ACOX2,RXRB,hop1,PPAR signaling pathway,sp29,0.01022160355
ACOX2,RXRG,hop1,PPAR signaling pathway,sp29,0.01985947384375
ACOX3,PPARA,hop1,PPAR signaling pathway,sp29,0.019190752671875
ACOX3,PPARA,hop1,cAMP signaling pathway,sp45,0.018874570640625
ACOX3,PPARD,hop1,PPAR signaling pathway,sp29,0.0122841156953125
ACOX3,RXRA,hop1,PPAR signaling pathway,sp29,0.012386549703125
ACOX3,RXRB,hop1,PPAR signaling pathway,sp29,0.0102225856609375
ACOX3,RXRG,hop1,PPAR signaling pathway,sp29,0.019773019859375
ACSBG1,PPARA,hop1,PPAR signaling pathway,sp29,0.020561461906250002
ACSBG1,PPARG,hop1,PPAR signaling pathway,sp29,0.021691918484375
ACSBG1,RXRA,hop1,PPAR signaling pathway,sp29,0.009936370171875
ACSBG1,RXRB,hop1,PPAR signaling pathway,sp29,0.0078243042109375
ACSBG1,RXRG,hop1,PPAR signaling pathway,sp29,0.02142956440625
ACSBG2,PPARA,hop1,PPAR signaling pathway,sp29,0.01927776540625
ACSBG2,PPARG,hop1,PPAR signaling pathway,sp29,0.019928387921875
ACSBG2,RXRA,hop1,PPAR signaling pathway,sp29,0.013088673671875
ACSBG2,RXRB,hop1,PPAR signaling pathway,sp29,0.0107966354296875
ACSBG2,RXRG,hop1,PPAR signaling pathway,sp29,0.018890285546875
ACSL1,PPARA,hop1,PPAR signaling pathway,sp29,0.0198750210625
ACSL1,PPARG,hop1,PPAR signaling pathway,sp29,0.020951783671875
ACSL1,RXRA,hop1,PPAR signaling pathway,sp29,0.01130969303125
ACSL1,RXRB,hop1,PPAR signaling pathway,sp29,0.0092575391453125
ACSL1,RXRG,hop1,PPAR signaling pathway,sp29,0.02062754125
ACSL3,PPARA,hop1,PPAR signaling pathway,sp29,0.020554176640625
ACSL3,PPARG,hop1,PPAR signaling pathway,sp29,0.021676529171875
ACSL3,RXRA,hop1,PPAR signaling pathway,sp29,0.0100417574359375
ACSL3,RXRB,hop1,PPAR signaling pathway,sp29,0.0078400618734375
ACSL3,RXRG,hop1,PPAR signaling pathway,sp29,0.021422092359375
ACSL4,PPARA,hop1,PPAR signaling pathway,sp29,0.019712171234375
ACSL4,PPARG,hop1,PPAR signaling pathway,sp29,0.020731471390625
ACSL4,RXRA,hop1,PPAR signaling pathway,sp29,0.01167384628125
ACSL4,RXRB,hop1,PPAR signaling pathway,sp29,0.009640078473437499
ACSL4,RXRG,hop1,PPAR signaling pathway,sp29,0.020444103421875
ACSL5,PPARA,hop1,PPAR signaling pathway,sp29,0.01919605175
ACSL5,PPARG,hop1,PPAR signaling pathway,sp29,0.020179841796875
ACSL5,RXRA,hop1,PPAR signaling pathway,sp29,0.01232256021875
ACSL5,RXRB,hop1,PPAR signaling pathway,sp29,0.0101208749453125
ACSL5,RXRG,hop1,PPAR signaling pathway,sp29,0.019667531296875
ACSL6,PPARA,hop1,PPAR signaling pathway,sp29,0.020501269390625
ACSL6,PPARG,hop1,PPAR signaling pathway,sp29,0.021620014671875
ACSL6,RXRA,hop1,PPAR signaling pathway,sp29,0.010139849565625
ACSL6,RXRB,hop1,PPAR signaling pathway,sp29,0.008058061925
ACSL6,RXRG,hop1,PPAR signaling pathway,sp29,0.0213567657734375
ACTA2,SMAD2,hop1,Apelin signaling pathway,sp4,0.05906720565625
ACTA2,SMAD2,hop1,Relaxin signaling pathway,sp35,0.063205889
ACTA2,SMAD3,hop1,Apelin signaling pathway,sp4,0.06032369121875
ACTA2,SMAD4,hop1,Apelin signaling pathway,sp4,0.060837060265625
ACTB,CDC42,hop1,Rap1 signaling pathway,sp33,0.0091377697015625
ACTB,ENAH,hop1,Rap1 signaling pathway,sp33,0.046560704234375
ACTB,EVL,hop1,Rap1 signaling pathway,sp33,0.00070903595734375
ACTB,MYL6,hop1,Oxytocin signaling pathway,sp27,3.46698328421875e-05
ACTB,MYL6B,hop1,Oxytocin signaling pathway,sp27,0.00206170395078125
ACTB,MYL9,hop1,Oxytocin signaling pathway,sp27,0.04304635715625
ACTB,PFN1,hop1,Rap1 signaling pathway,sp33,0.00436785672375
ACTB,PFN2,hop1,Rap1 signaling pathway,sp33,0.00172311279640625
ACTB,PFN3,hop1,Rap1 signaling pathway,sp33,0.08868201434375
ACTB,PFN4,hop1,Rap1 signaling pathway,sp33,0.074886190265625
ACTB,RHOA,hop1,Rap1 signaling pathway,sp33,0.0053490980546875
ACTB,STK3,hop1,Hippo signaling pathway,sp17,0.059722265578125
ACTB,THRA,hop1,Thyroid hormone signaling pathway,sp41,0.00107076317984375
ACTB,VASP,hop1,Rap1 signaling pathway,sp33,0.048880374734375
ACTG1,CDC42,hop1,Rap1 signaling pathway,sp33,0.009138827134375
ACTG1,ENAH,hop1,Rap1 signaling pathway,sp33,0.0465623935
ACTG1,EVL,hop1,Rap1 signaling pathway,sp33,0.000709281395
ACTG1,MYL6,hop1,Oxytocin signaling pathway,sp27,3.471400401859375e-05
ACTG1,MYL6B,hop1,Oxytocin signaling pathway,sp27,0.00206260228984375
ACTG1,MYL9,hop1,Oxytocin signaling pathway,sp27,0.04304893103125
ACTG1,PFN1,hop1,Rap1 signaling pathway,sp33,0.004368333061328125
ACTG1,PFN2,hop1,Rap1 signaling pathway,sp33,0.0017238285246875
ACTG1,PFN3,hop1,Rap1 signaling pathway,sp33,0.088684024796875
ACTG1,PFN4,hop1,Rap1 signaling pathway,sp33,0.07488814025
ACTG1,RHOA,hop1,Rap1 signaling pathway,sp33,0.005349615153125
ACTG1,STK3,hop1,Hippo signaling pathway,sp17,0.059723897171875
ACTG1,THRA,hop1,Thyroid hormone signaling pathway,sp41,0.0010708283803125
ACTG1,VASP,hop1,Rap1 signaling pathway,sp33,0.048881997109375
ACVR1,ACVR2A,hop1,TGF-beta signaling pathway,sp39,0.0136983425859375
ACVR1,BAMBI,hop1,TGF-beta signaling pathway,sp39,0.0134843924765625
ACVR1,BMP2,hop1,TGF-beta signaling pathway,sp39,0.0152293787890625
ACVR1,BMP4,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.047797505921875
ACVR1,BMP4,hop1,TGF-beta signaling pathway,sp39,0.01405498503125
ACVR1,BMP6,hop1,TGF-beta signaling pathway,sp39,0.019668635890625
ACVR1,BMPR2,hop1,TGF-beta signaling pathway,sp39,0.01154625875
ACVR1,HJV,hop1,TGF-beta signaling pathway,sp39,0.017880842671875
ACVR1,INHBB,hop1,TGF-beta signaling pathway,sp39,0.0138019603515625
ACVR1,MAPK1,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.03275837053125
ACVR1,MAPK11,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.015106863
ACVR1,MAPK12,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.026673648296875
ACVR1,MAPK13,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.041514664796875
ACVR1,MAPK14,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.03722629334375
ACVR1,MAPK3,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.0033840477328125
ACVR1,NEO1,hop1,TGF-beta signaling pathway,sp39,0.009824954984375
ACVR1,RGMA,hop1,TGF-beta signaling pathway,sp39,0.0064771634421875
ACVR1,RGMB,hop1,TGF-beta signaling pathway,sp39,0.012029039140625
ACVR1,SMAD1,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.042181441984375
ACVR1,SMAD1,hop1,TGF-beta signaling pathway,sp39,0.0124168328984375
ACVR1,SMAD2,hop1,TGF-beta signaling pathway,sp39,0.0118815953046875
ACVR1,SMAD3,hop1,TGF-beta signaling pathway,sp39,0.0125826283984375
ACVR1,SMAD5,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.04348834428125
ACVR1,SMAD5,hop1,TGF-beta signaling pathway,sp39,0.012797101015625
ACVR1,SMAD9,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.04871229478125
ACVR1,SMAD9,hop1,TGF-beta signaling pathway,sp39,0.01438781315625
ACVR1B,BAMBI,hop1,TGF-beta signaling pathway,sp39,0.02365839675
ACVR1B,INHBA,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.070738377765625
ACVR1B,INHBB,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07177315521875
ACVR1B,INHBC,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.074637000734375
ACVR1B,INHBE,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.075861390640625
ACVR1B,NODAL,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07838010340625
ACVR1B,SMAD2,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.05692043184375
ACVR1B,SMAD2,hop1,TGF-beta signaling pathway,sp39,0.0189995459375
ACVR1B,SMAD3,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.05939310559375
ACVR1B,SMAD3,hop1,TGF-beta signaling pathway,sp39,0.019833683890625
ACVR1C,INHBA,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.072979969328125
ACVR1C,INHBB,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.076185687875
ACVR1C,INHBC,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.0725023376875
ACVR1C,INHBE,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.08079785190625
ACVR1C,NODAL,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07329898921875
ACVR1C,SMAD2,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.06636349225
ACVR1C,SMAD2,hop1,TGF-beta signaling pathway,sp39,0.022330473390625
ACVR1C,SMAD3,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07289012209375
ACVR1C,SMAD3,hop1,TGF-beta signaling pathway,sp39,0.024579175421875
ACVR2A,ACVR1,hop1,TGF-beta signaling pathway,sp39,0.014450314
ACVR2A,BMPR1A,hop1,TGF-beta signaling pathway,sp39,0.014927945890625
ACVR2A,BMPR1B,hop1,TGF-beta signaling pathway,sp39,0.0181805115390625
ACVR2A,INHBA,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.072399538515625
ACVR2A,INHBA,hop1,TGF-beta signaling pathway,sp39,0.01484178609375
ACVR2A,INHBB,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07268476753125
ACVR2A,INHBB,hop1,TGF-beta signaling pathway,sp39,0.014867636109375
ACVR2A,INHBC,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.0736789859375
ACVR2A,INHBC,hop1,TGF-beta signaling pathway,sp39,0.0150930661796875
ACVR2A,INHBE,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07599004103125
ACVR2A,INHBE,hop1,TGF-beta signaling pathway,sp39,0.015571514734375
ACVR2A,NODAL,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.076354124609375
ACVR2A,NODAL,hop1,TGF-beta signaling pathway,sp39,0.0156237517578125
ACVR2A,SMAD2,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.066799747796875
ACVR2A,SMAD3,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.068027998375
ACVR2B,INHBA,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.073447700140625
ACVR2B,INHBA,hop1,TGF-beta signaling pathway,sp39,0.02972790203125
ACVR2B,INHBB,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.073710751078125
ACVR2B,INHBB,hop1,TGF-beta signaling pathway,sp39,0.029728978328125
ACVR2B,INHBC,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.074332202046875
ACVR2B,INHBC,hop1,TGF-beta signaling pathway,sp39,0.030116334703125
ACVR2B,INHBE,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.07706359109375
ACVR2B,INHBE,hop1,TGF-beta signaling pathway,sp39,0.031170741734375
ACVR2B,NODAL,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.075168985296875
ACVR2B,NODAL,hop1,TGF-beta signaling pathway,sp39,0.030431642046875
ACVR2B,SMAD2,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.06789241984375
ACVR2B,SMAD3,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.06995288115625
ADAM17,NOTCH1,hop1,Notch signaling pathway,sp26,0.017513936046875
ADAM17,NOTCH2,hop1,Notch signaling pathway,sp26,0.0223495876953125
ADAM17,NOTCH3,hop1,Notch signaling pathway,sp26,0.0173700951875
ADAM17,NOTCH4,hop1,Notch signaling pathway,sp26,0.0142718234765625
ADCY1,CALM1,hop1,Calcium signaling pathway,sp7,6.5704296243234375e-06
ADCY1,CALM1,hop1,Rap1 signaling pathway,sp33,1.5064566226453125e-05
ADCY1,CALM1,hop1,cAMP signaling pathway,sp45,3.969109314175e-06
ADCY1,CALM2,hop1,Calcium signaling pathway,sp7,2.591143765326211e-07
ADCY1,CALM2,hop1,Rap1 signaling pathway,sp33,6.111608929146992e-07
ADCY1,CALM2,hop1,cAMP signaling pathway,sp45,1.594330548683078e-07
ADCY1,CALM3,hop1,Calcium signaling pathway,sp7,2.2545733300511766e-05
ADCY1,CALM3,hop1,Rap1 signaling pathway,sp33,5.306592902347143e-05
ADCY1,CALM3,hop1,cAMP signaling pathway,sp45,1.3624322121888347e-05
ADCY1,CALML3,hop1,Calcium signaling pathway,sp7,0.02466554265625
ADCY1,CALML3,hop1,Rap1 signaling pathway,sp33,0.053505924890625
ADCY1,CALML3,hop1,cAMP signaling pathway,sp45,0.0136351204140625
ADCY1,CALML4,hop1,Calcium signaling pathway,sp7,0.0180015285390625
ADCY1,CALML4,hop1,Rap1 signaling pathway,sp33,0.0390065696875
ADCY1,CALML4,hop1,cAMP signaling pathway,sp45,0.0101133526953125
ADCY1,CALML5,hop1,Calcium signaling pathway,sp7,0.024260721953125
ADCY1,CALML5,hop1,Rap1 signaling pathway,sp33,0.052619040921875
ADCY1,CALML5,hop1,cAMP signaling pathway,sp45,0.013421728203125
ADCY1,CALML6,hop1,Calcium signaling pathway,sp7,0.020307421515625
ADCY1,CALML6,hop1,Rap1 signaling pathway,sp33,0.044034349890625
ADCY1,CALML6,hop1,cAMP signaling pathway,sp45,0.0113576401484375
ADCY1,CAMK2A,hop1,cAMP signaling pathway,sp45,0.00029933581211562504
ADCY1,CAMK2B,hop1,cAMP signaling pathway,sp45,0.000145834513703125
ADCY1,CAMK2D,hop1,cAMP signaling pathway,sp45,0.0079532134390625
ADCY1,CAMK2G,hop1,cAMP signaling pathway,sp45,0.000690808183125
ADCY1,CAMK4,hop1,cAMP signaling pathway,sp45,0.0117494890859375
ADCY1,GNAI1,hop1,Apelin signaling pathway,sp4,0.0117460113359375
ADCY1,GNAI1,hop1,Chemokine signaling pathway,sp8,0.0057455422234375
ADCY1,GNAI1,hop1,Oxytocin signaling pathway,sp27,0.016062751390625
ADCY1,GNAI1,hop1,Relaxin signaling pathway,sp35,0.01562493325
ADCY1,GNAI1,hop1,cAMP signaling pathway,sp45,0.0081768454421875
ADCY1,GNAI2,hop1,Apelin signaling pathway,sp4,0.001393813675
ADCY1,GNAI2,hop1,Chemokine signaling pathway,sp8,0.00069177371671875
ADCY1,GNAI2,hop1,Oxytocin signaling pathway,sp27,0.00195560192390625
ADCY1,GNAI2,hop1,Relaxin signaling pathway,sp35,0.0018740125128125
ADCY1,GNAI2,hop1,cAMP signaling pathway,sp45,0.001000703665625
ADCY1,GNAI3,hop1,Apelin signaling pathway,sp4,0.023966201078125
ADCY1,GNAI3,hop1,Chemokine signaling pathway,sp8,0.010660922475
ADCY1,GNAI3,hop1,Oxytocin signaling pathway,sp27,0.030036406578125
ADCY1,GNAI3,hop1,Relaxin signaling pathway,sp35,0.030585954125
ADCY1,GNAI3,hop1,cAMP signaling pathway,sp45,0.015472902453125
ADCY1,GNAL,hop1,Calcium signaling pathway,sp7,0.01630250184375
ADCY1,GNAO1,hop1,Oxytocin signaling pathway,sp27,0.0014635436953125
ADCY1,GNAO1,hop1,Relaxin signaling pathway,sp35,0.00141954421578125
ADCY1,GNAS,hop1,Calcium signaling pathway,sp7,2.1044638022508954e-07
ADCY1,GNAS,hop1,Estrogen signaling pathway,sp10,4.949604542891796e-07
ADCY1,GNAS,hop1,GnRH signaling pathway,sp14,9.446902323189839e-07
ADCY1,GNAS,hop1,Oxytocin signaling pathway,sp27,2.3800660099150257e-07
ADCY1,GNAS,hop1,Phospholipase D signaling pathway,sp30,2.770783545916094e-07
ADCY1,GNAS,hop1,Rap1 signaling pathway,sp33,4.940025912560075e-07
ADCY1,GNAS,hop1,Relaxin signaling pathway,sp35,2.3311244950737154e-07
ADCY1,GNAS,hop1,cAMP signaling pathway,sp45,1.2912509623011417e-07
ADCY1,GNB1,hop1,Apelin signaling pathway,sp4,0.00060886231865625
ADCY1,GNB2,hop1,Apelin signaling pathway,sp4,0.0012511774090625
ADCY1,GNB3,hop1,Apelin signaling pathway,sp4,0.0119173240703125
ADCY1,GNB4,hop1,Apelin signaling pathway,sp4,0.019183462609375
ADCY1,GNB5,hop1,Apelin signaling pathway,sp4,0.006298823878125
ADCY1,GNG10,hop1,Apelin signaling pathway,sp4,0.00893025945625
ADCY1,GNG11,hop1,Apelin signaling pathway,sp4,0.0082144023390625
ADCY1,GNG12,hop1,Apelin signaling pathway,sp4,0.017386500640625
ADCY1,GNG13,hop1,Apelin signaling pathway,sp4,0.0140728217421875
ADCY1,GNG2,hop1,Apelin signaling pathway,sp4,0.00890130779375
ADCY1,GNG3,hop1,Apelin signaling pathway,sp4,0.000352922053609375
ADCY1,GNG4,hop1,Apelin signaling pathway,sp4,0.01790219390625
ADCY1,GNG5,hop1,Apelin signaling pathway,sp4,0.007221843153125
ADCY1,GNG7,hop1,Apelin signaling pathway,sp4,0.0044268314921875
ADCY1,GNG8,hop1,Apelin signaling pathway,sp4,0.022060193234375
ADCY1,GNGT1,hop1,Apelin signaling pathway,sp4,0.0175692055625
ADCY1,GNGT2,hop1,Apelin signaling pathway,sp4,0.02073841965625
ADCY1,PRKACA,hop1,Chemokine signaling pathway,sp8,0.00169726142140625
ADCY1,PRKACB,hop1,Chemokine signaling pathway,sp8,0.002165226080625
ADCY1,PRKACG,hop1,Chemokine signaling pathway,sp8,0.0096076309453125
ADCY1,PRKCD,hop1,Estrogen signaling pathway,sp10,0.04485282709375
ADCY10,GNAI1,hop1,Apelin signaling pathway,sp4,0.014068494375
ADCY10,GNAI2,hop1,Apelin signaling pathway,sp4,0.00173443272984375
ADCY10,GNAI3,hop1,Apelin signaling pathway,sp4,0.03143570778125
ADCY10,GNB1,hop1,Apelin signaling pathway,sp4,0.00075383116265625
ADCY10,GNB2,hop1,Apelin signaling pathway,sp4,0.00155004479625
ADCY10,GNB3,hop1,Apelin signaling pathway,sp4,0.0123926155703125
ADCY10,GNB4,hop1,Apelin signaling pathway,sp4,0.016695339203125
ADCY10,GNB5,hop1,Apelin signaling pathway,sp4,0.007820392209375
ADCY10,GNG10,hop1,Apelin signaling pathway,sp4,0.010409538171875
ADCY10,GNG11,hop1,Apelin signaling pathway,sp4,0.0095834552734375
ADCY10,GNG12,hop1,Apelin signaling pathway,sp4,0.015361870484375
ADCY10,GNG13,hop1,Apelin signaling pathway,sp4,0.013521443835937499
ADCY10,GNG2,hop1,Apelin signaling pathway,sp4,0.0102634520859375
ADCY10,GNG3,hop1,Apelin signaling pathway,sp4,0.0004142310037890625
ADCY10,GNG4,hop1,Apelin signaling pathway,sp4,0.015846091171875
ADCY10,GNG5,hop1,Apelin signaling pathway,sp4,0.0087287091125
ADCY10,GNG7,hop1,Apelin signaling pathway,sp4,0.005626788578125
ADCY10,GNG8,hop1,Apelin signaling pathway,sp4,0.01875437709375
ADCY10,GNGT1,hop1,Apelin signaling pathway,sp4,0.037538622546875
ADCY10,GNGT2,hop1,Apelin signaling pathway,sp4,0.0169815734921875
ADCY2,CALM1,hop1,Rap1 signaling pathway,sp33,1.5695146904460938e-05
ADCY2,CALM1,hop1,cAMP signaling pathway,sp45,4.122210300475e-06
ADCY2,CALM2,hop1,Rap1 signaling pathway,sp33,6.761998373764546e-07
ADCY2,CALM2,hop1,cAMP signaling pathway,sp45,1.772157206951361e-07
ADCY2,CALM3,hop1,Rap1 signaling pathway,sp33,5.6190259210539876e-05
ADCY2,CALM3,hop1,cAMP signaling pathway,sp45,1.4258744970974831e-05
ADCY2,CALML3,hop1,Rap1 signaling pathway,sp33,0.055198853421875
ADCY2,CALML3,hop1,cAMP signaling pathway,sp45,0.012779073984375
ADCY2,CALML4,hop1,Rap1 signaling pathway,sp33,0.038005034109375
ADCY2,CALML4,hop1,cAMP signaling pathway,sp45,0.0089004153578125
ADCY2,CALML5,hop1,Rap1 signaling pathway,sp33,0.054632900359375
ADCY2,CALML5,hop1,cAMP signaling pathway,sp45,0.0126179656484375
ADCY2,CALML6,hop1,Rap1 signaling pathway,sp33,0.044695041890625
ADCY2,CALML6,hop1,cAMP signaling pathway,sp45,0.01034382425
ADCY2,CAMK2A,hop1,cAMP signaling pathway,sp45,0.00026348329039062497
ADCY2,CAMK2B,hop1,cAMP signaling pathway,sp45,0.00013598520433125
ADCY2,CAMK2D,hop1,cAMP signaling pathway,sp45,0.00704302886875
ADCY2,CAMK2G,hop1,cAMP signaling pathway,sp45,0.000644729410390625
