Drug A,Drug B,Cell Line Name,Score
Everolimus,Docetaxel,UACC-257,0.8888888888888888
Mitotane,Docetaxel,A498,1.1111111111111112
Mitotane,Nilotinib,IGROV1,0.0
Fulvestrant,Everolimus,MCF7,10.0
Sirolimus,Mitotane,DU-145,-1.1111111111111112
Dasatinib,Celecoxib,SNB-75,8.555555555555555
Fulvestrant,Tretinoin,HOP-92,-4.777777777777778
Everolimus,Romidepsin,SW-620,0.2222222222222222
Everolimus,Paclitaxel,MDA-MB-468,8.222222222222221
Paclitaxel,Tretinoin,UACC-257,10.11111111111111
Romidepsin,Paclitaxel,IGROV1,-2.555555555555556
Vorinostat,Docetaxel,SK-MEL-5,-4.888888888888889
Docetaxel,Celecoxib,HS 578T,20.88888888888889
Docetaxel,Fulvestrant,KM12,19.33333333333333
Docetaxel,Paclitaxel,SK-MEL-5,-1.3333333333333333
Romidepsin,Celecoxib,OVCAR-4,-4.111111111111111
Everolimus,Dasatinib,K-562,-2.7777777777777777
Fulvestrant,Everolimus,UACC-62,9.0
Paclitaxel,Sirolimus,MDA-MB-231/ATCC,-6.111111111111111
Vorinostat,Docetaxel,MDA-MB-468,-3.7777777777777777
Fulvestrant,Cladribine,LOX IMVI,-5.0
Mitotane,Celecoxib,SK-OV-3,-3.0
Vorinostat,Nilotinib,A498,-6.222222222222222
Everolimus,Romidepsin,K-562,-6.333333333333333
Dasatinib,Tretinoin,NCI-H460,-1.8888888888888888
Dasatinib,Docetaxel,SF-539,3.111111111111111
Mitotane,Nilotinib,SNB-75,-4.888888888888889
Sirolimus,Mitotane,A549/ATCC,6.777777777777778
Vorinostat,Paclitaxel,MDA-MB-231/ATCC,-4.444444444444445
Dasatinib,Docetaxel,K-562,7.666666666666667
Everolimus,Cladribine,OVCAR-4,0.5555555555555556
Vorinostat,Paclitaxel,HCT-116,-7.0
Docetaxel,Paclitaxel,OVCAR-3,-10.0
Romidepsin,Sirolimus,OVCAR-4,-0.5555555555555556
Fulvestrant,Paclitaxel,MDA-MB-231/ATCC,0.1111111111111111
Mitotane,Tretinoin,U251,-3.4444444444444446
Sirolimus,Mitotane,SK-OV-3,6.777777777777778
Everolimus,Cladribine,DU-145,-6.0
Tretinoin,Celecoxib,HCT-116,-3.333333333333333
Docetaxel,Nilotinib,NCI-H460,8.777777777777779
Mitotane,Celecoxib,EKVX,-6.333333333333333
Vorinostat,Nilotinib,SW-620,-7.444444444444445
Gefitinib,Lenalidomide,UACC-257,0.1111111111111111
Dasatinib,Nilotinib,SF-539,-4.0
Everolimus,Docetaxel,PC-3,6.222222222222222
Tretinoin,Celecoxib,SK-OV-3,-3.4444444444444446
Mitotane,Tretinoin,ACHN,4.777777777777778
Everolimus,Romidepsin,NCI-H522,-2.111111111111111
Dasatinib,Celecoxib,UACC-257,-4.111111111111111
Dasatinib,Sirolimus,K-562,11.88888888888889
Mitotane,Everolimus,KM12,-0.5555555555555556
Fulvestrant,Dasatinib,SF-295,4.444444444444445
Everolimus,Nilotinib,SW-620,-0.3333333333333333
Mitotane,Docetaxel,EKVX,-4.555555555555555
Cladribine,Celecoxib,SW-620,-0.7777777777777778
Dasatinib,Cladribine,NCI-H522,-2.2222222222222223
Mitotane,Nilotinib,SF-268,-5.222222222222222
Docetaxel,Celecoxib,A549/ATCC,10.444444444444445
Romidepsin,Cladribine,K-562,-3.4444444444444446
Fulvestrant,Romidepsin,PC-3,-3.7777777777777777
Tretinoin,Cladribine,NCI-H23,0.2222222222222222
Docetaxel,Cladribine,OVCAR-3,-4.0
Paclitaxel,Cladribine,T-47D,-22.444444444444443
Romidepsin,Nilotinib,SF-539,-5.777777777777778
Dasatinib,Vorinostat,SK-MEL-28,-4.222222222222222
Fulvestrant,Paclitaxel,EKVX,-2.333333333333333
Paclitaxel,Sirolimus,IGROV1,5.555555555555555
Everolimus,Paclitaxel,RPMI-8226,23.0
Sirolimus,Celecoxib,K-562,4.777777777777778
Romidepsin,Nilotinib,T-47D,-18.88888888888889
Megestrol acetate,Gefitinib,MCF7,-10.22222222222222
Mitotane,Everolimus,HCT-15,5.222222222222222
Dasatinib,Cladribine,IGROV1,-5.0
Thalidomide,Docetaxel,MDA-MB-468,7.444444444444445
Sirolimus,Celecoxib,SNB-75,6.333333333333333
Thalidomide,Cladribine,MDA-MB-231/ATCC,1.4444444444444444
Romidepsin,Celecoxib,SNB-75,-0.8888888888888888
Vorinostat,Tretinoin,K-562,3.111111111111111
Everolimus,Docetaxel,LOX IMVI,0.5555555555555556
Mitotane,Paclitaxel,K-562,-1.8888888888888888
Everolimus,Paclitaxel,LOX IMVI,-11.77777777777778
Docetaxel,Cladribine,PC-3,-5.555555555555555
Mitotane,Cladribine,SF-539,-1.3333333333333333
Fulvestrant,Paclitaxel,IGROV1,-1.8888888888888888
Romidepsin,Tretinoin,A498,0.0
Docetaxel,Cladribine,BT-549,0.8888888888888888
Everolimus,Sirolimus,IGROV1,5.0
Gefitinib,Lenalidomide,SF-268,2.4444444444444446
Dasatinib,Romidepsin,UO-31,-0.1111111111111111
Sirolimus,Celecoxib,SF-295,2.111111111111111
Docetaxel,Sirolimus,MDA-MB-468,-0.2222222222222222
Docetaxel,Celecoxib,OVCAR-3,19.444444444444443
Docetaxel,Nilotinib,HCT-116,3.7777777777777777
Thalidomide,Mitotane,SK-OV-3,-3.111111111111111
Fulvestrant,Everolimus,SF-539,7.555555555555555
Thalidomide,Paclitaxel,MDA-MB-231/ATCC,1.5555555555555556
Mitotane,Sirolimus,SF-268,-1.1111111111111112
Fulvestrant,Paclitaxel,U251,-1.6666666666666667
Everolimus,Celecoxib,MDA-MB-468,3.111111111111111
Dasatinib,Tretinoin,SW-620,-1.6666666666666667
Fulvestrant,Cladribine,OVCAR-4,1.3333333333333333
Vorinostat,Paclitaxel,A549/ATCC,-10.555555555555555
Dasatinib,Romidepsin,KM12,-5.333333333333333
Mitotane,Cladribine,K-562,-0.8888888888888888
Gefitinib,Lenalidomide,SF-539,-6.111111111111111
Everolimus,Celecoxib,UACC-257,-12.333333333333334
Fulvestrant,Vorinostat,MDA-MB-468,-6.111111111111111
Everolimus,Tretinoin,HCT-15,-6.111111111111111
Dasatinib,Nilotinib,LOX IMVI,-10.22222222222222
Vorinostat,Cladribine,RPMI-8226,4.444444444444445
Dasatinib,Celecoxib,U251,-2.555555555555556
Fulvestrant,Tretinoin,HOP-62,-8.777777777777779
Nilotinib,Mitotane,MDA-MB-231/ATCC,-14.555555555555555
Docetaxel,Nilotinib,MDA-MB-231/ATCC,-15.0
Paclitaxel,Tretinoin,K-562,31.33333333333333
Paclitaxel,Nilotinib,SF-268,-20.11111111111111
Gefitinib,Lenalidomide,K-562,-3.4444444444444446
Thalidomide,Tretinoin,MDA-MB-468,-0.1111111111111111
Docetaxel,Paclitaxel,SW-620,-1.3333333333333333
Romidepsin,Celecoxib,RPMI-8226,1.6666666666666667
Everolimus,Vorinostat,K-562,-4.888888888888889
Mitotane,Sirolimus,A498,2.333333333333333
Vorinostat,Nilotinib,OVCAR-3,-13.333333333333334
Mitotane,Tretinoin,SF-295,0.5555555555555556
Mitotane,Dasatinib,IGROV1,1.2222222222222223
Thalidomide,Docetaxel,HOP-92,-8.777777777777779
Dasatinib,Docetaxel,U251,-0.2222222222222222
Romidepsin,Cladribine,DU-145,3.2222222222222223
Everolimus,Cladribine,SW-620,-2.7777777777777777
Everolimus,Romidepsin,SK-MEL-28,-3.333333333333333
Nilotinib,Cladribine,SW-620,-5.0
Paclitaxel,Cladribine,UO-31,-3.333333333333333
Vorinostat,Sirolimus,BT-549,-6.777777777777778
Romidepsin,Docetaxel,A498,1.0
Vorinostat,Cladribine,HCT-116,-4.444444444444445
Romidepsin,Cladribine,NCI-H522,-2.111111111111111
Romidepsin,Nilotinib,SF-268,-20.55555555555556
Mitotane,Docetaxel,SF-295,3.333333333333333
Mitotane,Docetaxel,NCI-H23,-4.777777777777778
Thalidomide,Sirolimus,SK-OV-3,-1.4444444444444444
Thalidomide,Tretinoin,SK-MEL-28,-9.11111111111111
Everolimus,Nilotinib,LOX IMVI,-12.666666666666666
Paclitaxel,Nilotinib,T-47D,-21.11111111111111
Dasatinib,Docetaxel,SNB-75,3.555555555555556
Thalidomide,Paclitaxel,SF-539,-4.777777777777778
Paclitaxel,Cladribine,PC-3,-5.888888888888889
Paclitaxel,Cladribine,SF-268,-7.555555555555555
Dasatinib,Celecoxib,HCT-15,-3.555555555555556
Sirolimus,Mitotane,KM12,3.0
Fulvestrant,Romidepsin,SNB-75,4.0
Romidepsin,Tretinoin,LOX IMVI,-5.333333333333333
Paclitaxel,Celecoxib,IGROV1,17.444444444444443
Thalidomide,Tretinoin,DU-145,-11.77777777777778
Everolimus,Vorinostat,MCF7,-4.888888888888889
Mitotane,Tretinoin,HCT-15,6.444444444444445
Dasatinib,Paclitaxel,HS 578T,4.0
Everolimus,Docetaxel,T-47D,-9.88888888888889
Fulvestrant,Everolimus,DU-145,15.77777777777778
Mitotane,Paclitaxel,HOP-92,0.6666666666666666
Megestrol acetate,Gefitinib,SK-MEL-2,-9.444444444444445
Romidepsin,Paclitaxel,UO-31,-1.7777777777777777
Docetaxel,Nilotinib,DU-145,2.333333333333333
Nilotinib,Mitotane,LOX IMVI,-4.222222222222222
Thalidomide,Cladribine,OVCAR-8,-8.11111111111111
Everolimus,Sirolimus,HCT-15,1.8888888888888888
Vorinostat,Sirolimus,UACC-62,-12.555555555555555
Mitotane,Docetaxel,SW-620,5.444444444444445
Mitotane,Celecoxib,OVCAR-4,-3.111111111111111
Tretinoin,Celecoxib,NCI-H460,-2.555555555555556
Fulvestrant,Dasatinib,OVCAR-3,5.666666666666667
Romidepsin,Celecoxib,SF-539,1.4444444444444444
Fulvestrant,Cladribine,SR,-3.0
Dasatinib,Paclitaxel,SW-620,-0.1111111111111111
Nilotinib,Cladribine,OVCAR-3,1.1111111111111112
Vorinostat,Romidepsin,A549/ATCC,-0.8888888888888888
Nilotinib,Mitotane,ACHN,-7.333333333333333
Sirolimus,Tretinoin,BT-549,-13.77777777777778
Romidepsin,Docetaxel,OVCAR-4,0.7777777777777778
Mitotane,Cladribine,UACC-62,-2.6666666666666665
Vorinostat,Tretinoin,OVCAR-3,-19.55555555555556
Gefitinib,Lenalidomide,BT-549,5.0
Tretinoin,Celecoxib,MCF7,-2.2222222222222223
Fulvestrant,Vorinostat,SW-620,1.0
Vorinostat,Romidepsin,UO-31,-3.0
Gefitinib,Lenalidomide,NCI-H460,-3.888888888888889
Dasatinib,Romidepsin,UACC-257,-3.4444444444444446
Everolimus,Docetaxel,MDA-MB-231/ATCC,5.0
Docetaxel,Tretinoin,UACC-62,19.22222222222222
Thalidomide,Paclitaxel,OVCAR-8,-2.4444444444444446
Mitotane,Sirolimus,KM12,6.222222222222222
Mitotane,Sirolimus,MDA-MB-468,-5.333333333333333
Sirolimus,Nilotinib,A549/ATCC,-10.77777777777778
Sirolimus,Nilotinib,EKVX,0.0
Fulvestrant,Romidepsin,ACHN,1.8888888888888888
Docetaxel,Tretinoin,HCT-116,21.55555555555556
Megestrol acetate,Gefitinib,SNB-75,-7.777777777777778
Fulvestrant,Sirolimus,SK-OV-3,-7.222222222222222
Mitotane,Cladribine,SK-OV-3,-1.7777777777777777
Fulvestrant,Vorinostat,RPMI-8226,5.444444444444445
Nilotinib,Mitotane,NCI-H522,-3.888888888888889
Dasatinib,Tretinoin,HCT-15,-8.222222222222221
Tretinoin,Cladribine,UACC-62,6.111111111111111
Fulvestrant,Romidepsin,T-47D,2.7777777777777777
Mitotane,Sirolimus,RPMI-8226,-6.333333333333333
Thalidomide,Tretinoin,HS 578T,0.2222222222222222
Dasatinib,Docetaxel,HCT-116,-7.777777777777778
Fulvestrant,Nilotinib,SF-539,1.2222222222222223
Romidepsin,Docetaxel,IGROV1,3.4444444444444446
Everolimus,Dasatinib,OVCAR-4,-2.888888888888889
Fulvestrant,Everolimus,MDA-MB-231/ATCC,14.88888888888889
Tretinoin,Cladribine,ACHN,-1.7777777777777777
Fulvestrant,Nilotinib,SK-MEL-5,-3.888888888888889
Nilotinib,Celecoxib,HS 578T,-5.777777777777778
Docetaxel,Nilotinib,SF-539,27.11111111111111
Everolimus,Vorinostat,RPMI-8226,1.7777777777777777
Romidepsin,Docetaxel,SW-620,0.3333333333333333
Mitotane,Nilotinib,SR,-12.77777777777778
Paclitaxel,Celecoxib,MDA-MB-468,27.88888888888889
Mitotane,Sirolimus,UO-31,-4.222222222222222
Sirolimus,Tretinoin,HCT-116,-1.2222222222222223
Tretinoin,Celecoxib,A549/ATCC,-3.0
Docetaxel,Sirolimus,DU-145,3.6666666666666665
Everolimus,Celecoxib,A498,-1.5555555555555556
Docetaxel,Cladribine,OVCAR-4,-4.222222222222222
Fulvestrant,Vorinostat,NCI-H460,-0.7777777777777778
Docetaxel,Tretinoin,A498,6.777777777777778
Dasatinib,Vorinostat,SF-268,-0.7777777777777778
Nilotinib,Celecoxib,BT-549,-8.777777777777779
Sirolimus,Tretinoin,SF-295,0.2222222222222222
Everolimus,Docetaxel,SF-268,-0.2222222222222222
Romidepsin,Celecoxib,SK-MEL-5,-8.0
Sirolimus,Nilotinib,DU-145,-4.333333333333333
Romidepsin,Tretinoin,DU-145,-3.0
Fulvestrant,Celecoxib,T-47D,-7.666666666666667
Everolimus,Dasatinib,MDA-MB-231/ATCC,1.1111111111111112
Nilotinib,Cladribine,NCI-H460,-0.5555555555555556
Sirolimus,Cladribine,K-562,-2.111111111111111
Romidepsin,Sirolimus,T-47D,-7.555555555555555
Fulvestrant,Everolimus,RPMI-8226,17.666666666666668
Thalidomide,Docetaxel,SK-OV-3,-8.11111111111111
Paclitaxel,Nilotinib,BT-549,19.55555555555556
Sirolimus,Mitotane,HOP-92,-6.555555555555555
Sirolimus,Tretinoin,IGROV1,10.555555555555555
Vorinostat,Nilotinib,T-47D,-14.444444444444445
Tretinoin,Cladribine,HS 578T,6.666666666666667
Mitotane,Paclitaxel,HS 578T,-3.888888888888889
Mitotane,Paclitaxel,OVCAR-3,-6.333333333333333
Nilotinib,Cladribine,EKVX,-6.666666666666667
Fulvestrant,Paclitaxel,NCI-H23,-4.444444444444445
Everolimus,Dasatinib,HCT-116,-2.111111111111111
Dasatinib,Romidepsin,SK-MEL-28,-10.333333333333334
Mitotane,Celecoxib,NCI-H460,-6.111111111111111
Docetaxel,Tretinoin,HS 578T,20.666666666666668
Fulvestrant,Paclitaxel,K-562,-5.444444444444445
Gefitinib,Lenalidomide,RPMI-8226,7.555555555555555
Mitotane,Celecoxib,PC-3,-1.4444444444444444
Everolimus,Romidepsin,HCT-116,-7.222222222222222
Megestrol acetate,Gefitinib,OVCAR-4,-3.111111111111111
Thalidomide,Cladribine,SK-MEL-5,-3.555555555555556
Dasatinib,Vorinostat,BT-549,-2.4444444444444446
Romidepsin,Cladribine,MDA-MB-468,-1.1111111111111112
Dasatinib,Romidepsin,MDA-MB-231/ATCC,-7.555555555555555
Mitotane,Everolimus,DU-145,10.11111111111111
Vorinostat,Cladribine,KM12,-1.4444444444444444
Romidepsin,Paclitaxel,T-47D,-2.333333333333333
Fulvestrant,Cladribine,UO-31,-1.6666666666666667
Docetaxel,Nilotinib,NCI-H522,8.88888888888889
Docetaxel,Cladribine,RPMI-8226,-3.888888888888889
Mitotane,Cladribine,HCT-116,-6.222222222222222
Dasatinib,Nilotinib,DU-145,-11.88888888888889
Dasatinib,Vorinostat,KM12,-1.5555555555555556
Sirolimus,Tretinoin,HS 578T,7.111111111111111
Cladribine,Celecoxib,HOP-62,4.666666666666667
Mitotane,Nilotinib,MDA-MB-468,2.4444444444444446
Dasatinib,Nilotinib,NCI-H522,1.5555555555555556
Everolimus,Cladribine,IGROV1,3.333333333333333
Thalidomide,Docetaxel,DU-145,-10.11111111111111
Nilotinib,Tretinoin,NCI-H522,-8.444444444444445
Megestrol acetate,Gefitinib,ACHN,-2.555555555555556
Romidepsin,Celecoxib,MDA-MB-468,2.4444444444444446
Fulvestrant,Sirolimus,T-47D,2.888888888888889
Vorinostat,Celecoxib,MDA-MB-468,-4.111111111111111
Cladribine,Celecoxib,T-47D,-10.444444444444445
Paclitaxel,Tretinoin,PC-3,17.666666666666668
Paclitaxel,Nilotinib,MDA-MB-468,27.77777777777778
Dasatinib,Paclitaxel,NCI-H522,-1.7777777777777777
Everolimus,Paclitaxel,NCI-H522,11.88888888888889
Fulvestrant,Cladribine,UACC-62,0.5555555555555556
Docetaxel,Sirolimus,A549/ATCC,6.444444444444445
Nilotinib,Tretinoin,MCF7,-4.0
Thalidomide,Cladribine,DU-145,-7.444444444444445
Nilotinib,Tretinoin,EKVX,-4.555555555555555
Paclitaxel,Celecoxib,A549/ATCC,12.333333333333334
Mitotane,Everolimus,OVCAR-3,6.0
Mitotane,Celecoxib,SF-295,-2.0
Paclitaxel,Cladribine,IGROV1,1.6666666666666667
Docetaxel,Tretinoin,OVCAR-8,17.333333333333332
Fulvestrant,Everolimus,KM12,10.11111111111111
Fulvestrant,Sirolimus,SW-620,-1.2222222222222223
Docetaxel,Fulvestrant,UACC-257,5.666666666666667
Mitotane,Nilotinib,A549/ATCC,-3.0
Fulvestrant,Paclitaxel,NCI-H522,-0.2222222222222222
Sirolimus,Celecoxib,UO-31,6.888888888888889
Dasatinib,Docetaxel,PC-3,1.4444444444444444
Dasatinib,Cladribine,MCF7,-1.2222222222222223
Fulvestrant,Romidepsin,SK-OV-3,-2.333333333333333
Thalidomide,Cladribine,MCF7,-7.888888888888889
Paclitaxel,Celecoxib,OVCAR-8,20.22222222222222
Vorinostat,Romidepsin,SF-268,-6.111111111111111
Fulvestrant,Celecoxib,SK-OV-3,-12.444444444444445
Fulvestrant,Celecoxib,SNB-75,-7.888888888888889
Sirolimus,Nilotinib,A498,1.2222222222222223
Everolimus,Romidepsin,UACC-62,-2.888888888888889
Megestrol acetate,Lenalidomide,HOP-92,-17.333333333333332
Dasatinib,Celecoxib,RPMI-8226,0.0
Fulvestrant,Romidepsin,K-562,5.222222222222222
Megestrol acetate,Gefitinib,UACC-62,5.111111111111111
Nilotinib,Cladribine,BT-549,-5.444444444444445
Thalidomide,Paclitaxel,LOX IMVI,10.22222222222222
Everolimus,Vorinostat,SF-268,-1.6666666666666667
Dasatinib,Tretinoin,A498,-4.444444444444445
Docetaxel,Nilotinib,KM12,18.11111111111111
Nilotinib,Mitotane,A549/ATCC,-4.777777777777778
Everolimus,Paclitaxel,NCI-H460,5.333333333333333
Mitotane,Sirolimus,UACC-62,-2.555555555555556
Docetaxel,Tretinoin,PC-3,5.888888888888889
Fulvestrant,Tretinoin,LOX IMVI,8.11111111111111
Dasatinib,Docetaxel,A498,-0.4444444444444444
Everolimus,Cladribine,U251,-5.444444444444445
Fulvestrant,Tretinoin,NCI-H23,-0.6666666666666666
Vorinostat,Nilotinib,IGROV1,-5.444444444444445
Mitotane,Celecoxib,SR,-17.0
Dasatinib,Celecoxib,SW-620,-1.0
Dasatinib,Sirolimus,UO-31,2.333333333333333
Mitotane,Nilotinib,DU-145,0.2222222222222222
Fulvestrant,Dasatinib,CAKI-1,-2.7777777777777777
Mitotane,Celecoxib,UO-31,-6.777777777777778
Romidepsin,Docetaxel,KM12,0.4444444444444444
Dasatinib,Cladribine,T-47D,0.6666666666666666
Gefitinib,Lenalidomide,A549/ATCC,-0.7777777777777778
Everolimus,Dasatinib,T-47D,-7.555555555555555
Nilotinib,Mitotane,HS 578T,-7.333333333333333
Sirolimus,Cladribine,DU-145,-12.77777777777778
Dasatinib,Sirolimus,A549/ATCC,0.2222222222222222
Docetaxel,Paclitaxel,DU-145,9.77777777777778
Fulvestrant,Nilotinib,MCF7,-6.222222222222222
Thalidomide,Cladribine,UACC-257,-4.888888888888889
Paclitaxel,Nilotinib,SK-MEL-28,-10.11111111111111
Gefitinib,Lenalidomide,KM12,-8.777777777777779
Tretinoin,Celecoxib,UACC-62,-2.111111111111111
Dasatinib,Celecoxib,T-47D,1.6666666666666667
Fulvestrant,Paclitaxel,T-47D,-0.7777777777777778
Thalidomide,Docetaxel,HCT-15,-0.1111111111111111
Fulvestrant,Sirolimus,A549/ATCC,-0.5555555555555556
Thalidomide,Docetaxel,LOX IMVI,-6.666666666666667
Dasatinib,Celecoxib,SK-MEL-28,-9.88888888888889
Romidepsin,Nilotinib,NCI-H522,-8.666666666666666
Everolimus,Romidepsin,U251,0.6666666666666666
Docetaxel,Paclitaxel,SNB-75,-0.7777777777777778
Fulvestrant,Cladribine,SW-620,0.3333333333333333
Tretinoin,Celecoxib,EKVX,1.3333333333333333
Mitotane,Dasatinib,HOP-62,-2.2222222222222223
Dasatinib,Tretinoin,LOX IMVI,-6.444444444444445
Cladribine,Celecoxib,K-562,2.4444444444444446
Vorinostat,Nilotinib,SF-539,-5.555555555555555
Romidepsin,Nilotinib,A549/ATCC,-8.444444444444445
Mitotane,Docetaxel,OVCAR-4,15.0
Paclitaxel,Sirolimus,BT-549,2.2222222222222223
Dasatinib,Romidepsin,T-47D,2.6666666666666665
Sirolimus,Nilotinib,BT-549,-2.7777777777777777
Everolimus,Celecoxib,K-562,-5.222222222222222
Dasatinib,Cladribine,RPMI-8226,-8.555555555555555
Fulvestrant,Celecoxib,NCI-H23,-3.0
Everolimus,Celecoxib,IGROV1,-1.6666666666666667
Fulvestrant,Cladribine,CAKI-1,-1.0
Fulvestrant,Tretinoin,SK-MEL-28,-0.4444444444444444
Fulvestrant,Everolimus,SF-295,37.11111111111112
Fulvestrant,Nilotinib,UACC-257,-4.444444444444445
Vorinostat,Tretinoin,SF-539,0.5555555555555556
Fulvestrant,Dasatinib,RPMI-8226,-16.0
Vorinostat,Docetaxel,OVCAR-3,-10.22222222222222
Tretinoin,Cladribine,A549/ATCC,-2.333333333333333
Mitotane,Docetaxel,PC-3,-4.333333333333333
Gefitinib,Lenalidomide,SK-OV-3,-1.8888888888888888
Nilotinib,Celecoxib,HCT-116,-4.777777777777778
Mitotane,Tretinoin,OVCAR-3,-8.666666666666666
Romidepsin,Cladribine,KM12,0.5555555555555556
Everolimus,Paclitaxel,OVCAR-4,17.333333333333332
Thalidomide,Mitotane,HS 578T,1.5555555555555556
Romidepsin,Paclitaxel,OVCAR-4,-4.222222222222222
Mitotane,Sirolimus,HCT-15,-6.111111111111111
Fulvestrant,Dasatinib,SNB-75,6.222222222222222
Fulvestrant,Dasatinib,NCI-H522,-1.3333333333333333
Sirolimus,Mitotane,EKVX,6.333333333333333
Dasatinib,Celecoxib,OVCAR-3,9.444444444444445
Everolimus,Dasatinib,SF-539,-0.1111111111111111
Everolimus,Sirolimus,RPMI-8226,-6.0
Dasatinib,Tretinoin,DU-145,-4.666666666666667
Docetaxel,Cladribine,OVCAR-8,-6.666666666666667
Docetaxel,Tretinoin,T-47D,12.77777777777778
Fulvestrant,Nilotinib,SK-MEL-28,0.2222222222222222
Sirolimus,Nilotinib,MDA-MB-231/ATCC,-14.555555555555555
