Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	7	35.0	2.9631332169153557E-6	MAP2K1, PPP1R12A, MYC, PIK3R3, PRKCA, SOS2, IGF1R	20	204	8840	15.166666666666664	5.509917431680833E-4	1.8371425944875207E-5	6.321350862752759E-6
GOTERM_CC_DIRECT	GO:0005829~cytosol	16	80.0	3.6159601391089663E-6	GSK3B, MAP2K1, PLA2G4F, PPP1R12A, PLA2G4E, PIK3R3, PRKCA, PPP2R2A, FOXO1, MALT1, NFKBIA, MAPK8, CASP8, PPP2R1B, PPP2R1A, SOS2	20	5649	20887	2.9579748628075766	2.9285041175652893E-4	2.9289277126782624E-4	2.784289307113904E-4
KEGG_PATHWAY	hsa04722:Neurotrophin signaling pathway	6	30.0	4.234215443358463E-6	NFKBIA, GSK3B, MAP2K1, MAPK8, PIK3R3, SOS2	20	120	8840	22.099999999999998	7.872556913334217E-4	2.5405292660150778E-5	8.74160607661102E-6
KEGG_PATHWAY	hsa04919:Thyroid hormone signaling pathway	6	30.0	4.593236338024465E-6	GSK3B, MAP2K1, MYC, PIK3R3, PRKCA, FOXO1	20	122	8840	21.737704918032787	8.539790731235675E-4	2.5889150268865167E-5	8.90809471616866E-6
KEGG_PATHWAY	hsa04935:Growth hormone synthesis, secretion and action	6	30.0	4.593236338024465E-6	GSK3B, MAP2K1, MAPK8, PIK3R3, PRKCA, SOS2	20	122	8840	21.737704918032787	8.539790731235675E-4	2.5889150268865167E-5	8.90809471616866E-6
KEGG_PATHWAY	hsa04926:Relaxin signaling pathway	6	30.0	6.275629623538558E-6	NFKBIA, MAP2K1, MAPK8, PIK3R3, PRKCA, SOS2	20	130	8840	20.4	0.0011665897771242495	3.421080403450662E-5	1.1771459452733459E-5
KEGG_PATHWAY	hsa05213:Endometrial cancer	5	25.0	6.437516888213611E-6	GSK3B, MAP2K1, MYC, PIK3R3, SOS2	20	59	8840	37.45762711864407	0.0011966654195094684	3.421080403450662E-5	1.1771459452733459E-5
KEGG_PATHWAY	hsa04728:Dopaminergic synapse	6	30.0	6.76350928013486E-6	GSK3B, MAPK8, PPP2R1B, PPP2R1A, PPP2R2A, PRKCA	20	132	8840	20.09090909090909	0.0012572260087635456	3.462592769906568E-5	1.191429770290432E-5
KEGG_PATHWAY	hsa04370:VEGF signaling pathway	5	25.0	6.887953359491559E-6	MAP2K1, PLA2G4F, PLA2G4E, PIK3R3, PRKCA	20	60	8840	36.833333333333336	0.0012803433972689016	3.462592769906568E-5	1.191429770290432E-5
UP_SEQ_FEATURE	ACT_SITE:Proton acceptor	8	40.0	8.154130061087688E-6	SMPD2, GSK3B, MAP2K1, PLA2G4F, MAPK8, PLA2G4E, PRKCA, IGF1R	20	879	20569	9.360182025028442	0.0017760285921084584	0.001777600353317116	0.001777600353317116
KEGG_PATHWAY	hsa05224:Breast cancer	6	30.0	1.1830199111993983E-5	GSK3B, MAP2K1, MYC, PIK3R3, SOS2, IGF1R	20	148	8840	17.91891891891892	0.00219801087914695	5.790571144291791E-5	1.992454587283197E-5
KEGG_PATHWAY	hsa04917:Prolactin signaling pathway	5	25.0	1.3520463951115913E-5	GSK3B, MAP2K1, MAPK8, PIK3R3, SOS2	20	71	8840	31.126760563380284	0.0025116637767242933	6.448221268993742E-5	2.2187428022344062E-5
KEGG_PATHWAY	hsa05214:Glioma	5	25.0	1.7731607710813746E-5	MAP2K1, PIK3R3, PRKCA, SOS2, IGF1R	20	76	8840	29.07894736842105	0.003292675489857677	8.245197585528392E-5	2.8370572337301997E-5
KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	5	25.0	1.8677735093655177E-5	NFKBIA, MAP2K1, MYC, PIK3R3, SOS2	20	77	8840	28.7012987012987	0.003468063499115881	8.473313969316738E-5	2.9155488926681254E-5
GOTERM_BP_DIRECT	GO:0016310~phosphorylation	7	35.0	2.0193325748296838E-5	GSK3B, MAP2K1, MAPK8, INSR, PIK3R3, PRKCA, IGF1R	20	633	19734	10.911374407582937	0.008425394646502271	0.004220405081394039	0.004149728441275
KEGG_PATHWAY	hsa04666:Fc gamma R-mediated phagocytosis	5	25.0	4.844930852980218E-5	MAP2K1, PLA2G4F, PLA2G4E, PIK3R3, PRKCA	20	98	8840	22.551020408163264	0.008971305222820636	2.131411044811169E-4	7.333887466016925E-5
KEGG_PATHWAY	hsa01522:Endocrine resistance	5	25.0	5.042047632886636E-5	MAP2K1, MAPK8, PIK3R3, SOS2, IGF1R	20	99	8840	22.32323232323232	0.009334604575194305	2.131411044811169E-4	7.333887466016925E-5
KEGG_PATHWAY	hsa04750:Inflammatory mediator regulation of TRP channels	5	25.0	5.042047632886636E-5	PLA2G4F, MAPK8, PLA2G4E, PIK3R3, PRKCA	20	99	8840	22.32323232323232	0.009334604575194305	2.131411044811169E-4	7.333887466016925E-5
KEGG_PATHWAY	hsa04625:C-type lectin receptor signaling pathway	5	25.0	6.350514866844857E-5	NFKBIA, MAPK8, CASP8, PIK3R3, MALT1	20	105	8840	21.047619047619047	0.011742841014914518	2.624879478295875E-4	9.031843366179353E-5
KEGG_PATHWAY	hsa05170:Human immunodeficiency virus 1 infection	6	30.0	6.839293437345567E-5	NFKBIA, MAP2K1, MAPK8, CASP8, PIK3R3, PRKCA	20	213	8840	12.450704225352112	0.012640944330506443	2.765453433361469E-4	9.51553869543731E-5
INTERPRO	IPR000719:Prot_kinase_dom	6	30.0	7.163688214431725E-5	GSK3B, MAP2K1, MAPK8, INSR, PRKCA, IGF1R	20	499	20607	12.388977955911823	0.006853791921795693	0.005213565233097623	0.004453253636604219
KEGG_PATHWAY	hsa05417:Lipid and atherosclerosis	6	30.0	7.310156542880286E-5	NFKBIA, GSK3B, MAPK8, CASP8, PIK3R3, PRKCA	20	216	8840	12.277777777777777	0.013505361269168126	2.79020457883936E-4	9.600703927189194E-5
KEGG_PATHWAY	hsa04066:HIF-1 signaling pathway	5	25.0	7.350538944254227E-5	MAP2K1, INSR, PIK3R3, PRKCA, IGF1R	20	109	8840	20.275229357798167	0.013579460779784114	2.79020457883936E-4	9.600703927189194E-5
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	5	25.0	7.350538944254227E-5	NFKBIA, MAP2K1, MAPK8, CASP8, PIK3R3	20	109	8840	20.275229357798167	0.013579460779784114	2.79020457883936E-4	9.600703927189194E-5
UP_SEQ_FEATURE	DOMAIN:Protein kinase	6	30.0	7.575423149328947E-5	GSK3B, MAP2K1, MAPK8, INSR, PRKCA, IGF1R	20	504	20569	12.24345238095238	0.01637942225871436	0.008257211232768551	0.008257211232768551
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	6	30.0	9.468717257228097E-5	GSK3B, MAPK8, MYC, FOXO1, MALT1, IGF1R	20	507	19734	11.676923076923076	0.03889902600095729	0.013193079378404481	0.012972142642402493
KEGG_PATHWAY	hsa04668:TNF signaling pathway	5	25.0	1.0349673034808798E-4	NFKBIA, MAP2K1, MAPK8, CASP8, PIK3R3	20	119	8840	18.57142857142857	0.01906726356210775	3.850078368948873E-4	1.324758148455526E-4
INTERPRO	IPR011009:Kinase-like_dom_sf	6	30.0	1.0861594235620047E-4	GSK3B, MAP2K1, MAPK8, INSR, PRKCA, IGF1R	20	545	20607	11.343302752293578	0.010373516840941233	0.005213565233097623	0.004453253636604219
UP_KW_MOLECULAR_FUNCTION	KW-0418~Kinase	7	35.0	1.2419045215752097E-4	GSK3B, MAP2K1, MAPK8, INSR, PIK3R3, PRKCA, IGF1R	15	755	11889	7.348609271523179	0.001737263509755782	0.0017386663302052935	0.0014902854258902515
GOTERM_CC_DIRECT	GO:0000159~protein phosphatase type 2A complex	3	15.0	1.3282639840633186E-4	PPP2R1B, PPP2R1A, PPP2R2A	20	19	20887	164.89736842105262	0.010701974855248153	0.00537946913545644	0.005113816338643776
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	5	25.0	1.4292842940141198E-4	CASP8, INSR, PIK3R3, PRKCA, IGF1R	20	287	19734	17.189895470383274	0.05813308361122005	0.014936020872447551	0.01468589612099508
KEGG_PATHWAY	hsa05131:Shigellosis	6	30.0	1.432740355533532E-4	NFKBIA, GSK3B, MAPK8, PIK3R3, FOXO1, MALT1	20	249	8840	10.650602409638553	0.026298879125228436	5.225288355475234E-4	1.7979486814538438E-4
KEGG_PATHWAY	hsa04270:Vascular smooth muscle contraction	5	25.0	1.63969640049199E-4	MAP2K1, PLA2G4F, PPP1R12A, PLA2G4E, PRKCA	20	134	8840	16.492537313432837	0.030040396011412174	5.764499189838004E-4	1.9834835922023238E-4
KEGG_PATHWAY	hsa04913:Ovarian steroidogenesis	4	20.0	1.6425723497925495E-4	PLA2G4F, PLA2G4E, INSR, IGF1R	20	51	8840	34.666666666666664	0.030092288856167215	5.764499189838004E-4	1.9834835922023238E-4
KEGG_PATHWAY	hsa04210:Apoptosis	5	25.0	1.7362207619220165E-4	NFKBIA, MAP2K1, MAPK8, CASP8, PIK3R3	20	136	8840	16.25	0.03178054718513912	5.98031595773139E-4	2.0577431252409082E-4
GOTERM_BP_DIRECT	GO:0006470~protein dephosphorylation	4	20.0	1.8363985523450207E-4	PPP1R12A, PPP2R1B, PPP2R1A, PPP2R2A	20	117	19734	33.733333333333334	0.07406585567246904	0.015352291897604372	0.01509519610027607
KEGG_PATHWAY	hsa05135:Yersinia infection	5	25.0	1.8368011010490445E-4	NFKBIA, GSK3B, MAP2K1, MAPK8, PIK3R3	20	138	8840	16.014492753623188	0.03359051641108812	6.211727359911315E-4	2.137368553947979E-4
KEGG_PATHWAY	hsa05162:Measles	5	25.0	1.8886440660013766E-4	NFKBIA, GSK3B, MAPK8, CASP8, PIK3R3	20	139	8840	15.899280575539569	0.034522129218668374	6.272996362076002E-4	2.1584503611444302E-4
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	13	65.0	2.0597372748023076E-4	GSK3B, MAP2K1, PLA2G4F, PPP1R12A, PLA2G4E, PRKCA, FOXO1, MALT1, NFKBIA, MAPK8, CASP8, PPP2R1A, MYC	16	5805	17942	2.511261843238587	0.002468886589692465	0.0024716847297627693	0.0024716847297627693
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	8	40.0	2.1297531175446064E-4	GSK3B, MAP2K1, PLA2G4F, MAPK8, CASP8, PPP2R1A, PRKCA, FOXO1	20	1485	20887	5.626127946127946	0.017104859565504893	0.0057503334173704375	0.005466366335031157
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	5	25.0	2.1639001686036123E-4	GSK3B, MAP2K1, MYC, PIK3R3, IGF1R	20	144	8840	15.347222222222221	0.03945351229087024	6.939403988970205E-4	2.3877519101832964E-4
KEGG_PATHWAY	hsa04936:Alcoholic liver disease	5	25.0	2.1639001686036123E-4	NFKBIA, GSK3B, MAPK8, CASP8, FOXO1	20	144	8840	15.347222222222221	0.03945351229087024	6.939403988970205E-4	2.3877519101832964E-4
KEGG_PATHWAY	hsa05226:Gastric cancer	5	25.0	2.531212033550521E-4	GSK3B, MAP2K1, MYC, PIK3R3, SOS2	20	150	8840	14.733333333333334	0.045995130616860336	7.979753190515203E-4	2.7457215279192093E-4
KEGG_PATHWAY	hsa04921:Oxytocin signaling pathway	5	25.0	2.799828186951449E-4	MAP2K1, PLA2G4F, PPP1R12A, PLA2G4E, PRKCA	20	154	8840	14.35064935064935	0.05075096450713945	8.679467379549492E-4	2.986483399414879E-4
KEGG_PATHWAY	hsa04213:Longevity regulating pathway - multiple species	4	20.0	2.938799734598818E-4	INSR, PIK3R3, FOXO1, IGF1R	20	62	8840	28.516129032258064	0.053202184531138785	8.89954104632906E-4	3.06220767185516E-4
KEGG_PATHWAY	hsa04932:Non-alcoholic fatty liver disease	5	25.0	3.0143606769824234E-4	GSK3B, MAPK8, CASP8, INSR, PIK3R3	20	157	8840	14.07643312101911	0.05453230692885358	8.89954104632906E-4	3.06220767185516E-4
KEGG_PATHWAY	hsa04390:Hippo signaling pathway	5	25.0	3.0143606769824234E-4	GSK3B, PPP2R1B, PPP2R1A, MYC, PPP2R2A	20	157	8840	14.07643312101911	0.05453230692885358	8.89954104632906E-4	3.06220767185516E-4
KEGG_PATHWAY	hsa05221:Acute myeloid leukemia	4	20.0	3.8626414753759866E-4	MAP2K1, MYC, PIK3R3, SOS2	20	68	8840	26.0	0.06933789996141704	0.0011225801787811461	3.8626414753759866E-4
INTERPRO	IPR017441:Protein_kinase_ATP_BS	5	25.0	3.9088472174556574E-4	GSK3B, MAP2K1, INSR, PRKCA, IGF1R	20	390	20607	13.209615384615386	0.036836663253283275	0.012508311095858104	0.010684182394378797
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	5	25.0	4.007450785363732E-4	GSK3B, MAP2K1, MAPK8, INSR, PRKCA	20	376	19734	13.121010638297872	0.1546003813092761	0.02791857380470067	0.027451037879741562
KEGG_PATHWAY	hsa05164:Influenza A	5	25.0	4.2685004403538455E-4	NFKBIA, MAP2K1, CASP8, PIK3R3, PRKCA	20	172	8840	12.848837209302326	0.07633983122793264	0.001221447818316639	4.2685004403538455E-4
KEGG_PATHWAY	hsa05223:Non-small cell lung cancer	4	20.0	4.7612405103350335E-4	MAP2K1, PIK3R3, PRKCA, SOS2	20	73	8840	24.21917808219178	0.0847702595275277	0.0013418041438216914	4.7612405103350335E-4
GOTERM_MF_DIRECT	GO:0019888~protein phosphatase regulator activity	3	15.0	5.667962660031202E-4	PPP2R1B, PPP2R1A, PPP2R2A	20	36	19304	80.43333333333332	0.06683080420334775	0.06914914445238066	0.06008040419633074
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	5	25.0	6.600677993558104E-4	NFKBIA, GSK3B, MAP2K1, PIK3R3, SOS2	20	193	8840	11.450777202072539	0.11557109525191678	0.0018324270250773243	6.600677993558104E-4
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	5	25.0	7.981314645729706E-4	NFKBIA, MAPK8, CASP8, MYC, PIK3R3	20	203	8840	10.886699507389162	0.13801010078762654	0.0021831243001554784	7.981314645729706E-4
KEGG_PATHWAY	hsa05415:Diabetic cardiomyopathy	5	25.0	8.280256041931128E-4	GSK3B, MAPK8, INSR, PIK3R3, PRKCA	20	205	8840	10.780487804878048	0.14279360995546775	0.0022320690199988257	8.280256041931128E-4
KEGG_PATHWAY	hsa04211:Longevity regulating pathway	4	20.0	8.788017433862164E-4	INSR, PIK3R3, FOXO1, IGF1R	20	90	8840	19.644444444444446	0.15085811762122614	0.002335101775283375	8.788017433862164E-4
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	5	25.0	9.389346984152072E-4	MAP2K1, INSR, PIK3R3, PRKCA, IGF1R	20	212	8840	10.424528301886792	0.16031116803508216	0.002459744421200402	9.389346984152072E-4
KEGG_PATHWAY	hsa05207:Chemical carcinogenesis - receptor activation	5	25.0	9.895453242435015E-4	MAP2K1, MYC, PIK3R3, PRKCA, SOS2	20	215	8840	10.279069767441861	0.16818611244364512	0.002556325420962379	9.895453242435015E-4
KEGG_PATHWAY	hsa04657:IL-17 signaling pathway	4	20.0	0.0010283952706218321	NFKBIA, GSK3B, MAPK8, CASP8	20	95	8840	18.610526315789475	0.17418123661649987	0.0026202947991186406	0.0010283952706218321
KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	5	25.0	0.0011339240554935615	NFKBIA, MAP2K1, MAPK8, MYC, PIK3R3	20	223	8840	9.910313901345292	0.19024985566438768	0.002844093832163889	0.0011339240554935615
KEGG_PATHWAY	hsa05010:Alzheimer disease	6	30.0	0.0011468120290983423	GSK3B, MAP2K1, MAPK8, CASP8, INSR, PIK3R3	20	391	8840	6.782608695652173	0.19219084490063199	0.002844093832163889	0.0011468120290983423
KEGG_PATHWAY	hsa05208:Chemical carcinogenesis - reactive oxygen species	5	25.0	0.001191710874764084	NFKBIA, MAP2K1, MAPK8, PIK3R3, SOS2	20	226	8840	9.778761061946902	0.19891674940580073	0.002878678216962593	0.001191710874764084
KEGG_PATHWAY	hsa04024:cAMP signaling pathway	5	25.0	0.001191710874764084	NFKBIA, MAP2K1, MAPK8, PPP1R12A, PIK3R3	20	226	8840	9.778761061946902	0.19891674940580073	0.002878678216962593	0.001191710874764084
KEGG_PATHWAY	hsa04933:AGE-RAGE signaling pathway in diabetic complications	4	20.0	0.0012281241147770693	MAPK8, PIK3R3, PRKCA, FOXO1	20	101	8840	17.504950495049506	0.20433057224738982	0.0029286036583145497	0.0012281241147770693
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	5	25.0	0.001245735204746513	GSK3B, MAP2K1, MAPK8, MYC, PIK3R3	20	509	19734	9.692534381139488	0.4068384180661839	0.06307741606449295	0.062021095699776554
GOTERM_BP_DIRECT	GO:0018107~peptidyl-threonine phosphorylation	3	15.0	0.001265120231761845	GSK3B, MAPK8, PRKCA	20	55	19734	53.81999999999999	0.41164276382584863	0.06307741606449295	0.062021095699776554
GOTERM_BP_DIRECT	GO:0090398~cellular senescence	3	15.0	0.001358126183206786	MAP2K1, MAPK8, IGF1R	20	57	19734	51.931578947368415	0.4341587092614716	0.06307741606449295	0.062021095699776554
KEGG_PATHWAY	hsa04914:Progesterone-mediated oocyte maturation	4	20.0	0.0016126055567839232	MAP2K1, MAPK8, PIK3R3, IGF1R	20	111	8840	15.927927927927929	0.2593201068484349	0.00379676751344063	0.0016126055567839232
KEGG_PATHWAY	hsa05132:Salmonella infection	5	25.0	0.0017567816632791304	NFKBIA, MAP2K1, MAPK8, CASP8, MYC	20	251	8840	8.804780876494023	0.27895140907972094	0.004084517367123978	0.0017567816632791304
KEGG_PATHWAY	hsa04726:Serotonergic synapse	4	20.0	0.0017852841116576198	MAP2K1, PLA2G4F, PLA2G4E, PRKCA	20	115	8840	15.373913043478261	0.2827706472997982	0.004099541293436016	0.0017852841116576198
GOTERM_CC_DIRECT	GO:0005901~caveola	3	15.0	0.002091072523114244	SMPD2, INSR, IGF1R	20	75	20887	41.774	0.15595900331593426	0.04234421859306344	0.040253146069949196
KEGG_PATHWAY	hsa04611:Platelet activation	4	20.0	0.0022665421852164987	PLA2G4F, PPP1R12A, PLA2G4E, PIK3R3	20	125	8840	14.144	0.34430224165781864	0.00514118105427157	0.0022665421852164987
GOTERM_BP_DIRECT	GO:0071260~cellular response to mechanical stimulus	3	15.0	0.002461514235955642	MAPK8, CASP8, IGF1R	20	77	19734	38.44285714285714	0.6439364038569251	0.10289129506294582	0.10116823509777688
KEGG_PATHWAY	hsa04650:Natural killer cell mediated cytotoxicity	4	20.0	0.002534665012579174	MAP2K1, PIK3R3, PRKCA, SOS2	20	130	8840	13.600000000000001	0.3762752943843328	0.005680092678791883	0.002534665012579174
INTERPRO	IPR016246:Tyr_kinase_insulin-like_rcpt	2	10.0	0.002763634802189258	INSR, IGF1R	20	3	20607	686.9	0.2333126795455418	0.055384886319881727	0.047307923731565636
