gene_name,p_value
ATG5,0.18921079009309172
ATM,1.0
ATP1A1,0.5031357470143778
ATP1A2,0.6977238945180402
ATP1A3,0.2517446478775356
ATP1A4,1.0
ATP1B1,0.873159199750797
ATP1B2,1.0
ATP1B3,1.0
ATP1B4,1.0
ATP2A1,0.060757533064147266
ATP2A2,0.4247343018102715
ATP2A3,0.9411166161038826
ATP2B1,1.0
ATP2B2,0.8938482281709118
ATP2B3,1.0
ATP2B4,1.0
ATP6V1A,1.0
ATP6V1B1,1.0
ATP6V1B2,0.05043327118629956
ATP6V1C1,1.0
ATP6V1C2,0.5984737357310427
ATP6V1D,1.0
ATP6V1E1,1.0
ATP6V1E2,1.0
ATP6V1F,0.48806362090577005
ATP6V1G1,1.0
ATP6V1G2,1.0
ATP6V1G3,1.0
ATP6V1H,0.2597172210680184
ATR,1.0
ATXN1,0.6084411459306318
ATXN1L,0.9638896978279231
AVP,1.0
AVPR1A,1.0
AVPR1B,1.0
AVPR2,1.0
AXIN1,0.7877332367668235
AXIN2,1.0
AZI2,1.0
BAD,1.0
BAG4,1.0
BAMBI,0.6801762019143189
BAX,1.0
BBC3,0.5820282295226769
BCAR1,0.48210367594299275
BCL10,1.0
BCL2,1.0
BCL2A1,1.0
BCL2L1,1.0
BCL2L11,1.0
BCL3,0.0020306454557244575
BCL6,0.3896858327278331
BDKRB1,0.6353744630241253
BDKRB2,1.0
BDNF,1.0
BECN1,1.0
BECN2,1.0
BEX3,1.0
BID,1.0
BIRC2,0.6977238945180402
BIRC3,1.0
BIRC5,1.0
BLNK,1.0
BMP2,0.05631178588386548
BMP4,0.21621032856444955
BMP5,1.0
BMP6,0.41104126657556883
BMP7,1.0
BMP8A,0.7118799224040282
BMP8B,1.0
BMPR1A,1.0
BMPR1B,1.0
BMPR2,0.8581659961562722
BNIP3,0.31121025372560696
BOC,0.4940630842734778
BORCS8-MEF2B,1.0
BRAF,0.25570934306520166
BRAP,1.0
BRCA1,1.0
BRCC3,1.0
BTC,1.0
BTK,1.0
BTRC,1.0
BUB1B-PAK6,1.0
CAB39,0.8769148484870471
CAB39L,1.0
CACNA1C,0.032957783670437675
CACNA1D,0.13768208364199847
CACNA1F,1.0
CACNA1S,0.01000095840446826
CACNA2D1,1.0
CACNA2D2,0.46737850546823867
CACNA2D3,0.7189957201989776
CACNA2D4,0.6628000179921385
CACNB1,1.0
CACNB2,1.0
CACNB3,0.47618352690240384
CACNB4,0.9562944752596729
CACNG1,1.0
CACNG2,1.0
CACNG3,1.0
CACNG4,0.5787646345391508
CACNG5,0.2197711284408489
CACNG6,0.8061255258641298
CACNG7,0.6117799729176134
CACNG8,0.9942964741299557
CACYBP,1.0
CALM1,1.0
CALM2,1.0
CALM3,0.28040700582245814
CALML3,1.0
CALML4,1.0
CALML5,1.0
CALML6,0.7914025944248559
CAMK1,1.0
CAMK1D,1.0
CAMK1G,1.0
CAMK2A,0.524642832186091
CAMK2B,0.5466112014260416
CAMK2D,1.0
CAMK2G,0.12905541113835117
CAMK4,1.0
CAMKK2,0.8394968079341012
CAMP,1.0
CARD10,0.7658185896471094
CARD11,1.0
CARD14,1.0
CARD16,1.0
CARD18,0.09579902619590981
CARD6,1.0
CARD8,0.6558993884568947
CARD9,0.15765732193905502
CASP1,1.0
CASP10,1.0
CASP12,1.0
CASP3,1.0
CASP4,1.0
CASP5,1.0
CASP7,1.0
CASP8,0.2911619515584414
CASP9,1.0
CASQ1,0.7297150726441002
CASQ2,1.0
CASR,1.0
CASTOR1,1.0
CAT,1.0
CBL,1.0
CBLB,0.5001011663030089
CCKAR,1.0
CCKBR,0.5657969953694101
CCL1,1.0
CCL11,1.0
CCL13,1.0
CCL14,1.0
CCL15,1.0
CCL16,1.0
CCL17,1.0
CCL18,1.0
CCL19,1.0
CCL2,0.6977238945180402
CCL20,1.0
CCL21,1.0
CCL22,1.0
CCL23,1.0
CCL24,1.0
CCL25,1.0
CCL26,1.0
CCL27,0.9032773541488813
CCL28,1.0
CCL3,1.0
CCL4,1.0
CCL5,1.0
CCL7,1.0
CCL8,0.6421863589875758
CCN2,1.0
CCNA1,1.0
CCNA2,1.0
CCNB1,1.0
CCNB2,1.0
CCNB3,1.0
CCND1,0.873159199750797
CCND2,0.5593659204126147
CCND3,0.5308730731929201
CCNE1,0.25570934306520166
CCNE2,0.6801762019143189
CCNG1,0.04406650214152307
CCNG2,0.0627499504494612
CCR1,1.0
CCR10,1.0
CCR2,1.0
CCR3,1.0
CCR4,1.0
CCR5,1.0
CCR6,1.0
CCR7,1.0
CCR8,1.0
CCR9,1.0
CD14,1.0
CD19,1.0
CD209,1.0
CD22,1.0
CD247,1.0
CD28,1.0
CD36,1.0
CD38,0.9032773541488813
CD3E,1.0
CD4,1.0
CD40,0.29444091948233064
CD40LG,1.0
CD72,1.0
CD79A,1.0
CD79B,1.0
CD80,1.0
CD82,0.3564556630801542
CD86,1.0
CD8A,0.4500423158932323
CD8B,1.0
CD8B2,1.0
CDC25B,1.0
CDC37,0.7840685844449421
CDC42,1.0
CDH1,0.8432237801687793
CDK1,1.0
CDK2,1.0
CDK4,1.0
CDK6,1.0
CDKN1A,1.0
CDKN1B,1.0
CDKN2A,1.0
CDKN2B,1.0
CDKN2D,0.23443483052160863
CDON,1.0
CEBPB,0.344165064059352
CER1,1.0
CFLAR,0.30442867646726135
CFTR,1.0
CGA,1.0
CHAD,0.3766880346720888
CHD8,1.0
CHEK1,0.7767537038335269
CHEK2,1.0
CHRD,1.0
CHRM1,0.2074904916122673
CHRM2,1.0
CHRM3,1.0
CHRM5,0.9373252740961556
CHUK,1.0
CIR1,1.0
CISH,1.0
CLEC1B,1.0
CLEC4D,0.24782302649792098
CLEC4E,1.0
CLEC4M,1.0
CLEC6A,1.0
CLEC7A,1.0
CLIP1,0.21621032856444955
CNR1,0.32273266273292534
CNTF,0.24587833261426695
CNTFR,0.6662611417191255
COL1A1,0.46446368135035976
COL1A2,1.0
COL2A1,0.8024381238987224
COL3A1,0.5001017794853693
COL4A1,1.0
COL4A2,1.0
COL4A3,1.0
COL4A4,1.0
COL4A5,1.0
COL4A6,1.0
COL6A1,0.33692214465195225
COL6A2,1.0
COL6A3,0.7154343412283047
COL6A5,0.4557801921418617
COL6A6,0.3741209340258883
COL9A1,0.039748993432506374
COL9A2,1.0
COL9A3,0.3180907278919629
COMP,1.0
COP1,1.0
CPT1A,0.2658095439079706
CPT1B,1.0
CPT1C,0.4029527756961644
CPT2,1.0
CREB1,0.6977238945180402
CREB3,1.0
CREB3L1,0.5153681949056692
CREB3L2,0.1402267634399474
CREB3L3,1.0
CREB3L4,1.0
CREB5,0.010566002706178405
CREBBP,0.1402267634399474
CRK,0.07430839549776865
CRKL,0.71010446219456
CRLF2,1.0
CRTC2,1.0
CSF1,0.7950765800208118
CSF1R,1.0
CSF2,1.0
CSF2RA,1.0
CSF2RB,1.0
CSF3,0.9335353525395846
CSF3R,1.0
CSH1,1.0
CSH2,1.0
CSN2,1.0
CSNK1A1,1.0
CSNK1A1L,1.0
CSNK1D,0.11306737203855911
CSNK1E,1.0
CSNK1G1,1.0
CSNK1G2,0.5722633657139671
CSNK1G3,1.0
CSNK2A1,0.3690192949337193
CSNK2A2,1.0
CSNK2A3,1.0
CSNK2B,1.0
CTBP1,0.6628000179921385
CTBP2,0.6051104604189474
CTF1,1.0
CTLA4,1.0
CTNNA1,1.0
CTNNA2,1.0
CTNNA3,1.0
CTNNB1,1.0
CTNNBIP1,0.9449092929597736
CTNND1,1.0
CTNND2,0.873159199750797
CTSB,0.751311065726076
CTSD,1.0
CUL1,1.0
CUL3,0.2889892102766769
CX3CL1,1.0
CX3CR1,1.0
CXCL1,0.06549024755316492
CXCL10,1.0
CXCL11,1.0
CXCL12,0.8172133078116455
CXCL13,1.0
CXCL14,0.02923871305900732
CXCL16,1.0
CXCL2,0.6218447391078068
CXCL3,0.5184502553450132
CXCL5,1.0
CXCL6,0.3417397923821004
CXCL8,1.0
CXCL9,1.0
CXCR1,1.0
CXCR2,1.0
CXCR3,1.0
CXCR4,0.3393254842392692
CXCR5,1.0
CXCR6,0.3715646834633043
CXXC4,0.17364861131986176
CYBA,1.0
CYBB,1.0
CYCS,0.9828905880928935
CYLD,0.30667821628324743
CYP17A1,1.0
CYP27A1,1.0
CYP7A1,1.0
CYP8B1,0.6524600089125
CYSLTR1,1.0
CYSLTR2,1.0
CYTH1,1.0
CYTH2,1.0
CYTH3,1.0
CYTH4,1.0
DAAM1,0.6319807285196108
DAAM2,1.0
DAB2IP,0.23820664633706212
DAPP1,1.0
DAXX,1.0
DBI,1.0
DCHS1,1.0
DCHS2,0.02315914707996822
DCN,0.5466112014260416
DDB2,1.0
DDIT3,1.0
DDIT4,0.6456034324461988
DDX3X,1.0
DEFB4A,1.0
DEFB4B,1.0
DEPDC5,1.0
DEPTOR,0.618481826370963
DHH,0.06141576598731251
DHX33,0.4850786910667827
DHX58,0.7118799224040282
DIAPH1,0.47913860994130175
DISP1,1.0
DKK1,1.0
DKK2,1.0
DKK4,1.0
DLG1,0.6151268852691578
DLG2,1.0
DLG3,1.0
DLG4,0.344165064059352
DLG5,0.30442867646726135
DLL1,0.5402883081739063
DLL3,0.48806362090577005
DLL4,0.9411166161038826
DNM1L,0.7083313654430826
DOCK2,0.26376838419234894
DOCK4,1.0
DRD1,0.9980988103176093
DRD2,0.02374267499580799
DRD5,1.0
DTX1,0.33692214465195225
DTX2,0.9790892880092326
DTX3,1.0
DTX3L,1.0
DTX4,1.0
DUSP1,0.31121025372560696
DUSP10,0.3180907278919629
DUSP16,1.0
DUSP2,0.7012532826632851
DUSP3,1.0
DUSP4,0.5308730731929201
DUSP5,0.47913860994130175
DUSP6,0.46446368135035976
DUSP7,0.4615590008934203
DUSP8,1.0
DUSP9,1.0
DVL1,0.4415127453392038
DVL2,1.0
DVL3,0.7404875043717178
E2F4,1.0
E2F5,1.0
EBAG9,0.07508508484842144
ECSIT,0.37926597290793773
EDA,1.0
EDA2R,1.0
EDAR,1.0
EDARADD,1.0
EDN1,1.0
EDN2,1.0
EDN3,1.0
EDNRA,1.0
EDNRB,1.0
EEF2,1.0
EEF2K,0.0379485308243798
EFCAB7,1.0
EFNA1,0.9146100405445943
EFNA2,0.744089774246399
EFNA3,0.8172133078116455
EFNA4,1.0
EFNA5,0.25770787766233316
EGF,1.0
EGFR,0.003907193613460253
EGLN1,1.0
EGLN2,1.0
EGLN3,0.3664847798434252
EGR1,0.07353828400331414
EGR2,0.053895284707083796
EGR3,0.23070551782584958
EHHADH,0.6871751603158041
EI24,0.8061255258641298
EIF4B,1.0
EIF4E,1.0
EIF4E1B,1.0
EIF4E2,1.0
EIF4EBP1,1.0
ELAVL1,1.0
ELF5,1.0
ELK1,1.0
ELK4,1.0
ELMO1,1.0
ELOB,1.0
ELOC,1.0
ENAH,0.4732384601003846
ENO1,0.6662611417191255
ENO2,1.0
ENO3,1.0
ENO4,1.0
EP300,1.0
EPHA2,1.0
EPO,0.2825366693148801
EPOR,0.6387768435649753
ERBB2,0.861909722771364
ERBB3,0.7822377432089792
ERBB4,1.0
ERBIN,1.0
EREG,1.0
ESR1,1.0
ESR2,0.4850786910667827
ESRRB,0.7225628209081943
ETS1,0.9259601127032032
ETS2,1.0
EVC,1.0
EVC2,1.0
EVL,0.8806732702840152
EXOC2,1.0
EXOC7,0.2233738197596421
F2,1.0
F2R,1.0
F2RL3,1.0
F3,1.0
FABP1,1.0
FABP3,1.0
FABP4,1.0
FADD,0.9524983083559881
FADS2,1.0
FARP2,1.0
FAS,0.06905360369583792
FASLG,1.0
FASN,0.5001017794853693
FAT4,0.49707754616171773
FBP1,0.18601883457969814
FBP2,1.0
FBXO25,1.0
FBXO32,0.17364861131986176
FBXW11,1.0
FCER1A,1.0
FCER1G,0.03537812316212952
FCGR2B,1.0
FFAR2,1.0
FGF1,1.0
FGF10,1.0
FGF16,1.0
FGF17,1.0
FGF18,0.9942964741299557
FGF19,0.23070551782584958
FGF2,1.0
FGF20,1.0
FGF21,1.0
FGF22,0.6558993884568947
FGF23,1.0
FGF3,1.0
FGF4,0.008000577164963255
FGF5,0.6697293864767297
FGF6,1.0
FGF7,1.0
FGF8,1.0
FGF9,0.5984737357310427
FGFR1,0.7047891291814816
FGFR2,1.0
FGFR3,0.26786292794311495
FGFR4,1.0
FGR,1.0
FHL1,1.0
FLCN,0.6558993884568947
FLNA,1.0
FLNB,1.0
FLNC,1.0
FLOT1,1.0
FLOT2,1.0
FLT1,0.20921372792254866
FLT3,0.04663141883881801
FLT3LG,0.7767537038335269
FLT4,1.0
FMOD,1.0
FN1,1.0
FNIP1,0.8581659961562722
FNIP2,0.6051104604189474
FOS,0.5371406380584195
FOSB,1.0
FOSL1,1.0
FOXO1,0.828337788367049
FOXO3,0.2699264955144616
FOXO4,1.0
FOXO6,1.0
FPR1,1.0
FRAT1,1.0
FRAT2,1.0
FRMD1,0.2074904916122673
FRMD6,0.9221749651233507
FRS2,1.0
FSHB,1.0
FSHR,1.0
FST,0.06514202080721791
FXYD1,1.0
FXYD2,0.23820664633706212
FYB1,1.0
FYN,0.3976138285619145
FZD1,1.0
FZD10,1.0
FZD2,0.6766869815264505
FZD3,1.0
FZD4,1.0
FZD5,0.6871751603158041
FZD6,0.19902864871825732
FZD7,0.2233738197596421
FZD8,1.0
FZD9,0.012435224521160347
G6PC1,1.0
G6PC2,1.0
G6PC3,1.0
GAB1,0.001843776986665591
GAB2,0.055092490972357376
GABARAP,0.3664847798434252
GABARAPL1,1.0
GABARAPL2,1.0
GABBR1,1.0
GABBR2,1.0
GADD45A,1.0
GADD45B,0.4386902621934847
GADD45G,0.32507011451114853
GALT,1.0
GAPDH,1.0
GAS1,1.0
GATA4,0.6801762019143189
GCG,1.0
GCGR,1.0
GCK,0.2825366693148801
GDF5,1.0
GDF6,0.7658185896471094
GDF7,0.9146099188530101
GDNF,1.0
GFAP,0.02718532088271543
GH1,1.0
GH2,1.0
GHR,1.0
GHRL,1.0
GHSR,1.0
GIP,0.17668197215801673
GIPR,1.0
GK,1.0
GK2,0.4500423158932323
GLI1,1.0
GLI2,0.15487368853705424
GLI3,0.7658185896471094
GLP1R,0.344165064059352
GNA11,1.0
GNA12,0.4615590008934203
GNA13,1.0
GNA14,1.0
GNA15,1.0
GNAI1,1.0
GNAI2,0.17516039196989086
GNAI3,1.0
GNAL,0.41922537918397973
GNAO1,1.0
GNAQ,0.9127198658977261
GNAS,0.36144772600351616
GNB1,0.3274185541274004
GNB2,1.0
GNB3,0.5787646345391508
GNB4,1.0
GNB5,1.0
GNG10,1.0
GNG11,1.0
GNG12,1.0
GNG13,1.0
GNG2,1.0
GNG3,1.0
GNG4,0.4056382818695973
GNG5,1.0
GNG7,0.5755096629559334
GNG8,0.5625770214945697
GNGT1,1.0
GNGT2,1.0
GNRH1,1.0
GNRH2,0.5308730731929201
GNRHR,1.0
GPC4,1.0
GPER1,1.0
GPR119,1.0
GPR161,1.0
GPRC6A,1.0
GRAP2,1.0
GRB10,0.4615590008934203
GRB2,1.0
GREM1,0.6218447391078068
GREM2,0.037509410059937874
GRIA1,1.0
GRIA2,1.0
GRIA3,1.0
GRIA4,0.13642316742645913
GRIN1,0.5215418148220496
GRIN2A,1.0
GRIN2B,0.0641080104095917
GRIN2C,0.9070528431900867
GRIN2D,0.3321483886308887
GRIN3A,1.0
GRIN3B,0.861909722771364
GRK1,0.08933248953572591
GRK2,1.0
GRK3,1.0
GRK4,1.0
GRK5,0.8246256834261783
GRK6,0.2497784600336319
GRK7,1.0
GRM1,1.0
GRM2,1.0
GRM3,1.0
GRM4,0.5690257932249676
GRM5,1.0
GRM6,1.0
GRM7,1.0
GRM8,0.5820282295226769
GRPR,1.0
GSDMD,0.7658185896471094
GSK3A,0.6871751603158041
GSK3B,1.0
GTF2I,0.7950765800208118
GTF2IRD1,0.2057775757258029
GTSE1,1.0
GYS1,1.0
GYS2,1.0
HAMP,0.47618352690240384
HBEGF,1.0
HCAR1,1.0
HCAR2,1.0
HCAR3,1.0
HCK,1.0
HDAC1,0.044569796400201124
HDAC2,0.1147013669024879
HDAC3,1.0
HDAC4,0.5984737357310427
HDAC5,1.0
HES1,0.21444558582041762
HES5,0.33692214465195225
HEY1,0.49105843048730113
HEY2,0.33692214465195225
HEYL,0.6151268852691578
HGF,1.0
HHAT,0.5184502553450132
HHATL,1.0
HHIP,0.6017879719871302
HIF1A,0.9904942674707437
HJV,1.0
HK1,0.9070528431900867
HK2,1.0
HK3,1.0
HKDC1,1.0
HMGCR,1.0
HMGCS1,1.0
HMGCS2,0.549786333980617
HMOX1,0.7297150726441002
HNF4A,1.0
HOMER1,0.08579812803837343
HOMER2,1.0
HOMER3,0.5184502553450132
HRAS,1.0
HRC,1.0
HRH1,0.05569935895756393
HRH2,0.6524600089125
HSP90AA1,1.0
HSP90AB1,0.1402267634399474
HSP90B1,1.0
HSPA1A,1.0
HSPA1B,0.6766869815264505
HSPA1L,1.0
HSPA2,1.0
HSPA6,1.0
HSPA8,1.0
HSPB1,0.3157862461705493
HTR1A,1.0
HTR1B,0.20238261233446442
HTR1D,1.0
HTR1E,0.14542447137638076
HTR1F,1.0
HTR2A,1.0
HTR2B,1.0
HTR2C,1.0
HTR4,0.8024381238987224
HTR5A,0.11091663575351253
HTR6,0.4732384601003846
HTR7,0.7207781283378308
IBSP,1.0
ICAM1,0.4557801921418617
ICOS,1.0
ID1,0.4500423158932323
ID2,0.45290612301716493
ID3,0.35397566738257435
ID4,0.1339320092848958
IFI16,1.0
IFIH1,1.0
IFNA1,1.0
IFNA10,1.0
IFNA13,1.0
IFNA14,1.0
IFNA16,1.0
IFNA17,1.0
IFNA2,1.0
IFNA21,1.0
IFNA4,1.0
IFNA5,1.0
IFNA6,1.0
IFNA7,1.0
IFNA8,1.0
IFNAR1,1.0
IFNAR2,1.0
IFNB1,1.0
IFNE,1.0
IFNG,1.0
IFNGR1,0.9600916337498887
IFNGR2,1.0
IFNK,1.0
IFNL1,1.0
IFNL2,1.0
IFNL3,1.0
IFNLR1,1.0
IFNW1,1.0
IGF1,1.0
IGF1R,0.6662611417191255
IGF2,0.6490280029197848
IGFBP3,0.549786333980617
IHH,0.06583884656595573
IKBKB,0.3923177523426771
IKBKE,1.0
IKBKG,1.0
IL10,1.0
IL10RA,1.0
IL10RB,1.0
IL11,1.0
IL11RA,1.0
IL12A,0.3936370680963983
IL12B,1.0
IL12RB1,1.0
IL12RB2,0.8694064072587895
IL13,0.3180907278919629
IL13RA1,1.0
IL13RA2,1.0
IL15,0.4275045515761392
IL15RA,0.6906847657685582
IL17A,1.0
IL17B,1.0
IL17C,0.7047891291814816
IL17D,1.0
IL17F,1.0
IL17RA,0.6319807285196108
IL17RB,1.0
IL17RC,0.3169364208722344
IL17RE,1.0
IL18,1.0
IL19,1.0
IL1A,1.0
IL1B,1.0
IL1R1,0.6490280029197848
IL1RAP,1.0
IL2,1.0
IL20,1.0
IL20RA,0.861909722771364
IL20RB,1.0
IL21,1.0
IL21R,1.0
IL22,1.0
IL22RA1,1.0
IL22RA2,1.0
IL23A,1.0
IL23R,1.0
IL24,1.0
IL25,0.5984737357310427
IL27RA,1.0
IL2RA,1.0
IL2RB,1.0
IL2RG,1.0
IL3,1.0
IL3RA,1.0
IL4,1.0
IL4R,1.0
IL5,1.0
IL5RA,1.0
IL6,1.0
IL6R,1.0
IL6ST,1.0
IL7,0.15906327598927483
IL7R,0.09819687088335795
IL9,1.0
IL9R,1.0
ILK,1.0
INHBA,0.1721466012073939
INHBB,0.3844543094411069
INHBC,1.0
INHBE,0.3393254842392692
INPP5D,0.047159581865987676
INPPL1,0.09579855126823422
INS,1.0
INSL3,0.7549299403019574
INSL5,1.0
INSR,1.0
INVS,1.0
IQCE,1.0
IRAG1,1.0
IRAK1,1.0
IRAK2,0.41375870628898614
IRAK3,1.0
IRAK4,1.0
IRF1,0.2761825047420463
IRF3,0.2439443633205629
IRF5,0.23256487014175986
IRF7,0.8394968079341012
IRF9,1.0
IRS1,0.8842467755167642
IRS2,0.5529705291894391
IRS4,1.0
ITCH,1.0
ITGA1,1.0
ITGA10,1.0
ITGA11,0.351506602246237
ITGA2,1.0
ITGA2B,0.02685547699222919
ITGA3,1.0
ITGA4,1.0
ITGA5,0.10465780757187192
ITGA6,0.015788579786125863
ITGA7,1.0
ITGA8,0.17975464585425183
ITGA9,0.884434381770755
ITGAL,1.0
ITGAM,1.0
ITGAV,1.0
ITGB1,0.36396114905716115
ITGB2,0.9562944752596729
ITGB3,1.0
ITGB4,1.0
ITGB5,1.0
ITGB6,0.884434381770755
ITGB7,1.0
ITGB8,0.6490280029197848
ITK,1.0
ITPR1,0.3831524914990758
ITPR2,0.4850786910667827
ITPR3,1.0
JAG1,0.4056382818695973
JAG2,0.16047869715055108
JAK1,1.0
JAK2,1.0
JAK3,1.0
JMJD7-PLA2G4B,0.7297150726441002
JUN,1.0
JUND,1.0
KAT2A,1.0
KAT2B,1.0
KCNJ12,0.38706468001470773
KCNJ14,0.10263498941725886
KCNJ18,0.12785808051893188
KCNJ2,0.20070051757023677
KCNJ3,0.6421863589875758
KCNJ4,0.10364247641727047
KCNJ5,0.19082182728544939
KCNJ6,1.0
KCNJ8,1.0
KCNJ9,1.0
KCNMA1,0.2804076939064273
KCNMB1,1.0
KCNMB2,1.0
KCNMB3,1.0
KCNMB4,1.0
KCNU1,0.6051104604189474
KDR,1.0
KIDINS220,1.0
KIF3A,1.0
KIF7,1.0
KIT,1.0
KITLG,1.0
KLF2,0.8694064072587895
KLF4,1.0
KNG1,1.0
KRAS,1.0
KRIT1,1.0
KRT10,0.059458598403096516
KRT12,1.0
KRT13,0.7950765800208118
KRT14,1.0
KRT15,1.0
KRT16,1.0
KRT17,1.0
KRT18,0.7047891291814816
KRT19,1.0
KRT20,1.0
KRT23,1.0
KRT24,1.0
KRT25,1.0
KRT26,1.0
KRT27,1.0
KRT28,1.0
KRT31,1.0
KRT32,1.0
KRT33A,1.0
KRT33B,1.0
KRT34,1.0
KRT35,1.0
KRT36,0.04663173261865245
KRT37,1.0
KRT38,0.48806362090577005
KRT39,1.0
KRT40,1.0
KRT9,1.0
KSR1,0.5061794109560072
KSR2,0.29996254192752314
LAMA1,0.16917116542916943
LAMA2,1.0
LAMA3,1.0
LAMA4,1.0
LAMA5,0.4500423158932323
LAMB1,0.21094730746656287
LAMB2,1.0
LAMB3,1.0
LAMB4,0.8919643394259521
LAMC1,0.6906847657685582
LAMC2,0.344165064059352
LAMC3,1.0
LAMTOR1,0.30667821628324743
LAMTOR2,1.0
LAMTOR3,1.0
LAMTOR4,1.0
LAMTOR5,1.0
LAT,1.0
LATS1,0.7877332367668235
LATS2,0.25570934306520166
LCK,1.0
LCN2,1.0
LCP2,1.0
LDHA,1.0
LDHAL6A,0.14151259576627345
LDHAL6B,1.0
LDHB,1.0
LDHC,1.0
LEF1,1.0
LEFTY1,1.0
LEFTY2,0.6628000179921385
LEP,0.6732046879885242
LEPR,1.0
LFNG,0.7621837768491206
LGR4,0.11971713457107437
LGR5,0.3180907278919629
LGR6,0.5951678062353475
LHB,1.0
LHCGR,1.0
LIF,1.0
LIFR,1.0
LILRA1,1.0
LILRA2,1.0
LILRA4,1.0
LILRA5,1.0
LILRA6,1.0
LILRB1,1.0
LILRB2,1.0
LILRB3,1.0
LILRB4,1.0
LILRB5,1.0
LIMD1,0.24587833261426695
LIPE,1.0
LLGL1,0.929746936940584
LLGL2,0.24782302649792098
LPAR1,1.0
LPAR2,0.3297779796482059
LPAR3,0.09068727315363963
LPAR4,1.0
LPAR5,1.0
LPAR6,0.07988550766833073
LPIN1,0.04663173261865245
LPIN2,0.19902864871825732
LPIN3,1.0
LPL,1.0
LRP2,0.2215672274275916
LRP5,1.0
LRP6,0.29334565018462044
LSP1,0.5466112014260416
LTA,1.0
LTB,1.0
LTB4R2,1.0
LTBP1,0.9828905880928935
LTBR,1.0
LY96,1.0
LYN,1.0
MAGED1,1.0
MAGI1,1.0
MAGI2,1.0
MAGI3,0.9524983083559881
MALT1,0.14542447137638076
MAML1,1.0
MAML2,1.0
MAML3,0.618481826370963
MAP2K1,0.30219011935846873
MAP2K2,1.0
MAP2K3,0.8061255258641298
MAP2K4,1.0
MAP2K5,0.6732046879885242
MAP2K6,0.2740862741544241
MAP2K7,0.8881980993944443
MAP3K1,0.07508508484842144
MAP3K11,1.0
MAP3K12,1.0
MAP3K13,1.0
MAP3K14,0.11858804669983103
MAP3K2,1.0
MAP3K20,1.0
MAP3K3,0.5984737357310427
MAP3K4,0.047425068385848264
MAP3K5,1.0
MAP3K6,1.0
MAP3K7,1.0
MAP3K8,1.0
MAP4K1,1.0
MAP4K2,1.0
MAP4K3,1.0
MAP4K4,0.7476976524753538
MAPK1,1.0
MAPK10,1.0
MAPK11,0.9524983083559881
MAPK12,1.0
MAPK13,0.7189953352436583
MAPK14,1.0
MAPK15,0.6117799729176134
MAPK3,1.0
MAPK4,1.0
MAPK6,1.0
MAPK7,1.0
MAPK8,1.0
MAPK8IP1,0.4358781761988516
MAPK8IP2,1.0
