gene_name,p_value
APOA5,0.4599247542668511
APOC3,0.3751861800457601
AQP7,0.7011739194578919
ARAF,0.09390821062712491
ARAP3,0.017972784814787254
AREG,0.2530523305555451
ARF1,0.003485638201030883
ARF6,0.04020884359251291
ARHGDIA,0.02094763412513825
ARHGDIB,0.01146602297817716
ARHGDIG,0.14674666869611536
ARHGEF12,0.20748724105999405
ARNT,0.00481822861971875
ARRB1,0.2977445583325323
ARRB2,0.08888255576023392
ASPH,0.009203705412454397
ATF2,0.015379000335504447
ATF4,0.6252155658662468
ATF6B,0.5339987013766656
ATG12,0.1357852957167906
ATG16L1,0.04636842750268625
ATG5,0.0297689346495677
ATM,0.5577473708140289
ATP1A1,0.06274919846840764
ATP1A2,0.5984737357310427
ATP1A3,0.12905541113835117
ATP1A4,0.017205051777015718
ATP1B1,0.019912847727225437
ATP1B2,0.828337788367049
ATP1B3,0.6819220987944453
ATP1B4,0.07317023606962494
ATP2A1,0.1271413019169325
ATP2A2,0.024039192496281517
ATP2A3,0.38700354380112634
ATP2B1,0.1633380661291729
ATP2B2,0.12726211945580482
ATP2B3,0.07126339086680465
ATP2B4,0.01507996513884005
ATP6V1A,0.027518211761806962
ATP6V1B1,0.9239976993417676
ATP6V1B2,0.009728658952599199
ATP6V1C1,0.06654219551995229
ATP6V1C2,0.22240105477768235
ATP6V1D,0.025570425069191483
ATP6V1E1,0.0028298525197925422
ATP6V1E2,0.8806697120900072
ATP6V1F,0.014981384395760997
ATP6V1G1,0.004575052750660372
ATP6V1G2,0.008523326116570218
ATP6V1G3,0.3249311654768372
ATP6V1H,0.0002151978738751074
ATR,0.0006789978517844405
ATXN1,0.12027580896757195
ATXN1L,0.9089358033231137
AVP,0.6033128967511814
AVPR1A,0.6944513204420402
AVPR1B,0.2884170892565576
AVPR2,0.45560062469069085
AXIN1,0.6541723054857741
AXIN2,0.4330587432475995
AZI2,0.0009025483726659873
BAD,0.3741209340258883
BAG4,0.0021817765445771103
BAMBI,0.5215227488815737
BAX,0.01729206970610147
BBC3,0.4056302208271104
BCAR1,0.6819208083854478
BCL10,0.19484501055359849
BCL2,0.19650859082128003
BCL2A1,0.33081233829906675
BCL2L1,0.4572197785933423
BCL2L11,0.8787751314688965
BCL3,0.15975964622469618
BCL6,0.7712791935015819
BDKRB1,0.8805682545045059
BDKRB2,0.009161226403654783
BDNF,0.01401639483355061
BECN1,0.02216714255608368
BECN2,0.98442740183886
BEX3,0.02685547699222919
BID,0.5836610913755536
BIRC2,0.02216580698496225
BIRC3,0.7767076752480038
BIRC5,0.9847834424974887
BLNK,0.170606611586957
BMP2,0.047884457796218395
BMP4,0.9240640747763517
BMP5,0.09372088085733
BMP6,0.5277255104631569
BMP7,0.08933019952200442
BMP8A,0.9505944113655753
BMP8B,0.3843754010740946
BMPR1A,0.6134331340752563
BMPR1B,0.9543955456050673
BMPR2,0.006094918674738429
BNIP3,0.05330419122530041
BOC,0.4659045146866506
BORCS8-MEF2B,0.7932124130685116
BRAF,0.005187582880539711
BRAP,0.010710841884912217
BRCA1,0.7225346593757376
BRCC3,0.018088795724685948
BTC,0.0374463941850607
BTK,0.008758603379680954
BTRC,0.08666689040332588
BUB1B-PAK6,0.16430373570276624
CAB39,0.027184441416594925
CAB39L,0.46737723142233956
CACNA1C,0.036637144017780024
CACNA1D,0.048490617595527384
CACNA1F,0.3273320348194272
CACNA1S,0.256426925432533
CACNA2D1,0.012518092162421017
CACNA2D2,0.5107448617614334
CACNA2D3,0.06868866274597528
CACNA2D4,0.6801174057476769
CACNB1,0.07052204513323541
CACNB2,0.03794743106942926
CACNB3,0.1395866605553207
CACNB4,0.010068799662636855
CACNG1,0.001315280029858028
CACNG2,0.2868198363045722
CACNG3,0.010422141423005548
CACNG4,0.20152287201875352
CACNG5,0.9391859432693231
CACNG6,0.07348184986913434
CACNG7,0.10879832943917843
CACNG8,0.0694173409853717
CACYBP,0.2658102277887764
CALM1,0.00817148537891349
CALM2,0.010859034256429938
CALM3,0.05755346417856862
CALML3,0.12499974623979984
CALML4,0.5593558047885501
CALML5,0.12980566008491984
CALML6,0.2889319456742191
CAMK1,0.3664840942140687
CAMK1D,0.10827176572864886
CAMK1G,0.027019088669759102
CAMK2A,0.12315496428739758
CAMK2B,0.7585542021467591
CAMK2D,0.03414886080425246
CAMK2G,0.5820282295226769
CAMK4,0.19081294235431623
CAMKK2,0.08237719627905316
CAMP,0.5883337594360178
CARD10,0.26576577195098805
CARD11,0.9108165836724164
CARD14,0.19796861109438335
CARD16,0.05418047831274548
CARD18,0.8004365364071341
CARD6,1.0
CARD8,0.8339089018661608
CARD9,0.9543939162018389
CASP1,0.026035273468162607
CASP10,0.04792372999855099
CASP12,0.20857571387799467
CASP3,0.8600317191320277
CASP4,0.11634500866260315
CASP5,0.5807730787333728
CASP7,0.6766786907605873
CASP8,0.12717450210507897
CASP9,0.029947272992979505
CASQ1,0.05723772612193946
CASQ2,0.8300659579879998
CASR,0.4149307017374444
CASTOR1,0.4865686719051068
CAT,0.20492044530105147
CBL,0.3227077408028871
CBLB,0.18517616762091982
CCKAR,0.5081022220190183
CCKBR,0.018801614346352205
CCL1,0.3840797913907106
CCL11,1.0
CCL13,0.08244884290642081
CCL14,1.0
CCL15,1.0
CCL16,1.0
CCL17,0.9108056052818048
CCL18,1.0
CCL19,0.11545848766553567
CCL2,0.5450212957394609
CCL20,1.0
CCL21,0.1015756669323724
CCL22,0.31721130648904583
CCL23,1.0
CCL24,0.48127500877200635
CCL25,0.030105733989705757
CCL26,0.3805585699975509
CCL27,0.6167448835824623
CCL28,0.04531379064496377
CCL3,1.0
CCL4,1.0
CCL5,1.0
CCL7,0.5545241226553499
CCL8,0.0074495137091679575
CCN2,0.07088970232849207
CCNA1,0.034551652961700666
CCNA2,0.35019896162203956
CCNB1,0.04430995036512046
CCNB2,0.11164373383954042
CCNB3,0.018029230487821898
CCND1,0.15417716483399643
CCND2,0.05786598252966416
CCND3,0.42197125025096904
CCNE1,0.32388063268678047
CCNE2,0.7803640114176348
CCNG1,0.8488195203555456
CCNG2,0.33333010348003655
CCR1,0.07901536271638786
CCR10,0.012601070064600598
CCR2,0.9482555590897944
CCR3,0.12925363259407252
CCR4,0.8123262052705584
CCR5,0.06055689512116314
CCR6,0.0009289446923477568
CCR7,0.7246941594104268
CCR8,0.3249311654768372
CCR9,0.01183103364408475
CD14,0.0084042889219607
CD19,0.9370590917031335
CD209,0.01988576792624741
CD22,0.5609653147456095
CD247,0.30101824659544174
CD28,0.7767184741217625
CD36,0.7875881482049131
CD38,0.11795511869783491
CD3E,0.8162011108250771
CD4,0.09674598564303491
CD40,0.21618273004040034
CD40LG,1.0
CD72,0.08275771192448333
CD79A,0.21779160725497249
CD79B,0.8749887728286754
CD80,0.4843807548826564
CD82,0.452904183722347
CD86,0.22242156931153256
CD8A,0.0028700625501896357
CD8B,0.2899444499156095
CD8B2,0.24388026986535716
CDC25B,0.40294806527175986
CDC37,0.08667094695418688
CDC42,0.00044037446207527897
CDH1,0.7279083278255081
CDK1,0.5060424680508879
CDK2,0.0559950381341826
CDK4,0.6784242156171021
CDK6,0.6731302273896005
CDKN1A,0.5092303092051846
CDKN1B,0.02134729001690972
CDKN2A,0.6268856857387349
CDKN2B,0.20065284676433393
CDKN2D,0.053895284707083796
CDON,0.11465466331723356
CEBPB,0.5061751522096081
CER1,0.7443649262302722
CFLAR,0.05569795828389418
CFTR,0.2597382047775776
CGA,0.5606243580191617
CHAD,0.15211640232940798
CHD8,0.8938474733535643
CHEK1,0.533849437330822
CHEK2,0.6336453074935858
CHRD,0.07015235309311776
CHRM1,0.08710868142052733
CHRM2,0.1452073193283681
CHRM3,0.6438877902512061
CHRM5,0.7170513172867559
CHUK,0.134535306735271
CIR1,0.8469536179808255
CISH,0.010545349630052827
CLEC1B,0.6315506469354282
CLEC4D,0.7018310837543951
CLEC4E,0.7785679473127208
CLEC4M,0.34472658749625795
CLEC6A,0.15891734861547435
CLEC7A,0.1698849642031578
CLIP1,0.20153448090780635
CNR1,0.015995656376835764
CNTF,0.19437326702033209
CNTFR,0.1460838482990093
COL1A1,0.9391964592631781
COL1A2,0.4865480965230651
COL2A1,0.7257704857524221
COL3A1,0.06523123559893387
COL4A1,0.0893205814440616
COL4A2,0.033344230454405016
COL4A3,0.1046036871270822
COL4A4,0.023958061403752163
COL4A5,0.8675275404830967
COL4A6,0.8108057282607501
COL6A1,0.21621032856444955
COL6A2,0.004748248115689571
COL6A3,0.9542645730983631
COL6A5,0.11023613169291153
COL6A6,0.044308010087247045
COL9A1,0.41510605415838997
COL9A2,0.9221746321732763
COL9A3,0.04067550533212188
COMP,0.8865101822411057
COP1,0.04662859483967311
CPT1A,0.6889282826270532
CPT1B,0.6854215988059734
CPT1C,0.06274807049869587
CPT2,0.7012398564074539
CREB1,0.2751103633137566
CREB3,0.13331364084020236
CREB3L1,0.10464340885652534
CREB3L2,0.4055946140677441
CREB3L3,0.2352625698133607
CREB3L4,0.3514645678740056
CREB5,0.40696892702427
CREBBP,0.3805501431562732
CRK,0.8900793468005116
CRKL,0.15556429844232358
CRLF2,0.5644878337158814
CRTC2,0.4940575236573693
CSF1,0.5820249896832372
CSF1R,0.1243157302188189
CSF2,1.0
CSF2RA,0.6017708166649147
CSF2RB,0.038408099589545414
CSF3,0.08849151797811858
CSF3R,0.12431142215969275
CSH1,0.3249311654768372
CSH2,0.3249311654768372
CSN2,0.1751456533996013
CSNK1A1,0.017405023238094577
CSNK1A1L,1.0
CSNK1D,0.10263449768412626
CSNK1E,0.4985866006229064
CSNK1G1,0.010555895813822718
CSNK1G2,0.6697276083731134
CSNK1G3,0.005790528097296132
CSNK2A1,0.006695156884838195
CSNK2A2,0.013032311332592274
CSNK2A3,0.9013342359383556
CSNK2B,0.010139529499970198
CTBP1,0.14411141587378049
CTBP2,0.4372763604051624
CTF1,0.33330727938544
CTLA4,0.013190143745537012
CTNNA1,0.3033066417785909
CTNNA2,0.11915101430909911
CTNNA3,0.03620270727486673
CTNNB1,0.11635441200608188
CTNNBIP1,0.22156392240972544
CTNND1,0.03455423793984345
CTNND2,0.9657888958333614
CTSB,0.004213343632312497
CTSD,0.03218315473936471
CUL1,0.06042877644602413
CUL3,0.004891533594807546
CX3CL1,0.10313627598262204
CX3CR1,0.003457443027291167
CXCL1,0.21618798709014453
CXCL10,0.8373480580033495
CXCL11,0.5096258917248322
CXCL12,0.9619892538580692
CXCL13,0.29020271267354447
CXCL14,0.49556785810733095
CXCL16,0.5529648496830122
CXCL2,0.09964273927496888
CXCL3,0.5213176471859746
CXCL5,0.24957379942149815
CXCL6,0.5384652915167978
CXCL8,0.3688287974530601
CXCL9,0.34686093230777515
CXCR1,0.998072574640803
CXCR2,0.5390513742844892
CXCR3,0.5445516367554492
CXCR4,0.7785756607975624
CXCR5,0.9225305615165521
CXCR6,0.2838335783309982
CXXC4,0.21619061558183617
CYBA,0.0351702696772509
CYBB,0.009859858653369535
CYCS,0.028712551663120325
CYLD,0.05977530663211847
CYP17A1,0.0036159929284669263
CYP27A1,0.908940991885446
CYP7A1,0.4425537339012122
CYP8B1,0.1865379834676847
CYSLTR1,0.7530962447963572
CYSLTR2,0.8301689645965534
CYTH1,0.05631002342537603
CYTH2,0.09723185018769921
CYTH3,0.9411161956723787
CYTH4,0.2911405535682995
DAAM1,0.017629626057589276
DAAM2,0.013838331857832606
DAB2IP,0.5497840504485016
DAPP1,0.005362509790067702
DAXX,0.10879428147966298
DBI,0.7603679977364548
DCHS1,0.1332919826073924
DCHS2,0.015145549356546677
DCN,0.3728366646983816
DDB2,0.32272020209234986
DDIT3,0.0007868894708597202
DDIT4,0.011083295259496365
DDX3X,0.21887371225259633
DEFB4A,1.0
DEFB4B,1.0
DEPDC5,0.04138016745348458
DEPTOR,0.5031235305565204
DHH,0.9961864034676373
DHX33,0.1812751973308826
DHX58,0.010857333301990077
DIAPH1,0.2015364156828665
DISP1,0.19890010092059474
DKK1,0.2616896116010754
DKK2,0.08125520385640199
DKK4,0.9298982603643188
DLG1,0.36774725103836303
DLG2,0.13517203696988683
DLG3,0.03906381979215314
DLG4,0.3010735753297552
DLG5,0.8769118787860202
DLL1,0.31234113120992857
DLL3,0.028352288891699832
DLL4,0.6184717829184709
DNM1L,0.007722513283118952
DOCK2,0.12367731964701559
DOCK4,0.07239005824487449
DRD1,0.16694058713859017
DRD2,0.15478217569167013
DRD5,0.06975546171466082
DTX1,0.17515915737764776
DTX2,0.33094659161071927
DTX3,0.8024381238987224
DTX3L,0.7785645531240764
DTX4,0.10014062622521189
DUSP1,0.6889287043802933
DUSP10,0.6167650494251155
DUSP16,0.7785648616931282
DUSP2,0.10162796851904138
DUSP3,0.11690852033786131
DUSP4,0.30326997692217617
DUSP5,0.0051500452141502425
DUSP6,0.8506862861878421
DUSP7,0.8413555947262802
DUSP8,0.9202828193774986
DUSP9,0.7913920987233869
DVL1,0.9562942254075385
DVL2,0.14807224059619933
DVL3,0.1590602942054299
E2F4,0.32977382836588465
E2F5,0.11910347513836243
EBAG9,0.02572682097907522
ECSIT,0.24587630590657006
EDA,0.6975514856449831
EDA2R,0.47157367204489775
EDAR,0.6677310539105131
EDARADD,0.22031061501730698
EDN1,0.115798202377208
EDN2,0.9291034648056408
EDN3,0.43163544822340516
EDNRA,0.5917689618603523
EDNRB,0.48507307000823263
EEF2,0.0329575331824187
EEF2K,0.8432211236023539
EFCAB7,0.07314870059554392
EFNA1,0.24010517337969817
EFNA2,0.9695765121269545
EFNA3,0.0906868115172054
EFNA4,0.7404456222487265
EFNA5,0.11914361955668078
EGF,0.027320645243592755
EGFR,0.6353647886718462
EGLN1,0.7913961805732814
EGLN2,1.0
EGLN3,0.11524979626242275
EGR1,0.027019745511887933
EGR2,0.9070272858285027
EGR3,0.006229042893629448
EHHADH,0.06205897021818807
EI24,0.43868829735848536
EIF4B,0.02175451384614317
EIF4E,0.06376168599530856
EIF4E1B,0.24297195807748306
EIF4E2,0.04331786619226622
EIF4EBP1,0.20491526188435827
ELAVL1,0.07988033193822609
ELF5,0.6217242404967414
ELK1,0.8116644310137153
ELK4,0.27194057937647675
ELMO1,0.07586839044996381
ELOB,0.12785808051893188
ELOC,0.0030112150315693958
ENAH,0.01663207300053631
ENO1,0.2074904916122673
ENO2,0.008345840119289787
ENO3,0.8357643982653291
ENO4,0.18259624680142394
EP300,0.9638887169306303
EPHA2,0.07390847307519255
EPO,0.2885043955980675
EPOR,0.7567346618483757
ERBB2,0.7639966019019253
ERBB3,0.2118153683381092
ERBB4,0.08110988489653903
ERBIN,0.31234736163521315
EREG,0.08257464684699233
ESR1,0.5805682576487334
ESR2,0.8917877192634289
ESRRB,0.6059130885801209
ETS1,0.4528860826593639
ETS2,0.03435129590407388
EVC,0.1005757084960949
EVC2,0.10045639283281502
EVL,0.07126703313933189
EXOC2,0.030310740958420335
EXOC7,0.0943817448491686
F2,0.505503340327069
F2R,0.220478285717694
F2RL3,0.7567988268174948
F3,0.10722969687918005
FABP1,0.06829827783646852
FABP3,0.09965921407057056
FABP4,0.6623287911402356
FADD,0.3976037011507436
FADS2,0.6404796967029416
FARP2,0.6235222128998325
FAS,0.0948363853519844
FASLG,0.2105532044208951
FASN,0.36522091729556894
FAT4,0.7493702219474183
FBP1,0.029037101333209022
FBP2,0.9810791737213301
FBXO25,0.15975725677865849
FBXO32,0.23162852780386878
FBXW11,0.1278548087668978
FCER1A,0.27391374629138077
FCER1G,0.03883906220963447
FCGR2B,0.20078357635332522
FFAR2,0.47278590340157867
FGF1,0.6906839264868625
FGF10,0.674586643198765
FGF16,0.828710394610622
FGF17,0.5107599800889732
FGF18,0.8134809777849796
FGF19,1.0
FGF2,0.30667060431029136
FGF20,0.032821350066254563
FGF21,0.01796537169414056
FGF22,0.2857313307384549
FGF23,0.2455538307506594
FGF3,1.0
FGF4,1.0
FGF5,0.35722676798186503
FGF6,0.5791507855561409
FGF7,0.0236068789864042
FGF8,0.06366377006124539
FGF9,0.019163436328788558
FGFR1,0.5031320821706723
FGFR2,0.5641836728111362
FGFR3,0.7567407284224063
FGFR4,0.7932144373812747
FGR,0.5016114287580344
FHL1,0.0066476568772859705
FLCN,0.31808795857907224
FLNA,0.9146100405445943
FLNB,0.377966780079539
FLNC,0.5770984702156245
FLOT1,0.08579812803837343
FLOT2,0.008404475646138948
FLT1,0.4123926415142801
FLT3,0.01672641125365341
FLT3LG,0.02448569251426993
FLT4,0.5869022201390256
FMOD,0.8975838521668968
FN1,0.8024378471145426
FNIP1,0.028362247802110448
FNIP2,0.024181553575268536
FOS,0.16047690215145827
FOSB,0.0017697976045788616
FOSL1,0.24974119843890608
FOXO1,0.8600285480144927
FOXO3,0.25272363371084994
FOXO4,0.004341724044325583
FOXO6,0.9942959763463836
FPR1,0.0018730200002968064
FRAT1,0.8432153672451494
FRAT2,0.8246192660050393
FRMD1,0.11591333097241024
FRMD6,0.9278457024532958
FRS2,0.30778772720521574
FSHB,1.0
FSHR,0.19684752879252643
FST,0.10904233681232643
FXYD1,0.4791379810891533
FXYD2,0.7458589652550552
FYB1,0.37027214603346614
FYN,0.7243478843263567
FZD1,0.471736720735355
FZD10,0.5785314051761481
FZD2,0.8825358102360155
FZD3,0.5434307606199661
FZD4,0.6490111399682106
FZD5,0.1588813474893086
FZD6,0.8562812898866834
FZD7,0.8769034925874215
FZD8,0.08666148166358192
FZD9,0.11971289978951218
G6PC1,0.30782978989251775
G6PC2,0.8880691507946382
G6PC3,0.29115919062801177
GAB1,0.7243406968859679
GAB2,0.09344407100727681
GABARAP,0.01071162756013241
GABARAPL1,0.022029355652510213
GABARAPL2,0.012268962965282012
GABBR1,0.5466112014260416
GABBR2,0.33333632784710177
GADD45A,0.006743750437097007
GADD45B,0.12548773059401366
GADD45G,0.4302839771642082
GALT,0.01478507062781232
GAPDH,0.04356801403519821
GAS1,0.035982212904003795
GATA4,0.9936922344009097
GCG,0.3199354178676035
GCGR,0.07872063701184535
GCK,0.7658039529541044
GDF5,0.8503745702886224
GDF6,0.8561035910215773
GDF7,0.13614997320113195
GDNF,0.9277904504559182
GFAP,0.03256849667688533
GH1,0.9254670177455069
GH2,1.0
GHR,0.7010708565525015
GHRL,0.37920186806794187
GHSR,1.0
GIP,0.6444957901792971
GIPR,0.0658249254723649
GK,6.975287670610353e-05
GK2,0.31473174638005164
GLI1,0.21353764107930362
GLI2,0.1632627785531393
GLI3,0.5529392892412902
GLP1R,0.2964646360440233
GNA11,0.8694056666537222
GNA12,0.03086435531688625
GNA13,0.867528667113242
GNA14,0.11801454717435085
GNA15,0.3297627579225213
GNAI1,0.018561440877888028
GNAI2,0.29334565018462044
GNAI3,0.301061818996616
GNAL,0.0774511877850912
GNAO1,0.0487733712829994
GNAQ,0.0288861093536653
GNAS,0.027855509186024835
GNB1,0.01880195384058435
GNB2,0.05692980863554379
GNB3,0.6994840961285692
GNB4,0.011615569922012207
GNB5,0.01774548497834544
GNG10,0.0001323614707787386
GNG11,0.27723127288860916
GNG12,0.4985730840525837
GNG13,0.43587555003235867
GNG2,0.001222944656378689
GNG3,0.022167714952848434
GNG4,0.015376358317118635
GNG5,0.13704870091833377
GNG7,0.2751323399589798
GNG8,0.8985380223934254
GNGT1,0.31160255159781514
GNGT2,0.04208045774395712
GNRH1,0.3429151519793059
GNRH2,0.7566581166505358
GNRHR,0.3249311654768372
GPC4,0.7512993681405878
GPER1,0.021889857377457363
GPR119,1.0
GPR161,0.9411124113835405
GPRC6A,1.0
GRAP2,0.30865493953499534
GRB10,0.6134473464721186
GRB2,0.04209957011690077
GREM1,0.11632881371230046
GREM2,0.02016374604522422
GRIA1,0.08237631909539016
GRIA2,0.013746681344390409
GRIA3,0.038614571878373846
GRIA4,0.028366095866204883
GRIN1,0.5787646345391508
GRIN2A,0.045332592508997425
GRIN2B,1.0
GRIN2C,0.08154001453348958
GRIN2D,0.016948538841163888
GRIN3A,0.03235355500652379
GRIN3B,0.780950106348558
GRK1,0.834782111339504
GRK2,0.3702899461287854
GRK3,0.09112138712912875
GRK4,0.20747293824019408
GRK5,0.4056208158737663
GRK6,0.07906725743688114
GRK7,0.4821379617104744
GRM1,0.37538810049640203
GRM2,0.33452770370274854
GRM3,0.0853617072542402
GRM4,0.5885634805056932
GRM5,0.06513894629718905
GRM6,0.7098474811321528
GRM7,0.05723025051778795
GRM8,0.04257406176133579
GRPR,0.008131166416227721
GSDMD,0.40698033702556513
GSK3A,0.20577692707567874
GSK3B,0.03516686967703435
GTF2I,1.0
GTF2IRD1,0.19569950338860587
GTSE1,0.4814984725894237
GYS1,0.49858107124757745
GYS2,0.487785768500833
HAMP,0.011781813749741948
HBEGF,0.029408044599167793
HCAR1,0.5614588466772252
HCAR2,0.789420100022145
HCAR3,0.04732138443488347
HCK,0.0037321600260429686
HDAC1,0.8806714065078026
HDAC2,0.019411094668267178
HDAC3,0.10722869199046811
HDAC4,0.5497760578141827
HDAC5,0.9828905146735649
HES1,0.9164992645701916
HES5,0.2900673110415858
HEY1,0.15556134165908445
HEY2,0.157643056964057
HEYL,0.4274860396265049
HGF,0.7136451928426486
HHAT,0.28679225570236266
HHATL,0.6421854067852514
HHIP,0.4895268643804269
HIF1A,0.0045748784487239826
HJV,0.4550910194715859
HK1,0.004245070704852742
HK2,0.8844182900412558
HK3,0.412298335264236
HKDC1,0.8525176084260899
HMGCR,0.00822865622460886
HMGCS1,0.024641050924045595
HMGCS2,0.14260060376715486
HMOX1,0.360193384606354
HNF4A,0.4240426933835252
HOMER1,0.8190641343538754
HOMER2,0.06724428313696384
HOMER3,0.027351329117122423
HRAS,0.19407287603009216
HRC,0.8005809843978107
HRH1,0.40293191442133913
HRH2,0.42334118048174263
HSP90AA1,0.9600916337498887
HSP90AB1,0.02258811287802212
HSP90B1,0.001202795122083753
HSPA1A,0.7189957201989776
HSPA1B,0.20407495712248924
HSPA1L,0.372788104599341
HSPA2,0.24298004738243417
HSPA6,0.4288632341873948
HSPA8,0.1876098013720453
HSPB1,0.6084411459306318
HTR1A,0.12371010122263183
HTR1B,0.0594090719660307
HTR1D,0.2636023236967968
HTR1E,0.5199799226773464
HTR1F,0.42454339084256787
HTR2A,0.15625369502303377
HTR2B,0.6564164785882788
HTR2C,0.060913859746428226
HTR4,0.17644477839148287
HTR5A,0.02572428087122725
HTR6,0.04041624706513148
HTR7,0.486366553202603
IBSP,0.33385726220780243
ICAM1,0.24780746621195726
ICOS,0.5374920463778013
ID1,0.861909527203541
ID2,0.2537209250679079
ID3,0.34782144687151806
ID4,0.2966396817766831
IFI16,0.8525528626485739
IFIH1,0.850672984968272
IFNA1,0.7496064953025394
IFNA10,0.3249311654768372
IFNA13,0.9607889856225712
IFNA14,1.0
IFNA16,0.3249311654768372
IFNA17,0.3249311654768372
IFNA2,0.7618090201999614
IFNA21,0.3249311654768372
IFNA4,1.0
IFNA5,0.8088404793257767
IFNA6,0.9847137873496491
IFNA7,1.0
IFNA8,1.0
IFNAR1,0.02188947914398086
IFNAR2,0.04257198837985173
IFNB1,1.0
IFNE,0.46740804552880233
IFNG,0.43315883318447446
IFNGR1,0.0368572218935656
IFNGR2,0.005038028138811406
IFNK,0.31539031379232196
IFNL1,1.0
IFNL2,0.6445041951565483
IFNL3,0.11174482124490254
IFNLR1,0.6661228960629677
IFNW1,0.3249311654768372
IGF1,0.7767082974456401
IGF1R,0.2527154880518173
IGF2,0.8806705593079271
IGFBP3,0.6977214277341408
IHH,0.11381519755730093
IKBKB,0.16549859863639405
IKBKE,1.0
IKBKG,1.0
IL10,0.08809993490432101
IL10RA,0.04018743413727505
IL10RB,0.6218347682416512
IL11,0.03617444814561235
IL11RA,0.36901518523163557
IL12A,0.24775063010114018
IL12B,0.08728536700362223
IL12RB1,0.028978913584075675
IL12RB2,0.05628499738982145
IL13,0.2975359763307671
IL13RA1,0.8806715759456125
IL13RA2,0.05667973891312426
IL15,0.5802658571251259
IL15RA,0.17286873105506462
IL17A,0.3249311654768372
IL17B,0.3144302988596127
IL17C,0.0698883849420728
IL17D,0.6959595773263885
IL17F,0.16855642882622535
IL17RA,0.09817522809561088
IL17RB,0.6084380687855104
IL17RC,0.7136545915172855
IL17RE,0.14871986593843667
IL18,0.27511105011146986
IL19,0.2505455589658834
IL1A,0.6217667667329411
IL1B,0.003959655046208417
IL1R1,0.4316618069840862
IL1RAP,0.0815203871505975
IL2,1.0
IL20,0.6445041951565483
IL20RA,0.7803906528681268
IL20RB,0.8654701803212661
IL21,1.0
IL21R,0.014143850053270865
IL22,1.0
IL22RA1,0.7623494072681211
IL22RA2,1.0
IL23A,0.39775857594840647
IL23R,0.6292999659542757
IL24,0.5729382037710697
IL25,0.8164631485601448
IL27RA,0.6541524144983971
IL2RA,0.015591070853522833
IL2RB,0.8405483928733172
IL2RG,0.9600860992119172
IL3,1.0
IL3RA,0.1332969807411738
IL4,0.5667733271897306
IL4R,0.047689901821223735
IL5,0.6811374228211888
IL5RA,0.03606789826432922
IL6,0.14937204843298096
IL6R,0.46589685785520185
