All_gene_num,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
ACVR1B,7.259824306,7.473814666,7.460344513,6.27275322,6.93432885,6.664713443,6.664867338,6.419708454,6.14766086,7.195867695,7.094344387,7.626272768,7.136649798,6.303243053,6.236748803,6.959543057,9.3684638,7.082649162,6.989509011,6.701542789,6.086578918,6.912287347,6.799869774,6.469903147,6.461826744,7.606420607,6.552451694,6.839947239,6.677929921,7.387456905,8.874507798,10.17727702,9.155333217,6.47014243,6.852072086,6.58272422,7.169408864,7.657953234,6.973529165,7.486242945,7.778817511,7.081326317
ACVR1C,7.473639103,7.617137836,7.904091752,6.586202314,7.201187486,7.074416659,6.540078116,5.74533238,6.161886649,7.454223156,7.115889632,7.339931246,6.725795541,5.918653121,6.124187031,7.338405908,6.613864232,7.076581017,6.838832371,6.943549604,5.882741537,6.086215286,6.831766311,6.300728099,6.244486216,7.882359549,5.91910385,7.222794462,6.81634597,7.080043125,6.187677135,6.677791539,6.607377269,6.285709742,6.645051839,6.541485216,7.682553768,7.873402395,6.866511324,5.898370471,6.316372665,6.580600315
ACVR2A,8.014265687,7.920058136,8.070155211,7.093066621,7.563801816,7.846531794,7.177448905,6.214015803,6.511512066,7.841645832,7.815867386,7.628283005,7.038190308,6.455257473,6.504417762,7.954266084,7.107326773,7.69546385,7.350918338,7.467045597,6.653329349,6.603126932,7.091311569,6.989148581,6.718991892,8.184203137,6.80005452,7.880556931,7.505180054,7.496131189,6.871584495,7.143816503,7.254023597,6.86950776,7.101561167,6.890873229,9.477103751,9.948438839,7.110715342,6.59872882,6.966731148,7.248773795
ACVR2B,9.996420136,7.83197211,8.041292579,6.406875495,7.998830592,7.582521307,7.466194794,6.201495332,6.221658803,7.874989227,7.549484906,7.495904558,7.225695254,6.361850647,6.281975497,7.613920269,7.184850718,7.426994285,8.832630719,7.90581546,7.304574799,6.380120284,7.072590163,7.864215831,6.605629401,8.057831491,6.631240155,7.397415854,7.314194417,7.418781943,6.668511475,6.43184114,6.656219155,8.283528265,6.783499973,6.711223844,10.86673827,9.964320259,6.990920437,6.785878899,7.062601216,7.085683576
ADAM17,0.607183713,0.562923013,0.593326745,0.46202411,0.518290441,0.50778062,0.532283106,0.470252768,0.417127331,0.40000342,0.451771426,0.464850403,0.37423101,0.410941768,0.430800857,0.613668065,0.461542983,0.445813483,2.496620315,0.44799003,0.845502893,0.38521154,0.487186168,0.449924875,0.483420315,0.39396522,0.43916263,0.551501525,0.444756068,0.3734325,0.511695797,0.472394591,0.506928289,0.484532299,0.431945539,0.565894104,0.490550646,0.448515415,0.504825783,0.424055951,0.450197539,0.813419052
ADCY1,0.096518078,0.099255239,0.087211771,0.104130933,0.101864181,0.098869216,0.108805357,0.099292367,0.106448813,0.104235072,0.093075255,0.085449807,0.108850254,0.09785659,0.102105261,0.103306008,0.124715708,0.104032105,0.098306507,0.103334342,0.105147366,0.100355061,0.117643856,0.097946852,0.10509925,0.101256591,0.098406425,0.106584611,0.085276595,0.101056123,0.086905021,0.102780325,0.091483676,0.111305918,0.09369135,0.101497011,0.102157487,0.09421964,0.09631313,0.098376211,0.116502456,0.103958407
ADCY2,0.101671086,0.101704563,0.089133057,0.109213478,0.104966617,0.109324718,0.112035808,0.1057807,0.110160186,0.107288961,0.101538765,0.088447838,0.113186882,0.101833352,0.115770231,0.107978361,0.147192243,0.105899277,0.101809785,0.108506326,0.110559729,0.1135704,0.129841586,0.108912118,0.112811716,0.106440957,0.113307899,0.112465672,0.092587118,0.107254907,0.106865429,0.111971651,0.099310137,0.111115947,0.099471047,0.106268587,0.102615955,0.101072577,0.109947733,0.107604717,0.138851663,0.111947404
ADCY3,0.088421504,0.088909083,0.076954511,0.099419678,0.097462702,0.092399201,0.103363524,0.087425464,0.095123346,0.096450458,0.090210443,0.080805173,0.102409724,0.091745116,0.094580219,0.093030156,0.122283351,0.095938933,0.088862521,0.098147967,0.097072224,0.096747516,0.111251405,0.091484473,0.100254233,0.096107787,0.094129529,0.099021264,0.081950558,0.095177573,0.087596326,0.100074534,0.092596555,0.096357634,0.090700321,0.092326735,0.088740377,0.090734439,0.089739808,0.095285551,0.11472657,0.097845959
ADCY4,0.092300171,0.093166976,0.077457186,0.099476203,0.098673841,0.099592292,0.098477027,0.090396018,0.095114932,0.092307122,0.086325063,0.080472674,0.10016489,0.088441283,0.09323894,0.090798295,0.135227043,0.092273268,0.091983299,0.095207262,0.097129574,0.104727828,0.116842797,0.103528204,0.096679246,0.092474685,0.101811618,0.102402231,0.085076773,0.093714848,0.085570996,0.101441596,0.093465257,0.098582858,0.08685341,0.095226927,0.090554925,0.091311558,0.10045916,0.094958382,0.127801447,0.098909428
ADCY5,0.275449576,0.266579418,0.229108441,0.284858258,0.278958553,0.294465547,0.303314294,0.274820783,0.291920048,0.284415196,0.264901442,0.228697568,0.294965192,0.279280605,0.287363052,0.286101365,0.332607268,0.297186905,0.264956776,0.287108369,0.301176745,0.291006251,0.324271588,0.263405433,0.287386411,0.278037227,0.280140873,0.30236547,0.240051288,0.270464326,0.253914148,0.295443599,0.275967578,0.290853599,0.259974585,0.283533739,0.269369498,0.256306616,0.268661303,0.280682637,0.349614165,0.286100825
ADCY6,0.421658765,0.426450616,0.342453179,0.462923161,0.440178184,0.453373438,0.480933901,0.425992887,0.443252291,0.458846076,0.427119073,0.365829206,0.470497556,0.451365038,0.429459735,0.461263037,0.579104766,0.448253363,0.41497243,0.473159883,0.490510999,0.454980191,0.506522346,0.420007108,0.466471078,0.443157624,0.471918864,0.466121125,0.369891213,0.439016201,0.417282419,0.479380686,0.439865516,0.426584825,0.417101568,0.478268165,0.410744198,0.403904227,0.431459709,0.45462952,0.572146884,0.444597776
ADCY7,0.252790376,0.270291778,0.21144929,0.310728422,0.275230556,0.273690033,0.286726952,0.250593668,0.262841293,0.271753588,0.251738718,0.222388957,0.286504119,0.251745267,0.269474066,0.264224024,0.429141308,0.269955266,0.265092727,0.300672901,0.276045937,0.299667089,0.35415748,0.278201949,0.275739552,0.2873641,0.257189639,0.302822687,0.245227548,0.278847716,0.261223256,0.321021113,0.288607404,0.279678591,0.27237175,0.250739475,0.257236211,0.286705372,0.283527506,0.280110015,0.376500087,0.280283357
ADCY8,0.096088617,0.099523911,0.085699126,0.106015297,0.101988564,0.105142293,0.108581678,0.098664969,0.106725636,0.104232302,0.101709467,0.088773747,0.109702722,0.097829873,0.104188355,0.103212326,0.133684459,0.103266899,0.1009889,0.107138347,0.112661621,0.108020984,0.117933672,0.100395315,0.111342929,0.1047678,0.104994423,0.10931094,0.089732352,0.099232956,0.096555476,0.111176986,0.101008704,0.106612378,0.099358286,0.105702287,0.104480997,0.094749708,0.094365795,0.10303975,0.128799077,0.103958407
ADCY9,0.333522477,0.350573809,0.285753953,0.379260319,0.366308878,0.392166297,0.387426148,0.34717556,0.364005181,0.373510185,0.338235197,0.293419685,0.380891935,0.362020175,0.374108174,0.366371371,0.492561592,0.356073267,0.347480736,0.393719882,0.381185426,0.396312623,0.468590908,0.367251148,0.372579937,0.371113672,0.395670819,0.382121325,0.299137243,0.361183023,0.335836217,0.39789381,0.36130419,0.358758747,0.335505462,0.371733715,0.361078707,0.331942405,0.381451165,0.366014153,0.497482474,0.373879419
ADCYAP1,5.61332361,5.183086658,5.242597417,4.638277783,4.781207559,4.802122579,4.90761445,5.315335341,4.918038855,4.348235161,4.90113224,5.047093155,5.367293099,5.107256237,6.082407909,5.026995875,4.189615076,4.831343639,4.887184829,4.681369403,5.019426292,4.793376225,4.424716182,5.155326682,5.177429498,4.885347692,4.893493631,4.558924536,5.053717971,5.290283004,4.771463502,5.048991087,5.209101526,4.919608405,4.998187783,4.946089742,5.264162338,5.061213143,4.863156123,5.080589581,4.988928325,4.714355152
ADCYAP1R1,1.300669121,0.884682484,0.97900237,1.309652639,0.886228514,1.094207964,1.002135582,1.309088291,0.951747329,0.882944822,0.939268493,0.887189787,0.913765779,0.987229899,0.994141692,0.870917027,4.746237654,0.875612218,0.907596227,0.844146136,0.885495453,2.931039367,4.386776408,3.297562345,1.030652389,1.179366555,1.314860877,1.191796978,0.942427556,1.545875396,1.057120873,1.193138744,0.989928187,1.239450695,0.927032094,1.106518177,0.999900015,1.868625685,3.382073974,0.931445508,4.390658857,2.451246971
ADIPOR1,2.384339529,1.529350913,1.149099044,1.635765112,8.001959838,2.604132532,7.27949321,1.566920092,2.517459964,4.66023713,3.572545007,1.214941657,1.589616182,5.521598418,1.906712766,1.278294265,8.35496007,1.20127737,8.60042947,1.262363629,4.919103135,2.832397429,2.379110596,8.290516493,1.595722612,5.027792763,5.800882519,2.7383141,3.191301832,3.05343215,8.095686453,7.937805744,8.916035044,1.531303029,2.661860956,0.745860717,1.429365742,5.629430886,2.202854337,5.16393933,7.584260869,1.486662148
ADIPOR2,1.11161563,1.611869562,1.253888536,1.433247076,1.301599963,1.275241405,1.282037861,1.266238554,1.110403845,1.647936846,1.107954272,1.173809421,1.187299098,1.360808012,1.36439851,1.198721039,1.131929285,1.051908214,1.182191789,1.434739986,1.146491438,1.483455207,1.487748783,1.242315198,1.456691588,1.24289145,1.398378267,1.12192991,1.499419602,1.183445631,1.399893149,1.517284088,1.265556912,1.113236944,1.301854909,0.823643184,1.166603039,1.255348274,1.144907812,1.285119578,1.319628529,1.349527257
ADORA2A,2.881870539,1.819520393,1.979147794,3.06559103,1.931393134,2.501301145,2.0450147,2.712360533,1.903010974,1.934192686,1.913226804,1.757693832,1.760077428,2.151800066,1.795590228,1.840875777,13.24873381,1.759977217,1.787660411,1.844051258,1.885300456,7.938354943,12.09573204,8.807759885,1.823882103,2.539512176,3.049537984,2.834175943,1.793194298,3.691223298,2.20769057,2.689864988,1.985324523,2.180220252,1.869565897,2.350649319,2.110724358,4.631318329,7.075285435,1.890742774,12.30414938,6.586948743
ADORA2B,1.369508188,0.805202132,0.800494755,1.484853416,0.850016237,1.259173868,0.937002397,1.198623607,0.795151231,0.762059956,0.833220971,0.778800062,0.761306072,0.98840784,0.764394598,0.873143613,8.54369195,0.68171918,0.776599052,0.782434789,0.842973207,4.919551797,7.682454897,5.551082113,0.720272564,1.103457712,1.850165416,1.272952054,0.793333292,2.140302241,1.234273058,1.567680351,0.913189249,1.151244209,0.794859973,1.323841737,0.911028611,2.786568193,3.24434759,0.949101416,7.428336466,3.942703034
ADRA1A,3.920975894,3.74734623,3.627376173,3.61519285,3.519536568,3.476567539,3.799123859,3.716404029,3.792997692,3.616536397,3.735676352,3.520841162,3.523334145,3.750320424,4.077254246,4.506224744,4.248272138,4.046606018,4.064634986,3.880187256,3.964405747,3.634939394,3.544626255,3.910531841,3.799668918,4.001114024,3.772596107,3.528525313,3.792801355,3.417494085,3.677641677,3.752275071,3.762595134,3.711790138,3.413575937,3.745069478,3.915993291,3.955879156,3.771671751,3.725155212,3.595981943,3.375097067
ADRA1B,2.173094475,2.339059737,2.201970125,2.099463377,2.270170826,2.211407909,2.214041312,2.342947623,2.275635082,2.171344742,2.046600489,2.301218663,2.195255349,2.581006362,2.613200837,2.245680505,2.063447104,2.103307353,2.434014973,2.33668423,2.27860859,2.229556658,2.108437016,2.333047518,2.024696562,2.40128638,2.403024033,1.826962926,2.407203445,2.183080694,2.418087411,2.180844383,2.478610927,2.098205967,1.972090959,2.415965547,2.318950377,2.3323469,2.100476209,2.463893373,2.480482711,2.093432983
ADRA1D,2.581716873,2.480395603,2.297930849,2.18139124,2.481682051,2.291636078,2.228213972,2.740794796,2.278888576,2.260558967,2.285833853,2.310477729,2.282471777,2.793363223,2.734620813,2.33949887,2.338704742,2.311613746,2.439748587,2.434194626,2.280851899,2.347800898,2.497497066,2.42482389,2.129940948,2.287278697,2.498263406,1.982716791,2.457525584,2.238482406,2.615797109,2.155686995,2.317688659,2.328311683,2.133809852,2.474772013,2.368799217,2.466431244,2.109533048,2.383244056,2.363880213,2.150990534
ADRA2A,1.270156762,1.329092758,1.316395094,1.576717985,1.298476044,1.238798048,1.422736867,1.318449584,1.204380077,1.360691635,1.199481543,1.428777669,1.311924281,1.434487797,1.481113949,1.317059107,1.33851475,1.220637633,1.411662575,1.448163265,1.287415188,1.320182787,1.242895639,1.492037842,1.234420678,1.45753553,1.451904975,1.043546691,1.347479036,1.364769944,1.355043852,1.386952775,1.461928237,1.356462704,1.122962951,1.422758106,1.372666889,1.457811245,1.383061962,1.511671977,1.605323747,1.301795497
ADRA2B,1.25423826,1.331782856,1.319579495,1.308125649,1.30425375,1.281215543,1.422736863,1.322743416,1.20966587,1.204971968,1.182071272,1.372246212,1.315596086,1.382887087,1.480055382,1.308166819,1.259053126,1.220007339,1.307731086,1.410958609,1.290322856,1.38191723,1.368959106,1.493903406,1.159881396,1.384081498,1.382033588,1.129715468,1.2948057,1.243446085,1.304512729,1.28705508,1.475200979,1.356380124,1.268165332,1.434384472,1.383696942,1.463493991,1.494662522,1.467926109,1.47039233,1.301795518
ADRA2C,1.228742649,1.295158656,1.427367987,1.311675345,1.276077667,1.187299459,1.323293424,1.245477833,1.102907202,1.235103779,1.387417113,1.436653987,1.370615753,1.382811944,1.56790506,1.295643038,1.231550062,1.266019339,1.456457638,1.317249196,1.249628263,1.333446006,1.344743649,1.536595925,1.044737987,1.377724459,1.47744647,1.257399049,1.288069456,1.237362221,1.394673639,1.357188684,1.315228855,1.250677762,1.259300732,1.42670114,1.15155363,1.313300739,1.478884242,1.436716267,1.402203136,1.3017955
ADRB1,5.595335859,5.173839317,5.850669329,7.923254309,6.073317988,6.729347938,6.147372316,6.262584146,4.878858469,7.454107875,6.855447393,7.242940738,6.87822376,5.375923078,5.140826554,7.374948331,11.97939415,6.706552429,4.987164929,5.829618386,4.931122555,9.151968261,10.72489095,10.63060431,6.96199501,7.585290021,7.685210265,6.533642252,7.037943138,8.496716403,6.953955195,7.681005707,4.943606697,5.879971298,7.422797642,7.700303599,5.699013137,6.436213091,11.69461393,5.764074581,13.18000829,10.2721389
ADRB2,6.759109149,6.521674289,7.950713756,7.719215229,7.468138061,7.811990429,7.56163108,7.338277536,6.643424747,8.251383608,7.787600452,8.604119509,8.180444944,6.775716143,6.627262174,7.902148541,9.623810526,7.667389796,6.244998833,7.143997472,6.577907822,8.75013971,8.610075774,13.23134377,7.724215932,8.177601819,8.179195537,6.975443794,7.917842837,9.01370885,8.226793421,8.168207459,6.617043521,6.910979651,8.160748355,8.742964076,7.188073427,9.666354008,10.70037836,7.099272943,11.2838627,10.06642576
AGAP2,6.216407719,6.569044711,6.85234296,7.070145995,6.725840843,6.900470333,6.617511843,6.518280552,7.174461387,6.916313948,6.09912394,7.082866268,7.436761938,7.321169735,6.929184417,6.91677718,5.587278214,7.152681848,5.225528427,6.624712569,6.964075663,6.987380998,6.693869933,6.673367795,7.032023568,6.697452408,9.623806357,6.556902259,6.5977032,7.294908076,7.356380419,8.615165784,6.367994763,7.222905424,7.153845814,11.80710196,6.952447814,6.99251101,6.8345466,8.006367171,7.03029577,6.918136595
AGTR1,16.41717777,15.98059965,15.9768453,16.01128735,15.78393991,16.099313,17.32983098,17.12104735,15.74529339,16.67258798,16.19814253,16.18986198,16.41018472,17.22289697,14.91834912,16.52458611,17.59811059,17.09734536,15.20415562,15.49698364,15.62204205,15.49575379,15.88945542,17.126609,16.40050071,15.37494677,16.17957947,15.63603406,17.06247907,16.86696612,14.80569735,14.59688842,15.26444999,16.12778353,15.28762018,17.42585729,17.42454666,16.20199224,17.17490491,14.82109866,18.9354871,16.34617737
AIFM2,0.119223763,0.132514302,0.143379977,0.108740185,0.131974286,0.120533247,0.175091731,0.141815004,0.133644937,0.144925792,0.138709748,0.126595946,0.215005487,0.179519897,0.165494539,0.220665638,0.1255484,0.136637246,0.145905252,0.193060908,0.132512539,0.222384847,0.149808213,0.155816868,0.139886745,0.197609689,0.168177938,0.087581889,0.169727214,0.162695945,0.152442529,0.159623844,0.162275987,0.183978376,0.134829176,0.147366626,0.116668313,0.216612858,0.142634593,0.164428357,0.188918819,0.133577926
AIM2,5.753848039,5.895968374,5.454869471,5.988894703,5.272042778,5.168550259,5.92955223,5.616367475,5.167809802,5.588283076,5.0510075,5.349917201,5.21736634,6.063598409,5.735281189,5.371982887,5.126399498,4.716728671,4.567759434,5.742970837,4.961769159,5.945031213,5.565364602,4.598762415,5.637848304,5.022315855,5.394048745,5.515992181,5.866327788,5.360462738,4.340416593,6.119421308,4.14208078,5.696815573,5.209299226,9.780432575,4.970439302,4.722824335,6.335116892,6.295786382,4.239919149,5.753207041
AJUBA,6.034030775,4.640609954,5.250338053,3.101229777,3.580512728,3.50839682,1.774111757,2.454414109,10.13056878,4.151884795,13.31655389,2.789274932,2.428292454,2.905383493,3.897566167,2.338608985,3.265604085,5.211354681,2.746106516,2.215494577,2.965412292,2.305473083,4.318945383,3.008675468,3.41801086,3.274151258,3.007107402,1.475010585,2.976772896,3.025981164,2.550022497,2.598636531,2.881772989,8.51332317,2.741631655,2.630260547,2.07872121,2.924024151,2.254911946,2.840393685,2.299993206,5.455000675
AKT1,0.305341768,0.30366933,0.299672032,0.299870736,0.30692668,0.30385106,0.305112401,0.297215156,0.299915365,0.304873809,0.313751291,0.30598149,0.304960022,0.324299205,0.292671809,0.29095042,0.38681078,0.305041766,0.313014048,0.307768608,0.365460654,0.310590966,0.273988841,0.301909172,0.292527405,0.310703947,0.34328578,0.348760857,0.311320791,0.313700363,0.31003132,0.340494626,0.307600108,0.323113317,0.318846482,0.3193316,0.285210463,0.408069701,0.296344845,0.313630806,0.309229142,0.290842676
AKT1S1,2.457968896,2.656411914,2.813131044,2.557719375,2.547542472,2.718205921,2.884510789,2.57450799,2.464638121,2.767767453,2.345342646,2.574674646,2.694345251,2.546036163,2.416117931,2.503354188,2.365418121,2.572609316,2.655154964,2.615187608,2.552990732,2.597352404,2.838212789,2.494830099,2.494456007,2.659911113,2.635239474,2.584412811,2.444509197,2.60199835,2.530451393,2.665414272,2.628961745,2.816416424,2.672556125,2.435544516,2.518963551,2.513088409,2.603833605,2.527610182,2.307401165,2.779245317
AKT2,0.29298452,0.317590599,0.328037103,0.308903494,0.315131728,0.306489181,0.325521871,0.323037388,0.30455305,0.297675087,0.317001734,0.319437315,0.319214166,0.307825498,0.329458594,0.309782134,0.321766163,0.307243056,0.312982151,0.333813477,0.332951766,0.345830066,0.752825426,0.308442291,0.32021643,0.335930097,0.341330759,0.291464541,0.301994626,0.313503044,0.322462635,0.326289394,0.325298189,0.317320629,0.31295889,0.31394694,0.30653269,0.320169575,0.314826044,0.319768906,0.307047629,0.313378422
ALDOA,0.285911065,0.303070802,0.236928568,0.263296419,0.288249255,0.234439633,0.235266547,0.357509418,0.2805928,0.260877033,0.301838304,0.272267336,0.214077574,0.335489755,0.324980576,0.293666638,0.25871521,0.266652237,0.281753871,0.231183514,0.270645646,0.338008315,0.276172804,0.278360123,0.289027423,0.316743953,0.307668758,0.239817411,0.249088545,0.290004588,0.236043357,0.223822839,0.272531147,0.274230664,0.240784562,0.211427232,0.370454219,0.364427235,0.214027141,0.258330751,0.257518681,0.266085136
