SpNotation,Attention_x,cell_line_name,cell_line_num_x,mean_rank_x,Attention_y,cell_line_num_y,mean_rank_y
sp39,0.03713487672182691,A498,1,21,,,
sp40,0.05993212921962615,A498,1,7,0.041572265070106654,1.0,4.0
sp41,0.01950179720095338,A498,1,40,0.019326236955600776,1.0,21.0
sp42,0.05271164467491377,A498,1,8,,,
sp43,0.0421451467917699,A498,1,15,,,
sp44,0.015388957323492049,A498,1,46,0.015549405722897489,1.0,26.0
sp45,0.01750179685941175,A498,1,43,0.016133004363196216,1.0,25.0
sp46,0.0423879704854508,A498,1,14,0.04126967753005863,1.0,5.0
sp47,0.031196040932029056,A498,1,25,0.023515084567145284,1.0,17.0
sp48,0.015447340683970237,A498,1,45,0.02024699348326606,1.0,20.0
sp1,0.024796860875168126,A549/ATCC,2,32,0.024796860875168126,2.0,21.0
sp2,0.022838175390121444,A549/ATCC,2,34,0.0193015962356842,2.0,28.0
sp3,0.03258271478578945,A549/ATCC,2,24,0.028120596265614018,2.0,16.0
sp4,0.021299603802444042,A549/ATCC,2,35,0.019095810144320643,2.0,29.0
sp5,0.14428944188405796,A549/ATCC,2,1,,,
sp6,0.03589647987413042,A549/ATCC,2,22,0.03731190135615018,2.0,8.0
sp7,0.035915465499497284,A549/ATCC,2,21,0.027960590400297827,2.0,17.0
sp8,0.011731618979874984,A549/ATCC,2,48,0.017988729211029095,2.0,30.0
sp9,0.049313702481803265,A549/ATCC,2,9,,,
sp10,0.03642413486008465,A549/ATCC,2,20,,,
sp11,0.0730425456448148,A549/ATCC,2,4,,,
sp12,0.034243291012621344,A549/ATCC,2,23,0.02157330013507245,2.0,25.0
sp13,0.018835409379592622,A549/ATCC,2,39,0.028599458730383453,2.0,14.0
sp14,0.0899864785657627,A549/ATCC,2,3,,,
sp15,0.0256729753067665,A549/ATCC,2,30,0.0219541569422655,2.0,24.0
sp16,0.027689185951448262,A549/ATCC,2,28,0.028993799814999985,2.0,13.0
sp17,0.016885913414236977,A549/ATCC,2,45,0.01792626437640415,2.0,31.0
sp18,0.0479143969943396,A549/ATCC,2,11,0.039436966319354824,2.0,5.0
sp19,0.0178325547521171,A549/ATCC,2,41,0.025487138911071416,2.0,19.0
sp20,0.04203230876961468,A549/ATCC,2,15,0.03739368955404706,2.0,7.0
sp21,0.017289815547885768,A549/ATCC,2,44,,,
sp22,0.018693112349797567,A549/ATCC,2,40,0.017285227081770542,2.0,33.0
sp23,0.03936623686561537,A549/ATCC,2,16,,,
sp24,0.10865335102797281,A549/ATCC,2,2,,,
sp25,0.02507628647959159,A549/ATCC,2,31,0.02439372023808437,2.0,22.0
sp26,0.0203778167912925,A549/ATCC,2,37,0.03481767557933332,2.0,10.0
sp27,0.029484134770541782,A549/ATCC,2,25,0.03108752565929126,2.0,11.0
sp28,0.023148449473160592,A549/ATCC,2,33,0.014791256192536795,2.0,34.0
sp29,0.017621827205645927,A549/ATCC,2,42,,,
sp30,0.04252960969001611,A549/ATCC,2,14,0.045785080528536665,2.0,2.0
sp31,0.03786296979775509,A549/ATCC,2,18,0.038920472698369395,2.0,6.0
sp32,0.07083482148644066,A549/ATCC,2,5,0.06741383871930379,2.0,1.0
sp33,0.026364702411058188,A549/ATCC,2,29,0.02623356517615097,2.0,18.0
sp34,0.020428616550749523,A549/ATCC,2,36,0.01969426127763509,2.0,26.0
sp35,0.028941815650466815,A549/ATCC,2,26,0.0248438054160194,2.0,20.0
sp36,0.038088523892005635,A549/ATCC,2,17,0.04126351402571073,2.0,4.0
sp37,0.04826803538781817,A549/ATCC,2,10,0.03684712526561796,2.0,9.0
sp38,0.06268989105607406,A549/ATCC,2,6,,,
sp39,0.03684749408394229,A549/ATCC,2,19,,,
sp40,0.060510236612710266,A549/ATCC,2,7,,,
sp41,0.0196133424777934,A549/ATCC,2,38,0.017645316624887736,2.0,32.0
sp42,0.051789074568620676,A549/ATCC,2,8,0.04331882083880595,2.0,3.0
sp43,0.04520086701831857,A549/ATCC,2,12,,,
sp44,0.015914851691088007,A549/ATCC,2,47,0.022887544407199,2.0,23.0
sp45,0.016778564953992443,A549/ATCC,2,46,0.014089812049214804,2.0,35.0
sp46,0.04379039005184425,A549/ATCC,2,13,0.02912854171707423,2.0,12.0
sp47,0.02845600584347144,A549/ATCC,2,27,0.028414416963403043,2.0,15.0
sp48,0.017308828161264195,A549/ATCC,2,43,0.01941146004582322,2.0,27.0
sp1,0.027764969822156843,ACHN,3,30,0.027764969822156843,3.0,10.0
sp2,0.022355603737161927,ACHN,3,33,0.022199407502991885,3.0,18.0
sp3,0.030047764823421034,ACHN,3,25,0.02715840541833332,3.0,11.0
sp4,0.019313081738122476,ACHN,3,39,0.020813760427506385,3.0,20.0
sp5,0.14393665912608694,ACHN,3,1,,,
sp6,0.03267858756529346,ACHN,3,24,0.040889726269418954,3.0,4.0
sp7,0.03624863577357141,ACHN,3,21,0.031742042542183276,3.0,7.0
sp8,0.012039795592303067,ACHN,3,48,0.013746732900392107,3.0,30.0
sp9,0.06429410804213113,ACHN,3,6,0.04845331693959015,3.0,2.0
sp10,0.03732975630059513,ACHN,3,19,0.03225011928394331,3.0,6.0
sp11,0.07471957398493825,ACHN,3,4,,,
sp12,0.03419121130388348,ACHN,3,22,0.016563085985958174,3.0,28.0
sp13,0.01880653572730397,ACHN,3,41,0.030268325183526058,3.0,8.0
sp14,0.08845938357389829,ACHN,3,3,,,
sp15,0.02813559129583743,ACHN,3,29,0.026956960078686726,3.0,12.0
sp16,0.02833730419793102,ACHN,3,28,,,
sp17,0.019669423514257243,ACHN,3,38,0.01865402627514448,3.0,22.0
sp18,0.04926761663679244,ACHN,3,11,,,
sp19,0.03352276872693692,ACHN,3,23,,,
sp20,0.04118613159171223,ACHN,3,15,0.03232062378069453,3.0,5.0
sp21,0.016288227304194394,ACHN,3,45,0.011458647491871707,3.0,31.0
sp22,0.018849133319146092,ACHN,3,40,0.018359573680658457,3.0,24.0
sp23,0.036863346291999985,ACHN,3,20,,,
sp24,0.09915072552059989,ACHN,3,2,,,
sp25,0.02532471858680151,ACHN,3,32,0.02636433062324112,3.0,14.0
sp26,0.019955471163061206,ACHN,3,36,0.01887759306089107,3.0,21.0
sp27,0.01977263883101904,ACHN,3,37,0.02653957619270067,3.0,13.0
sp28,0.020038103786046764,ACHN,3,35,0.01550731774252634,3.0,29.0
sp29,0.017991244245805386,ACHN,3,42,,,
sp30,0.03759298581913305,ACHN,3,17,,,
sp31,0.05571897324519046,ACHN,3,10,,,
sp32,0.07054102758983051,ACHN,3,5,,,
sp33,0.025917697204301253,ACHN,3,31,0.01860437028942492,3.0,23.0
sp34,0.020532392322834866,ACHN,3,34,0.02451289985433627,3.0,16.0
sp35,0.028767883519901703,ACHN,3,27,0.029351608259814452,3.0,9.0
sp36,0.039209304855508456,ACHN,3,16,,,
sp37,0.045381151862042765,ACHN,3,12,,,
sp38,0.06352028471081479,ACHN,3,7,,,
sp39,0.03746750433908652,ACHN,3,18,,,
sp40,0.05991011782186915,ACHN,3,8,0.044820236024127755,3.0,3.0
sp41,0.015714610266429074,ACHN,3,46,0.016933380085391806,3.0,27.0
sp42,0.05808795363551723,ACHN,3,9,0.053642856563315494,3.0,1.0
sp43,0.04483969552115043,ACHN,3,13,0.024428311651407394,3.0,17.0
sp44,0.014942234667477619,ACHN,3,47,0.016987097904198733,3.0,26.0
sp45,0.016824353475257903,ACHN,3,44,0.018260551865101938,3.0,25.0
sp46,0.043777846659401626,ACHN,3,14,0.02089043506016077,3.0,19.0
sp47,0.029573670075363406,ACHN,3,26,0.02577786701163397,3.0,15.0
sp48,0.017221171198010515,ACHN,3,43,,,
sp1,0.02735553722950979,BT-549,4,28,0.02735553722950979,4.0,11.0
sp2,0.02179871186271537,BT-549,4,35,0.02139033150448703,4.0,16.0
sp3,0.036374969558333324,BT-549,4,20,0.03795309018043858,4.0,5.0
sp4,0.022765108022282234,BT-549,4,34,0.02111814335251863,4.0,17.0
sp5,0.1417305761927536,BT-549,4,1,,,
sp6,0.0410703960045652,BT-549,4,16,0.04715924017245096,4.0,4.0
sp7,0.03291093699714284,BT-549,4,24,0.025565104390548696,4.0,12.0
sp8,0.01233372280761092,BT-549,4,48,0.012098200484098789,4.0,28.0
sp9,0.04970153708918031,BT-549,4,10,,,
sp10,0.03644759601761132,BT-549,4,19,0.024711583316747953,4.0,13.0
sp11,0.07399768178580245,BT-549,4,5,,,
sp12,0.03498169372953397,BT-549,4,21,0.017593708274599287,4.0,24.0
sp13,0.019020628711656423,BT-549,4,41,,,
sp14,0.09276542631220337,BT-549,4,3,0.04876667696830187,4.0,3.0
sp15,0.025286668621930096,BT-549,4,31,0.024252817557272696,4.0,14.0
sp16,0.03075114820441378,BT-549,4,26,0.03289933618407406,4.0,7.0
sp17,0.019355269740024383,BT-549,4,39,0.013960659140436859,4.0,27.0
sp18,0.05666510786509433,BT-549,4,9,,,
sp19,0.020061699920149344,BT-549,4,38,,,
sp20,0.03746659813414994,BT-549,4,18,,,
sp21,0.017605798304908854,BT-549,4,42,0.019172000435236345,4.0,22.0
sp22,0.017467990422209666,BT-549,4,44,0.01988172134105509,4.0,20.0
sp23,0.0349598680299241,BT-549,4,22,0.028893070436809744,4.0,8.0
sp24,0.10246119626775411,BT-549,4,2,,,
sp25,0.02703535575091983,BT-549,4,29,,,
sp26,0.02594437766387753,BT-549,4,30,,,
sp27,0.021306138886892995,BT-549,4,36,0.03327668512708323,4.0,6.0
sp28,0.023311072744301393,BT-549,4,33,0.016425867296942065,4.0,25.0
sp29,0.019046707020248636,BT-549,4,40,0.023129922851642653,4.0,15.0
sp30,0.0439009732446895,BT-549,4,14,,,
sp31,0.048697358190136035,BT-549,4,11,,,
sp32,0.07664273666610168,BT-549,4,4,,,
sp33,0.024626760959222883,BT-549,4,32,,,
sp34,0.020358950457557503,BT-549,4,37,0.019726869672990876,4.0,21.0
sp35,0.031213039699852563,BT-549,4,25,,,
sp36,0.039798640366779645,BT-549,4,17,,,
sp37,0.045447036122128324,BT-549,4,13,0.052260255430116545,4.0,2.0
sp38,0.0628324890025185,BT-549,4,7,0.05575006582139328,4.0,1.0
sp39,0.03373517219096633,BT-549,4,23,0.028707708818890783,4.0,9.0
sp40,0.06192630343635512,BT-549,4,8,,,
sp41,0.015901235699261777,BT-549,4,46,0.019884856632457183,4.0,19.0
sp42,0.06330632211612068,BT-549,4,6,,,
sp43,0.045645269466548656,BT-549,4,12,,,
sp44,0.01534688845156708,BT-549,4,47,0.01876980787136537,4.0,23.0
sp45,0.017583819289171933,BT-549,4,43,0.01555802555842046,4.0,26.0
sp46,0.043151752621176216,BT-549,4,15,0.027360794804519833,4.0,10.0
sp47,0.029541865249160196,BT-549,4,27,,,
sp48,0.01610245203725262,BT-549,4,45,0.019937888478283546,4.0,18.0
sp1,0.023830231470319152,CAKI-1,5,33,0.023830231470319152,5.0,14.0
sp2,0.022314089675655856,CAKI-1,5,34,0.018113292308858282,5.0,21.0
sp3,0.03594456984570174,CAKI-1,5,21,0.03269913402763156,5.0,7.0
sp4,0.025557381109645415,CAKI-1,5,29,0.02433516317032609,5.0,13.0
sp5,0.14438471570579708,CAKI-1,5,1,,,
sp6,0.03386626974883694,CAKI-1,5,24,0.04200274218114623,5.0,3.0
sp7,0.0347723444980458,CAKI-1,5,23,0.022163435311900254,5.0,17.0
sp8,0.01295391523809462,CAKI-1,5,48,0.011395278774633248,5.0,29.0
sp9,0.04858683501229507,CAKI-1,5,11,,,
sp10,0.03811954760527124,CAKI-1,5,18,0.01949063473972356,5.0,19.0
sp11,0.07458448354913579,CAKI-1,5,4,,,
sp12,0.035047827297276686,CAKI-1,5,22,0.015955998782553993,5.0,26.0
sp13,0.018716263727936184,CAKI-1,5,40,0.023371246854939815,5.0,15.0
sp14,0.09006284735406779,CAKI-1,5,3,0.08528607364721151,5.0,1.0
sp15,0.025341128913143014,CAKI-1,5,30,0.022427003084102504,5.0,16.0
sp16,0.02953448898393102,CAKI-1,5,25,,,
sp17,0.015943928376589898,CAKI-1,5,46,0.016016477672981727,5.0,24.0
sp18,0.05934314677735846,CAKI-1,5,8,,,
sp19,0.020217695723700163,CAKI-1,5,36,,,
sp20,0.04149236988160719,CAKI-1,5,16,0.03537084659788257,5.0,6.0
sp21,0.016055431557743603,CAKI-1,5,45,0.011887398852341744,5.0,28.0
sp22,0.01787230729582848,CAKI-1,5,41,0.016074461504523564,5.0,23.0
sp23,0.036050348831597454,CAKI-1,5,20,,,
sp24,0.09384875461189261,CAKI-1,5,2,,,
sp25,0.02783203397882823,CAKI-1,5,28,,,
sp26,0.024919230842108828,CAKI-1,5,31,0.04014993468888889,5.0,4.0
sp27,0.02006401487917193,CAKI-1,5,37,0.024738900844170974,5.0,12.0
sp28,0.021950636649194697,CAKI-1,5,35,0.014758146429823855,5.0,27.0
sp29,0.017344984235431606,CAKI-1,5,42,,,
sp30,0.04384982078438305,CAKI-1,5,15,,,
sp31,0.05359476859136053,CAKI-1,5,9,,,
sp32,0.0702487091118644,CAKI-1,5,5,,,
sp33,0.024646824199377162,CAKI-1,5,32,0.016906305827836816,5.0,22.0
sp34,0.019277465823948965,CAKI-1,5,39,0.021373201750471353,5.0,18.0
sp35,0.02838637954515969,CAKI-1,5,27,0.030712350149788403,5.0,8.0
sp36,0.03918026730415253,CAKI-1,5,17,,,
sp37,0.04464168412695185,CAKI-1,5,14,,,
sp38,0.06421324040533333,CAKI-1,5,6,,,
sp39,0.03614509979427883,CAKI-1,5,19,0.028371177960439684,5.0,10.0
sp40,0.061537660502056064,CAKI-1,5,7,0.053350344971241116,5.0,2.0
sp41,0.019392006998020205,CAKI-1,5,38,,,
sp42,0.05078278187681033,CAKI-1,5,10,,,
sp43,0.045581583662654857,CAKI-1,5,12,0.03575726531948401,5.0,5.0
sp44,0.014205268250418455,CAKI-1,5,47,0.018539320103728264,5.0,20.0
sp45,0.0170604956769125,CAKI-1,5,44,0.0159668720479974,5.0,25.0
sp46,0.0448112205944549,CAKI-1,5,13,0.026833536462161557,5.0,11.0
sp47,0.029173061358475628,CAKI-1,5,26,0.029348206180549695,5.0,9.0
sp48,0.017242766791000515,CAKI-1,5,43,0.009937085065750502,5.0,30.0
sp1,0.030108621218088223,DU-145,6,26,0.030108621218088223,6.0,17.0
sp2,0.02283402648320937,DU-145,6,34,0.021160339136867472,6.0,24.0
sp3,0.038965708068947356,DU-145,6,16,0.036579926367368405,6.0,12.0
sp4,0.02282063218455209,DU-145,6,35,0.02061096758345885,6.0,26.0
sp5,0.14110557798985504,DU-145,6,1,,,
sp6,0.03640865809032607,DU-145,6,19,0.040094213111386126,6.0,9.0
sp7,0.03441639164390834,DU-145,6,23,0.036422996249617104,6.0,13.0
sp8,0.012662316483823613,DU-145,6,47,0.013044807948155398,6.0,36.0
sp9,0.04867685351606556,DU-145,6,10,,,
sp10,0.03813675064505059,DU-145,6,18,,,
sp11,0.0719891167987654,DU-145,6,4,,,
sp12,0.03412120920713591,DU-145,6,25,0.023639800206991857,6.0,22.0
sp13,0.018754877071988023,DU-145,6,41,0.03330693192988267,6.0,14.0
sp14,0.09415314458516948,DU-145,6,3,0.07348185470707069,6.0,1.0
sp15,0.02517780067484425,DU-145,6,31,0.01772158683205398,6.0,28.0
sp16,0.02728866549731033,DU-145,6,30,0.025060707642095222,6.0,21.0
sp17,0.01881753497815468,DU-145,6,40,0.01535863655169977,6.0,34.0
sp18,0.05938517947358489,DU-145,6,8,,,
sp19,0.03575409874067566,DU-145,6,20,0.018291217868263054,6.0,27.0
sp20,0.04192960996032652,DU-145,6,14,,,
sp21,0.011838112955856607,DU-145,6,48,0.010937986281924385,6.0,37.0
sp22,0.018282285423515177,DU-145,6,42,0.01738823930993725,6.0,31.0
sp23,0.03559331393146152,DU-145,6,22,0.030937252080318167,6.0,15.0
sp24,0.09886379773532261,DU-145,6,2,0.0650712959364228,6.0,3.0
sp25,0.027934772865137392,DU-145,6,28,0.029004189410853067,6.0,20.0
sp26,0.019946091877074815,DU-145,6,38,,,
sp27,0.021263331950224926,DU-145,6,37,,,
sp28,0.02285237449708191,DU-145,6,33,0.016089370680449154,6.0,33.0
sp29,0.016825078703159985,DU-145,6,44,,,
sp30,0.04419475881943547,DU-145,6,13,0.04249609730531006,6.0,8.0
sp31,0.035648223965578214,DU-145,6,21,0.03769841423082009,6.0,11.0
sp32,0.07063298327203388,DU-145,6,5,0.0689874330162371,6.0,2.0
sp33,0.022752817879396415,DU-145,6,36,0.029638917374192032,6.0,18.0
sp34,0.019839577679298687,DU-145,6,39,,,
sp35,0.027551423420098264,DU-145,6,29,0.021008124332332546,6.0,25.0
sp36,0.03973746720177965,DU-145,6,15,0.04877035617217685,6.0,5.0
sp37,0.04770931415475934,DU-145,6,11,0.04527263046677964,6.0,6.0
sp38,0.06012782231503702,DU-145,6,7,0.056231504727696516,6.0,4.0
sp39,0.03439115113591344,DU-145,6,24,0.029246200282079755,6.0,19.0
sp40,0.06215844235887849,DU-145,6,6,,,
sp41,0.014003153121759425,DU-145,6,46,0.017591556804369635,6.0,30.0
sp42,0.05105516057870689,DU-145,6,9,0.03952385235713465,6.0,10.0
sp43,0.03893464238123893,DU-145,6,17,0.04383695847971263,6.0,7.0
sp44,0.01519298746725828,DU-145,6,45,0.021890382375439787,6.0,23.0
sp45,0.016975063566096515,DU-145,6,43,0.016272525379816553,6.0,32.0
sp46,0.04465836609950818,DU-145,6,12,0.03090953017766665,6.0,16.0
sp47,0.029458511937192376,DU-145,6,27,0.01769496033155554,6.0,29.0
sp48,0.023085021409873667,DU-145,6,32,0.013409062853406097,6.0,35.0
sp1,0.029634532881274496,EKVX,7,28,0.029634532881274496,7.0,15.0
sp2,0.023587254515701195,EKVX,7,33,0.02202038474522144,7.0,23.0
sp3,0.03455250287754384,EKVX,7,22,0.04099121122842103,7.0,6.0
sp4,0.021339078265455193,EKVX,7,34,0.020517366560751357,7.0,25.0
sp5,0.14150311535507246,EKVX,7,1,,,
sp6,0.03611886529108694,EKVX,7,20,0.04476256341463766,7.0,5.0
sp7,0.03445819639293799,EKVX,7,23,0.03130031735072965,7.0,14.0
sp8,0.011464172806200329,EKVX,7,48,0.013767028497802656,7.0,33.0
sp9,0.05430154611901638,EKVX,7,10,,,
sp10,0.03884605625320468,EKVX,7,17,,,
sp11,0.07366367006975308,EKVX,7,4,,,
sp12,0.03437464593373785,EKVX,7,24,0.018147688245176135,7.0,27.0
sp13,0.018988207429396307,EKVX,7,39,0.027148650897134825,7.0,19.0
sp14,0.09266424830211864,EKVX,7,3,,,
sp15,0.026297289272470825,EKVX,7,31,0.02199660518546279,7.0,24.0
sp16,0.026826080355889646,EKVX,7,30,0.014466207280256401,7.0,32.0
sp17,0.018050237510332804,EKVX,7,41,0.01708134361559977,7.0,28.0
sp18,0.06475856225849055,EKVX,7,6,0.054157114686172236,7.0,3.0
sp19,0.02964485108738737,EKVX,7,27,0.037481421873043465,7.0,11.0
sp20,0.0420660101554408,EKVX,7,15,,,
sp21,0.013376982258780059,EKVX,7,47,0.012865598873398063,7.0,34.0
sp22,0.01587261102293968,EKVX,7,46,0.016684218268476006,7.0,30.0
sp23,0.03873004801515383,EKVX,7,18,0.02790557103048267,7.0,17.0
sp24,0.10403079169177097,EKVX,7,2,0.07071048234535793,7.0,1.0
sp25,0.02696882826262594,EKVX,7,29,,,
sp26,0.0206015576535374,EKVX,7,36,,,
sp27,0.021133158301399425,EKVX,7,35,,,
sp28,0.02034689391969988,EKVX,7,37,0.016657510258162225,7.0,31.0
sp29,0.018700202971572953,EKVX,7,40,,,
sp30,0.0428071482514516,EKVX,7,13,0.039994446642677914,7.0,7.0
sp31,0.03544773404598638,EKVX,7,21,0.037698413930345225,7.0,8.0
sp32,0.07304050761016949,EKVX,7,5,0.06319335845486725,7.0,2.0
sp33,0.019591489398351012,EKVX,7,38,0.027633759226934045,7.0,18.0
sp34,0.017641678379913716,EKVX,7,42,,,
sp35,0.03371339290115478,EKVX,7,25,0.022979530376202515,7.0,22.0
sp36,0.039214440987994335,EKVX,7,16,0.03758393514285712,7.0,9.0
sp37,0.047788508267754,EKVX,7,11,0.037580261798571414,7.0,10.0
sp38,0.06386230120925925,EKVX,7,7,0.04996880585948275,7.0,4.0
sp39,0.037319947385288446,EKVX,7,19,0.02943095856154421,7.0,16.0
sp40,0.0615749300859813,EKVX,7,9,,,
sp41,0.016354723049618176,EKVX,7,44,,,
sp42,0.0632634526714655,EKVX,7,8,0.03738861452026396,7.0,12.0
sp43,0.04561460684407078,EKVX,7,12,0.03566701843937786,7.0,13.0
sp44,0.016068801614303015,EKVX,7,45,0.009084531590623439,7.0,35.0
sp45,0.017284021389906472,EKVX,7,43,0.01681838207641717,7.0,29.0
sp46,0.042503707920508185,EKVX,7,14,0.02015275894119126,7.0,26.0
sp47,0.03256353368263635,EKVX,7,26,0.026939547822258048,7.0,20.0
sp48,0.025716299466631565,EKVX,7,32,0.025931984455888873,7.0,21.0
sp1,0.024575254913578416,HCT-116,8,36,0.024575254913578416,8.0,15.0
sp2,0.024752037213572383,HCT-116,8,35,0.022654093460994604,8.0,19.0
sp3,0.032996445156315765,HCT-116,8,25,0.03874629870394735,8.0,8.0
sp4,0.02486365662050423,HCT-116,8,34,0.01904129415157466,8.0,30.0
sp5,0.14215073543043477,HCT-116,8,1,,,
sp6,0.03634471440358694,HCT-116,8,18,,,
sp7,0.035056168711374645,HCT-116,8,21,0.03055147623721334,8.0,13.0
sp8,0.014936356596462313,HCT-116,8,46,0.024505164248019587,8.0,16.0
sp9,0.04714487566975408,HCT-116,8,11,0.043876335998818475,8.0,5.0
sp10,0.03517448902085423,HCT-116,8,20,,,
sp11,0.07232088237160492,HCT-116,8,4,,,
sp12,0.03484896331201941,HCT-116,8,22,0.021221171716434412,8.0,23.0
sp13,0.03160232843812882,HCT-116,8,26,0.02055840046585019,8.0,25.0
sp14,0.09142358199618641,HCT-116,8,3,0.0647300592135294,8.0,1.0
sp15,0.025119789255053038,HCT-116,8,33,0.021388131691815512,8.0,21.0
sp16,0.027195701719862055,HCT-116,8,32,,,
sp17,0.016898332487965448,HCT-116,8,43,0.01953838353704339,8.0,28.0
sp18,0.05562754039811319,HCT-116,8,9,,,
sp19,0.03457319371950449,HCT-116,8,23,0.020355460562230202,8.0,26.0
sp20,0.04060971344581879,HCT-116,8,14,0.033966443323935655,8.0,11.0
sp21,0.01013053544629403,HCT-116,8,48,0.008859660869372924,8.0,34.0
sp22,0.016604861377448918,HCT-116,8,44,0.018267873520408474,8.0,31.0
sp23,0.03638778095446152,HCT-116,8,17,,,
sp24,0.10357024605550258,HCT-116,8,2,,,
sp25,0.028286926178041967,HCT-116,8,29,0.022786528250332807,8.0,18.0
sp26,0.023851617300340116,HCT-116,8,37,,,
sp27,0.027787987028896743,HCT-116,8,31,,,
sp28,0.02184467920453643,HCT-116,8,38,0.012512630498078103,8.0,33.0
sp29,0.017270661059951335,HCT-116,8,42,,,
sp30,0.04239083422399192,HCT-116,8,12,0.04009519027779912,8.0,7.0
sp31,0.03661627809346937,HCT-116,8,16,0.03769841401031745,8.0,9.0
sp32,0.06803466005932202,HCT-116,8,5,0.06363725362578124,8.0,2.0
sp33,0.021396559332332622,HCT-116,8,39,0.02164010575913048,8.0,20.0
sp34,0.01769654596221334,HCT-116,8,40,0.02109006559478377,8.0,24.0
sp35,0.029387380271375906,HCT-116,8,28,0.02343890764098789,8.0,17.0
sp36,0.03383464799847456,HCT-116,8,24,0.03716199471346938,8.0,10.0
sp37,0.0473424562210695,HCT-116,8,10,0.04656611162933578,8.0,4.0
sp38,0.06209087894259258,HCT-116,8,6,0.059693535103180706,8.0,3.0
sp39,0.03621597221009614,HCT-116,8,19,,,
sp40,0.05837020555401868,HCT-116,8,7,,,
sp41,0.013324653270147976,HCT-116,8,47,0.019545254884168722,8.0,27.0
sp42,0.05612229181249999,HCT-116,8,8,0.04299438181904016,8.0,6.0
sp43,0.03923965791088494,HCT-116,8,15,,,
sp44,0.015318885555158713,HCT-116,8,45,0.02130511366911546,8.0,22.0
sp45,0.017415526384155337,HCT-116,8,41,0.01788066405708726,8.0,32.0
sp46,0.04210298719089343,HCT-116,8,13,0.027389741978971413,8.0,14.0
sp47,0.02994194943732372,HCT-116,8,27,0.03288456640216349,8.0,12.0
sp48,0.028226590257368404,HCT-116,8,30,0.019157024067899146,8.0,29.0
sp1,0.023073694524715672,HCT-15,9,35,0.023073694524715672,9.0,16.0
sp2,0.023385484781316006,HCT-15,9,34,0.023084830673073174,9.0,15.0
sp3,0.041205602311842095,HCT-15,9,16,0.02757293534517542,9.0,13.0
sp4,0.021638180346359673,HCT-15,9,37,0.018394431812459144,9.0,22.0
sp5,0.14269706033333332,HCT-15,9,1,,,
sp6,0.03888874523784237,HCT-15,9,17,0.03531015813452963,9.0,8.0
sp7,0.034581838728598366,HCT-15,9,23,0.03051544541176548,9.0,10.0
sp8,0.014451438510671218,HCT-15,9,46,0.013928685492845873,9.0,30.0
sp9,0.0574185168331967,HCT-15,9,9,,,
sp10,0.03781176594772575,HCT-15,9,18,0.02971295085525474,9.0,11.0
sp11,0.07396789797407405,HCT-15,9,5,0.061966517410940156,9.0,2.0
