node_num,node_name,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31,freq
11,ADAM17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1933809989986464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,ADCY1,0.053766544057612276,0.0560982909519498,0.046376853424282424,0.06148162840789815,0.06699822530608691,0.04831907406201893,0.05997084591379296,0.05196657700123419,0.06687982368600652,0.06601596599547667,0.05669703345303119,0.04362275387834405,0.06596828825361249,0.04948461377524331,0.05734230537915252,0.0666345482900955,0.09487520825250251,0.06494015324331709,0.06201911354037213,0.0646355950713029,0.06875742977054103,0.055469295869440174,0.08030112679447199,0.053560781474973666,0.06361879942178404,0.05584318028067012,0.06053385218970035,0.06422688516893198,0.048301846328224006,0.04536650251077715,0.05263909953375446,0.062123463489312525,0.053376040450626966,0.057933508446571115,0.048203590890312,0.05627703603883402,0.059186607480691954,0.051062845651098435,0.047783301482205935,0.06355590790283676,0.07774528780515284,0.048656028650765695,42.0
13,ADCY2,0.05826710915824842,0.05745810807642121,0.048489353095769724,0.06529202197532086,0.06918537516763217,0.054648765500358,0.06388423818967719,0.058008264179290205,0.06962030973800769,0.06809687828951282,0.06003437019490755,0.04603426868240196,0.06783657117015557,0.055091393001513396,0.05820431779675233,0.0687393024830797,0.11104237847685096,0.06619302773840778,0.06434452032829392,0.0664882430836192,0.07105969748531304,0.06863669564646913,0.0930442677605567,0.06595872806184817,0.06813223750340655,0.061272172437722934,0.0659490392026977,0.06775916641726525,0.052135810158270124,0.0514721054411689,0.05696425576891351,0.06731988142647322,0.05510009449453444,0.064088360892038,0.05305160088479444,0.062140370532924157,0.061807205762376326,0.056986624375046806,0.061839765086367904,0.06725897810280959,0.09850437809234044,0.06540651433361865,42.0
14,ADCY3,0.051436502448697415,0.05030742302914194,0.043599829002385265,0.05990602610769327,0.06565856456586847,0.043662434956134484,0.058527535674604475,0.04724913853977895,0.06284787279906026,0.06354500080298563,0.0556645184875174,0.04285629618792321,0.063766230025333,0.046670407413595114,0.053332841144377384,0.06237178926192343,0.0920610916598815,0.06157135047755252,0.057872049645024626,0.06198208865682154,0.05868065680526701,0.054493383513220216,0.0789213974835891,0.05184359310788398,0.06207196481056224,0.05465363585440839,0.056963223588147795,0.06142076169993528,0.042089403208560944,0.04488603939110082,0.05131843717131362,0.061544077184326265,0.05141190596817049,0.055312867959002664,0.04662705232757026,0.053361150811006855,0.052557831777848535,0.04994317106279577,0.04668981685618641,0.0628593286219894,0.07660754089952487,0.04735276657244502,42.0
15,ADCY4,0.0946598590208741,0.09243749405302087,0.07448152741052826,0.10861929829183935,0.11697553350817826,0.08638127064315895,0.10540373189507198,0.09289278803825508,0.11665777389522328,0.11399375836278329,0.0975088321464442,0.07064654169896561,0.1135814531028777,0.08759520765612076,0.0950356676614445,0.11507391705235198,0.20026470897716808,0.11068462887734484,0.10667718314914847,0.11107489247787314,0.12018755522739308,0.11529863082230424,0.1643115391389251,0.10967665059828643,0.11379347208339187,0.10030073794976323,0.10979921071794302,0.1131264802875904,0.08196459265156507,0.07990750952834048,0.09280533267513938,0.11239211928100239,0.09022748867894269,0.1051535295133151,0.08397795934223524,0.1018943637039551,0.10196393457310877,0.09203281546582581,0.1012856588991024,0.1135733158182835,0.17576433292930285,0.10803035003498554,41.0
16,ADCY5,0.09461239448102152,0.09214863149043943,0.07433804935671195,0.10845386658053795,0.11661237852758093,0.08631769027110851,0.10540373303229222,0.0928815075243267,0.11664673158154912,0.1139937573203314,0.09759818136031785,0.07029809410331012,0.11202609717866613,0.08809658569061553,0.09503525143883998,0.11514466456537129,0.161256305821322,0.1107482481991882,0.1064403540034658,0.11089178282971099,0.11986928411173191,0.10247548125183528,0.14333533324593445,0.09549947999481863,0.11373575806190277,0.10020533199570787,0.10852498198430197,0.11258551400579425,0.08173429168071082,0.07965956661364579,0.0925026388610357,0.11215220305623443,0.09015200255875773,0.10502746552335862,0.08385740347846739,0.1021010678857199,0.10177981994447485,0.09186797491950781,0.08633902907152206,0.11346099759879522,0.15492469079112434,0.09898176168493804,41.0
17,ADCY6,0.188578773986647,0.18105773180821666,0.14020181105004917,0.21742630893589823,0.23235906183358143,0.17200974777316325,0.21165556009065573,0.18267145785868755,0.228027682245696,0.22685389771493064,0.19773389390422766,0.1404836850739632,0.2218007086211154,0.18099776333156276,0.17554012011577988,0.23580135557958107,0.3456971190513422,0.22089726398450268,0.20465516951516138,0.22597702163976177,0.2463235670840319,0.20609304941080075,0.2792599642776608,0.1878477721955084,0.2259948563908869,0.20163988046745013,0.22203857567757554,0.2223882091350458,0.13934751340247947,0.1608811729409098,0.18834222197795958,0.22558484798390993,0.18172240100821352,0.2043418952199181,0.1677435541996663,0.20979729825805257,0.19404339014975794,0.18902198559700772,0.17380584107288607,0.22937763351314033,0.3122249687268333,0.17740820234808635,39.0
18,ADCY7,0.09307276574399385,0.09219093939992312,0.0716446522233117,0.10863148512290761,0.11654579940054983,0.0842905833633956,0.10342189687183802,0.08789107075690725,0.11095661821905463,0.11189192528230472,0.09507200810253462,0.06943712020846748,0.1110821625941339,0.0834314997181135,0.0933004392243655,0.11150351254560967,0.200125732609636,0.1087243002049718,0.106238669132727,0.11124071033230395,0.11668394673453356,0.11434210057603073,0.16080788017244096,0.10700744422410229,0.11091673107236924,0.10047102085303315,0.093977927657667,0.11224513366092041,0.08170811012271212,0.07838257936279786,0.09259944334957738,0.11243775043230597,0.09020836698413774,0.1034759217508979,0.0839429369393928,0.09994411620462436,0.09979374460607308,0.0920509832223937,0.09963558911411437,0.11264124518904232,0.17284530997532516,0.09637386588599167,41.0
19,ADCY8,0.05374930607514792,0.05599949415136783,0.046447799279361414,0.061437859508552815,0.06695707838905948,0.04915619921638929,0.06001485071887452,0.05176620468764593,0.06688100228299045,0.06597072827546324,0.057593751778433726,0.043441357320924884,0.06599511041904459,0.049467623158391,0.05729874010223472,0.06646971991800889,0.09802844097142183,0.06483854490661771,0.06214970166692682,0.06465687119722636,0.0689250916202146,0.056207869073258115,0.0802717819656457,0.05352437372902799,0.064404587174193,0.055729775678877234,0.06214884539059633,0.06418195784384755,0.04954220365749685,0.04536501449714631,0.05261355425936304,0.06318178534979726,0.053057615595955905,0.05806168012321475,0.04818987094996736,0.05624641506432482,0.05942481008349306,0.05104873234818731,0.04767294697760378,0.06522272475847352,0.08587644530752803,0.04865602879052027,42.0
20,ADCY9,0.09152571939324149,0.08968970680332992,0.07165376448471726,0.1063137776957953,0.1145073546914394,0.0859757918319947,0.10342189980965695,0.09035192325975226,0.11310964241531424,0.11144557562895531,0.09481443795520647,0.06797970889294014,0.10988535145447174,0.0880703941819398,0.09481596543151334,0.11424119436156004,0.18228684989754618,0.10694379580837468,0.10427521073551001,0.11037788197243072,0.11819324903012576,0.11273229994895734,0.1616718173789004,0.10563137334374045,0.11091672803978193,0.09964194067864093,0.10936213064146441,0.1085226526729639,0.07855469086881497,0.07851712047666089,0.09164213928179774,0.11200679542399126,0.08886218187237188,0.10067202613991559,0.08175417900903627,0.10190910160430645,0.10066636695297299,0.08920670795359766,0.09952676614100593,0.11140384182615154,0.17045474823994733,0.08632327885562846,41.0
21,ADCYAP1R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9352628431497743,0.0,0.0,0.0,0.0,2.1358546399758325,3.5960018589819556,2.4178267194427403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5653068863990245,0.0,3.591387973087984,0.0,0.0
22,ADIPOR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.817404237973312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.160149566211807,7.10867518847412,8.088558366381775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.739874851522896,0.0,0.0
23,ADORA2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.798854398079587,0.0,0.0,0.0,0.0,6.292147900617889,10.625821832106446,7.257844810050904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.191900497349398,0.0,10.7617804697274,1.687553613839835,0.0
24,ADORA2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.849586167381095,0.0,0.0,0.0,0.0,4.145544884319042,6.9961103110341405,4.795310884954474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5430984066314326,0.0,6.789580553479696,0.0,0.0
25,ADRB1,0.0,0.0,0.0,2.1695617586896123,2.046435392906418,2.772387619636057,1.8411046366126473,0.0,0.0,3.3570614856539014,3.249330797370677,3.4753855548839305,3.1832009316463505,0.0,0.0,3.1981554504403134,7.903975873781365,3.0559060051276026,0.0,0.0,0.0,4.294217108448651,7.22266164609028,4.856573045842617,3.2874571834724704,2.983481767637768,2.7617828938911226,2.0140428986908816,2.9334613981275512,3.4020561765238977,3.0290064346008947,2.7496753170488972,0.0,1.6882229401967102,3.660551451218219,3.5765554861712414,0.0,0.0,8.155467559499705,0.0,9.097297734412757,5.024639520295961,0.0
26,ADRB2,0.0,0.0,0.0,2.2124187415510854,2.0268960697216523,2.5551093686294135,1.8411047704745724,0.0,0.0,3.4115036826614444,3.182581736580323,3.4806153394940305,3.183435591600572,0.0,0.0,3.1603951599701805,3.9713101694988597,2.6495044642375323,0.0,0.0,0.0,2.158488265216675,3.623985610703317,4.9292792467443585,2.8987543643007956,2.6953494795195105,2.7068763633318365,2.0230136221176758,2.9380774760105415,3.4131349240773847,3.0133625603595546,2.712905387296856,0.0,0.0,3.5991553447415465,3.560086487025268,0.0,3.1910234042147194,5.569323290830868,0.0,5.5005761567523255,4.983773382178734,0.0
27,AGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0529164351260962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7630589512534103,0.0,0.0,0.0
28,AGTR1,3.964141056871364,3.8533457484276616,0.0,4.00442930482232,3.8566422806655862,0.0,4.2139237416954325,4.064914658590867,0.0,4.217721412873211,4.123255517394423,4.08526361648796,0.0,0.0,0.0,4.179503373812707,4.621833321065935,4.093801573110263,3.423632390485585,3.662398901522498,0.0,0.0,3.6134134163235445,3.815943416546354,0.0,0.0,0.0,4.06904188191128,4.200118957462214,4.305875972378795,0.0,3.420490014977565,0.0,3.9444639149809237,3.7677093686758947,0.0,0.0,0.0,0.0,3.376602182449997,5.015321317751942,4.066279080241611,2.0
29,AKT1,0.05353405084879347,0.051546507613426745,0.06474441735324109,0.06894359405556175,0.0648581645866868,0.06886341582638546,0.06103260343107069,0.052603840011463315,0.044833229301927846,0.06679829044297762,0.0655828648654765,0.05639900815558765,0.06368616145691956,0.07216246554243755,0.039979669513196966,0.06247020495175734,0.1325475833813759,0.0696904394729064,0.05864905135288978,0.06143766198874207,0.09463014477112429,0.06049963998825476,0.05708876848423282,0.06370090635737648,0.06092422903927881,0.055425134911904456,0.06346623679702033,0.12827987934691362,0.08260707354864344,0.06379939155182304,0.0629579422508978,0.07577840453638675,0.056826015333577756,0.06256176404882137,0.07663034684433345,0.0895361504057309,0.04370184845048319,0.11640172253988319,0.05452867028765506,0.06675710253127248,0.06056862993135878,0.06496490732042885,42.0
30,AKT2,0.04852988872625079,0.059851704712458945,0.06799097403668433,0.06415566935458335,0.07437411396313187,0.060536223592050804,0.06189070069390298,0.0575311660425142,0.044910757271775584,0.05961222125890396,0.07042779541430577,0.060355810841677675,0.06344318043994979,0.06584899975094792,0.05508287249067742,0.06428785944133894,0.060765049617317324,0.061010056614551535,0.05638763357665614,0.06980113185750557,0.06071562068064994,0.06546365518439677,0.5087146014882954,0.06473954676626639,0.06647010946061678,0.061581646691487094,0.06697258169105388,0.05844058039165,0.06596994788587135,0.06249034656860936,0.06118271148553156,0.065867624890819,0.0616568066037774,0.05996324755028097,0.05896056469123979,0.07509431351079247,0.044565721793526344,0.06072207240439267,0.05089034656921066,0.07143453216248909,0.06079085895799345,0.07415401246710017,42.0
31,AOX1,0.0,0.0,3.912761908541917,0.0,3.366246488556862,0.0,0.0,0.0,0.0,0.0,0.0,3.240819872922923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.121661992664753,0.0,0.0,0.0,0.0,3.4628771452405522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,APC,2.0569339494122234,3.326069823016198,1.9585615482936483,2.4160370691715074,0.0,0.0,3.3817446875585087,0.0,2.4530128283657104,3.5366663393123647,0.0,0.0,0.0,0.0,0.0,0.0,2.2925889829847317,3.029872236797935,3.065075279254396,0.0,0.0,0.0,3.4976812958937695,0.0,3.180879381016818,0.0,0.0,3.2764943938113653,2.7050912810987886,0.0,3.6082190352751327,3.620064962252543,6.8377987900941894,0.0,3.5947585661569037,0.0,0.0,0.0,2.2870588958790234,3.753686621657126,3.4424979221412007,3.4202875181084393,0.0
33,APC2,2.084386871670684,3.44151340114958,1.9981143168681754,2.495966074683875,0.0,0.0,3.4427525442549616,0.0,2.462953030050323,3.5517148459102965,0.0,0.0,0.0,0.0,0.0,0.0,2.308070432513035,3.0795467238271392,3.1524362151694505,0.0,0.0,0.0,3.612567188515582,0.0,3.2456523553401366,0.0,0.0,3.2965425094396568,2.8439596586469618,0.0,3.822379842845444,3.8445544722787957,7.436973433179056,0.0,3.756590638987061,0.0,0.0,0.0,2.34104889057176,3.920004758975786,3.5696070985065105,3.464411403691955,0.0
34,APH1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3094125154386087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.284463959040417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,ARAP3,3.0894733050609005,4.142706241806644,3.986606538183349,4.030563999928825,4.009354598637178,3.7744696225199768,3.53073560346565,3.510837078538352,4.2475727199498285,3.636378999487788,3.8924823623783396,3.782026362434824,3.5673357460987885,3.553922848162095,3.512509499228917,3.662750718979422,3.5561114404347927,4.026880471145141,3.6488828745584634,2.3016196263556266,4.087653684620112,3.568395915810677,3.6740170907532943,3.3584480107385177,4.444809448027977,3.693852549981258,3.703737717682026,4.333896025154587,3.513247781209819,3.851588966626671,3.743077829856225,3.708804659260574,3.61536090361946,3.5142524818866074,4.323856447723531,3.559061840921681,3.4458445037273546,3.0834037376653987,0.0,3.189863189446764,3.015080477371821,3.6968294718620025,0.0
36,ARF1,4.411879543143127,0.0,0.0,0.0,5.329859238456294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.068222253737279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.308675117080898,0.0,0.0,0.0,0.0,4.0
37,ARF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.410835627992855,0.0,0.0,0.0,0.0
38,ARHGDIA,2.8440348221177523,3.4341966254677256,3.417701389384486,3.4206144089288664,3.416756257264246,3.134341780868526,3.0116269233749895,3.1164804671096875,3.4273306298177255,3.354765703444898,6.140809046549284,3.415502707269204,3.084776692497386,3.368945747340034,3.367091190768001,5.521797388091579,2.934694818635647,3.355812219240454,3.049740006948004,2.098981034163013,6.052050625604519,2.9700679326676007,4.972566470198595,2.9268503759788653,3.736640259296634,3.416704201708229,0.0,6.813292068404725,5.320239881536607,3.3034102954929017,6.3944049078639775,3.07579924250887,10.424609655852048,3.2173845318815517,3.4377684464751415,5.826184211819497,3.015408874138903,2.6983008170398723,0.0,8.429356453566902,2.629199434110016,3.4318670765881842,0.0
39,ARHGDIB,3.2276207190146966,4.277429752179958,4.146111873234387,4.122057788910985,4.0711230755232375,3.8514225427886304,3.664928351307025,3.8356039118044287,4.323980270003996,3.598097818802673,3.8058237330518896,3.9070731950552884,3.8195259233408754,3.430040898744215,3.5931286131619893,3.4169259941849264,3.6487673349845973,3.439837349454303,4.789642049963682,2.416956700595068,4.218208918714463,3.636826115049451,3.597677676418863,3.2206804132636773,4.456050268906948,3.6313183996179292,10.115962408642664,4.1286224613682,3.5284947715767876,3.963877352260921,3.8625845022611376,3.8650032199153537,0.0,3.990567479073496,4.354972099969106,3.314037945092462,3.698863821731819,3.0294641754528406,0.0,0.0,2.837745938691162,3.6674804121711095,0.0
40,ARHGDIG,3.228147984403849,4.275524227680048,4.148265243088115,4.135316695435906,4.139231955944205,3.8500784184687027,3.6711782474480095,3.8213120430038403,4.322127972351945,4.228591400198704,4.117795625224496,3.9674850315314494,3.8141347681803963,3.825612641795495,3.5950874481734627,3.865307287277598,3.62798555561181,4.140145111797153,3.7277823647397286,2.4104219462780527,4.216625466005686,3.628669673711379,3.8159926880332904,3.5439059937927784,4.456179177940556,3.9911051187618227,0.0,4.158691965938511,3.9062512661041104,3.9543591000961036,3.8984917253731504,3.8598968559999443,0.0,4.050048841310185,4.375442466306524,3.4404624511777637,3.659446119839442,3.1784280847166473,0.0,0.0,3.021768854980316,4.203219763147452,0.0
41,ARHGEF12,3.710366928319748,4.2952444150579945,3.9108532382867724,3.9406844518981514,4.17239840634361,3.770696322582956,3.72428535581555,3.690353851050279,3.924633721069041,4.2165110307927,3.9976767353063876,3.8132707563866006,3.8027276405925683,3.716051810008778,3.6181667499602757,3.7659392880931226,3.7746663828167315,3.8472353417800447,3.705193984829477,3.743272398163961,4.25886598123785,3.7233287952334777,3.787141895892084,3.62128066278834,4.459334587965317,4.0475228165904795,3.9395639104581663,3.820295746537814,3.7706827523303263,4.029957488280174,4.075410438717075,3.971688028247165,3.751274948486704,3.7053639560085263,4.3121864153153435,3.6961929751421914,3.627785063913901,3.6204550359014886,3.6214547502215773,3.5967627134299307,3.6618595834131087,3.8855480971466787,0.0
42,ARNT,0.0,0.0,4.462067764013692,0.0,4.462065019844234,0.0,0.0,4.461610759402332,4.462087843302416,0.0,0.0,4.461926422553816,0.0,4.328793995018994,4.462225486826619,0.0,0.0,0.0,4.462202880894064,0.0,0.0,4.350733596377831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.438595410150106,0.0,0.0,0.0,0.0,4.462053373856773,0.0,4.448005468414181,0.0,4.462067027773106,0.0,0.0,0.0,0.0
43,ARRB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8814203140999752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,ARRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4710434588955796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,ATF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5767881883948127,4.167826871016105,0.0,0.0,0.0,0.0,3.6729892654289924,4.281982128519472,0.0,0.0,0.0,4.006807055613057,0.0,0.0,2.726561244627111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7016617367535884,0.0,0.0,0.0,0.0,0.0,0.0
46,ATF4,0.8062557837673383,0.48910561120918694,0.5032436695867883,0.5415861628223461,0.731316427791986,0.6081744755603237,0.701506787087492,1.2589455939028862,1.3616192274403496,0.4871851008816753,0.4724368911550874,0.7682073152212954,0.49311579801721334,1.3653415036338963,1.4750760558002416,0.9092118776965562,0.7774584333967134,0.3747549970234339,1.3233659745298285,0.48973435222344697,0.7728054801425502,0.9990243171927128,0.6978253304664518,0.6453358630466821,0.5620465352849496,0.2966742222064265,0.6807137566687612,0.6501461904277369,0.37300022157118357,0.6496579868053125,0.6554968205225831,0.0,0.7272609868211627,0.4605925567985377,0.5303803169737292,0.7313913054993474,1.183248481268208,0.6089628920561495,0.8335042440689114,0.6349255796067489,0.7387140697497843,0.6108296491106997,41.0
47,AVPR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.920034426124875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505750593118779,0.0,0.0
48,AXIN1,2.0036268680617315,3.3412937054683938,1.8826113709711323,2.443779267049519,0.0,0.0,3.36565933668909,0.0,2.328831998735173,3.485069210189612,0.0,0.0,0.0,0.0,0.0,0.0,2.2952092297667748,2.9815317507805927,3.0692527752734313,0.0,0.0,0.0,3.5123833343647677,0.0,3.1658218052734792,0.0,0.0,3.2435189476459483,2.767654546430767,0.0,3.612330771623597,3.6597391268601474,7.082232338102181,0.0,3.6529813418436294,0.0,0.0,0.0,2.2935396034438904,3.717487328557881,3.4475442322505847,3.421765052569197,0.0
