All_gene_num,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
ADAM17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262166378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY1,2.308326906,2.408434402,1.991069734,2.639554012,2.87639477,2.074453932,2.57469249,2.231049996,2.871311504,2.834224018,2.434139856,1.872829624,2.832177098,2.124493352,2.46184293,2.860781242,4.07322062,2.788036792,2.66262954,2.774961378,2.951921644,2.381430132,3.44752029,2.299493024,2.731307898,2.397481888,2.598863702,2.75741448,2.073714304,1.947692942,2.259923004,2.667109534,2.291561648,2.487224698,2.069495962,2.416108358,2.54102325,2.192250638,2.051451928,2.728607814,3.337791982,2.088920202
ADCY2,2.501546978,2.466814618,2.08176442,2.803143362,2.970294368,2.346202792,2.742703822,2.4904341412,2.988967154,2.923562582,2.57741974,1.976361748,2.912386972,2.365205854,2.498851194,2.951143396,4.767316078,2.841825704,2.76246484,2.854500008,3.050763528,2.946738238,3.994613946,2.831766656,2.925080638,2.630561564,2.83135069,2.9090638,2.238315582,2.209821144,2.445612352,2.89020424,2.36557943,2.7514673,2.277632678,2.667835394,2.65353183,2.44657269,2.65492968,2.887589514,4.2290296,2.808058794
ADCY3,2.208292622,2.15981853,1.871845404,2.57190962,2.818879916,1.874533228,2.512727714,2.0285190296,2.698210166,2.728139546,2.389811508,1.839923754,2.737637448,2.003672712,2.289706998,2.677770756,3.952403834,2.643405996,2.484586124,2.6610399728,2.519301572,2.33953187,3.388285196,2.225770002,2.664898572,2.346411888,2.445568038,2.636940858,1.806999196,1.927065506,2.203223796,2.642235088,2.207236636,2.374714306,2.001811374,2.2909224,2.256433984,2.144180318,2.004506006,2.698701992,3.288945774,2.03296803
ADCY4,1.997710342,1.950809348,1.571864982,2.292311628,2.468662382,1.822998254,2.22445002,1.960417914,2.461956354,2.405734726,2.057835332,1.490931092,2.397033398,1.848617292,2.005641442,2.428530494,4.226404776,2.335898554,2.251325052,2.3441347128,2.5364491828,2.433272874,3.467645784,2.314626088,2.401507866,2.116755968,2.317212608,2.38743161,1.7297882768,1.686375406,1.958572248,2.371933588,1.904169192,2.219169726,1.772278552,2.150387992,2.151856222,1.942268974,2.13754183,2.396861668,3.709346594,2.27988241
ADCY5,1.996708646,1.944713166,1.568837008,2.288820342,2.460998326,1.821656448,2.224450044,1.960179849,2.461723316,2.405734704,2.059720966,1.483577422,2.364209024,1.85919842,2.005632658,2.430023556,3.40316786,2.337241182,2.246326988,2.34027035,2.52973236,2.16265195,3.024962012,2.01542978,2.400289864,2.114742512,2.290321168,2.376015008,1.724927984,1.681142796,1.95218417,2.366870374,1.902576126,2.21650926,1.76973433,2.154750296,2.14797065,1.938790164,1.822106784,2.394491294,3.269544876,2.088920172
ADCY6,1.936483082,1.85925079,1.439708348,2.23271347,2.386055348,1.766338594,2.17345464,1.875821866,2.341577154,2.329523762,2.030495438,1.442602864,2.27763343,1.858634984,1.802591382,2.421403672,3.549904416,2.268356112,2.10156883,2.320519272,2.529454457,2.116334172,2.86767267,1.92897655,2.320702414,2.070605344,2.280076046,2.283666372,1.430935712,1.652061168,1.93405397,2.316492108,1.866076164,2.09835187,1.722529784,2.154372468,1.992598288,1.941034346,1.784782368,2.355439572,3.206184646,1.821774398
ADCY7,1.96421618,1.945606036,1.511995308,2.29256882,2.459593234,1.778876198,2.182625192,1.854861214,2.341638642,2.361377448,2.006408374,1.46540735,2.344288142,1.760746018,1.969021022,2.35318035,4.223471806,2.294527598,2.242070612,2.347634148,2.462508708,2.413086172,3.393704244,2.258294912,2.34079686,2.120349634,1.9833188,2.36883159,1.724375446,1.65419314,1.9542271408,2.372896592,1.903765646,2.183765338,1.771539436,2.10922979,2.106056334,1.942652388,2.102718606,2.377191164,3.647743266,2.0338829
ADCY8,2.307586838,2.404192818,1.99411561,2.637674908,2.874628234,2.110393726,2.576581722,2.2224475312,2.871362104,2.832281854,2.472638128,1.865041834,2.833328638,2.123763904,2.459972568,2.853704764,4.208596476,2.783674502,2.668236002,2.7758748132,2.95911977,2.413138854,3.446260446,2.297929952,2.765043654,2.392613156,2.66819924,2.755485642,2.126965824,1.947629058,2.258826284,2.712545834,2.277890904,2.492727416,2.068906932,2.414793726,2.55124986,2.19164472,2.046714144,2.800168266,3.686882108,2.088920208
ADCY9,1.931567172,1.892819794,1.512187614,2.24365571,2.41657371,1.814440992,2.182625254,1.9067952708,2.387076262,2.351957644,2.00097259,1.434650008,2.31903053,1.858645672,2.001004826,2.410956638,3.84699839,2.25695167,2.200633606,2.3294249392,2.494361162,2.379112792,3.411936854,2.229254186,2.340796796,2.10285265,2.30798843,2.29027201,1.657825397,1.657032508,1.934024108,2.363801678,1.875355632,2.124591668,1.725347688,2.150699022,2.124472236,1.882626542,2.100421996,2.35107689,3.597292632,1.82177439
ADCYAP1R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.470366802,0.0,0.0,0.0,0.0,0.255290474,0.429816244,0.28899351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306621246,0.0,0.429264764,0.0
ADIPOR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934384202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855825084,0.84967255,0.96679421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805591267,0.0
ADORA2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.410271596,0.0,0.0,0.0,0.0,0.75207619,1.270063534,0.86750222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.620567858,0.0,1.286314146,0.20170678
ADORA2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938230784,0.0,0.0,0.0,0.0,0.495501004,0.836218104,0.57316503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303966752,0.0,0.811532398,0.0
ADRB1,0.0,0.0,0.0,0.259319356,0.244602536,0.331372808,0.220060142,0.0,0.0,0.401256622,0.388379988,0.415399442,0.38047574,0.0,0.0,0.382263196,0.944731776,0.365260668,0.0,0.0,0.0,0.513271222,0.863296912,0.58048746,0.392937088,0.356604078,0.330105266,0.240730786,0.350625336,0.406634664,0.362045466,0.328658094,0.0,0.201786782,0.437531608,0.427491894,0.0,0.0,0.974791608,0.0,1.0873649392,0.600575798
ADRB2,0.0,0.0,0.0,0.264441886,0.242267076,0.305402376,0.220060158,0.0,0.0,0.407763888,0.38040173,0.416024538,0.380503788,0.0,0.0,0.377749854,0.4746754,0.316685058,0.0,0.0,0.0,0.257995784,0.433161034,0.589177752,0.346476938,0.322164736,0.3235425,0.241803022,0.351177078,0.407958864,0.360175614,0.324263126,0.0,0.0,0.430193168,0.425523418,0.0,0.38141073,0.66567975,0.0,0.65746267,0.595691226
AGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24537719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210731642,0.0,0.0
AGTR1,1.294174478,1.258003096,0.0,1.307327396,1.259079316,0.0,1.375721116,1.32707407,0.0,1.376960943,1.34612063,1.3337174012,0.0,0.0,0.0,1.3644838868,1.508891495,1.3365047908,1.11771443,1.195664614,0.0,0.0,1.179672306,1.245792344,0.0,0.0,0.0,1.328421486,1.3712142634,1.405740792,0.0,1.1166885376,0.0,1.2877504748,1.230045358,0.0,0.0,0.0,0.0,1.102360462,1.637353655,1.3275195132
AKT1,2.298345414,2.213015408,2.77963338,2.959914124,2.784516822,2.95647188,2.620276291,2.258409228,1.924798242,2.867811086,2.815629946,2.421344914,2.734199912,3.09810801,1.71642326,2.681995978,5.690586189,2.991977992,2.517944674,2.637666428,4.062699456,2.59739489,2.450957982,2.734832946,2.615623518,2.379534196,2.724758018,5.507363402,3.546520124,2.739061152,2.702935712,3.253348958,2.439677358,2.68592683,3.289924888,3.84400204,1.876225344,4.997405594,2.341046816,2.86604279,2.600356794,2.789099544
AKT2,2.083504712,2.569577472,2.919015858,2.754357014,3.19305939,2.598965512,2.657116468,2.469951172,1.928126704,2.559295872,3.023634454,2.5912199592,2.7237681532,2.827055756,2.364840048,2.760032252,2.608789563,2.619308302,2.420856576,2.996730282,2.60666746,2.810511988,21.840339986,2.779424274,2.853721488,2.6438480372,2.875293828,2.5089945148,2.83224835,2.682860706,2.6267207904,2.827855378,2.6470748328,2.574366274,2.53131869,3.2239792868,1.913313502,2.606944448,2.184844838,3.0668560812,2.60989762,3.183609904
AOX1,0.0,0.0,0.467677352,0.0,0.40235447,0.0,0.0,0.0,0.0,0.0,0.0,0.38736271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492646374,0.0,0.0,0.0,0.0,0.41390436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APC,0.245857388,0.397552308,0.234099314,0.2887796,0.0,0.0,0.40420691,0.0,0.29319917,0.422724098,0.0,0.0,0.0,0.0,0.0,0.0,0.274024326,0.362148952,0.366356636,0.0,0.0,0.0,0.418064366,0.0,0.380198254,0.0,0.0,0.391626748,0.323329136,0.0,0.431276516,0.432692414,0.817295738,0.0,0.429667638,0.0,0.0,0.0,0.273363336,0.448663696,0.41146851,0.408813786
APC2,0.24913873,0.411350834,0.238826904,0.298333206,0.0,0.0,0.411498944,0.0,0.294387284,0.424522788,0.0,0.0,0.0,0.0,0.0,0.0,0.275874764,0.368086352,0.376798552,0.0,0.0,0.0,0.431796234,0.0,0.387940318,0.0,0.0,0.394023022,0.339927538,0.0,0.456874332,0.45952478,0.888912774,0.0,0.449010802,0.0,0.0,0.0,0.279816552,0.468543062,0.42666138,0.414087744
APH1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276035178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2730531732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAP3,0.369272838,0.495161712,0.476503716,0.481757782,0.479222704,0.451147808,0.42201522,0.419636826,0.507695998,0.434642368,0.465253416,0.452051036,0.426389894,0.424786702,0.419836724,0.437794478,0.425048296,0.481317504,0.436136908,0.275103724,0.488581492,0.426516612,0.439141104,0.401422348,0.531270944,0.44151196,0.442693496,0.51801389,0.419924968,0.460365586,0.447395668,0.443299128,0.432130156,0.420045056,0.516813898,0.425400946,0.411868514,0.368547366,0.0,0.381272054,0.36038095,0.44186778
ARF1,1.859662384,0.0,0.0,0.0,2.246602302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.136319042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23767293,0.0,0.0,0.0,0.0
ARF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407684038,0.0,0.0,0.0
ARHGDIA,0.339936522,0.410476288,0.408504676,0.408852858,0.408391708,0.374635794,0.35996816,0.3725009,0.409655622,0.400982216,0.73398724,0.408241876,0.36871147,0.402677102,0.402455434,0.659999162,0.350772762,0.401107302,0.36452367,0.250883114,0.723378288,0.355000774,0.594351707,0.349835146,0.44662621,0.408385486,0.0,0.814366544,0.63590777,0.394843902,0.764298576,0.36763843,1.246013418,0.384561574,0.410903214,0.696381346,0.360420202,0.322517498,0.0,1.007528492,0.314258076,0.410197846
ARHGDIB,0.385785066,0.511264694,0.495568774,0.492693682,0.486605652,0.460345694,0.438054762,0.458454954,0.516828698,0.430066766,0.454895444,0.466997402,0.456533214,0.40997957,0.429472816,0.408411996,0.436123098,0.411150502,0.572487456,0.28888952,0.504186256,0.43469581,0.430016548,0.384955518,0.532614516,0.434037494,1.209122002,0.493478332,0.421747382,0.473786984,0.46167984,0.46196894,0.0,0.476977152,0.520533032,0.396114184,0.442110938,0.362100178,0.0,0.0,0.339184836,0.4383598
ARHGDIG,0.385848088,0.511036934,0.495826158,0.494278468,0.494746444,0.460185036,0.438801788,0.456746702,0.5166073,0.505427234,0.492184242,0.474218196,0.45588883,0.457260736,0.429706948,0.462005284,0.433639132,0.49485559,0.44556746,0.288108446,0.503996992,0.433720902,0.4561109,0.423589426,0.532629924,0.477041414,0.0,0.497072424,0.46689916,0.472649304,0.465971692,0.461358596,0.0,0.48408673,0.522979776,0.411225218,0.437399492,0.37990526,0.0,0.0,0.361180386,0.50239466
ARHGEF12,0.44348586,0.513394012,0.467449216,0.471014826,0.498710702,0.4506968,0.445149476,0.441093774,0.469096344,0.503983314,0.477826894,0.455785558,0.45452538,0.444165352,0.432465528,0.45012821,0.451171326,0.459845214,0.442867558,0.447418924,0.509045838,0.445035142,0.452662476,0.432837722,0.533007078,0.483784804,0.470880892,0.456625228,0.450695178,0.481685288,0.487118104,0.474720564,0.448375438,0.442887874,0.515419024,0.441791702,0.433615168,0.432739038,0.43285853,0.429907186,0.437687964,0.46442459
ARNT,0.0,0.0,0.533333764,0.0,0.533333436,0.0,0.0,0.53327914,0.533336164,0.0,0.0,0.53331687,0.0,0.517404064,0.533352616,0.0,0.0,0.0,0.533349914,0.0,0.0,0.52002642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.530528204,0.0,0.0,0.0,0.0,0.533332044,0.0,0.531652952,0.0,0.533333676,0.0,0.0,0.0
ARRB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463931212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414880448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427519708,0.498164284,0.0,0.0,0.0,0.0,0.439018252,0.511808822,0.0,0.0,0.0,0.478918206,0.0,0.0,0.325895358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442445362,0.0,0.0,0.0,0.0,0.0
ATF4,17.015295968,10.322129654,10.620500534,11.429684026,15.43376893,12.834969882,14.80466354,26.568903218,28.735736992,10.281599028,9.970351458,16.2123176,10.406761004,28.81429225,31.130140298,19.188090812,16.407554046,7.90886381,27.928436836,10.335398662,16.309357694,21.083500768,14.726969742,13.61922721,11.861481602,6.2610399808,14.36584552,13.7207448,7.871830868,13.710441706,13.833664988,0.0,15.348182532,9.72038754,11.193194828,15.435349156,24.971384414,12.851608696,17.590349972,13.399527634,15.589889444,12.891004908
AVPR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468546608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419028858,0.0
AXIN1,0.239485798,0.39937196,0.225021282,0.292095518,0.0,0.0,0.40228429,0.0,0.278356314,0.416556892,0.0,0.0,0.0,0.0,0.0,0.0,0.274337514,0.356371,0.366855956,0.0,0.0,0.0,0.419821644,0.0,0.37839848,0.0,0.0,0.38768532,0.330807082,0.0,0.431767976,0.437434514,0.846511938,0.0,0.436626782,0.0,0.0,0.0,0.27413795,0.444336934,0.412071676,0.40899039
AXIN2,0.245386114,0.408752526,0.236786248,0.294472688,0.0,0.0,0.40426059,0.0,0.591199578,0.424928546,0.0,0.0,0.0,0.0,0.0,0.0,0.270866152,0.367508242,0.369746024,0.0,0.0,0.0,0.431427898,0.0,0.385231976,0.0,0.0,0.39204554,0.33930499,0.0,0.456095914,0.457944218,0.887862716,0.0,0.441434836,0.0,0.0,0.0,0.27783854,0.466742732,0.424701498,0.414087732
BAD,0.0,0.0,0.389240572,0.710790948,0.613548264,0.0,0.0,0.445140164,0.688600614,0.0,0.0,0.20649428,0.434932404,0.0,0.0,0.737500704,0.478613352,0.0,0.0,0.0,0.687752132,0.0,0.665575396,0.0,1.170156908,0.0,0.0,0.305397112,1.066430286,0.231059926,0.0,0.0,0.0,0.0,0.202966548,0.0,0.45223957,0.335091268,0.0,0.0,0.0,0.0
BAMBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27988456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.716358164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAX,0.0,0.2404227248,0.228215356,0.210554136,0.382658974,0.0,0.0,0.0,0.0,0.0,0.298773756,0.0,0.0,0.0,0.0,2.101458964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9448207576,0.206670186,0.0,0.0,0.0,1.881574378,0.0
BCAR1,0.0,0.0,0.0,0.0,0.0,0.32466675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73843308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL10,0.0,0.0,1.211798126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.346516268,1.324285348,0.0,1.190687024,0.0,1.414341172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,0.788826391,0.0,0.43393442,0.628665492,0.883032184,0.5746351392,0.686503568,0.50264389,0.530537312,0.296947686,0.0,0.862492734,0.282361114,0.803423174,0.532977886,0.526985766,0.42375877,0.0,0.527594798,0.0,0.49742858,0.373384948,0.770542756,0.745231526,0.281864786,0.22740406,0.429869674,0.691409588,0.342730888,0.876941406,0.412257516,0.0,0.435673376,0.255375092,0.743758116,0.698288737,0.505449044,0.389280928,0.50158635,0.6347431872,0.45586593,0.392802252
BCL2L1,0.0,0.0,0.794670058,0.280092496,1.006436726,0.0,0.0,1.130811166,1.356879868,0.0,0.0,0.587225218,1.161384292,0.0,0.0,0.298629682,0.0,0.0,0.0,0.0,0.227508944,0.0,0.0,0.0,0.60572891,0.0,0.0,0.0,0.307998234,0.671544896,0.0,0.0,0.0,0.0,0.407123254,0.0,1.682918788,0.547706615,0.0,0.0,0.0,0.0
BDKRB2,0.0,0.0,0.0,0.240037576,0.243104652,0.336471138,0.220060158,0.0,0.0,0.406136346,0.38226003,0.414735144,0.380766144,0.0,0.0,0.378612902,0.0,0.365158838,0.0,0.0,0.0,0.0,0.0,0.0,0.394082758,0.356349424,0.329617056,0.23955829,0.350617198,0.406432448,0.362007754,0.326261912,0.0,0.201743588,0.440113742,0.427399984,0.0,0.0,0.353035618,0.0,0.227638254,0.395554496
BDNF,1.073467586,0.999942334,1.21445323,1.036752304,0.662389356,0.734962524,0.0,0.0,0.0,1.17899221,1.002233316,0.0,0.681537514,0.0,0.0,0.0,0.0,1.22719143,1.541134754,1.214333132,0.0,0.0,1.21001945,0.0,0.928857836,1.360127428,0.0,0.0,0.824619244,0.0,0.77156701,0.0,0.0,1.44421341,0.0,0.0,1.152974626,0.518349216,1.170684996,0.0,0.0,0.0
BID,0.0,0.0,0.0,0.0,0.869975602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.786192318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.957198272,0.0,0.0,0.0,0.0,0.847912642,0.6916300068,0.0,0.0,0.0,0.0,0.770975232,0.0
BIRC2,0.0,0.0,0.0,0.0,0.0,0.0,2.815550228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.811141828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMPR1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3677399,0.0,0.0,0.266415726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415824232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMPR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372632916,0.0,0.0,0.270810042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421970746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369095128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
